review_id,review_month,scope_level,entity,division,category,metric,comparison,unit,actual_value,benchmark_value,variance,materiality_pct,favorable,severity,action_required,source_dataset,source_key,headline,explanation
REV-202608-FX-TRANSLATION-ENTITY-CZ01-ALL-REVENUE-FX-EFFECT,2026-08,Entity,CZ01,All,FX Translation,Revenue FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|CZ01|All|revenue_fx_effect,FX translation increased cz01 revenue by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DE01-ALL-REVENUE-FX-EFFECT,2026-08,Entity,DE01,All,FX Translation,Revenue FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|DE01|All|revenue_fx_effect,FX translation increased de01 revenue by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-ES01-ALL-REVENUE-FX-EFFECT,2026-08,Entity,ES01,All,FX Translation,Revenue FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|ES01|All|revenue_fx_effect,FX translation increased es01 revenue by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-CN01-ALL-OPEX,2026-08,Entity,CN01,All,Monthly P&L vs Budget,OPEX,Budget,EUR,0.0,0.0,0.0,0.0,True,Low,False,budget_performance.csv,2026-08|CN01|All|opex,CN01 OPEX was €0 below budget.,Actual opex was €0 versus €0 budget. The variance represents 0.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-CZ01-ALL-OPEX,2026-08,Entity,CZ01,All,Monthly P&L vs Budget,OPEX,Budget,EUR,0.0,0.0,0.0,0.0,True,Low,False,budget_performance.csv,2026-08|CZ01|All|opex,CZ01 OPEX was €0 below budget.,Actual opex was €0 versus €0 budget. The variance represents 0.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-CN01-ALL-REVENUE,2026-08,Entity,CN01,All,Monthly P&L vs Budget,Revenue,Budget,EUR,0.0,0.0,0.0,0.0,True,Low,False,budget_performance.csv,2026-08|CN01|All|revenue,CN01 revenue exceeded budget by €0.,Actual revenue was €0 versus €0 budget. The variance represents 0.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-CZ01-ALL-REVENUE,2026-08,Entity,CZ01,All,Monthly P&L vs Budget,Revenue,Budget,EUR,0.0,0.0,0.0,0.0,True,Low,False,budget_performance.csv,2026-08|CZ01|All|revenue,CZ01 revenue exceeded budget by €0.,Actual revenue was €0 versus €0 budget. The variance represents 0.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-CZ01-HARDWARE-GROSS-PROFIT,2026-08,Entity Division,CZ01,Hardware,Monthly P&L vs Budget,Gross profit,Budget,EUR,-248964.6,52150.43,-301115.03,5.77397,False,Critical,False,budget_performance.csv,2026-08|CZ01|Hardware|gross_profit,CZ01 / Hardware gross profit missed budget by €301.1k.,Actual gross profit was €249.0k versus €52.2k budget. The variance represents 577.4% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-CZ01-HARDWARE-EBIT,2026-08,Entity Division,CZ01,Hardware,Monthly P&L vs Budget,EBIT,Budget,EUR,-549659.04,-183960.68,-365698.36,1.987916,False,Critical,False,budget_performance.csv,2026-08|CZ01|Hardware|ebit,CZ01 / Hardware ebit missed budget by €365.7k.,Actual ebit was €549.7k versus €184.0k budget. The variance represents 198.8% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-CN01-HARDWARE-GROSS-PROFIT,2026-08,Entity Division,CN01,Hardware,Monthly P&L vs Budget,Gross profit,Budget,EUR,-421538.93,-149030.58,-272508.35,1.82854,False,Critical,False,budget_performance.csv,2026-08|CN01|Hardware|gross_profit,CN01 / Hardware gross profit missed budget by €272.5k.,Actual gross profit was €421.5k versus €149.0k budget. The variance represents 182.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-CN01-HARDWARE-EBIT,2026-08,Entity Division,CN01,Hardware,Monthly P&L vs Budget,EBIT,Budget,EUR,-657650.04,-385141.69,-272508.35,0.707553,False,Critical,False,budget_performance.csv,2026-08|CN01|Hardware|ebit,CN01 / Hardware ebit missed budget by €272.5k.,Actual ebit was €657.7k versus €385.1k budget. The variance represents 70.8% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-EVENTS-OPEX,2026-08,Entity Division,ES01,Events,Monthly P&L vs Budget,OPEX,Budget,EUR,500952.27,340227.63,160724.64,0.472403,False,Critical,False,budget_performance.csv,2026-08|ES01|Events|opex,ES01 / Events OPEX was €160.7k above budget.,Actual opex was €501.0k versus €340.2k budget. The variance represents 47.2% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-SOFTWARE-OPEX,2026-08,Entity Division,JP01,Software,Monthly P&L vs Budget,OPEX,Budget,EUR,132628.32,97099.63,35528.69,0.365899,False,Critical,False,budget_performance.csv,2026-08|JP01|Software|opex,JP01 / Software OPEX was €35.5k above budget.,Actual opex was €132.6k versus €97.1k budget. The variance represents 36.6% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-SOFTWARE-OPEX,2026-08,Entity Division,US01,Software,Monthly P&L vs Budget,OPEX,Budget,EUR,247608.84,182758.79,64850.05,0.35484,False,Critical,False,budget_performance.csv,2026-08|US01|Software|opex,US01 / Software OPEX was €64.9k above budget.,Actual opex was €247.6k versus €182.8k budget. The variance represents 35.5% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-DE01-SOFTWARE-OPEX,2026-08,Entity Division,DE01,Software,Monthly P&L vs Budget,OPEX,Budget,EUR,165288.59,123416.53,41872.06,0.339274,False,Critical,False,budget_performance.csv,2026-08|DE01|Software|opex,DE01 / Software OPEX was €41.9k above budget.,Actual opex was €165.3k versus €123.4k budget. The variance represents 33.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-DE01-HARDWARE-OPEX,2026-08,Entity Division,DE01,Hardware,Monthly P&L vs Budget,OPEX,Budget,EUR,649706.05,520249.29,129456.76,0.248836,False,Critical,False,budget_performance.csv,2026-08|DE01|Hardware|opex,DE01 / Hardware OPEX was €129.5k above budget.,Actual opex was €649.7k versus €520.2k budget. The variance represents 24.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-HARDWARE-OPEX,2026-08,Entity Division,US01,Hardware,Monthly P&L vs Budget,OPEX,Budget,EUR,861801.8,699917.43,161884.37,0.231291,False,Critical,False,budget_performance.csv,2026-08|US01|Hardware|opex,US01 / Hardware OPEX was €161.9k above budget.,Actual opex was €861.8k versus €699.9k budget. The variance represents 23.1% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-SPARE-PARTS-OPEX,2026-08,Entity Division,ES01,Spare Parts,Monthly P&L vs Budget,OPEX,Budget,EUR,200935.53,164342.82,36592.71,0.222661,False,Critical,False,budget_performance.csv,2026-08|ES01|Spare Parts|opex,ES01 / Spare Parts OPEX was €36.6k above budget.,Actual opex was €200.9k versus €164.3k budget. The variance represents 22.3% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-SPARE-PARTS-OPEX,2026-08,Entity Division,JP01,Spare Parts,Monthly P&L vs Budget,OPEX,Budget,EUR,353219.69,289340.08,63879.61,0.220777,False,Critical,False,budget_performance.csv,2026-08|JP01|Spare Parts|opex,JP01 / Spare Parts OPEX was €63.9k above budget.,Actual opex was €353.2k versus €289.3k budget. The variance represents 22.1% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-EVENTS-OPEX,2026-08,Entity Division,US01,Events,Monthly P&L vs Budget,OPEX,Budget,EUR,550335.21,451640.24,98694.97,0.218526,False,Critical,False,budget_performance.csv,2026-08|US01|Events|opex,US01 / Events OPEX was €98.7k above budget.,Actual opex was €550.3k versus €451.6k budget. The variance represents 21.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-HARDWARE-OPEX,2026-08,Entity Division,JP01,Hardware,Monthly P&L vs Budget,OPEX,Budget,EUR,393555.16,324270.22,69284.94,0.213664,False,Critical,False,budget_performance.csv,2026-08|JP01|Hardware|opex,JP01 / Hardware OPEX was €69.3k above budget.,Actual opex was €393.6k versus €324.3k budget. The variance represents 21.4% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-HARDWARE-OPEX,2026-08,Entity Division,ES01,Hardware,Monthly P&L vs Budget,OPEX,Budget,EUR,443623.7,365994.9,77628.8,0.212104,False,Critical,False,budget_performance.csv,2026-08|ES01|Hardware|opex,ES01 / Hardware OPEX was €77.6k above budget.,Actual opex was €443.6k versus €366.0k budget. The variance represents 21.2% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-HARDWARE-EBIT,2026-08,Entity Division,US01,Hardware,Monthly P&L vs Budget,EBIT,Budget,EUR,715402.5472,901060.22,-185657.6728,0.206044,False,Critical,False,budget_performance.csv,2026-08|US01|Hardware|ebit,US01 / Hardware ebit missed budget by €185.7k.,Actual ebit was €715.4k versus €901.1k budget. The variance represents 20.6% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-HARDWARE-EBIT,2026-08,Entity Division,JP01,Hardware,Monthly P&L vs Budget,EBIT,Budget,EUR,558560.086,694597.55,-136037.464,0.195851,False,Critical,False,budget_performance.csv,2026-08|JP01|Hardware|ebit,JP01 / Hardware ebit missed budget by €136.0k.,Actual ebit was €558.6k versus €694.6k budget. The variance represents 19.6% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-DE01-HARDWARE-EBIT,2026-08,Entity Division,DE01,Hardware,Monthly P&L vs Budget,EBIT,Budget,EUR,814523.0305,905631.51,-91108.4795,0.100602,False,High,False,budget_performance.csv,2026-08|DE01|Hardware|ebit,DE01 / Hardware ebit missed budget by €91.1k.,Actual ebit was €814.5k versus €905.6k budget. The variance represents 10.1% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-HARDWARE-EBIT,2026-08,Entity Division,ES01,Hardware,Monthly P&L vs Budget,EBIT,Budget,EUR,856901.2014,932073.98,-75172.7786,0.080651,False,High,False,budget_performance.csv,2026-08|ES01|Hardware|ebit,ES01 / Hardware ebit missed budget by €75.2k.,Actual ebit was €856.9k versus €932.1k budget. The variance represents 8.1% of the benchmark.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-CN01-HARDWARE-EBIT-FX-EFFECT,2026-08,Entity Division,CN01,Hardware,FX Translation,EBIT FX effect,Prior-year FX,EUR,-42167.07,0.0,-42167.07,0.068511,False,High,False,constant_currency_analysis.csv,2026-08|CN01|Hardware|ebit_fx_effect,FX translation reduced cn01 / hardware ebit by €42.2k.,Reported performance differs from the close translated at prior-year FX by €42.2k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-JP01-HARDWARE-EBIT-FX-EFFECT,2026-08,Entity Division,JP01,Hardware,FX Translation,EBIT FX effect,Prior-year FX,EUR,-40032.73,0.0,-40032.73,0.066878,False,High,False,constant_currency_analysis.csv,2026-08|JP01|Hardware|ebit_fx_effect,FX translation reduced jp01 / hardware ebit by €40.0k.,Reported performance differs from the close translated at prior-year FX by €40.0k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-JP01-SOFTWARE-EBIT-FX-EFFECT,2026-08,Entity Division,JP01,Software,FX Translation,EBIT FX effect,Prior-year FX,EUR,-30676.73,0.0,-30676.73,0.066878,False,High,False,constant_currency_analysis.csv,2026-08|JP01|Software|ebit_fx_effect,FX translation reduced jp01 / software ebit by €30.7k.,Reported performance differs from the close translated at prior-year FX by €30.7k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-JP01-SPARE-PARTS-EBIT-FX-EFFECT,2026-08,Entity Division,JP01,Spare Parts,FX Translation,EBIT FX effect,Prior-year FX,EUR,-55362.95,0.0,-55362.95,0.066878,False,High,False,constant_currency_analysis.csv,2026-08|JP01|Spare Parts|ebit_fx_effect,FX translation reduced jp01 / spare parts ebit by €55.4k.,Reported performance differs from the close translated at prior-year FX by €55.4k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-JP01-HARDWARE-REVENUE-FX-EFFECT,2026-08,Entity Division,JP01,Hardware,FX Translation,Revenue FX effect,Prior-year FX,EUR,-206352.93,0.0,-206352.93,0.066878,False,High,False,constant_currency_analysis.csv,2026-08|JP01|Hardware|revenue_fx_effect,FX translation reduced jp01 / hardware revenue by €206.4k.,Reported performance differs from the close translated at prior-year FX by €206.4k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-JP01-SOFTWARE-REVENUE-FX-EFFECT,2026-08,Entity Division,JP01,Software,FX Translation,Revenue FX effect,Prior-year FX,EUR,-55512.16,0.0,-55512.16,0.066878,False,High,False,constant_currency_analysis.csv,2026-08|JP01|Software|revenue_fx_effect,FX translation reduced jp01 / software revenue by €55.5k.,Reported performance differs from the close translated at prior-year FX by €55.5k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-JP01-SPARE-PARTS-REVENUE-FX-EFFECT,2026-08,Entity Division,JP01,Spare Parts,FX Translation,Revenue FX effect,Prior-year FX,EUR,-186281.28,0.0,-186281.28,0.066878,False,High,False,constant_currency_analysis.csv,2026-08|JP01|Spare Parts|revenue_fx_effect,FX translation reduced jp01 / spare parts revenue by €186.3k.,Reported performance differs from the close translated at prior-year FX by €186.3k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-HARDWARE-GROSS-PROFIT,2026-08,Entity Division,JP01,Hardware,Monthly P&L vs Budget,Gross profit,Budget,EUR,980893.92,1046244.13,-65350.21,0.062462,False,High,False,budget_performance.csv,2026-08|JP01|Hardware|gross_profit,JP01 / Hardware gross profit missed budget by €65.4k.,Actual gross profit was €980.9k versus €1.0m budget. The variance represents 6.2% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-HARDWARE-REVENUE,2026-08,Entity Division,JP01,Hardware,Monthly P&L vs Budget,Revenue,Budget,EUR,2879156.5,3058969.82,-179813.32,0.058782,False,High,False,budget_performance.csv,2026-08|JP01|Hardware|revenue,JP01 / Hardware revenue missed budget by €179.8k.,Actual revenue was €2.9m versus €3.1m budget. The variance represents 5.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-SPARE-PARTS-EBIT,2026-08,Entity Division,JP01,Spare Parts,Monthly P&L vs Budget,EBIT,Budget,EUR,772456.1763,786881.92,-14425.7437,0.018333,False,Low,False,budget_performance.csv,2026-08|JP01|Spare Parts|ebit,JP01 / Spare Parts ebit missed budget by €14.4k.,Actual ebit was €772.5k versus €786.9k budget. The variance represents 1.8% of the benchmark.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-CZ01-HARDWARE-EBIT-FX-EFFECT,2026-08,Entity Division,CZ01,Hardware,FX Translation,EBIT FX effect,Prior-year FX,EUR,-7573.64,0.0,-7573.64,0.013971,False,Low,False,constant_currency_analysis.csv,2026-08|CZ01|Hardware|ebit_fx_effect,FX translation reduced cz01 / hardware ebit by €7.6k.,Reported performance differs from the close translated at prior-year FX by €7.6k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-HARDWARE-GROSS-PROFIT,2026-08,Entity Division,US01,Hardware,Monthly P&L vs Budget,Gross profit,Budget,EUR,1613880.17,1636217.61,-22337.44,0.013652,False,Low,False,budget_performance.csv,2026-08|US01|Hardware|gross_profit,US01 / Hardware gross profit missed budget by €22.3k.,Actual gross profit was €1.6m versus €1.6m budget. The variance represents 1.4% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-EVENTS-REVENUE,2026-08,Entity Division,ES01,Events,Monthly P&L vs Budget,Revenue,Budget,EUR,4211729.48,2477284.0,1734445.48,0.70014,True,Critical,False,budget_performance.csv,2026-08|ES01|Events|revenue,ES01 / Events revenue exceeded budget by €1.7m.,Actual revenue was €4.2m versus €2.5m budget. The variance represents 70.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-EVENTS-EBIT,2026-08,Entity Division,ES01,Events,Monthly P&L vs Budget,EBIT,Budget,EUR,1107934.8513,669755.82,438179.0313,0.654237,True,Critical,False,budget_performance.csv,2026-08|ES01|Events|ebit,ES01 / Events ebit exceeded budget by €438.2k.,Actual ebit was €1.1m versus €669.8k budget. The variance represents 65.4% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-EVENTS-GROSS-PROFIT,2026-08,Entity Division,ES01,Events,Monthly P&L vs Budget,Gross profit,Budget,EUR,1634066.21,1025533.49,608532.72,0.593382,True,Critical,False,budget_performance.csv,2026-08|ES01|Events|gross_profit,ES01 / Events gross profit exceeded budget by €608.5k.,Actual gross profit was €1.6m versus €1.0m budget. The variance represents 59.3% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-SOFTWARE-REVENUE,2026-08,Entity Division,US01,Software,Monthly P&L vs Budget,Revenue,Budget,EUR,1175862.44,890609.79,285252.65,0.320289,True,Critical,False,budget_performance.csv,2026-08|US01|Software|revenue,US01 / Software revenue exceeded budget by €285.3k.,Actual revenue was €1.2m versus €890.6k budget. The variance represents 32.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-EVENTS-EBIT,2026-08,Entity Division,US01,Events,Monthly P&L vs Budget,EBIT,Budget,EUR,460471.2818,350688.57,109782.7118,0.313049,True,Critical,False,budget_performance.csv,2026-08|US01|Events|ebit,US01 / Events ebit exceeded budget by €109.8k.,Actual ebit was €460.5k versus €350.7k budget. The variance represents 31.3% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-SOFTWARE-REVENUE,2026-08,Entity Division,JP01,Software,Monthly P&L vs Budget,Revenue,Budget,EUR,774538.01,591079.65,183458.36,0.310378,True,Critical,False,budget_performance.csv,2026-08|JP01|Software|revenue,JP01 / Software revenue exceeded budget by €183.5k.,Actual revenue was €774.5k versus €591.1k budget. The variance represents 31.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-DE01-SOFTWARE-REVENUE,2026-08,Entity Division,DE01,Software,Monthly P&L vs Budget,Revenue,Budget,EUR,929272.27,716945.77,212326.5,0.296154,True,Critical,False,budget_performance.csv,2026-08|DE01|Software|revenue,DE01 / Software revenue exceeded budget by €212.3k.,Actual revenue was €929.3k versus €716.9k budget. The variance represents 29.6% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-EVENTS-REVENUE,2026-08,Entity Division,US01,Events,Monthly P&L vs Budget,Revenue,Budget,EUR,2569288.5,2005673.07,563615.43,0.281011,True,Critical,False,budget_performance.csv,2026-08|US01|Events|revenue,US01 / Events revenue exceeded budget by €563.6k.,Actual revenue was €2.6m versus €2.0m budget. The variance represents 28.1% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-SOFTWARE-GROSS-PROFIT,2026-08,Entity Division,US01,Software,Monthly P&L vs Budget,Gross profit,Budget,EUR,864873.64,675841.42,189032.22,0.279699,True,Critical,False,budget_performance.csv,2026-08|US01|Software|gross_profit,US01 / Software gross profit exceeded budget by €189.0k.,Actual gross profit was €864.9k versus €675.8k budget. The variance represents 28.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-SOFTWARE-GROSS-PROFIT,2026-08,Entity Division,JP01,Software,Monthly P&L vs Budget,Gross profit,Budget,EUR,568389.92,447790.03,120599.89,0.269322,True,Critical,False,budget_performance.csv,2026-08|JP01|Software|gross_profit,JP01 / Software gross profit exceeded budget by €120.6k.,Actual gross profit was €568.4k versus €447.8k budget. The variance represents 26.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-EVENTS-GROSS-PROFIT,2026-08,Entity Division,US01,Events,Monthly P&L vs Budget,Gross profit,Budget,EUR,1028522.67,815712.78,212809.89,0.260888,True,Critical,False,budget_performance.csv,2026-08|US01|Events|gross_profit,US01 / Events gross profit exceeded budget by €212.8k.,Actual gross profit was €1.0m versus €815.7k budget. The variance represents 26.1% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-DE01-SOFTWARE-GROSS-PROFIT,2026-08,Entity Division,DE01,Software,Monthly P&L vs Budget,Gross profit,Budget,EUR,682137.52,543387.43,138750.09,0.255343,True,Critical,False,budget_performance.csv,2026-08|DE01|Software|gross_profit,DE01 / Software gross profit exceeded budget by €138.8k.,Actual gross profit was €682.1k versus €543.4k budget. The variance represents 25.5% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-SOFTWARE-EBIT,2026-08,Entity Division,US01,Software,Monthly P&L vs Budget,EBIT,Budget,EUR,609156.801,487042.93,122113.871,0.250725,True,Critical,False,budget_performance.csv,2026-08|US01|Software|ebit,US01 / Software ebit exceeded budget by €122.1k.,Actual ebit was €609.2k versus €487.0k budget. The variance represents 25.1% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-SOFTWARE-EBIT,2026-08,Entity Division,JP01,Software,Monthly P&L vs Budget,EBIT,Budget,EUR,428019.6878,345348.41,82671.2778,0.239385,True,Critical,False,budget_performance.csv,2026-08|JP01|Software|ebit,JP01 / Software ebit exceeded budget by €82.7k.,Actual ebit was €428.0k versus €345.3k budget. The variance represents 23.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-DE01-SOFTWARE-EBIT,2026-08,Entity Division,DE01,Software,Monthly P&L vs Budget,EBIT,Budget,EUR,506964.0795,412592.46,94371.6195,0.228728,True,Critical,False,budget_performance.csv,2026-08|DE01|Software|ebit,DE01 / Software ebit exceeded budget by €94.4k.,Actual ebit was €507.0k versus €412.6k budget. The variance represents 22.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-DE01-HARDWARE-REVENUE,2026-08,Entity Division,DE01,Hardware,Monthly P&L vs Budget,Revenue,Budget,EUR,4946336.75,4658961.54,287375.21,0.061682,True,High,False,budget_performance.csv,2026-08|DE01|Hardware|revenue,DE01 / Hardware revenue exceeded budget by €287.4k.,Actual revenue was €4.9m versus €4.7m budget. The variance represents 6.2% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-SPARE-PARTS-GROSS-PROFIT,2026-08,Entity Division,ES01,Spare Parts,Monthly P&L vs Budget,Gross profit,Budget,EUR,833930.06,791476.39,42453.67,0.053639,True,High,False,budget_performance.csv,2026-08|ES01|Spare Parts|gross_profit,ES01 / Spare Parts gross profit exceeded budget by €42.5k.,Actual gross profit was €833.9k versus €791.5k budget. The variance represents 5.4% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-SPARE-PARTS-REVENUE,2026-08,Entity Division,ES01,Spare Parts,Monthly P&L vs Budget,Revenue,Budget,EUR,1890677.1,1799550.37,91126.73,0.050639,True,High,False,budget_performance.csv,2026-08|ES01|Spare Parts|revenue,ES01 / Spare Parts revenue exceeded budget by €91.1k.,Actual revenue was €1.9m versus €1.8m budget. The variance represents 5.1% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-SPARE-PARTS-GROSS-PROFIT,2026-08,Entity Division,JP01,Spare Parts,Monthly P&L vs Budget,Gross profit,Budget,EUR,1151655.28,1098632.6,53022.68,0.048262,True,Medium,False,budget_performance.csv,2026-08|JP01|Spare Parts|gross_profit,JP01 / Spare Parts gross profit exceeded budget by €53.0k.,Actual gross profit was €1.2m versus €1.1m budget. The variance represents 4.8% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-SPARE-PARTS-REVENUE,2026-08,Entity Division,JP01,Spare Parts,Monthly P&L vs Budget,Revenue,Budget,EUR,2599105.08,2498523.34,100581.74,0.040256,True,Medium,False,budget_performance.csv,2026-08|JP01|Spare Parts|revenue,JP01 / Spare Parts revenue exceeded budget by €100.6k.,Actual revenue was €2.6m versus €2.5m budget. The variance represents 4.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-DE01-HARDWARE-GROSS-PROFIT,2026-08,Entity Division,DE01,Hardware,Monthly P&L vs Budget,Gross profit,Budget,EUR,1516844.23,1473450.54,43393.69,0.02945,True,Low,False,budget_performance.csv,2026-08|DE01|Hardware|gross_profit,DE01 / Hardware gross profit exceeded budget by €43.4k.,Actual gross profit was €1.5m versus €1.5m budget. The variance represents 2.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-HARDWARE-REVENUE,2026-08,Entity Division,US01,Hardware,Monthly P&L vs Budget,Revenue,Budget,EUR,5318910.71,5203668.84,115241.87,0.022146,True,Low,False,budget_performance.csv,2026-08|US01|Hardware|revenue,US01 / Hardware revenue exceeded budget by €115.2k.,Actual revenue was €5.3m versus €5.2m budget. The variance represents 2.2% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-HARDWARE-REVENUE,2026-08,Entity Division,ES01,Hardware,Monthly P&L vs Budget,Revenue,Budget,EUR,4352026.27,4296528.9,55497.37,0.012917,True,Low,False,budget_performance.csv,2026-08|ES01|Hardware|revenue,ES01 / Hardware revenue exceeded budget by €55.5k.,Actual revenue was €4.4m versus €4.3m budget. The variance represents 1.3% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-SPARE-PARTS-EBIT,2026-08,Entity Division,ES01,Spare Parts,Monthly P&L vs Budget,EBIT,Budget,EUR,621691.4473,615669.69,6021.7573,0.009781,True,Low,False,budget_performance.csv,2026-08|ES01|Spare Parts|ebit,ES01 / Spare Parts ebit exceeded budget by €6.0k.,Actual ebit was €621.7k versus €615.7k budget. The variance represents 1.0% of the benchmark.
