month,service_month,entity,division,customer,product,customer_segment,product_family,quality_tier,advance_amount,source_revenue,advance_share
2023-10,2023-11,JP01,Software,C053,SW-PLT-EDGE-E,Core,Platform,Essential,831.64,2582.73,0.322
2023-10,2023-11,JP01,Software,C053,SW-PLT-WF-E,Core,Platform,Essential,779.2,2419.88,0.322
2023-10,2023-11,JP01,Software,C053,SW-SEC-CMP-E,Core,Security,Essential,1020.55,3239.84,0.315
2023-10,2023-11,JP01,Software,C053,SW-SEC-KMS-E,Core,Security,Essential,960.0,3047.63,0.315
2023-10,2023-11,JP01,Software,C053,SW-SEC-PAM-X,Core,Security,Premium,1755.44,2709.01,0.648
2023-10,2023-11,JP01,Software,C054,SW-ANL-BI-X,Core,Analytics,Premium,1359.78,2248.31,0.6048
2023-10,2023-11,JP01,Software,C054,SW-ANL-FIN-E,Core,Analytics,Essential,747.01,2540.85,0.294
2023-10,2023-11,JP01,Software,C054,SW-ANL-FIN-P,Core,Analytics,Professional,1504.97,3257.51,0.462
2023-10,2023-11,JP01,Software,C054,SW-ANL-OPS-E,Core,Analytics,Essential,847.57,2882.9,0.294
2023-10,2023-11,JP01,Software,C054,SW-ANL-PRD-P,Core,Analytics,Professional,1606.27,3476.77,0.462
2023-10,2023-11,JP01,Software,C054,SW-ANL-PRD-X,Core,Analytics,Premium,1556.04,2572.81,0.6048
2023-10,2023-11,JP01,Software,C054,SW-AUT-INT-E,Core,Automation,Essential,1223.06,4261.52,0.287
2023-10,2023-11,JP01,Software,C054,SW-AUT-INT-P,Core,Automation,Professional,1642.69,3642.33,0.451
2023-10,2023-11,JP01,Software,C054,SW-AUT-MON-E,Core,Automation,Essential,866.79,3020.18,0.287
2023-10,2023-11,JP01,Software,C054,SW-AUT-MON-P,Core,Automation,Professional,1746.29,3872.03,0.451
2023-10,2023-11,JP01,Software,C054,SW-AUT-ORC-E,Core,Automation,Essential,1068.79,3724.02,0.287
2023-10,2023-11,JP01,Software,C054,SW-AUT-RPA-P,Core,Automation,Professional,1539.1,3412.63,0.451
2023-10,2023-11,JP01,Software,C054,SW-PLT-API-E,Core,Platform,Essential,884.09,2745.61,0.322
2023-10,2023-11,JP01,Software,C054,SW-PLT-API-P,Core,Platform,Professional,1781.13,3520.02,0.5060000000000001
2023-10,2023-11,JP01,Software,C054,SW-PLT-CORE-E,Core,Platform,Essential,1090.13,3385.49,0.322
2023-10,2023-11,JP01,Software,C054,SW-PLT-CORE-P,Core,Platform,Professional,2196.23,4340.37,0.5060000000000001
2023-10,2023-11,JP01,Software,C054,SW-PLT-EDGE-P,Core,Platform,Professional,1675.47,3311.21,0.5060000000000001
2023-10,2023-11,JP01,Software,C054,SW-PLT-WF-P,Core,Platform,Professional,1569.81,3102.39,0.5060000000000001
2023-10,2023-11,JP01,Software,C054,SW-PLT-WF-X,Core,Platform,Premium,1520.72,2295.78,0.6624
2023-10,2023-11,JP01,Software,C054,SW-SEC-CMP-E,Core,Security,Essential,1020.55,3239.84,0.315
2023-10,2023-11,JP01,Software,C054,SW-SEC-IAM-E,Core,Security,Essential,1258.39,3994.89,0.315
2023-10,2023-11,JP01,Software,C054,SW-SEC-IAM-X,Core,Security,Premium,1637.28,2526.67,0.648
2023-10,2023-11,JP01,Software,C055,SW-ANL-BI-P,Strategic,Analytics,Professional,2470.11,4557.39,0.542
2023-10,2023-11,JP01,Software,C055,SW-ANL-FIN-X,Strategic,Analytics,Premium,1650.75,2410.56,0.6848
2023-10,2023-11,JP01,Software,C055,SW-ANL-OPS-E,Strategic,Analytics,Essential,1617.3,4324.34,0.374
2023-10,2023-11,JP01,Software,C055,SW-ANL-OPS-P,Strategic,Analytics,Professional,2003.25,3696.03,0.542
2023-10,2023-11,JP01,Software,C055,SW-ANL-PRD-P,Strategic,Analytics,Professional,2826.61,5215.15,0.542
2023-10,2023-11,JP01,Software,C055,SW-ANL-PRD-X,Strategic,Analytics,Premium,1761.86,2572.81,0.6848
2023-10,2023-11,JP01,Software,C055,SW-AUT-INT-E,Strategic,Automation,Essential,1563.98,4261.52,0.367
2023-10,2023-11,JP01,Software,C055,SW-AUT-MON-E,Strategic,Automation,Essential,1662.61,4530.27,0.367
2023-10,2023-11,JP01,Software,C055,SW-AUT-MON-X,Strategic,Automation,Premium,1920.9,2865.3,0.6703999999999999
2023-10,2023-11,JP01,Software,C055,SW-AUT-ORC-E,Strategic,Automation,Essential,1366.72,3724.02,0.367
2023-10,2023-11,JP01,Software,C055,SW-AUT-RPA-P,Strategic,Automation,Professional,2718.16,5118.95,0.531
2023-10,2023-11,JP01,Software,C055,SW-PLT-API-E,Strategic,Platform,Essential,1655.6,4118.42,0.402
2023-10,2023-11,JP01,Software,C055,SW-PLT-API-P,Strategic,Platform,Professional,2062.73,3520.02,0.5860000000000001
2023-10,2023-11,JP01,Software,C055,SW-PLT-API-X,Strategic,Platform,Premium,1933.82,2604.82,0.7424
2023-10,2023-11,JP01,Software,C055,SW-PLT-CORE-E,Strategic,Platform,Essential,1814.62,4513.99,0.402
2023-10,2023-11,JP01,Software,C055,SW-PLT-CORE-P,Strategic,Platform,Professional,2543.46,4340.37,0.5860000000000001
2023-10,2023-11,JP01,Software,C055,SW-PLT-CORE-X,Strategic,Platform,Premium,3179.33,4282.5,0.7424
2023-10,2023-11,JP01,Software,C055,SW-PLT-WF-P,Strategic,Platform,Professional,2727.0,4653.59,0.5860000000000001
2023-10,2023-11,JP01,Software,C055,SW-PLT-WF-X,Strategic,Platform,Premium,3408.77,4591.55,0.7424
2023-10,2023-11,JP01,Software,C055,SW-SEC-CMP-P,Strategic,Security,Professional,2388.33,4153.62,0.5750000000000001
2023-10,2023-11,JP01,Software,C055,SW-SEC-CMP-X,Strategic,Security,Premium,2237.64,3073.68,0.728
2023-10,2023-11,JP01,Software,C055,SW-SEC-KMS-E,Strategic,Security,Essential,1805.72,4571.45,0.395
2023-10,2023-11,JP01,Software,C055,SW-SEC-KMS-P,Strategic,Security,Professional,2246.65,3907.22,0.5750000000000001
2023-10,2023-11,JP01,Software,C055,SW-SEC-KMS-X,Strategic,Security,Premium,2104.9,2891.35,0.728
2023-10,2023-11,JP01,Software,C055,SW-SEC-PAM-E,Strategic,Security,Essential,1691.85,4283.17,0.395
2023-10,2023-11,JP01,Software,C056,SW-ANL-BI-E,Core,Analytics,Essential,1393.47,4739.7,0.294
2023-10,2023-11,JP01,Software,C056,SW-ANL-BI-P,Core,Analytics,Professional,2105.51,4557.39,0.462
2023-10,2023-11,JP01,Software,C056,SW-ANL-FIN-E,Core,Analytics,Essential,1120.52,3811.28,0.294
2023-10,2023-11,JP01,Software,C056,SW-ANL-OPS-P,Core,Analytics,Professional,1707.57,3696.03,0.462
2023-10,2023-11,JP01,Software,C056,SW-ANL-PRD-E,Core,Analytics,Essential,1195.94,4067.81,0.294
2023-10,2023-11,JP01,Software,C056,SW-ANL-PRD-P,Core,Analytics,Professional,1606.27,3476.77,0.462
2023-10,2023-11,JP01,Software,C056,SW-ANL-PRD-X,Core,Analytics,Premium,1556.04,2572.81,0.6048
2023-10,2023-11,JP01,Software,C056,SW-AUT-INT-E,Core,Automation,Essential,1223.06,4261.52,0.287
2023-10,2023-11,JP01,Software,C056,SW-AUT-MON-X,Core,Automation,Premium,1691.67,2865.3,0.5903999999999999
2023-10,2023-11,JP01,Software,C056,SW-AUT-RPA-P,Core,Automation,Professional,1539.1,3412.63,0.451
2023-10,2023-11,JP01,Software,C056,SW-PLT-API-E,Core,Platform,Essential,1326.13,4118.42,0.322
2023-10,2023-11,JP01,Software,C056,SW-PLT-API-X,Core,Platform,Premium,1725.43,2604.82,0.6624
2023-10,2023-11,JP01,Software,C056,SW-PLT-CORE-E,Core,Platform,Essential,1453.5,4513.99,0.322
2023-10,2023-11,JP01,Software,C056,SW-PLT-EDGE-E,Core,Platform,Essential,1663.28,5165.47,0.322
2023-10,2023-11,JP01,Software,C056,SW-PLT-EDGE-X,Core,Platform,Premium,3246.14,4900.58,0.6624
2023-10,2023-11,JP01,Software,C056,SW-PLT-WF-E,Core,Platform,Essential,1558.4,4839.75,0.322
2023-10,2023-11,JP01,Software,C056,SW-PLT-WF-P,Core,Platform,Professional,2354.72,4653.59,0.5060000000000001
2023-10,2023-11,JP01,Software,C056,SW-PLT-WF-X,Core,Platform,Premium,1520.72,2295.78,0.6624
2023-10,2023-11,JP01,Software,C056,SW-SEC-CMP-E,Core,Security,Essential,1530.82,4859.76,0.315
2023-10,2023-11,JP01,Software,C056,SW-SEC-CMP-P,Core,Security,Professional,2056.04,4153.62,0.49500000000000005
2023-10,2023-11,JP01,Software,C056,SW-SEC-CMP-X,Core,Security,Premium,1991.74,3073.68,0.648
2023-10,2023-11,JP01,Software,C056,SW-SEC-IAM-E,Core,Security,Essential,838.93,2663.26,0.315
2023-10,2023-11,JP01,Software,C056,SW-SEC-IAM-P,Core,Security,Professional,1690.14,3414.43,0.49500000000000005
2023-10,2023-11,JP01,Software,C056,SW-SEC-IAM-X,Core,Security,Premium,1637.28,2526.67,0.648
2023-10,2023-11,JP01,Software,C056,SW-SEC-KMS-E,Core,Security,Essential,1440.01,4571.45,0.315
2023-10,2023-11,JP01,Software,C056,SW-SEC-PAM-E,Core,Security,Essential,899.46,2855.44,0.315
2023-10,2023-11,JP01,Software,C056,SW-SEC-PAM-P,Core,Security,Professional,1812.11,3660.83,0.49500000000000005
2023-10,2023-11,JP01,Software,C057,SW-ANL-BI-E,Core,Analytics,Essential,1393.47,4739.7,0.294
2023-10,2023-11,JP01,Software,C057,SW-ANL-BI-P,Core,Analytics,Professional,2105.51,4557.39,0.462
2023-10,2023-11,JP01,Software,C057,SW-ANL-FIN-E,Core,Analytics,Essential,1120.52,3811.28,0.294
2023-10,2023-11,JP01,Software,C057,SW-ANL-OPS-E,Core,Analytics,Essential,1271.36,4324.34,0.294
2023-10,2023-11,JP01,Software,C057,SW-ANL-OPS-X,Core,Analytics,Premium,1654.16,2735.06,0.6048
2023-10,2023-11,JP01,Software,C057,SW-ANL-PRD-E,Core,Analytics,Essential,1195.94,4067.81,0.294
2023-10,2023-11,JP01,Software,C057,SW-AUT-INT-E,Core,Automation,Essential,815.37,2841.01,0.287
2023-10,2023-11,JP01,Software,C057,SW-AUT-INT-P,Core,Automation,Professional,1642.69,3642.33,0.451
2023-10,2023-11,JP01,Software,C057,SW-AUT-INT-X,Core,Automation,Premium,1591.32,2695.33,0.5903999999999999
2023-10,2023-11,JP01,Software,C057,SW-AUT-MON-P,Core,Automation,Professional,1746.29,3872.03,0.451
2023-10,2023-11,JP01,Software,C057,SW-AUT-RPA-E,Core,Automation,Essential,1145.92,3992.77,0.287
2023-10,2023-11,JP01,Software,C057,SW-AUT-RPA-P,Core,Automation,Professional,1539.1,3412.63,0.451
2023-10,2023-11,JP01,Software,C057,SW-AUT-RPA-X,Core,Automation,Premium,1490.97,2525.35,0.5903999999999999
2023-10,2023-11,JP01,Software,C057,SW-PLT-API-E,Core,Platform,Essential,1326.13,4118.42,0.322
2023-10,2023-11,JP01,Software,C057,SW-PLT-CORE-E,Core,Platform,Essential,1453.5,4513.99,0.322
2023-10,2023-11,JP01,Software,C057,SW-PLT-CORE-X,Core,Platform,Premium,2836.73,4282.5,0.6624
2023-10,2023-11,JP01,Software,C057,SW-PLT-EDGE-E,Core,Platform,Essential,1247.46,3874.1,0.322
2023-10,2023-11,JP01,Software,C057,SW-PLT-EDGE-P,Core,Platform,Professional,2513.21,4966.81,0.5060000000000001
2023-10,2023-11,JP01,Software,C057,SW-SEC-CMP-E,Core,Security,Essential,1020.55,3239.84,0.315
2023-10,2023-11,JP01,Software,C057,SW-SEC-IAM-X,Core,Security,Premium,1637.28,2526.67,0.648
2023-10,2023-11,JP01,Software,C057,SW-SEC-KMS-P,Core,Security,Professional,1934.07,3907.22,0.49500000000000005
2023-10,2023-11,JP01,Software,C057,SW-SEC-PAM-X,Core,Security,Premium,1755.44,2709.01,0.648
2023-10,2023-11,JP01,Software,C058,SW-ANL-BI-E,Core,Analytics,Essential,1393.47,4739.7,0.294
2023-10,2023-11,JP01,Software,C058,SW-ANL-BI-P,Core,Analytics,Professional,1403.68,3038.26,0.462
2023-10,2023-11,JP01,Software,C058,SW-ANL-OPS-E,Core,Analytics,Essential,1271.36,4324.34,0.294
2023-10,2023-11,JP01,Software,C058,SW-ANL-OPS-P,Core,Analytics,Professional,1707.57,3696.03,0.462
2023-10,2023-11,JP01,Software,C058,SW-ANL-PRD-E,Core,Analytics,Essential,1195.94,4067.81,0.294
2023-10,2023-11,JP01,Software,C058,SW-AUT-INT-P,Core,Automation,Professional,1642.69,3642.33,0.451
2023-10,2023-11,JP01,Software,C058,SW-AUT-MON-X,Core,Automation,Premium,1691.67,2865.3,0.5903999999999999
2023-10,2023-11,JP01,Software,C058,SW-AUT-RPA-E,Core,Automation,Essential,1145.92,3992.77,0.287
2023-10,2023-11,JP01,Software,C058,SW-PLT-API-E,Core,Platform,Essential,1326.13,4118.42,0.322
2023-10,2023-11,JP01,Software,C058,SW-PLT-API-P,Core,Platform,Professional,1781.13,3520.02,0.5060000000000001
2023-10,2023-11,JP01,Software,C058,SW-PLT-EDGE-X,Core,Platform,Premium,3246.14,4900.58,0.6624
2023-10,2023-11,JP01,Software,C058,SW-PLT-WF-E,Core,Platform,Essential,1168.8,3629.81,0.322
2023-10,2023-11,JP01,Software,C058,SW-PLT-WF-P,Core,Platform,Professional,2354.72,4653.59,0.5060000000000001
2023-10,2023-11,JP01,Software,C058,SW-PLT-WF-X,Core,Platform,Premium,1520.72,2295.78,0.6624
2023-10,2023-11,JP01,Software,C058,SW-SEC-IAM-E,Core,Security,Essential,1258.39,3994.89,0.315
2023-10,2023-11,JP01,Software,C058,SW-SEC-IAM-X,Core,Security,Premium,1637.28,2526.67,0.648
2023-10,2023-11,JP01,Software,C058,SW-SEC-KMS-E,Core,Security,Essential,960.0,3047.63,0.315
2023-10,2023-11,JP01,Software,C058,SW-SEC-KMS-P,Core,Security,Professional,1934.07,3907.22,0.49500000000000005
2023-10,2023-11,JP01,Software,C058,SW-SEC-KMS-X,Core,Security,Premium,1873.59,2891.35,0.648
2023-10,2023-11,JP01,Software,C058,SW-SEC-PAM-E,Core,Security,Essential,899.46,2855.44,0.315
2023-10,2023-11,JP01,Software,C058,SW-SEC-PAM-P,Core,Security,Professional,1812.11,3660.83,0.49500000000000005
2023-10,2023-11,JP01,Software,C058,SW-SEC-PAM-X,Core,Security,Premium,1755.44,2709.01,0.648
2023-10,2023-11,JP01,Software,C059,SW-ANL-FIN-E,Growth,Analytics,Essential,322.69,1270.43,0.254
2023-10,2023-11,JP01,Software,C059,SW-ANL-FIN-P,Growth,Analytics,Professional,687.34,1628.76,0.42200000000000004
2023-10,2023-11,JP01,Software,C059,SW-ANL-OPS-X,Growth,Analytics,Premium,1544.76,2735.06,0.5648
2023-10,2023-11,JP01,Software,C059,SW-ANL-PRD-E,Growth,Analytics,Essential,344.41,1355.94,0.254
2023-10,2023-11,JP01,Software,C059,SW-ANL-PRD-P,Growth,Analytics,Professional,733.6,1738.38,0.42200000000000004
2023-10,2023-11,JP01,Software,C059,SW-AUT-INT-E,Growth,Automation,Essential,350.87,1420.51,0.24699999999999997
2023-10,2023-11,JP01,Software,C059,SW-AUT-MON-E,Growth,Automation,Essential,372.99,1510.09,0.24699999999999997
2023-10,2023-11,JP01,Software,C059,SW-AUT-MON-P,Growth,Automation,Professional,795.7,1936.01,0.41100000000000003
2023-10,2023-11,JP01,Software,C059,SW-AUT-ORC-P,Growth,Automation,Professional,654.09,1591.47,0.41100000000000003
2023-10,2023-11,JP01,Software,C059,SW-AUT-ORC-X,Growth,Automation,Premium,1296.4,2355.38,0.5503999999999999
2023-10,2023-11,JP01,Software,C059,SW-AUT-RPA-E,Growth,Automation,Essential,328.74,1330.92,0.24699999999999997
2023-10,2023-11,JP01,Software,C059,SW-AUT-RPA-X,Growth,Automation,Premium,1389.95,2525.35,0.5503999999999999
2023-10,2023-11,JP01,Software,C059,SW-PLT-API-E,Growth,Platform,Essential,387.13,1372.81,0.28200000000000003
2023-10,2023-11,JP01,Software,C059,SW-PLT-API-P,Growth,Platform,Professional,820.16,1760.01,0.46600000000000014
2023-10,2023-11,JP01,Software,C059,SW-PLT-CORE-E,Growth,Platform,Essential,636.47,2257.0,0.28200000000000003
2023-10,2023-11,JP01,Software,C059,SW-PLT-CORE-X,Growth,Platform,Premium,1332.71,2141.25,0.6224
2023-10,2023-11,JP01,Software,C059,SW-PLT-EDGE-E,Growth,Platform,Essential,728.33,2582.73,0.28200000000000003
2023-10,2023-11,JP01,Software,C059,SW-PLT-EDGE-P,Growth,Platform,Professional,771.51,1655.6,0.46600000000000014
2023-10,2023-11,JP01,Software,C059,SW-PLT-EDGE-X,Growth,Platform,Premium,1525.06,2450.29,0.6224
2023-10,2023-11,JP01,Software,C059,SW-PLT-WF-P,Growth,Platform,Professional,722.86,1551.2,0.46600000000000014
2023-10,2023-11,JP01,Software,C059,SW-SEC-IAM-P,Growth,Security,Professional,776.78,1707.21,0.45500000000000007
2023-10,2023-11,JP01,Software,C059,SW-SEC-IAM-X,Growth,Security,Premium,1536.22,2526.67,0.608
2023-10,2023-11,JP01,Software,C059,SW-SEC-KMS-E,Growth,Security,Essential,419.05,1523.82,0.275
2023-10,2023-11,JP01,Software,C059,SW-SEC-KMS-P,Growth,Security,Professional,888.89,1953.61,0.45500000000000007
2023-10,2023-11,JP01,Software,C059,SW-SEC-PAM-E,Growth,Security,Essential,392.62,1427.72,0.275
2023-10,2023-11,US01,Events,C048,EV-MNG-RDS-X,Growth,Managed Programs,Premium,57514.96,221211.4,0.26
2023-10,2023-11,US01,Events,C049,EV-MNG-PRT-E,Strategic,Managed Programs,Essential,38714.42,101880.05,0.38
2023-10,2023-11,US01,Events,C049,EV-TRN-OPR-E,Strategic,Training & Enablement,Essential,26311.63,79732.21,0.33
2023-10,2023-11,US01,Events,C050,EV-DEP-COM-E,Growth,Deployment & Integration,Essential,48025.41,154920.69,0.31
2023-10,2023-11,US01,Events,C050,EV-TRN-OPR-E,Growth,Training & Enablement,Essential,16743.76,79732.21,0.21
2023-10,2023-11,US01,Events,C051,EV-DEP-MIG-E,Growth,Deployment & Integration,Essential,45176.45,145730.48,0.31
2023-10,2023-11,US01,Events,C051,EV-TRN-OPR-E,Growth,Training & Enablement,Essential,16743.76,79732.21,0.21
2023-10,2023-11,US01,Events,C051,EV-TRN-OPR-P,Growth,Training & Enablement,Professional,21466.36,102220.78,0.21
2023-10,2023-11,US01,Events,C052,EV-DEP-COM-E,Growth,Deployment & Integration,Essential,48025.41,154920.69,0.31
2023-10,2023-11,US01,Events,C052,EV-MNG-PRT-E,Growth,Managed Programs,Essential,52977.62,203760.09,0.26
2023-10,2023-11,US01,Events,C052,EV-TRN-TEC-E,Growth,Training & Enablement,Essential,19160.39,91239.96,0.21
2023-10,2023-11,US01,Software,C034,SW-ANL-BI-E,Growth,Analytics,Essential,902.91,3554.77,0.254
2023-10,2023-11,US01,Software,C034,SW-ANL-BI-P,Growth,Analytics,Professional,1282.15,3038.26,0.42200000000000004
2023-10,2023-11,US01,Software,C034,SW-ANL-FIN-E,Growth,Analytics,Essential,645.38,2540.85,0.254
2023-10,2023-11,US01,Software,C034,SW-ANL-FIN-P,Growth,Analytics,Professional,1374.67,3257.51,0.42200000000000004
2023-10,2023-11,US01,Software,C034,SW-ANL-FIN-X,Growth,Analytics,Premium,1361.48,2410.56,0.5648
2023-10,2023-11,US01,Software,C034,SW-ANL-OPS-E,Growth,Analytics,Essential,732.26,2882.9,0.254
2023-10,2023-11,US01,Software,C034,SW-ANL-OPS-P,Growth,Analytics,Professional,779.86,1848.01,0.42200000000000004
2023-10,2023-11,US01,Software,C034,SW-ANL-OPS-X,Growth,Analytics,Premium,1544.76,2735.06,0.5648
2023-10,2023-11,US01,Software,C034,SW-ANL-PRD-E,Growth,Analytics,Essential,688.81,2711.87,0.254
2023-10,2023-11,US01,Software,C034,SW-ANL-PRD-X,Growth,Analytics,Premium,1453.12,2572.81,0.5648
2023-10,2023-11,US01,Software,C034,SW-AUT-INT-X,Growth,Automation,Premium,1483.51,2695.33,0.5503999999999999
2023-10,2023-11,US01,Software,C034,SW-AUT-MON-E,Growth,Automation,Essential,745.98,3020.18,0.24699999999999997
2023-10,2023-11,US01,Software,C034,SW-AUT-MON-X,Growth,Automation,Premium,1577.06,2865.3,0.5503999999999999
2023-10,2023-11,US01,Software,C034,SW-AUT-ORC-E,Growth,Automation,Essential,613.22,2482.68,0.24699999999999997
2023-10,2023-11,US01,Software,C034,SW-AUT-ORC-P,Growth,Automation,Professional,1308.19,3182.94,0.41100000000000003
2023-10,2023-11,US01,Software,C034,SW-AUT-RPA-E,Growth,Automation,Essential,657.48,2661.85,0.24699999999999997
2023-10,2023-11,US01,Software,C034,SW-AUT-RPA-P,Growth,Automation,Professional,1402.59,3412.63,0.41100000000000003
2023-10,2023-11,US01,Software,C034,SW-PLT-API-E,Growth,Platform,Essential,1161.39,4118.42,0.28200000000000003
2023-10,2023-11,US01,Software,C034,SW-PLT-CORE-X,Growth,Platform,Premium,1332.71,2141.25,0.6224
2023-10,2023-11,US01,Software,C034,SW-PLT-EDGE-E,Growth,Platform,Essential,1092.5,3874.1,0.28200000000000003
2023-10,2023-11,US01,Software,C034,SW-PLT-WF-P,Growth,Platform,Professional,1445.71,3102.39,0.46600000000000014
2023-10,2023-11,US01,Software,C034,SW-SEC-CMP-E,Growth,Security,Essential,890.96,3239.84,0.275
2023-10,2023-11,US01,Software,C034,SW-SEC-CMP-P,Growth,Security,Professional,944.95,2076.81,0.45500000000000007
2023-10,2023-11,US01,Software,C034,SW-SEC-IAM-E,Growth,Security,Essential,732.4,2663.26,0.275
2023-10,2023-11,US01,Software,C034,SW-SEC-IAM-P,Growth,Security,Professional,776.78,1707.21,0.45500000000000007
2023-10,2023-11,US01,Software,C034,SW-SEC-KMS-P,Growth,Security,Professional,888.89,1953.61,0.45500000000000007
2023-10,2023-11,US01,Software,C034,SW-SEC-PAM-E,Growth,Security,Essential,785.25,2855.44,0.275
2023-10,2023-11,US01,Software,C034,SW-SEC-PAM-P,Growth,Security,Professional,1665.68,3660.83,0.45500000000000007
2023-10,2023-11,US01,Software,C034,SW-SEC-PAM-X,Growth,Security,Premium,1647.08,2709.01,0.608
2023-10,2023-11,US01,Software,C035,SW-ANL-BI-P,Core,Analytics,Professional,2105.51,4557.39,0.462
2023-10,2023-11,US01,Software,C035,SW-ANL-BI-X,Core,Analytics,Premium,2719.56,4496.62,0.6048
2023-10,2023-11,US01,Software,C035,SW-ANL-OPS-E,Core,Analytics,Essential,1271.36,4324.34,0.294
2023-10,2023-11,US01,Software,C035,SW-ANL-PRD-P,Core,Analytics,Professional,2409.4,5215.15,0.462
2023-10,2023-11,US01,Software,C035,SW-AUT-INT-P,Core,Automation,Professional,1642.69,3642.33,0.451
2023-10,2023-11,US01,Software,C035,SW-AUT-MON-E,Core,Automation,Essential,1300.19,4530.27,0.287
2023-10,2023-11,US01,Software,C035,SW-AUT-MON-P,Core,Automation,Professional,1746.29,3872.03,0.451
2023-10,2023-11,US01,Software,C035,SW-AUT-MON-X,Core,Automation,Premium,1691.67,2865.3,0.5903999999999999
2023-10,2023-11,US01,Software,C035,SW-AUT-RPA-E,Core,Automation,Essential,1145.92,3992.77,0.287
2023-10,2023-11,US01,Software,C035,SW-PLT-CORE-E,Core,Platform,Essential,1453.5,4513.99,0.322
2023-10,2023-11,US01,Software,C035,SW-PLT-EDGE-E,Core,Platform,Essential,1247.46,3874.1,0.322
2023-10,2023-11,US01,Software,C035,SW-PLT-EDGE-P,Core,Platform,Professional,1675.47,3311.21,0.5060000000000001
2023-10,2023-11,US01,Software,C035,SW-SEC-CMP-E,Core,Security,Essential,1020.55,3239.84,0.315
2023-10,2023-11,US01,Software,C035,SW-SEC-CMP-P,Core,Security,Professional,2056.04,4153.62,0.49500000000000005
2023-10,2023-11,US01,Software,C035,SW-SEC-IAM-E,Core,Security,Essential,1258.39,3994.89,0.315
2023-10,2023-11,US01,Software,C035,SW-SEC-IAM-X,Core,Security,Premium,1637.28,2526.67,0.648
2023-10,2023-11,US01,Software,C035,SW-SEC-KMS-E,Core,Security,Essential,1440.01,4571.45,0.315
2023-10,2023-11,US01,Software,C035,SW-SEC-KMS-X,Core,Security,Premium,1873.59,2891.35,0.648
2023-10,2023-11,US01,Software,C035,SW-SEC-PAM-E,Core,Security,Essential,1349.2,4283.17,0.315
2023-10,2023-11,US01,Software,C035,SW-SEC-PAM-P,Core,Security,Professional,1812.11,3660.83,0.49500000000000005
2023-10,2023-11,US01,Software,C036,SW-ANL-BI-E,Growth,Analytics,Essential,601.94,2369.85,0.254
2023-10,2023-11,US01,Software,C036,SW-ANL-FIN-E,Growth,Analytics,Essential,645.38,2540.85,0.254
2023-10,2023-11,US01,Software,C036,SW-ANL-FIN-X,Growth,Analytics,Premium,1361.48,2410.56,0.5648
2023-10,2023-11,US01,Software,C036,SW-ANL-OPS-E,Growth,Analytics,Essential,732.26,2882.9,0.254
2023-10,2023-11,US01,Software,C036,SW-ANL-PRD-P,Growth,Analytics,Professional,1467.2,3476.77,0.42200000000000004
2023-10,2023-11,US01,Software,C036,SW-AUT-INT-P,Growth,Automation,Professional,1497.0,3642.33,0.41100000000000003
2023-10,2023-11,US01,Software,C036,SW-AUT-MON-E,Growth,Automation,Essential,745.98,3020.18,0.24699999999999997
2023-10,2023-11,US01,Software,C036,SW-AUT-MON-P,Growth,Automation,Professional,1591.4,3872.03,0.41100000000000003
2023-10,2023-11,US01,Software,C036,SW-AUT-ORC-E,Growth,Automation,Essential,919.83,3724.02,0.24699999999999997
2023-10,2023-11,US01,Software,C036,SW-AUT-ORC-P,Growth,Automation,Professional,1308.19,3182.94,0.41100000000000003
2023-10,2023-11,US01,Software,C036,SW-AUT-RPA-E,Growth,Automation,Essential,657.48,2661.85,0.24699999999999997
2023-10,2023-11,US01,Software,C036,SW-PLT-API-E,Growth,Platform,Essential,1161.39,4118.42,0.28200000000000003
2023-10,2023-11,US01,Software,C036,SW-PLT-API-P,Growth,Platform,Professional,1640.33,3520.02,0.46600000000000014
2023-10,2023-11,US01,Software,C036,SW-PLT-CORE-P,Growth,Platform,Professional,1348.41,2893.58,0.46600000000000014
2023-10,2023-11,US01,Software,C036,SW-PLT-EDGE-E,Growth,Platform,Essential,1092.5,3874.1,0.28200000000000003
2023-10,2023-11,US01,Software,C036,SW-PLT-EDGE-X,Growth,Platform,Premium,1525.06,2450.29,0.6224
2023-10,2023-11,US01,Software,C036,SW-PLT-WF-E,Growth,Platform,Essential,1023.61,3629.81,0.28200000000000003
2023-10,2023-11,US01,Software,C036,SW-SEC-CMP-E,Growth,Security,Essential,890.96,3239.84,0.275
2023-10,2023-11,US01,Software,C036,SW-SEC-IAM-P,Growth,Security,Professional,1553.57,3414.43,0.45500000000000007
2023-10,2023-11,US01,Software,C036,SW-SEC-KMS-E,Growth,Security,Essential,838.1,3047.63,0.275
2023-10,2023-11,US01,Software,C036,SW-SEC-KMS-X,Growth,Security,Premium,1757.94,2891.35,0.608
2023-10,2023-11,US01,Software,C036,SW-SEC-PAM-E,Growth,Security,Essential,785.25,2855.44,0.275
2023-10,2023-11,US01,Software,C037,SW-ANL-BI-E,Core,Analytics,Essential,1045.1,3554.77,0.294
2023-10,2023-11,US01,Software,C037,SW-ANL-BI-P,Core,Analytics,Professional,1403.68,3038.26,0.462
2023-10,2023-11,US01,Software,C037,SW-ANL-FIN-E,Core,Analytics,Essential,1120.52,3811.28,0.294
2023-10,2023-11,US01,Software,C037,SW-ANL-OPS-P,Core,Analytics,Professional,1707.57,3696.03,0.462
