month,entity,division,journal_id,journal_type,account,debit,credit,counterparty,description,cash_flow_category,product,customer
2024-08,ES01,Spare Parts,ECL-2024-08-ES01-SpareParts,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,630.63,PROVISION,Release Expected credit loss allowance,,,
2024-08,ES01,Spare Parts,ECLCLOSE-2024-08-ES01-SpareParts,closing,6050_CREDIT_LOSS_EXPENSE,630.63,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-08,ES01,Spare Parts,ECLCLOSE-2024-08-ES01-SpareParts,closing,3200_RETAINED_EARNINGS,0.0,630.63,PROVISION,Close release Expected credit loss allowance,,,
2024-08,JP01,Hardware,ECL-2024-08-JP01-Hardware,provision_release,1190_CREDIT_LOSS_ALLOWANCE,2255.32,0.0,PROVISION,Release Expected credit loss allowance,,,
2024-08,JP01,Hardware,ECL-2024-08-JP01-Hardware,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,2255.32,PROVISION,Release Expected credit loss allowance,,,
2024-08,JP01,Hardware,ECLCLOSE-2024-08-JP01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,2255.32,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-08,JP01,Hardware,ECLCLOSE-2024-08-JP01-Hardware,closing,3200_RETAINED_EARNINGS,0.0,2255.32,PROVISION,Close release Expected credit loss allowance,,,
2024-08,JP01,Software,ECL-2024-08-JP01-Software,provision_release,1190_CREDIT_LOSS_ALLOWANCE,31.02,0.0,PROVISION,Release Expected credit loss allowance,,,
2024-08,JP01,Software,ECL-2024-08-JP01-Software,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,31.02,PROVISION,Release Expected credit loss allowance,,,
2024-08,JP01,Software,ECLCLOSE-2024-08-JP01-Software,closing,6050_CREDIT_LOSS_EXPENSE,31.02,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-08,JP01,Software,ECLCLOSE-2024-08-JP01-Software,closing,3200_RETAINED_EARNINGS,0.0,31.02,PROVISION,Close release Expected credit loss allowance,,,
2024-08,JP01,Spare Parts,ECL-2024-08-JP01-SpareParts,provision_release,1190_CREDIT_LOSS_ALLOWANCE,880.21,0.0,PROVISION,Release Expected credit loss allowance,,,
2024-08,JP01,Spare Parts,ECL-2024-08-JP01-SpareParts,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,880.21,PROVISION,Release Expected credit loss allowance,,,
2024-08,JP01,Spare Parts,ECLCLOSE-2024-08-JP01-SpareParts,closing,6050_CREDIT_LOSS_EXPENSE,880.21,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-08,JP01,Spare Parts,ECLCLOSE-2024-08-JP01-SpareParts,closing,3200_RETAINED_EARNINGS,0.0,880.21,PROVISION,Close release Expected credit loss allowance,,,
2024-08,US01,Events,ECL-2024-08-US01-Events,provision_release,1190_CREDIT_LOSS_ALLOWANCE,371.78,0.0,PROVISION,Release Expected credit loss allowance,,,
2024-08,US01,Events,ECL-2024-08-US01-Events,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,371.78,PROVISION,Release Expected credit loss allowance,,,
2024-08,US01,Events,ECLCLOSE-2024-08-US01-Events,closing,6050_CREDIT_LOSS_EXPENSE,371.78,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-08,US01,Events,ECLCLOSE-2024-08-US01-Events,closing,3200_RETAINED_EARNINGS,0.0,371.78,PROVISION,Close release Expected credit loss allowance,,,
2024-08,US01,Hardware,ECL-2024-08-US01-Hardware,provision_release,1190_CREDIT_LOSS_ALLOWANCE,2108.98,0.0,PROVISION,Release Expected credit loss allowance,,,
2024-08,US01,Hardware,ECL-2024-08-US01-Hardware,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,2108.98,PROVISION,Release Expected credit loss allowance,,,
2024-08,US01,Hardware,ECLCLOSE-2024-08-US01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,2108.98,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-08,US01,Hardware,ECLCLOSE-2024-08-US01-Hardware,closing,3200_RETAINED_EARNINGS,0.0,2108.98,PROVISION,Close release Expected credit loss allowance,,,
2024-08,US01,Software,ECL-2024-08-US01-Software,provision_release,1190_CREDIT_LOSS_ALLOWANCE,25.36,0.0,PROVISION,Release Expected credit loss allowance,,,
2024-08,US01,Software,ECL-2024-08-US01-Software,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,25.36,PROVISION,Release Expected credit loss allowance,,,
2024-08,US01,Software,ECLCLOSE-2024-08-US01-Software,closing,6050_CREDIT_LOSS_EXPENSE,25.36,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-08,US01,Software,ECLCLOSE-2024-08-US01-Software,closing,3200_RETAINED_EARNINGS,0.0,25.36,PROVISION,Close release Expected credit loss allowance,,,
2024-09,DE01,Hardware,ECL-2024-09-DE01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,1981.29,0.0,PROVISION,Expected credit loss allowance,,,
2024-09,DE01,Hardware,ECL-2024-09-DE01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,1981.29,PROVISION,Expected credit loss allowance,,,
2024-09,DE01,Hardware,ECLCLOSE-2024-09-DE01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,0.0,1981.29,PROVISION,Close Expected credit loss allowance,,,
2024-09,DE01,Hardware,ECLCLOSE-2024-09-DE01-Hardware,closing,3200_RETAINED_EARNINGS,1981.29,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-09,DE01,Software,ECL-2024-09-DE01-Software,provision,6050_CREDIT_LOSS_EXPENSE,28.11,0.0,PROVISION,Expected credit loss allowance,,,
2024-09,DE01,Software,ECL-2024-09-DE01-Software,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,28.11,PROVISION,Expected credit loss allowance,,,
2024-09,DE01,Software,ECLCLOSE-2024-09-DE01-Software,closing,6050_CREDIT_LOSS_EXPENSE,0.0,28.11,PROVISION,Close Expected credit loss allowance,,,
2024-09,DE01,Software,ECLCLOSE-2024-09-DE01-Software,closing,3200_RETAINED_EARNINGS,28.11,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-09,ES01,Events,ECL-2024-09-ES01-Events,provision,6050_CREDIT_LOSS_EXPENSE,3642.31,0.0,PROVISION,Expected credit loss allowance,,,
2024-09,ES01,Events,ECL-2024-09-ES01-Events,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,3642.31,PROVISION,Expected credit loss allowance,,,
2024-09,ES01,Events,ECLCLOSE-2024-09-ES01-Events,closing,6050_CREDIT_LOSS_EXPENSE,0.0,3642.31,PROVISION,Close Expected credit loss allowance,,,
2024-09,ES01,Events,ECLCLOSE-2024-09-ES01-Events,closing,3200_RETAINED_EARNINGS,3642.31,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-09,ES01,Hardware,ECL-2024-09-ES01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,6325.44,0.0,PROVISION,Expected credit loss allowance,,,
2024-09,ES01,Hardware,ECL-2024-09-ES01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,6325.44,PROVISION,Expected credit loss allowance,,,
2024-09,ES01,Hardware,ECLCLOSE-2024-09-ES01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,0.0,6325.44,PROVISION,Close Expected credit loss allowance,,,
2024-09,ES01,Hardware,ECLCLOSE-2024-09-ES01-Hardware,closing,3200_RETAINED_EARNINGS,6325.44,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-09,ES01,Spare Parts,ECL-2024-09-ES01-SpareParts,provision,6050_CREDIT_LOSS_EXPENSE,1170.55,0.0,PROVISION,Expected credit loss allowance,,,
2024-09,ES01,Spare Parts,ECL-2024-09-ES01-SpareParts,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,1170.55,PROVISION,Expected credit loss allowance,,,
2024-09,ES01,Spare Parts,ECLCLOSE-2024-09-ES01-SpareParts,closing,6050_CREDIT_LOSS_EXPENSE,0.0,1170.55,PROVISION,Close Expected credit loss allowance,,,
2024-09,ES01,Spare Parts,ECLCLOSE-2024-09-ES01-SpareParts,closing,3200_RETAINED_EARNINGS,1170.55,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-09,JP01,Hardware,ECL-2024-09-JP01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,8350.64,0.0,PROVISION,Expected credit loss allowance,,,
2024-09,JP01,Hardware,ECL-2024-09-JP01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,8350.64,PROVISION,Expected credit loss allowance,,,
2024-09,JP01,Hardware,ECLCLOSE-2024-09-JP01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,0.0,8350.64,PROVISION,Close Expected credit loss allowance,,,
2024-09,JP01,Hardware,ECLCLOSE-2024-09-JP01-Hardware,closing,3200_RETAINED_EARNINGS,8350.64,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-09,JP01,Software,ECL-2024-09-JP01-Software,provision,6050_CREDIT_LOSS_EXPENSE,59.93,0.0,PROVISION,Expected credit loss allowance,,,
2024-09,JP01,Software,ECL-2024-09-JP01-Software,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,59.93,PROVISION,Expected credit loss allowance,,,
2024-09,JP01,Software,ECLCLOSE-2024-09-JP01-Software,closing,6050_CREDIT_LOSS_EXPENSE,0.0,59.93,PROVISION,Close Expected credit loss allowance,,,
2024-09,JP01,Software,ECLCLOSE-2024-09-JP01-Software,closing,3200_RETAINED_EARNINGS,59.93,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-09,JP01,Spare Parts,ECL-2024-09-JP01-SpareParts,provision,6050_CREDIT_LOSS_EXPENSE,1573.1,0.0,PROVISION,Expected credit loss allowance,,,
2024-09,JP01,Spare Parts,ECL-2024-09-JP01-SpareParts,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,1573.1,PROVISION,Expected credit loss allowance,,,
2024-09,JP01,Spare Parts,ECLCLOSE-2024-09-JP01-SpareParts,closing,6050_CREDIT_LOSS_EXPENSE,0.0,1573.1,PROVISION,Close Expected credit loss allowance,,,
2024-09,JP01,Spare Parts,ECLCLOSE-2024-09-JP01-SpareParts,closing,3200_RETAINED_EARNINGS,1573.1,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-09,US01,Events,ECL-2024-09-US01-Events,provision_release,1190_CREDIT_LOSS_ALLOWANCE,2518.89,0.0,PROVISION,Release Expected credit loss allowance,,,
2024-09,US01,Events,ECL-2024-09-US01-Events,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,2518.89,PROVISION,Release Expected credit loss allowance,,,
2024-09,US01,Events,ECLCLOSE-2024-09-US01-Events,closing,6050_CREDIT_LOSS_EXPENSE,2518.89,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-09,US01,Events,ECLCLOSE-2024-09-US01-Events,closing,3200_RETAINED_EARNINGS,0.0,2518.89,PROVISION,Close release Expected credit loss allowance,,,
2024-09,US01,Hardware,ECL-2024-09-US01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,4500.89,0.0,PROVISION,Expected credit loss allowance,,,
2024-09,US01,Hardware,ECL-2024-09-US01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,4500.89,PROVISION,Expected credit loss allowance,,,
2024-09,US01,Hardware,ECLCLOSE-2024-09-US01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,0.0,4500.89,PROVISION,Close Expected credit loss allowance,,,
2024-09,US01,Hardware,ECLCLOSE-2024-09-US01-Hardware,closing,3200_RETAINED_EARNINGS,4500.89,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-09,US01,Software,ECL-2024-09-US01-Software,provision,6050_CREDIT_LOSS_EXPENSE,72.92,0.0,PROVISION,Expected credit loss allowance,,,
2024-09,US01,Software,ECL-2024-09-US01-Software,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,72.92,PROVISION,Expected credit loss allowance,,,
2024-09,US01,Software,ECLCLOSE-2024-09-US01-Software,closing,6050_CREDIT_LOSS_EXPENSE,0.0,72.92,PROVISION,Close Expected credit loss allowance,,,
2024-09,US01,Software,ECLCLOSE-2024-09-US01-Software,closing,3200_RETAINED_EARNINGS,72.92,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-10,DE01,Hardware,ECL-2024-10-DE01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,1368.94,0.0,PROVISION,Expected credit loss allowance,,,
2024-10,DE01,Hardware,ECL-2024-10-DE01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,1368.94,PROVISION,Expected credit loss allowance,,,
2024-10,DE01,Hardware,ECLCLOSE-2024-10-DE01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,0.0,1368.94,PROVISION,Close Expected credit loss allowance,,,
2024-10,DE01,Hardware,ECLCLOSE-2024-10-DE01-Hardware,closing,3200_RETAINED_EARNINGS,1368.94,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-10,DE01,Software,ECL-2024-10-DE01-Software,provision,6050_CREDIT_LOSS_EXPENSE,1.48,0.0,PROVISION,Expected credit loss allowance,,,
2024-10,DE01,Software,ECL-2024-10-DE01-Software,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,1.48,PROVISION,Expected credit loss allowance,,,
2024-10,DE01,Software,ECLCLOSE-2024-10-DE01-Software,closing,6050_CREDIT_LOSS_EXPENSE,0.0,1.48,PROVISION,Close Expected credit loss allowance,,,
2024-10,DE01,Software,ECLCLOSE-2024-10-DE01-Software,closing,3200_RETAINED_EARNINGS,1.48,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-10,ES01,Events,ECL-2024-10-ES01-Events,provision_release,1190_CREDIT_LOSS_ALLOWANCE,2930.14,0.0,PROVISION,Release Expected credit loss allowance,,,
2024-10,ES01,Events,ECL-2024-10-ES01-Events,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,2930.14,PROVISION,Release Expected credit loss allowance,,,
2024-10,ES01,Events,ECLCLOSE-2024-10-ES01-Events,closing,6050_CREDIT_LOSS_EXPENSE,2930.14,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-10,ES01,Events,ECLCLOSE-2024-10-ES01-Events,closing,3200_RETAINED_EARNINGS,0.0,2930.14,PROVISION,Close release Expected credit loss allowance,,,
2024-10,ES01,Hardware,ECL-2024-10-ES01-Hardware,provision_release,1190_CREDIT_LOSS_ALLOWANCE,2121.77,0.0,PROVISION,Release Expected credit loss allowance,,,
2024-10,ES01,Hardware,ECL-2024-10-ES01-Hardware,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,2121.77,PROVISION,Release Expected credit loss allowance,,,
2024-10,ES01,Hardware,ECLCLOSE-2024-10-ES01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,2121.77,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-10,ES01,Hardware,ECLCLOSE-2024-10-ES01-Hardware,closing,3200_RETAINED_EARNINGS,0.0,2121.77,PROVISION,Close release Expected credit loss allowance,,,
2024-10,ES01,Spare Parts,ECL-2024-10-ES01-SpareParts,provision,6050_CREDIT_LOSS_EXPENSE,309.21,0.0,PROVISION,Expected credit loss allowance,,,
2024-10,ES01,Spare Parts,ECL-2024-10-ES01-SpareParts,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,309.21,PROVISION,Expected credit loss allowance,,,
2024-10,ES01,Spare Parts,ECLCLOSE-2024-10-ES01-SpareParts,closing,6050_CREDIT_LOSS_EXPENSE,0.0,309.21,PROVISION,Close Expected credit loss allowance,,,
2024-10,ES01,Spare Parts,ECLCLOSE-2024-10-ES01-SpareParts,closing,3200_RETAINED_EARNINGS,309.21,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-10,JP01,Hardware,ECL-2024-10-JP01-Hardware,provision_release,1190_CREDIT_LOSS_ALLOWANCE,3469.18,0.0,PROVISION,Release Expected credit loss allowance,,,
2024-10,JP01,Hardware,ECL-2024-10-JP01-Hardware,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,3469.18,PROVISION,Release Expected credit loss allowance,,,
2024-10,JP01,Hardware,ECLCLOSE-2024-10-JP01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,3469.18,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-10,JP01,Hardware,ECLCLOSE-2024-10-JP01-Hardware,closing,3200_RETAINED_EARNINGS,0.0,3469.18,PROVISION,Close release Expected credit loss allowance,,,
2024-10,JP01,Software,ECL-2024-10-JP01-Software,provision_release,1190_CREDIT_LOSS_ALLOWANCE,13.41,0.0,PROVISION,Release Expected credit loss allowance,,,
2024-10,JP01,Software,ECL-2024-10-JP01-Software,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,13.41,PROVISION,Release Expected credit loss allowance,,,
2024-10,JP01,Software,ECLCLOSE-2024-10-JP01-Software,closing,6050_CREDIT_LOSS_EXPENSE,13.41,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-10,JP01,Software,ECLCLOSE-2024-10-JP01-Software,closing,3200_RETAINED_EARNINGS,0.0,13.41,PROVISION,Close release Expected credit loss allowance,,,
2024-10,JP01,Spare Parts,ECL-2024-10-JP01-SpareParts,provision,6050_CREDIT_LOSS_EXPENSE,566.73,0.0,PROVISION,Expected credit loss allowance,,,
2024-10,JP01,Spare Parts,ECL-2024-10-JP01-SpareParts,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,566.73,PROVISION,Expected credit loss allowance,,,
2024-10,JP01,Spare Parts,ECLCLOSE-2024-10-JP01-SpareParts,closing,6050_CREDIT_LOSS_EXPENSE,0.0,566.73,PROVISION,Close Expected credit loss allowance,,,
2024-10,JP01,Spare Parts,ECLCLOSE-2024-10-JP01-SpareParts,closing,3200_RETAINED_EARNINGS,566.73,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-10,US01,Events,ECL-2024-10-US01-Events,provision,6050_CREDIT_LOSS_EXPENSE,2859.22,0.0,PROVISION,Expected credit loss allowance,,,
2024-10,US01,Events,ECL-2024-10-US01-Events,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,2859.22,PROVISION,Expected credit loss allowance,,,
2024-10,US01,Events,ECLCLOSE-2024-10-US01-Events,closing,6050_CREDIT_LOSS_EXPENSE,0.0,2859.22,PROVISION,Close Expected credit loss allowance,,,
2024-10,US01,Events,ECLCLOSE-2024-10-US01-Events,closing,3200_RETAINED_EARNINGS,2859.22,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-10,US01,Hardware,ECL-2024-10-US01-Hardware,provision_release,1190_CREDIT_LOSS_ALLOWANCE,534.54,0.0,PROVISION,Release Expected credit loss allowance,,,
2024-10,US01,Hardware,ECL-2024-10-US01-Hardware,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,534.54,PROVISION,Release Expected credit loss allowance,,,
2024-10,US01,Hardware,ECLCLOSE-2024-10-US01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,534.54,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-10,US01,Hardware,ECLCLOSE-2024-10-US01-Hardware,closing,3200_RETAINED_EARNINGS,0.0,534.54,PROVISION,Close release Expected credit loss allowance,,,
2024-10,US01,Software,ECL-2024-10-US01-Software,provision_release,1190_CREDIT_LOSS_ALLOWANCE,102.86,0.0,PROVISION,Release Expected credit loss allowance,,,
2024-10,US01,Software,ECL-2024-10-US01-Software,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,102.86,PROVISION,Release Expected credit loss allowance,,,
2024-10,US01,Software,ECLCLOSE-2024-10-US01-Software,closing,6050_CREDIT_LOSS_EXPENSE,102.86,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-10,US01,Software,ECLCLOSE-2024-10-US01-Software,closing,3200_RETAINED_EARNINGS,0.0,102.86,PROVISION,Close release Expected credit loss allowance,,,
2024-11,DE01,Hardware,ECL-2024-11-DE01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,1601.32,0.0,PROVISION,Expected credit loss allowance,,,
2024-11,DE01,Hardware,ECL-2024-11-DE01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,1601.32,PROVISION,Expected credit loss allowance,,,
2024-11,DE01,Hardware,ECLCLOSE-2024-11-DE01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,0.0,1601.32,PROVISION,Close Expected credit loss allowance,,,
2024-11,DE01,Hardware,ECLCLOSE-2024-11-DE01-Hardware,closing,3200_RETAINED_EARNINGS,1601.32,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-11,DE01,Software,ECL-2024-11-DE01-Software,provision_release,1190_CREDIT_LOSS_ALLOWANCE,34.49,0.0,PROVISION,Release Expected credit loss allowance,,,
2024-11,DE01,Software,ECL-2024-11-DE01-Software,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,34.49,PROVISION,Release Expected credit loss allowance,,,
2024-11,DE01,Software,ECLCLOSE-2024-11-DE01-Software,closing,6050_CREDIT_LOSS_EXPENSE,34.49,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-11,DE01,Software,ECLCLOSE-2024-11-DE01-Software,closing,3200_RETAINED_EARNINGS,0.0,34.49,PROVISION,Close release Expected credit loss allowance,,,
2024-11,ES01,Events,ECL-2024-11-ES01-Events,provision,6050_CREDIT_LOSS_EXPENSE,112.76,0.0,PROVISION,Expected credit loss allowance,,,
2024-11,ES01,Events,ECL-2024-11-ES01-Events,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,112.76,PROVISION,Expected credit loss allowance,,,
2024-11,ES01,Events,ECLCLOSE-2024-11-ES01-Events,closing,6050_CREDIT_LOSS_EXPENSE,0.0,112.76,PROVISION,Close Expected credit loss allowance,,,
2024-11,ES01,Events,ECLCLOSE-2024-11-ES01-Events,closing,3200_RETAINED_EARNINGS,112.76,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-11,ES01,Hardware,ECL-2024-11-ES01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,165.52,0.0,PROVISION,Expected credit loss allowance,,,
2024-11,ES01,Hardware,ECL-2024-11-ES01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,165.52,PROVISION,Expected credit loss allowance,,,
2024-11,ES01,Hardware,ECLCLOSE-2024-11-ES01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,0.0,165.52,PROVISION,Close Expected credit loss allowance,,,
2024-11,ES01,Hardware,ECLCLOSE-2024-11-ES01-Hardware,closing,3200_RETAINED_EARNINGS,165.52,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-11,ES01,Spare Parts,ECL-2024-11-ES01-SpareParts,provision,6050_CREDIT_LOSS_EXPENSE,318.22,0.0,PROVISION,Expected credit loss allowance,,,
2024-11,ES01,Spare Parts,ECL-2024-11-ES01-SpareParts,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,318.22,PROVISION,Expected credit loss allowance,,,
2024-11,ES01,Spare Parts,ECLCLOSE-2024-11-ES01-SpareParts,closing,6050_CREDIT_LOSS_EXPENSE,0.0,318.22,PROVISION,Close Expected credit loss allowance,,,
2024-11,ES01,Spare Parts,ECLCLOSE-2024-11-ES01-SpareParts,closing,3200_RETAINED_EARNINGS,318.22,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-11,JP01,Hardware,ECL-2024-11-JP01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,693.55,0.0,PROVISION,Expected credit loss allowance,,,
2024-11,JP01,Hardware,ECL-2024-11-JP01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,693.55,PROVISION,Expected credit loss allowance,,,
2024-11,JP01,Hardware,ECLCLOSE-2024-11-JP01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,0.0,693.55,PROVISION,Close Expected credit loss allowance,,,
2024-11,JP01,Hardware,ECLCLOSE-2024-11-JP01-Hardware,closing,3200_RETAINED_EARNINGS,693.55,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-11,JP01,Software,ECL-2024-11-JP01-Software,provision_release,1190_CREDIT_LOSS_ALLOWANCE,13.56,0.0,PROVISION,Release Expected credit loss allowance,,,
2024-11,JP01,Software,ECL-2024-11-JP01-Software,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,13.56,PROVISION,Release Expected credit loss allowance,,,
2024-11,JP01,Software,ECLCLOSE-2024-11-JP01-Software,closing,6050_CREDIT_LOSS_EXPENSE,13.56,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-11,JP01,Software,ECLCLOSE-2024-11-JP01-Software,closing,3200_RETAINED_EARNINGS,0.0,13.56,PROVISION,Close release Expected credit loss allowance,,,
2024-11,JP01,Spare Parts,ECL-2024-11-JP01-SpareParts,provision,6050_CREDIT_LOSS_EXPENSE,390.77,0.0,PROVISION,Expected credit loss allowance,,,
2024-11,JP01,Spare Parts,ECL-2024-11-JP01-SpareParts,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,390.77,PROVISION,Expected credit loss allowance,,,
2024-11,JP01,Spare Parts,ECLCLOSE-2024-11-JP01-SpareParts,closing,6050_CREDIT_LOSS_EXPENSE,0.0,390.77,PROVISION,Close Expected credit loss allowance,,,
2024-11,JP01,Spare Parts,ECLCLOSE-2024-11-JP01-SpareParts,closing,3200_RETAINED_EARNINGS,390.77,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-11,US01,Events,ECL-2024-11-US01-Events,provision_release,1190_CREDIT_LOSS_ALLOWANCE,1339.23,0.0,PROVISION,Release Expected credit loss allowance,,,
2024-11,US01,Events,ECL-2024-11-US01-Events,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,1339.23,PROVISION,Release Expected credit loss allowance,,,
2024-11,US01,Events,ECLCLOSE-2024-11-US01-Events,closing,6050_CREDIT_LOSS_EXPENSE,1339.23,0.0,PROVISION,Close release Expected credit loss allowance,,,
2024-11,US01,Events,ECLCLOSE-2024-11-US01-Events,closing,3200_RETAINED_EARNINGS,0.0,1339.23,PROVISION,Close release Expected credit loss allowance,,,
2024-11,US01,Hardware,ECL-2024-11-US01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,614.29,0.0,PROVISION,Expected credit loss allowance,,,
2024-11,US01,Hardware,ECL-2024-11-US01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,614.29,PROVISION,Expected credit loss allowance,,,
2024-11,US01,Hardware,ECLCLOSE-2024-11-US01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,0.0,614.29,PROVISION,Close Expected credit loss allowance,,,
2024-11,US01,Hardware,ECLCLOSE-2024-11-US01-Hardware,closing,3200_RETAINED_EARNINGS,614.29,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-11,US01,Software,ECL-2024-11-US01-Software,provision,6050_CREDIT_LOSS_EXPENSE,68.18,0.0,PROVISION,Expected credit loss allowance,,,
2024-11,US01,Software,ECL-2024-11-US01-Software,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,68.18,PROVISION,Expected credit loss allowance,,,
2024-11,US01,Software,ECLCLOSE-2024-11-US01-Software,closing,6050_CREDIT_LOSS_EXPENSE,0.0,68.18,PROVISION,Close Expected credit loss allowance,,,
2024-11,US01,Software,ECLCLOSE-2024-11-US01-Software,closing,3200_RETAINED_EARNINGS,68.18,0.0,PROVISION,Close Expected credit loss allowance,,,
2024-12,DE01,Hardware,ECL-2024-12-DE01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,1670.5,0.0,PROVISION,Expected credit loss allowance,,,
2024-12,DE01,Hardware,ECL-2024-12-DE01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,1670.5,PROVISION,Expected credit loss allowance,,,
