vintage,month,horizon_month,entity,division,actual_revenue,revenue_forecast,error,abs_pct_error,bias_pct
2024-06,2025-10,16,US01,Software,1038292.13,1012534.57,-25757.560000000056,0.024807623264947655,-0.024807623264947655
2024-06,2025-11,17,DE01,Hardware,6358216.76,5627084.85,-731131.9100000001,0.11499008882484217,-0.11499008882484217
2024-06,2025-11,17,DE01,Software,825915.61,845858.94,19943.329999999958,0.024146934333884255,0.024146934333884255
2024-06,2025-11,17,ES01,Events,2475874.88,2436670.79,-39204.08999999985,0.015834439097342373,-0.015834439097342373
2024-06,2025-11,17,ES01,Hardware,5800706.46,5286135.64,-514570.8200000003,0.08870830191948728,-0.08870830191948728
2024-06,2025-11,17,ES01,Spare Parts,2378266.19,2233158.47,-145107.71999999974,0.0610140784955614,-0.0610140784955614
2024-06,2025-11,17,JP01,Hardware,4093016.75,3551079.99,-541936.7599999998,0.13240521432021987,-0.13240521432021987
2024-06,2025-11,17,JP01,Software,695561.03,697664.74,2103.7099999999627,0.003024479390399377,0.003024479390399377
2024-06,2025-11,17,JP01,Spare Parts,3269741.41,3084049.35,-185692.06000000006,0.05679105369987043,-0.05679105369987043
2024-06,2025-11,17,US01,Events,2124756.64,2353827.16,229070.52000000002,0.10781023844688398,0.10781023844688398
2024-06,2025-11,17,US01,Hardware,6811624.12,6460853.48,-350770.63999999966,0.051495889059715125,-0.051495889059715125
2024-06,2025-11,17,US01,Software,1032223.21,1058809.06,26585.850000000093,0.025755911843912224,0.025755911843912224
2024-06,2025-12,18,DE01,Hardware,6602168.07,5945556.05,-656612.0200000005,0.0994539995101943,-0.0994539995101943
2024-06,2025-12,18,DE01,Software,845191.07,898618.7,53427.630000000005,0.06321367072654945,0.06321367072654945
2024-06,2025-12,18,ES01,Events,4494838.58,2572494.75,-1922343.83,0.4276780569058834,-0.4276780569058834
2024-06,2025-12,18,ES01,Hardware,6011418.4,5585310.44,-426107.95999999996,0.07088309807216213,-0.07088309807216213
2024-06,2025-12,18,ES01,Spare Parts,2517358.59,2362377.52,-154981.06999999983,0.06156495567045927,-0.06156495567045927
2024-06,2025-12,18,JP01,Hardware,4240733.81,3752057.36,-488676.4499999997,0.11523393636442363,-0.11523393636442363
2024-06,2025-12,18,JP01,Software,710266.15,741181.01,30914.859999999986,0.04352574031579568,0.04352574031579568
2024-06,2025-12,18,JP01,Spare Parts,3466524.07,3262504.2,-204019.86999999965,0.05885430646959265,-0.05885430646959265
2024-06,2025-12,18,US01,Events,1956805.54,2485033.28,528227.7399999998,0.2699439107270719,0.2699439107270719
2024-06,2025-12,18,US01,Hardware,7037484.35,6826512.75,-210971.59999999963,0.029978269152385346,-0.029978269152385346
2024-06,2025-12,18,US01,Software,1055368.51,1124851.41,69482.8999999999,0.06583757175017464,0.06583757175017464
2024-07,2024-08,1,DE01,Hardware,4132235.82,4111143.63,-21092.189999999944,0.005104304526356859,-0.005104304526356859
2024-07,2024-08,1,DE01,Software,686357.47,560151.3,-126206.16999999993,0.1838781910539998,-0.1838781910539998
2024-07,2024-08,1,ES01,Events,2011089.91,2024450.42,13360.51000000001,0.00664341754864655,0.00664341754864655
2024-07,2024-08,1,ES01,Hardware,3662272.09,3819695.64,157423.55000000028,0.04298521413246504,0.04298521413246504
2024-07,2024-08,1,ES01,Spare Parts,1590409.96,1583527.63,-6882.3300000000745,0.004327393674018537,-0.004327393674018537
2024-07,2024-08,1,JP01,Hardware,2228926.73,2576910.79,347984.06000000006,0.15612180307066445,0.15612180307066445
2024-07,2024-08,1,JP01,Software,561827.95,475599.93,-86228.01999999996,0.15347762602412351,-0.15347762602412351
2024-07,2024-08,1,JP01,Spare Parts,2186921.54,2178731.94,-8189.600000000093,0.003744807415450347,-0.003744807415450347
2024-07,2024-08,1,US01,Events,2314505.17,1538299.11,-776206.0599999998,0.3353658786599297,-0.3353658786599297
2024-07,2024-08,1,US01,Hardware,4733667.66,4729455.89,-4211.770000000484,0.0008897477183686537,-0.0008897477183686537
2024-07,2024-08,1,US01,Software,856171.17,703778.63,-152392.54000000004,0.17799307584720475,-0.17799307584720475
2024-07,2024-09,2,DE01,Hardware,5035965.28,5104600.19,68634.91000000015,0.013628948212287943,0.013628948212287943
2024-07,2024-09,2,DE01,Software,696719.72,699315.13,2595.4100000000326,0.003725185215081945,0.003725185215081945
2024-07,2024-09,2,ES01,Events,3859927.32,2511625.33,-1348301.9899999998,0.3493076107971898,-0.3493076107971898
2024-07,2024-09,2,ES01,Hardware,4852993.2,4742723.89,-110269.31000000052,0.022721917269531825,-0.022721917269531825
2024-07,2024-09,2,ES01,Spare Parts,1965350.95,1968545.57,3194.6200000001118,0.0016254705043901253,0.0016254705043901253
2024-07,2024-09,2,JP01,Hardware,3300078.87,3199620.47,-100458.3999999999,0.030441211848976173,-0.030441211848976173
2024-07,2024-09,2,JP01,Software,577455.07,593757.84,16302.770000000019,0.028232101243824945,0.028232101243824945
2024-07,2024-09,2,JP01,Spare Parts,2723259.63,2708467.5,-14792.129999999888,0.005431773686594799,-0.005431773686594799
2024-07,2024-09,2,US01,Events,1535962.77,1908483.89,372521.1199999999,0.2425326494079019,0.2425326494079019
2024-07,2024-09,2,US01,Hardware,5821395.33,5872327.42,50932.08999999985,0.008749120633935688,0.008749120633935688
2024-07,2024-09,2,US01,Software,879680.78,878625.19,-1055.5900000000838,0.0011999693798017091,-0.0011999693798017091
2024-07,2024-10,3,DE01,Hardware,5430344.51,5316149.41,-114195.09999999963,0.02102907095299551,-0.02102907095299551
2024-07,2024-10,3,DE01,Software,699926.92,732279.48,32352.55999999994,0.04622276851417565,0.04622276851417565
2024-07,2024-10,3,ES01,Events,2744379.0,2613598.82,-130780.18000000017,0.0476538335266376,-0.0476538335266376
2024-07,2024-10,3,ES01,Hardware,5166169.24,4939275.91,-226893.33000000007,0.043919066422221986,-0.043919066422221986
2024-07,2024-10,3,ES01,Spare Parts,2053870.71,2052587.42,-1283.2900000000373,0.0006248153760370034,-0.0006248153760370034
2024-07,2024-10,3,JP01,Hardware,3562143.2199999997,3332221.88,-229921.33999999985,0.0645457876901423,-0.0645457876901423
2024-07,2024-10,3,JP01,Software,577700.52,621746.43,44045.91000000003,0.07624350069825112,0.07624350069825112
2024-07,2024-10,3,JP01,Spare Parts,2892509.7,2824098.36,-68411.34000000032,0.023651205041767126,-0.023651205041767126
2024-07,2024-10,3,US01,Events,2384801.62,1985969.47,-398832.15000000014,0.1672391307751628,-0.1672391307751628
2024-07,2024-10,3,US01,Hardware,5962704.71,6115693.44,152988.73000000045,0.025657606311348,0.025657606311348
2024-07,2024-10,3,US01,Software,844776.53,920041.87,75265.33999999997,0.08909497047698516,0.08909497047698516
2024-07,2024-11,4,DE01,Hardware,5718074.17,5528871.22,-189202.9500000002,0.03308857919203944,-0.03308857919203944
2024-07,2024-11,4,DE01,Software,694408.62,765745.86,71337.23999999999,0.1027309252007845,0.1027309252007845
2024-07,2024-11,4,ES01,Events,2545609.4699999997,2715981.75,170372.28000000026,0.06692789369612154,0.06692789369612154
2024-07,2024-11,4,ES01,Hardware,5233814.44,5136917.41,-96897.03000000026,0.0185136540683319,-0.0185136540683319
2024-07,2024-11,4,ES01,Spare Parts,2158695.72,2137281.4,-21414.320000000298,0.00992002708005568,-0.00992002708005568
2024-07,2024-11,4,JP01,Hardware,3750255.69,3465558.29,-284697.3999999999,0.07591413053759007,-0.07591413053759007
2024-07,2024-11,4,JP01,Software,580445.97,650161.26,69715.29000000004,0.1201064243757262,0.1201064243757262
2024-07,2024-11,4,JP01,Spare Parts,3028213.77,2940626.46,-87587.31000000006,0.028923753952812933,-0.028923753952812933
2024-07,2024-11,4,US01,Events,2112926.17,2063766.18,-49159.98999999999,0.02326630750188493,-0.02326630750188493
2024-07,2024-11,4,US01,Hardware,6182231.91,6360408.42,178176.50999999978,0.028820741860523278,0.028820741860523278
2024-07,2024-11,4,US01,Software,869465.96,962089.29,92623.33000000007,0.10652898935801935,0.10652898935801935
2024-07,2024-12,5,DE01,Hardware,6059123.18,5841783.91,-217339.26999999955,0.035869755993308515,-0.035869755993308515
2024-07,2024-12,5,DE01,Software,743284.82,813508.63,70223.81000000006,0.09447765931772972,0.09447765931772972
2024-07,2024-12,5,ES01,Events,2916094.62,2867374.96,-48719.66000000015,0.016707160208676682,-0.016707160208676682
2024-07,2024-12,5,ES01,Hardware,5477629.74,5427647.03,-49982.70999999996,0.00912487925845093,-0.00912487925845093
2024-07,2024-12,5,ES01,Spare Parts,2294252.09,2260952.64,-33299.44999999972,0.014514294285768625,-0.014514294285768625
2024-07,2024-12,5,JP01,Hardware,3904912.86,3661695.46,-243217.3999999999,0.06228497503526875,-0.06228497503526875
2024-07,2024-12,5,JP01,Software,603739.14,690714.54,86975.40000000002,0.14406122485283962,0.14406122485283962
2024-07,2024-12,5,JP01,Spare Parts,3235165.7,3110782.31,-124383.39000000013,0.03844730116914881,-0.03844730116914881
2024-07,2024-12,5,US01,Events,1752725.17,2178803.84,426078.6699999999,0.24309496850553014,0.24309496850553014
2024-07,2024-12,5,US01,Hardware,6593999.9799999995,6720382.89,126382.91000000015,0.019166349769991986,0.019166349769991986
2024-07,2024-12,5,US01,Software,932882.23,1022098.83,89216.59999999998,0.09563543728343928,0.09563543728343928
2024-07,2025-01,6,DE01,Hardware,4467091.39,4369091.92,-97999.46999999974,0.021938093816343377,-0.021938093816343377
2024-07,2025-01,6,DE01,Software,745319.03,611753.34,-133565.69000000006,0.17920606428095637,-0.17920606428095637
2024-07,2025-01,6,ES01,Events,2049143.47,2142786.04,93642.57000000007,0.04569839612059963,0.04569839612059963
2024-07,2025-01,6,ES01,Hardware,4228645.6,4059357.41,-169288.18999999948,0.040033667044596856,-0.040033667044596856
2024-07,2025-01,6,ES01,Spare Parts,1739020.89,1693003.69,-46017.19999999995,0.026461556767153012,-0.026461556767153012
2024-07,2025-01,6,JP01,Hardware,2819715.93,2738595.66,-81120.27000000002,0.028768951204244185,-0.028768951204244185
2024-07,2025-01,6,JP01,Software,596645.73,519412.96,-77232.76999999996,0.12944493879139965,-0.12944493879139965
2024-07,2025-01,6,JP01,Spare Parts,2412982.75,2329357.04,-83625.70999999996,0.03465657183003068,-0.03465657183003068
2024-07,2025-01,6,US01,Events,1758636.32,1628217.63,-130418.69000000018,0.07415898814144824,-0.07415898814144824
2024-07,2025-01,6,US01,Hardware,5127357.43,5026199.37,-101158.05999999959,0.019729082940098366,-0.019729082940098366
2024-07,2025-01,6,US01,Software,906574.02,768611.85,-137962.17000000004,0.1521797083927025,-0.1521797083927025
2024-07,2025-02,7,DE01,Hardware,4821129.21,4580800.38,-240328.83000000007,0.04984907467352448,-0.04984907467352448
2024-07,2025-02,7,DE01,Software,750595.54,644903.94,-105691.6000000001,0.1408103224274422,-0.1408103224274422
2024-07,2025-02,7,ES01,Events,4109539.6,2244799.82,-1864739.7800000003,0.4537588054876026,-0.4537588054876026
2024-07,2025-02,7,ES01,Hardware,4302643.11,4256057.39,-46585.72000000067,0.010827233123688166,-0.010827233123688166
2024-07,2025-02,7,ES01,Spare Parts,1844980.36,1777169.43,-67810.93000000017,0.036754282847758966,-0.036754282847758966
2024-07,2025-02,7,JP01,Hardware,2980378.1,2871296.89,-109081.20999999996,0.03659978913413703,-0.03659978913413703
2024-07,2025-02,7,JP01,Software,611390.77,547559.68,-63831.08999999997,0.10440309722045683,-0.10440309722045683
2024-07,2025-02,7,JP01,Spare Parts,2533945.69,2445158.36,-88787.33000000007,0.03503916060647696,-0.03503916060647696
2024-07,2025-02,7,US01,Events,1944392.2,1705733.83,-238658.36999999988,0.1227418881849042,-0.1227418881849042
2024-07,2025-02,7,US01,Hardware,5521686.0600000005,5269748.58,-251937.48000000045,0.04562691128441308,-0.04562691128441308
2024-07,2025-02,7,US01,Software,931047.71,810262.53,-120785.17999999993,0.1297303872859533,-0.1297303872859533
2024-07,2025-03,8,DE01,Hardware,5180572.17,4943491.17,-237081.0,0.045763477897847724,-0.045763477897847724
2024-07,2025-03,8,DE01,Software,759496.16,699770.97,-59725.19000000006,0.07863790911069261,-0.07863790911069261
2024-07,2025-03,8,ES01,Events,2716147.29,2420575.55,-295571.7400000002,0.10882021791977275,-0.10882021791977275
2024-07,2025-03,8,ES01,Hardware,4869884.63,4593036.24,-276848.38999999966,0.05684906543668975,-0.05684906543668975
2024-07,2025-03,8,ES01,Spare Parts,1979253.3,1920180.16,-59073.14000000013,0.02984617481754363,-0.02984617481754363
2024-07,2025-03,8,JP01,Hardware,3417998.09,3098635.53,-319362.56000000006,0.09343555835632432,-0.09343555835632432
2024-07,2025-03,8,JP01,Software,606140.1,594144.87,-11995.229999999981,0.019789533805798332,-0.019789533805798332
2024-07,2025-03,8,JP01,Spare Parts,2749024.93,2641922.86,-107102.0700000003,0.03896002136292023,-0.03896002136292023
2024-07,2025-03,8,US01,Events,3370352.77,1839298.79,-1531053.98,0.454271135540509,-0.454271135540509
2024-07,2025-03,8,US01,Hardware,5928981.44,5686987.74,-241993.7000000002,0.040815391724349906,-0.040815391724349906
2024-07,2025-03,8,US01,Software,938072.22,879197.91,-58874.30999999994,0.06276095672036844,-0.06276095672036844
2024-07,2025-04,9,DE01,Hardware,5268519.2,5057838.65,-210680.5499999998,0.039988570222919524,-0.039988570222919524
2024-07,2025-04,9,DE01,Software,766190.76,719872.56,-46318.19999999995,0.060452569279222254,-0.060452569279222254
2024-07,2025-04,9,ES01,Events,3028988.79,2474562.78,-554426.0100000002,0.18303996760582275,-0.18303996760582275
2024-07,2025-04,9,ES01,Hardware,4996344.79,4699277.38,-297067.41000000015,0.059456947525833206,-0.059456947525833206
2024-07,2025-04,9,ES01,Spare Parts,2037948.88,1966952.77,-70996.10999999987,0.03483704164355677,-0.03483704164355677
2024-07,2025-04,9,JP01,Hardware,3478786.8,3170309.81,-308476.98999999976,0.08867372671415212,-0.08867372671415212
2024-07,2025-04,9,JP01,Software,631341.31,611212.26,-20129.050000000047,0.031882992101372305,-0.031882992101372305
2024-07,2025-04,9,JP01,Spare Parts,2804442.32,2706276.01,-98166.31000000006,0.03500386130244963,-0.03500386130244963
2024-07,2025-04,9,US01,Events,3215244.46,1880321.53,-1334922.93,0.4151855159405204,-0.4151855159405204
2024-07,2025-04,9,US01,Hardware,6012303.86,5818532.98,-193770.8799999999,0.03222905636708785,-0.03222905636708785
2024-07,2025-04,9,US01,Software,947569.3,904453.72,-43115.580000000075,0.04550124196721028,-0.04550124196721028
2024-07,2025-05,10,DE01,Hardware,5412417.94,5172801.95,-239615.99000000022,0.04427152386535771,-0.04427152386535771
2024-07,2025-05,10,DE01,Software,770623.3099999999,740261.21,-30362.099999999977,0.039399405138679205,-0.039399405138679205
2024-07,2025-05,10,ES01,Events,1932368.5,2528762.15,596393.6499999999,0.3086334982173431,0.3086334982173431
2024-07,2025-05,10,ES01,Hardware,5135799.6,4806090.68,-329708.9199999999,0.06419816692224517,-0.06419816692224517
2024-07,2025-05,10,ES01,Spare Parts,2078838.18,2014074.62,-64763.55999999982,0.031153728377261103,-0.031153728377261103
2024-07,2025-05,10,JP01,Hardware,3689558.87,3242370.09,-447188.78000000026,0.12120386088323894,-0.12120386088323894
2024-07,2025-05,10,JP01,Software,635087.25,628523.37,-6563.880000000005,0.010335398797566798,-0.010335398797566798
2024-07,2025-05,10,JP01,Spare Parts,2882545.12,2771109.66,-111435.45999999996,0.03865870449930718,-0.03865870449930718
2024-07,2025-05,10,US01,Events,2334681.69,1921505.48,-413176.20999999996,0.17697325154419657,-0.17697325154419657
2024-07,2025-05,10,US01,Hardware,6069048.32,5950786.66,-118261.66000000015,0.019486030389687214,-0.019486030389687214
2024-07,2025-05,10,US01,Software,957289.79,930070.18,-27219.609999999986,0.028434033543802847,-0.028434033543802847
2024-07,2025-06,11,DE01,Hardware,5749031.21,5288383.66,-460647.5499999998,0.08012611745762288,-0.08012611745762288
2024-07,2025-06,11,DE01,Software,768304.72,760940.31,-7364.409999999916,0.009585272364329503,-0.009585272364329503
2024-07,2025-06,11,ES01,Events,4329535.31,2583174.31,-1746360.9999999995,0.40335991624006406,-0.40335991624006406
2024-07,2025-06,11,ES01,Hardware,5161243.41,4913478.54,-247764.8700000001,0.0480048798938549,-0.0480048798938549
2024-07,2025-06,11,ES01,Spare Parts,2153654.55,2061547.79,-92106.75999999978,0.04276765742212454,-0.04276765742212454
2024-07,2025-06,11,JP01,Hardware,3815187.25,3314818.0,-500369.25,0.13115195066769003,-0.13115195066769003
2024-07,2025-06,11,JP01,Software,650292.64,646081.09,-4211.550000000047,0.006476391921028118,-0.006476391921028118
2024-07,2025-06,11,JP01,Spare Parts,2992253.97,2836426.68,-155827.29000000004,0.052076893058646365,-0.052076893058646365
2024-07,2025-06,11,US01,Events,1257448.3800000001,1962851.1,705402.72,0.5609794654155107,0.5609794654155107
2024-07,2025-06,11,US01,Hardware,6244311.9399999995,6083751.75,-160560.18999999948,0.025713031562609522,-0.025713031562609522
2024-07,2025-06,11,US01,Software,975991.96,956051.57,-19940.390000000014,0.020430895762706913,-0.020430895762706913
2024-07,2025-07,12,DE01,Hardware,5229403.99,4798464.54,-430939.4500000002,0.08240699147055192,-0.08240699147055192
2024-07,2025-07,12,DE01,Software,778189.27,694222.08,-83967.19000000006,0.10790072960013965,-0.10790072960013965
2024-07,2025-07,12,ES01,Events,2270364.41,2341971.87,71607.45999999996,0.03154007334003265,0.03154007334003265
2024-07,2025-07,12,ES01,Hardware,4803289.15,4458290.87,-344998.28000000026,0.07182542404302274,-0.07182542404302274
2024-07,2025-07,12,ES01,Spare Parts,1951425.66,1872809.0,-78616.65999999992,0.04028678192127489,-0.04028678192127489
2024-07,2025-07,12,JP01,Hardware,3464966.13,3007731.22,-457234.9099999997,0.1319594168731455,-0.1319594168731455
2024-07,2025-07,12,JP01,Software,658137.46,589433.56,-68703.8999999999,0.1043914139152631,-0.1043914139152631
2024-07,2025-07,12,JP01,Spare Parts,2711636.59,2576746.19,-134890.3999999999,0.049745013951150406,-0.049745013951150406
2024-07,2025-07,12,US01,Events,2233678.9,1779570.99,-454107.9099999999,0.2033004430493568,-0.2033004430493568
2024-07,2025-07,12,US01,Hardware,5759406.37,5520149.24,-239257.1299999999,0.041541977528493076,-0.041541977528493076
2024-07,2025-07,12,US01,Software,963629.47,872226.24,-91403.22999999998,0.09485308704807459,-0.09485308704807459
2024-07,2025-08,13,DE01,Hardware,4542451.05,4255033.66,-287417.38999999966,0.06327363505656262,-0.06327363505656262
2024-07,2025-08,13,DE01,Software,795726.88,618967.19,-176759.69000000006,0.22213613042706318,-0.22213613042706318
2024-07,2025-08,13,ES01,Events,2261436.11,2075061.68,-186374.42999999993,0.08241419210379547,-0.08241419210379547
2024-07,2025-08,13,ES01,Hardware,4116480.9,3953384.99,-163095.90999999968,0.0396202275589326,-0.0396202275589326
2024-07,2025-08,13,ES01,Spare Parts,1745874.2,1662704.01,-83170.18999999994,0.047638134523094476,-0.047638134523094476
2024-07,2025-08,13,JP01,Hardware,2897852.15,2667102.67,-230749.47999999998,0.07962776154746197,-0.07962776154746197
2024-07,2025-08,13,JP01,Software,655213.58,525537.92,-129675.65999999992,0.1979135719378709,-0.1979135719378709
2024-07,2025-08,13,JP01,Spare Parts,2409330.4,2287668.54,-121661.85999999987,0.05049612954703094,-0.05049612954703094
2024-07,2025-08,13,US01,Events,3606317.76,1576756.59,-2029561.1699999997,0.5627793514235417,-0.5627793514235417
2024-07,2025-08,13,US01,Hardware,5222020.84,4894986.85,-327033.9900000002,0.06262594501633591,-0.06262594501633591
2024-07,2025-08,13,US01,Software,972218.83,777675.39,-194543.43999999994,0.20010252218628594,-0.20010252218628594
2024-07,2025-09,14,DE01,Hardware,5646605.45,5283261.2,-363344.25,0.0643473770599644,-0.0643473770599644
2024-07,2025-09,14,DE01,Software,818721.84,772743.22,-45978.619999999995,0.05615902465726332,-0.05615902465726332
2024-07,2025-09,14,ES01,Events,3126740.13,2574415.96,-552324.1699999999,0.1766453709090304,-0.1766453709090304
2024-07,2025-09,14,ES01,Hardware,5308837.44,4908719.23,-400118.20999999996,0.07536832960551151,-0.07536832960551151
2024-07,2025-09,14,ES01,Spare Parts,2167621.58,2066972.85,-100648.72999999998,0.0464327957096644,-0.0464327957096644
2024-07,2025-09,14,JP01,Hardware,3908057.62,3311607.19,-596450.4300000002,0.1526206847482459,-0.1526206847482459
2024-07,2025-09,14,JP01,Software,678202.3,656102.42,-22099.880000000005,0.03258597029234493,-0.03258597029234493
2024-07,2025-09,14,JP01,Spare Parts,3027693.44,2843890.87,-183802.56999999983,0.06070712694083052,-0.06070712694083052
2024-07,2025-09,14,US01,Events,2193073.54,1956195.98,-236877.56000000006,0.10801168117691122,-0.10801168117691122
2024-07,2025-09,14,US01,Hardware,6529200.45,6077858.88,-451341.5700000003,0.0691266217749526,-0.0691266217749526
2024-07,2025-09,14,US01,Software,1011983.77,970880.84,-41102.93000000005,0.04061619486249276,-0.04061619486249276
2024-07,2025-10,15,DE01,Hardware,6073779.92,5502214.63,-571565.29,0.09410372083419184,-0.09410372083419184
2024-07,2025-10,15,DE01,Software,822440.91,809168.83,-13272.080000000075,0.01613742682133854,-0.01613742682133854
2024-07,2025-10,15,ES01,Events,3330726.18,2678938.79,-651787.3900000001,0.1956892745833583,-0.1956892745833583
2024-07,2025-10,15,ES01,Hardware,5541776.33,5112150.57,-429625.7599999998,0.07752491880162182,-0.07752491880162182
2024-07,2025-10,15,ES01,Spare Parts,2283030.22,2155216.79,-127813.43000000017,0.055984116583441525,-0.055984116583441525
2024-07,2025-10,15,JP01,Hardware,4003732.96,3448849.65,-554883.31,0.13859148837938484,-0.13859148837938484
2024-07,2025-10,15,JP01,Software,689189.6,687029.8,-2159.79999999993,0.0031338255829744532,-0.0031338255829744532
2024-07,2025-10,15,JP01,Spare Parts,3138132.84,2965303.28,-172829.56000000006,0.05507401018753561,-0.05507401018753561
2024-07,2025-10,15,US01,Events,2247091.5,2035618.71,-211472.79000000004,0.0941095589565445,-0.0941095589565445
2024-07,2025-10,15,US01,Hardware,6479941.62,6329742.71,-150198.91000000015,0.02317905296190001,-0.02317905296190001
2024-07,2025-10,15,US01,Software,1038292.13,1016646.26,-21645.869999999995,0.020847572060475886,-0.020847572060475886
2024-07,2025-11,16,DE01,Hardware,6358216.76,5722381.71,-635835.0499999998,0.1000021034199532,-0.1000021034199532
2024-07,2025-11,16,DE01,Software,825915.61,846149.17,20233.560000000056,0.024498338274536374,0.024498338274536374
2024-07,2025-11,16,ES01,Events,2475874.88,2783881.3,308006.4199999999,0.12440306353445452,0.12440306353445452
2024-07,2025-11,16,ES01,Hardware,5800706.46,5316709.52,-483996.9400000004,0.08343758529025798,-0.08343758529025798
2024-07,2025-11,16,ES01,Spare Parts,2378266.19,2244145.47,-134120.71999999974,0.05639432649042526,-0.05639432649042526
2024-07,2025-11,16,JP01,Hardware,4093016.75,3586852.83,-506163.9199999999,0.12366524520086558,-0.12366524520086558
2024-07,2025-11,16,JP01,Software,695561.03,718428.19,22867.159999999916,0.03287584987330287,0.03287584987330287
2024-07,2025-11,16,JP01,Spare Parts,3269741.41,3087657.79,-182083.6200000001,0.055687467957901936,-0.055687467957901936
2024-07,2025-11,16,US01,Events,2124756.64,2115360.34,-9396.30000000028,0.004422294686887191,-0.004422294686887191
2024-07,2025-11,16,US01,Hardware,6811624.12,6583022.71,-228601.41000000015,0.033560485131408004,-0.033560485131408004
2024-07,2025-11,16,US01,Software,1032223.21,1063108.67,30885.459999999963,0.029921299677033966,0.029921299677033966
2024-07,2025-12,17,DE01,Hardware,6602168.07,6046246.34,-555921.7300000004,0.08420290488000261,-0.08420290488000261
2024-07,2025-12,17,DE01,Software,845191.07,898927.03,53735.96000000008,0.06357847581139266,0.06357847581139266
2024-07,2025-12,17,ES01,Events,4494838.58,2939059.33,-1555779.25,0.3461257222723224,-0.3461257222723224
2024-07,2025-12,17,ES01,Hardware,6011418.4,5617614.68,-393803.72000000067,0.06550928479707895,-0.06550928479707895
2024-07,2025-12,17,ES01,Spare Parts,2517358.59,2374000.27,-143358.31999999983,0.05694791380516029,-0.05694791380516029
2024-07,2025-12,17,JP01,Hardware,4240733.81,3789854.8,-450879.0099999998,0.10632098834800476,-0.10632098834800476
2024-07,2025-12,17,JP01,Software,710266.15,763239.56,52973.41000000003,0.07458247869478227,0.07458247869478227
2024-07,2025-12,17,JP01,Spare Parts,3466524.07,3266321.43,-200202.63999999966,0.057753137136012926,-0.057753137136012926
2024-07,2025-12,17,US01,Events,1956805.54,2233273.93,276468.39000000013,0.14128557199403682,0.14128557199403682
2024-07,2025-12,17,US01,Hardware,7037484.35,6955596.29,-81888.05999999959,0.011635984668299773,-0.011635984668299773
2024-07,2025-12,17,US01,Software,1055368.51,1129419.2,74050.68999999994,0.07016571870237055,0.07016571870237055
2024-07,2026-01,18,DE01,Hardware,4919144.05,4522010.14,-397133.91000000015,0.08073231968069733,-0.08073231968069733
2024-07,2026-01,18,DE01,Software,839883.1900000001,675987.44,-163895.75000000012,0.1951411243270628,-0.1951411243270628
2024-07,2026-01,18,ES01,Events,2558715.83,2196355.69,-362360.14000000013,0.14161796935457271,-0.14161796935457271
2024-07,2026-01,18,ES01,Hardware,4557598.24,4201434.92,-356163.3200000003,0.07814715146984967,-0.07814715146984967
2024-07,2026-01,18,ES01,Spare Parts,1869745.83,1777653.88,-92091.95000000019,0.04925372664155116,-0.04925372664155116
2024-07,2026-01,18,JP01,Hardware,3135825.74,2834446.51,-301379.23000000045,0.09610841130476862,-0.09610841130476862
2024-07,2026-01,18,JP01,Software,683664.5,573951.32,-109713.18000000005,0.16047810000372997,-0.16047810000372997
2024-07,2026-01,18,JP01,Spare Parts,2570718.48,2445824.89,-124893.58999999985,0.048583145518135404,-0.048583145518135404
2024-07,2026-01,18,US01,Events,1892191.6400000001,1668923.07,-223268.57000000007,0.11799469212325664,-0.11799469212325664
2024-07,2026-01,18,US01,Hardware,5478611.85,5202116.35,-276495.5,0.050468167406311146,-0.050468167406311146
2024-07,2026-01,18,US01,Software,1020790.38,849316.1,-171474.28000000003,0.16798187302666392,-0.16798187302666392
2024-08,2024-09,1,DE01,Hardware,5035965.28,5133138.62,97173.33999999985,0.019295871714190976,0.019295871714190976
2024-08,2024-09,1,DE01,Software,696719.72,788556.7,91836.97999999998,0.13181337826924144,0.13181337826924144
2024-08,2024-09,1,ES01,Events,3859927.32,2821632.97,-1038294.3499999996,0.2689932384529975,-0.2689932384529975
2024-08,2024-09,1,ES01,Hardware,4852993.2,4656022.46,-196970.74000000022,0.0405874749628745,-0.0405874749628745
2024-08,2024-09,1,ES01,Spare Parts,1965350.95,1972333.74,6982.790000000037,0.003552948138855321,0.003552948138855321
2024-08,2024-09,1,JP01,Hardware,3300078.87,3038586.6,-261492.27000000002,0.07923818802548802,-0.07923818802548802
2024-08,2024-09,1,JP01,Software,577455.07,663158.01,85702.94000000006,0.14841490611555297,0.14841490611555297
2024-08,2024-09,1,JP01,Spare Parts,2723259.63,2707976.32,-15283.310000000056,0.005612138421043629,-0.005612138421043629
2024-08,2024-09,1,US01,Events,1535962.77,2576830.52,1040867.75,0.6776647001671792,0.6776647001671792
2024-08,2024-09,1,US01,Hardware,5821395.33,5908466.3,87070.96999999974,0.01495706184929374,0.01495706184929374
2024-08,2024-09,1,US01,Software,879680.78,994213.06,114532.28000000003,0.13019754734211655,0.13019754734211655
2024-08,2024-10,2,DE01,Hardware,5430344.51,5345870.55,-84473.95999999996,0.015555911755587671,-0.015555911755587671
2024-08,2024-10,2,DE01,Software,699926.92,825727.72,125800.79999999993,0.179734192821159,0.179734192821159
2024-08,2024-10,2,ES01,Events,2744379.0,2936192.96,191813.95999999996,0.06989339300439187,0.06989339300439187
