entity,division,account,month,opening_balance,debits,credits,closing_balance
DE01,Software,1100_AR,2026-04,753612.29,874081.53,920399.04,707294.78
DE01,Software,1100_AR,2026-05,707294.78,918066.68,849550.45,775811.01
DE01,Software,1100_AR,2026-06,775811.01,894510.76,955985.35,714336.42
DE01,Software,1100_AR,2026-07,714336.42,903320.23,880083.37,737573.2799999999
DE01,Software,1100_AR,2026-08,737573.2799999999,933835.5,885865.6799999999,785543.0999999999
DE01,Software,2100_AP,2023-09,0.0,0.0,205060.6,-205060.6
DE01,Software,2100_AP,2023-10,-205060.6,205060.6,207919.28,-207919.28
DE01,Software,2100_AP,2023-11,-207919.28,207919.28,200039.2,-200039.2
DE01,Software,2100_AP,2023-12,-200039.2,200039.2,201104.14,-201104.14
DE01,Software,2100_AP,2024-01,-201104.14,201104.14,205476.51,-205476.51
DE01,Software,2100_AP,2024-02,-205476.51,205476.51,209876.7,-209876.7
DE01,Software,2100_AP,2024-03,-209876.7,209876.7,208234.35,-208234.35
DE01,Software,2100_AP,2024-04,-208234.35,208234.35,196973.19,-196973.19
DE01,Software,2100_AP,2024-05,-196973.19,196973.19,198604.08,-198604.08
DE01,Software,2100_AP,2024-06,-198604.08,198604.08,210019.89,-210019.89
DE01,Software,2100_AP,2024-07,-210019.89,210019.89,214220.42,-214220.42
DE01,Software,2100_AP,2024-08,-214220.42,214220.42,215903.11,-215903.11
DE01,Software,2100_AP,2024-09,-215903.11,215903.11,212871.14,-212871.14
DE01,Software,2100_AP,2024-10,-212871.14,212871.14,212268.43,-212268.43
DE01,Software,2100_AP,2024-11,-212268.43,212268.43,211031.32,-211031.32
DE01,Software,2100_AP,2024-12,-211031.32,211031.32,225801.36,-225801.36
DE01,Software,2100_AP,2025-01,-225801.36,225801.36,233786.02,-233786.02
DE01,Software,2100_AP,2025-02,-233786.02,233786.02,230964.04,-230964.04
DE01,Software,2100_AP,2025-03,-230964.04,230964.04,234051.44,-234051.44
DE01,Software,2100_AP,2025-04,-234051.44,234051.44,229515.63,-229515.63
DE01,Software,2100_AP,2025-05,-229515.63,229515.63,230829.83,-230829.83
DE01,Software,2100_AP,2025-06,-230829.83,230829.83,231134.7,-231134.7
DE01,Software,2100_AP,2025-07,-231134.7,231134.7,235024.16,-235024.16
DE01,Software,2100_AP,2025-08,-235024.16,235024.16,235237.53,-235237.53
DE01,Software,2100_AP,2025-09,-235237.53,235237.53,239576.86000000002,-239576.86000000002
DE01,Software,2100_AP,2025-10,-239576.86000000002,239576.86,240743.89,-240743.89000000004
DE01,Software,2100_AP,2025-11,-240743.89000000004,240743.89,245531.1,-245531.10000000003
DE01,Software,2100_AP,2025-12,-245531.10000000003,245531.1,243222.92,-243222.92000000004
DE01,Software,2100_AP,2026-01,-243222.92000000004,243222.92,252794.51,-252794.51000000004
DE01,Software,2100_AP,2026-02,-252794.51000000004,252794.51,250563.96,-250563.96000000002
DE01,Software,2100_AP,2026-03,-250563.96000000002,250563.96,290835.66,-290835.66000000003
DE01,Software,2100_AP,2026-04,-290835.66000000003,290835.66,298622.51,-298622.51000000007
DE01,Software,2100_AP,2026-05,-298622.51000000007,298622.51,304071.01,-304071.01000000007
DE01,Software,2100_AP,2026-06,-304071.01000000007,304071.01,279182.13,-279182.13000000006
DE01,Software,2100_AP,2026-07,-279182.13000000006,279182.13,282256.61,-282256.61000000004
DE01,Software,2100_AP,2026-08,-282256.61000000004,282256.61,299843.14,-299843.1400000001
ES01,Events,1100_AR,2023-09,0.0,1316316.14,0.0,1316316.14
ES01,Events,1100_AR,2023-10,1316316.14,4293327.25,67520.47,5542122.92
ES01,Events,1100_AR,2023-11,5542122.92,3912057.6799999997,4575763.33,4878417.27
ES01,Events,1100_AR,2023-12,4878417.27,2813007.98,4508667.21,3182758.04
ES01,Events,1100_AR,2024-01,3182758.04,2621625.82,2928357.9,2876025.9599999995
ES01,Events,1100_AR,2024-02,2876025.9599999995,1708582.36,2784478.61,1800129.7099999995
ES01,Events,1100_AR,2024-03,1800129.7099999995,2949319.55,1313163.6600000001,3436285.5999999996
ES01,Events,1100_AR,2024-04,3436285.5999999996,2336125.27,3142540.84,2629870.0299999993
ES01,Events,1100_AR,2024-05,2629870.0299999993,1436485.98,2466038.4099999997,1600317.5999999996
ES01,Events,1100_AR,2024-06,1600317.5999999996,2724133.55,1039864.8400000001,3284586.3099999996
ES01,Events,1100_AR,2024-07,3284586.3099999996,2820459.66,2945743.42,3159302.55
ES01,Events,1100_AR,2024-08,3159302.55,2011089.91,2899449.78,2270942.68
ES01,Events,1100_AR,2024-09,2270942.68,3859927.32,1630885.0699999998,4499984.93
ES01,Events,1100_AR,2024-10,4499984.93,2884419.92,4420905.5200000005,2963499.329999999
ES01,Events,1100_AR,2024-11,2963499.329999999,2936329.03,2500601.45,3399226.909999999
ES01,Events,1100_AR,2024-12,3399226.909999999,3226414.73,2814337.63,3811304.009999999
ES01,Events,1100_AR,2025-01,3811304.009999999,2034795.78,3371023.0,2475076.789999999
ES01,Events,1100_AR,2025-02,2475076.789999999,2917654.09,1959731.85,3432999.029999999
ES01,Events,1100_AR,2025-03,3432999.029999999,2964431.92,3268566.98,3128863.9699999993
ES01,Events,1100_AR,2025-04,3128863.9699999993,3070591.09,2763562.5100000002,3435892.5499999984
ES01,Events,1100_AR,2025-05,3435892.5499999984,2941724.79,3032276.07,3345341.269999998
ES01,Events,1100_AR,2025-06,3345341.269999998,3639751.04,3039498.36,3945593.949999999
ES01,Events,1100_AR,2025-07,3945593.949999999,2107658.56,3740990.2199999997,2312262.289999999
ES01,Events,1100_AR,2025-08,2312262.289999999,1166447.02,2380226.48,1098482.8299999991
ES01,Events,1100_AR,2025-09,1098482.8299999991,3333509.71,893691.13,3538301.409999999
ES01,Events,1100_AR,2025-10,3538301.409999999,3309090.3200000003,2877371.9299999997,3970019.8
ES01,Events,1100_AR,2025-11,3970019.8,2174457.02,3411426.58,2733050.24
ES01,Events,1100_AR,2025-12,2733050.24,4033755.19,2291024.08,4475781.35
ES01,Events,1100_AR,2026-01,4475781.35,2414319.24,4256788.96,2633311.63
ES01,Events,1100_AR,2026-02,2633311.63,3525839.38,1886586.56,4272564.449999999
ES01,Events,1100_AR,2026-03,4272564.449999999,2900192.15,4016878.75,3155877.8499999996
ES01,Events,1100_AR,2026-04,3155877.8499999996,3051937.8,2669409.26,3538406.3899999997
ES01,Events,1100_AR,2026-05,3538406.3899999997,3428889.05,3337638.4899999998,3629656.9499999997
ES01,Events,1100_AR,2026-06,3629656.9499999997,2885889.58,3437501.12,3078045.409999999
ES01,Events,1100_AR,2026-07,3078045.409999999,3718245.42,2536164.39,4260126.4399999995
ES01,Events,1100_AR,2026-08,4260126.4399999995,2496027.41,3796623.06,2959530.7899999996
ES01,Events,2100_AP,2023-09,0.0,0.0,776829.54,-776829.54
ES01,Events,2100_AP,2023-10,-776829.54,297515.17,2875886.2,-3355200.5700000003
ES01,Events,2100_AP,2023-11,-3355200.5700000003,2929502.5,2554188.41,-2979886.4800000004
ES01,Events,2100_AP,2023-12,-2979886.4800000004,2674555.4,1831986.47,-2137317.5500000007
ES01,Events,2100_AP,2024-01,-2137317.5500000007,1830263.02,1842327.15,-2149381.6800000006
ES01,Events,2100_AP,2024-02,-2149381.6800000006,1966011.01,1100224.0,-1283594.6700000006
ES01,Events,2100_AP,2024-03,-1283594.6700000006,958876.44,1948309.39,-2273027.6200000006
ES01,Events,2100_AP,2024-04,-2273027.6200000006,2022468.66,1503353.75,-1753912.7100000007
ES01,Events,2100_AP,2024-05,-1753912.7100000007,1596826.58,942516.77,-1099602.9000000006
ES01,Events,2100_AP,2024-06,-1099602.9000000006,813737.82,1715190.48,-2001055.5600000005
ES01,Events,2100_AP,2024-07,-2001055.5600000005,1693646.88,1844452.09,-2151860.7700000005
ES01,Events,2100_AP,2024-08,-2151860.7700000005,1923227.57,1371799.24,-1600432.4400000004
ES01,Events,2100_AP,2024-09,-1600432.4400000004,1186984.02,2480690.57,-2894138.99
ES01,Events,2100_AP,2024-10,-2894138.99,2595403.83,1792411.01,-2091146.1700000002
ES01,Events,2100_AP,2024-11,-2091146.1700000002,1778664.78,1874888.3800000001,-2187369.7700000005
ES01,Events,2100_AP,2024-12,-2187369.7700000005,1841346.77,2076138.03,-2422161.0300000003
ES01,Events,2100_AP,2025-01,-2422161.0300000003,2196606.34,1353328.19,-1578882.8800000004
ES01,Events,2100_AP,2025-02,-1578882.8800000004,1278836.65,1800277.42,-2100323.6500000004
ES01,Events,2100_AP,2025-03,-2100323.6500000004,1791226.62,1854582.22,-2163679.25
ES01,Events,2100_AP,2025-04,-2163679.25,1818574.81,2070626.66,-2415731.0999999996
ES01,Events,2100_AP,2025-05,-2415731.0999999996,2099612.72,1896710.29,-2212828.6699999995
ES01,Events,2100_AP,2025-06,-2212828.6699999995,1813776.12,2394315.2800000003,-2793367.8299999996
ES01,Events,2100_AP,2025-07,-2793367.8299999996,2577790.29,1293465.21,-1509042.7499999995
ES01,Events,2100_AP,2025-08,-1509042.7499999995,1383629.03,752482.3,-877896.0199999996
ES01,Events,2100_AP,2025-09,-877896.0199999996,531255.85,2079840.97,-2426481.1399999997
ES01,Events,2100_AP,2025-10,-2426481.1399999997,2085205.59,2047653.24,-2388928.7899999996
ES01,Events,2100_AP,2025-11,-2388928.7899999996,2163401.53,1353163.49,-1578690.7499999998
ES01,Events,2100_AP,2025-12,-1578690.7499999998,1147747.68,2585658.33,-3016601.4
ES01,Events,2100_AP,2026-01,-3016601.4,2755759.99,1565048.3499999999,-1825889.7599999995
ES01,Events,2100_AP,2026-02,-1825889.7599999995,1462277.21,2181675.18,-2545287.7299999995
ES01,Events,2100_AP,2026-03,-2545287.7299999995,2237225.25,1848374.75,-2156437.2299999995
ES01,Events,2100_AP,2026-04,-2156437.2299999995,1806119.92,2101903.74,-2452221.05
ES01,Events,2100_AP,2026-05,-2452221.05,2083893.3,2209966.39,-2578294.1399999997
ES01,Events,2100_AP,2026-06,-2578294.1399999997,2264527.55,1882599.43,-2196366.0199999996
ES01,Events,2100_AP,2026-07,-2196366.0199999996,1798812.7,2385319.79,-2782873.1099999994
ES01,Events,2100_AP,2026-08,-2782873.1099999994,2508383.2,1646939.32,-1921429.2299999993
ES01,Hardware,1100_AR,2023-09,0.0,4177821.41,0.0,4177821.41
ES01,Hardware,1100_AR,2023-10,4177821.41,4482148.19,442697.92,8217271.680000002
ES01,Hardware,1100_AR,2023-11,8217271.680000002,4684820.7299999995,4313254.41,8588838.0
ES01,Hardware,1100_AR,2023-12,8588838.0,5139486.79,4305932.35,9422392.44
ES01,Hardware,1100_AR,2024-01,9422392.44,3548860.42,6465008.76,6506244.1
ES01,Hardware,1100_AR,2024-02,6506244.1,3934726.86,3227305.05,7213665.909999999
ES01,Hardware,1100_AR,2024-03,7213665.909999999,4062179.64,3828516.21,7447329.339999999
ES01,Hardware,1100_AR,2024-04,7447329.339999999,4129242.78,4006293.69,7570278.43
ES01,Hardware,1100_AR,2024-05,7570278.43,4214158.01,4058480.09,7725956.35
ES01,Hardware,1100_AR,2024-06,7725956.35,4534573.85,3947144.81,8313385.389999999
ES01,Hardware,1100_AR,2024-07,8313385.389999999,3990978.26,4987570.17,7316793.479999999
ES01,Hardware,1100_AR,2024-08,7316793.479999999,3474024.73,4421772.87,6369045.339999999
ES01,Hardware,1100_AR,2024-09,6369045.339999999,4506332.81,2613768.0,8261610.1499999985
ES01,Hardware,1100_AR,2024-10,8261610.1499999985,4924133.87,4158165.26,9027578.76
ES01,Hardware,1100_AR,2024-11,9027578.76,4781557.49,5042947.52,8766188.73
ES01,Hardware,1100_AR,2024-12,8766188.73,5171580.49,4456538.32,9481230.9
ES01,Hardware,1100_AR,2025-01,9481230.9,3790778.53,6322248.79,6949760.64
ES01,Hardware,1100_AR,2025-02,6949760.64,4047855.8,3576547.47,7421068.969999999
ES01,Hardware,1100_AR,2025-03,7421068.969999999,4665861.99,3532850.64,8554080.319999998
ES01,Hardware,1100_AR,2025-04,8554080.319999998,4600828.05,4720056.94,8434851.429999996
ES01,Hardware,1100_AR,2025-05,8434851.429999996,4662877.33,4549120.32,8548608.439999996
ES01,Hardware,1100_AR,2025-06,8548608.439999996,4733165.49,4604303.86,8677470.069999997
ES01,Hardware,1100_AR,2025-07,8677470.069999997,4226266.1899999995,5155581.57,7748154.689999996
ES01,Hardware,1100_AR,2025-08,7748154.689999996,3744640.67,4627620.79,6865174.569999996
ES01,Hardware,1100_AR,2025-09,6865174.569999996,4815732.94,2852063.78,8828843.729999997
ES01,Hardware,1100_AR,2025-10,8828843.729999997,5079038.75,4596311.43,9311571.049999997
ES01,Hardware,1100_AR,2025-11,9311571.049999997,5295680.14,4898504.26,9708746.929999998
ES01,Hardware,1100_AR,2025-12,9708746.929999998,5517565.2700000005,5110775.87,10115536.329999998
ES01,Hardware,1100_AR,2026-01,10115536.329999998,3893795.43,6870706.8,7138624.959999998
ES01,Hardware,1100_AR,2026-02,7138624.959999998,4299425.54,3555770.34,7882280.159999998
ES01,Hardware,1100_AR,2026-03,7882280.159999998,4708978.36,3958131.52,8633127.0
ES01,Hardware,1100_AR,2026-04,8633127.0,4787110.54,4643868.21,8776369.329999998
ES01,Hardware,1100_AR,2026-05,8776369.329999998,5178690.53,4460793.88,9494265.98
ES01,Hardware,1100_AR,2026-06,9494265.98,5164220.88,5190748.57,9467738.29
ES01,Hardware,1100_AR,2026-07,9467738.29,5016208.68,5287564.38,9196382.59
ES01,Hardware,1100_AR,2026-08,9196382.59,4378710.99,5547456.75,8027636.83
ES01,Hardware,1200_INVENTORY,2023-09,0.0,10691867.75,3054819.3,7637048.45
ES01,Hardware,1200_INVENTORY,2023-10,7637048.45,3920800.27,3302242.46,8255606.260000001
ES01,Hardware,1200_INVENTORY,2023-11,8255606.260000001,3656976.69,3403595.22,8508987.73
ES01,Hardware,1200_INVENTORY,2023-12,8508987.73,4525873.71,3724246.02,9310615.420000002
ES01,Hardware,1200_INVENTORY,2024-01,9310615.420000002,0.0,2476334.71,6834280.710000002
ES01,Hardware,1200_INVENTORY,2024-02,6834280.710000002,2859385.0,2769618.62,6924047.090000001
ES01,Hardware,1200_INVENTORY,2024-03,6924047.090000001,3138978.8099999996,2875150.07,7187875.83
ES01,Hardware,1200_INVENTORY,2024-04,7187875.83,3099417.69,2939226.56,7348066.959999999
ES01,Hardware,1200_INVENTORY,2024-05,7348066.959999999,3010106.56,2959477.98,7398695.539999999
ES01,Hardware,1200_INVENTORY,2024-06,7398695.539999999,3857487.79,3216052.39,8040130.939999998
ES01,Hardware,1200_INVENTORY,2024-07,8040130.939999998,1839446.43,2822736.36,7056841.009999998
ES01,Hardware,1200_INVENTORY,2024-08,7056841.009999998,1310815.83,2390759.05,5976897.789999998
ES01,Hardware,1200_INVENTORY,2024-09,5976897.789999998,5131184.59,3173737.88,7934344.499999999
ES01,Hardware,1200_INVENTORY,2024-10,7934344.499999999,4259712.48,3484016.3,8710040.68
ES01,Hardware,1200_INVENTORY,2024-11,8710040.68,3051592.1900000004,3360466.41,8401166.46
ES01,Hardware,1200_INVENTORY,2024-12,8401166.46,4360497.68,3646189.73,9115474.41
ES01,Hardware,1200_INVENTORY,2025-01,9115474.41,10425.09,2607399.7,6518499.8
ES01,Hardware,1200_INVENTORY,2025-02,6518499.8,3269220.4,2796491.39,6991228.809999999
ES01,Hardware,1200_INVENTORY,2025-03,6991228.809999999,4377570.35,3248228.29,8120570.869999998
ES01,Hardware,1200_INVENTORY,2025-04,8120570.869999998,2910859.32,3151837.09,7879593.099999998
ES01,Hardware,1200_INVENTORY,2025-05,7879593.099999998,3263818.45,3183831.72,7959579.829999996
ES01,Hardware,1200_INVENTORY,2025-06,7959579.829999996,3532614.4299999997,3283484.03,8208710.229999997
ES01,Hardware,1200_INVENTORY,2025-07,8208710.229999997,1840054.72,2871075.67,7177689.2799999975
ES01,Hardware,1200_INVENTORY,2025-08,7177689.2799999975,1527560.9100000001,2487214.17,6218036.019999998
ES01,Hardware,1200_INVENTORY,2025-09,6218036.019999998,5273278.17,3283232.35,8208081.839999998
ES01,Hardware,1200_INVENTORY,2025-10,8208081.839999998,3861361.75,3448412.47,8621031.119999997
ES01,Hardware,1200_INVENTORY,2025-11,8621031.119999997,3964742.54,3595935.16,8989838.499999996
ES01,Hardware,1200_INVENTORY,2025-12,8989838.499999996,4149963.37,3754228.88,9385572.989999998
ES01,Hardware,1200_INVENTORY,2026-01,9385572.989999998,0.0,2613721.27,6771851.719999999
ES01,Hardware,1200_INVENTORY,2026-02,6771851.719999999,3420514.1399999997,2912104.26,7280261.6
ES01,Hardware,1200_INVENTORY,2026-03,7280261.6,4592304.74,3392161.54,8480404.8
ES01,Hardware,1200_INVENTORY,2026-04,8480404.8,3786823.35,3504922.13,8762306.02
ES01,Hardware,1200_INVENTORY,2026-05,8762306.02,4315285.49,3736454.55,9341136.96
ES01,Hardware,1200_INVENTORY,2026-06,9341136.96,3251213.3600000003,3597814.29,8994536.030000001
ES01,Hardware,1200_INVENTORY,2026-07,8994536.030000001,3132459.05,3464855.64,8662139.440000001
ES01,Hardware,1200_INVENTORY,2026-08,8662139.440000001,1882371.65,3012717.36,7531793.730000002
ES01,Hardware,2100_AP,2023-09,0.0,0.0,359255.68,-359255.68
ES01,Hardware,2100_AP,2023-10,-359255.68,0.0,384890.38,-744146.06
ES01,Hardware,2100_AP,2023-11,-744146.06,342882.6,401263.46,-802526.9200000002
ES01,Hardware,2100_AP,2023-12,-802526.9200000002,363082.63,439444.29,-878888.5800000001
ES01,Hardware,2100_AP,2024-01,-878888.5800000001,572179.55,306709.03,-613418.06
ES01,Hardware,2100_AP,2024-02,-613418.06,274325.03,339093.02999999997,-678186.06
ES01,Hardware,2100_AP,2024-03,-678186.06,328364.63,349821.43,-699642.8600000001
ES01,Hardware,2100_AP,2024-04,-699642.8600000001,343802.21,355840.65,-711681.3
ES01,Hardware,2100_AP,2024-05,-711681.3,348631.9,363049.4,-726098.8
ES01,Hardware,2100_AP,2024-06,-726098.8,336236.94,389861.86,-779723.72
ES01,Hardware,2100_AP,2024-07,-779723.72,435975.51,343748.21,-687496.4199999999
ES01,Hardware,2100_AP,2024-08,-687496.4199999999,386596.43,300899.99,-601799.98
ES01,Hardware,2100_AP,2024-09,-601799.98,215439.84,386360.14,-772720.28
ES01,Hardware,2100_AP,2024-10,-772720.28,350967.04,421753.24,-843506.48
ES01,Hardware,2100_AP,2024-11,-843506.48,433301.03,410205.45,-820410.8999999999
ES01,Hardware,2100_AP,2024-12,-820410.8999999999,377327.71,443083.19,-886166.3799999999
ES01,Hardware,2100_AP,2025-01,-886166.3799999999,558439.17,327727.21,-655454.4199999999
ES01,Hardware,2100_AP,2025-02,-655454.4199999999,306602.06,348852.36,-697704.72
ES01,Hardware,2100_AP,2025-03,-697704.72,297311.65,400393.07,-800786.1399999999
ES01,Hardware,2100_AP,2025-04,-800786.1399999999,405777.67,395008.47,-790016.94
ES01,Hardware,2100_AP,2025-05,-790016.94,389647.93,400369.01,-800738.02
ES01,Hardware,2100_AP,2025-06,-800738.02,394947.87,405790.15,-811580.3
ES01,Hardware,2100_AP,2025-07,-811580.3,447418.34,364161.96,-728323.92
ES01,Hardware,2100_AP,2025-08,-728323.92,404233.32,324090.6,-648181.2
ES01,Hardware,2100_AP,2025-09,-648181.2,234425.29,413755.91,-827511.8199999998
ES01,Hardware,2100_AP,2025-10,-827511.8199999998,391797.01,435714.81,-871429.6199999999
ES01,Hardware,2100_AP,2025-11,-871429.6199999999,417187.33,454242.29,-908484.5799999998
ES01,Hardware,2100_AP,2025-12,-908484.5799999998,435718.52,472766.06,-945532.1199999999
ES01,Hardware,2100_AP,2026-01,-945532.1199999999,609098.39,336433.73,-672867.4599999998
ES01,Hardware,2100_AP,2026-02,-672867.4599999998,302817.32,370050.14,-740100.2799999998
ES01,Hardware,2100_AP,2026-03,-740100.2799999998,335457.17,404643.11,-809286.2199999997
ES01,Hardware,2100_AP,2026-04,-809286.2199999997,397552.04,411734.18,-823468.3599999998
ES01,Hardware,2100_AP,2026-05,-823468.3599999998,379158.52,444309.84,-888619.6799999997
ES01,Hardware,2100_AP,2026-06,-888619.6799999997,445536.85,443082.83,-886165.6599999997
ES01,Hardware,2100_AP,2026-07,-886165.6599999997,455243.82,430921.84,-861843.6799999997
ES01,Hardware,2100_AP,2026-08,-861843.6799999997,484126.41,377717.27,-755434.5399999998
ES01,Spare Parts,1100_AR,2023-09,0.0,1818787.99,0.0,1818787.99
ES01,Spare Parts,1100_AR,2023-10,1818787.99,1870768.84,571608.76,3117948.0700000003
ES01,Spare Parts,1100_AR,2023-11,3117948.0700000003,1983545.94,1795584.11,3305909.8999999994
ES01,Spare Parts,1100_AR,2023-12,3305909.8999999994,2077438.29,1920951.04,3462397.1499999994
ES01,Spare Parts,1100_AR,2024-01,3462397.1499999994,1549810.08,2429190.43,2583016.7999999993
ES01,Spare Parts,1100_AR,2024-02,2583016.7999999993,1657262.51,1478175.13,2762104.1799999997
ES01,Spare Parts,1100_AR,2024-03,2762104.1799999997,1776878.91,1577518.24,2961464.8499999996
ES01,Spare Parts,1100_AR,2024-04,2961464.8499999996,1818859.36,1748891.94,3031432.27
ES01,Spare Parts,1100_AR,2024-05,3031432.27,1844574.34,1801716.04,3074290.5700000003
ES01,Spare Parts,1100_AR,2024-06,3074290.5700000003,1929057.06,1788252.53,3215095.1000000006
ES01,Spare Parts,1100_AR,2024-07,3215095.1000000006,1744591.05,2052034.4,2907651.7500000005
ES01,Spare Parts,1100_AR,2024-08,2907651.7500000005,1543647.36,1878553.51,2572745.6000000006
ES01,Spare Parts,1100_AR,2024-09,2572745.6000000006,1891702.98,1311610.28,3152838.3
ES01,Spare Parts,1100_AR,2024-10,3152838.3,1988558.06,1827132.93,3314263.4299999997
ES01,Spare Parts,1100_AR,2024-11,3314263.4299999997,2072202.06,1932795.39,3453670.1000000006
ES01,Spare Parts,1100_AR,2024-12,3453670.1000000006,2200996.52,1986339.09,3668327.530000001
ES01,Spare Parts,1100_AR,2025-01,3668327.530000001,1678794.14,2549131.44,2797990.230000001
ES01,Spare Parts,1100_AR,2025-02,2797990.230000001,1780613.14,1610914.81,2967688.560000001
ES01,Spare Parts,1100_AR,2025-03,2967688.560000001,1936346.78,1676790.71,3227244.630000001
ES01,Spare Parts,1100_AR,2025-04,3227244.630000001,1942027.65,1932559.53,3236712.750000001
ES01,Spare Parts,1100_AR,2025-05,3236712.750000001,1975219.28,1919899.9,3292032.1300000013
ES01,Spare Parts,1100_AR,2025-06,3292032.1300000013,2039136.79,1932607.61,3398561.3100000015
ES01,Spare Parts,1100_AR,2025-07,3398561.3100000015,1849256.52,2165723.64,3082094.190000002
ES01,Spare Parts,1100_AR,2025-08,3082094.190000002,1649611.34,1982353.31,2749352.220000002
ES01,Spare Parts,1100_AR,2025-09,2749352.220000002,2053726.33,1380201.35,3422877.2000000025
ES01,Spare Parts,1100_AR,2025-10,3422877.2000000025,2159149.87,1983443.97,3598583.1000000024
ES01,Spare Parts,1100_AR,2025-11,3598583.1000000024,2236368.98,2107670.46,3727281.620000002
ES01,Spare Parts,1100_AR,2025-12,3727281.620000002,2362810.68,2152074.51,3938017.790000003
ES01,Spare Parts,1100_AR,2026-01,3938017.790000003,1742474.46,2776368.16,2904124.0900000026
ES01,Spare Parts,1100_AR,2026-02,2904124.0900000026,1836841.08,1679563.38,3061401.790000003
ES01,Spare Parts,1100_AR,2026-03,3061401.790000003,2047676.41,1696284.19,3412794.010000003
ES01,Spare Parts,1100_AR,2026-04,3412794.010000003,2142766.34,1984283.12,3571277.2300000032
ES01,Spare Parts,1100_AR,2026-05,3571277.2300000032,2213221.54,2095796.21,3688702.5600000033
ES01,Spare Parts,1100_AR,2026-06,3688702.5600000033,2212429.29,2213749.71,3687382.1400000034
ES01,Spare Parts,1100_AR,2026-07,3687382.1400000034,2097446.21,2289084.68,3495743.670000003
ES01,Spare Parts,1100_AR,2026-08,3495743.670000003,1872544.34,2247380.79,3120907.2200000035
ES01,Spare Parts,1200_INVENTORY,2023-09,0.0,4031643.41,1007910.78,3023732.63
ES01,Spare Parts,1200_INVENTORY,2023-10,3023732.63,1114805.97,1034634.55,3103904.05
ES01,Spare Parts,1200_INVENTORY,2023-11,3103904.05,1236802.9,1085176.78,3255530.169999999
ES01,Spare Parts,1200_INVENTORY,2023-12,3255530.169999999,1254526.75,1127514.17,3382542.749999999
ES01,Spare Parts,1200_INVENTORY,2024-01,3382542.749999999,0.0,841003.81,2541538.939999999
ES01,Spare Parts,1200_INVENTORY,2024-02,2541538.939999999,1060397.95,900484.21,2701452.679999999
ES01,Spare Parts,1200_INVENTORY,2024-03,2701452.679999999,1168016.09,967367.09,2902101.679999999
ES01,Spare Parts,1200_INVENTORY,2024-04,2902101.679999999,1057995.58,990024.16,2970073.0999999987
ES01,Spare Parts,1200_INVENTORY,2024-05,2970073.0999999987,1008529.6,994650.55,2983952.1499999985
ES01,Spare Parts,1200_INVENTORY,2024-06,2983952.1499999985,1176733.41,1040171.29,3120514.2699999986
ES01,Spare Parts,1200_INVENTORY,2024-07,3120514.2699999986,644438.1799999999,941238.01,2823714.4399999985
ES01,Spare Parts,1200_INVENTORY,2024-08,2823714.4399999985,502666.65,831595.15,2494785.9399999985
ES01,Spare Parts,1200_INVENTORY,2024-09,2494785.9399999985,1555703.73,1012622.3,3037867.3699999982
ES01,Spare Parts,1200_INVENTORY,2024-10,3037867.3699999982,1216486.53,1063588.34,3190765.5599999987
ES01,Spare Parts,1200_INVENTORY,2024-11,3190765.5599999987,1216773.4100000001,1101884.67,3305654.299999999
ES01,Spare Parts,1200_INVENTORY,2024-12,3305654.299999999,1378532.81,1171046.74,3513140.369999999
ES01,Spare Parts,1200_INVENTORY,2025-01,3513140.369999999,69610.19,895687.57,2687062.9899999993
ES01,Spare Parts,1200_INVENTORY,2025-02,2687062.9899999993,1107406.04,948617.2,2845851.829999999
ES01,Spare Parts,1200_INVENTORY,2025-03,2845851.829999999,1253777.1,1024907.1,3074721.829999999
ES01,Spare Parts,1200_INVENTORY,2025-04,3074721.829999999,997659.49,1018095.29,3054286.0299999993
ES01,Spare Parts,1200_INVENTORY,2025-05,3054286.0299999993,1067083.05,1030342.25,3091026.829999999
ES01,Spare Parts,1200_INVENTORY,2025-06,3091026.829999999,1193967.38,1071248.41,3213745.799999999
ES01,Spare Parts,1200_INVENTORY,2025-07,3213745.799999999,670565.3700000001,971077.74,2913233.429999999
ES01,Spare Parts,1200_INVENTORY,2025-08,2913233.429999999,535693.12,862231.61,2586694.939999999
ES01,Spare Parts,1200_INVENTORY,2025-09,2586694.939999999,1685245.22,1067984.93,3203955.2299999995
ES01,Spare Parts,1200_INVENTORY,2025-10,3203955.2299999995,1266074.38,1117507.27,3352522.3399999994
ES01,Spare Parts,1200_INVENTORY,2025-11,3352522.3399999994,1275502.9,1157006.28,3471018.959999999
ES01,Spare Parts,1200_INVENTORY,2025-12,3471018.959999999,1409701.08,1220179.91,3660540.129999999
ES01,Spare Parts,1200_INVENTORY,2026-01,3660540.129999999,0.0,909092.02,2751448.109999999
ES01,Spare Parts,1200_INVENTORY,2026-02,2751448.109999999,1074999.8399999999,956611.93,2869836.0199999986
ES01,Spare Parts,1200_INVENTORY,2026-03,2869836.0199999986,1514087.5699999998,1095980.88,3287942.709999998
ES01,Spare Parts,1200_INVENTORY,2026-04,3287942.709999998,1326611.11,1153638.5,3460915.3199999984
ES01,Spare Parts,1200_INVENTORY,2026-05,3460915.3199999984,1243165.21,1176020.05,3528060.4799999986
ES01,Spare Parts,1200_INVENTORY,2026-06,3528060.4799999986,1089541.52,1154400.49,3463201.509999998
