snapshot_month,document_id,entity,division,counterparty,document_type,functional_currency,transaction_currency,status,age_months,transaction_amount,transaction_fx_to_eur,functional_fx_to_eur,carrying_reporting_eur,carrying_functional_amount,unrealized_fx_gain_loss_functional,realized_fx_gain_loss_functional,monthly_fx_gain_loss_functional,cumulative_fx_gain_loss_functional,unrealized_fx_gain_loss_eur,realized_fx_gain_loss_eur,monthly_fx_gain_loss_eur,cumulative_fx_gain_loss_eur
2024-12,FX-OPEX-2024-10-00936-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Settled,2,127136.957,0.0062079604677077,0.9543122986997497,789.26,827.05,0.0,0.89,0.89,22.44,0.0,0.85,0.85,21.12
2024-10,FX-OPEX-2024-10-00937-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Open,0,105276.7247,0.0061275652519095,0.9170653907495976,645.09,703.43,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-00937-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Open,1,105276.7247,0.0061261818425804,0.9407211299404532,644.94,685.58,17.85,0.0,17.85,17.85,16.79,0.0,16.79,16.79
2024-12,FX-OPEX-2024-10-00937-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Settled,2,105276.7247,0.0062079604677077,0.9543122986997497,653.55,684.84,0.0,0.74,0.74,18.59,0.0,0.71,0.71,17.5
2024-10,FX-OPEX-2024-10-00952-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Open,0,81730.6678,0.0061275652519095,0.9170653907495976,500.81,546.1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-00952-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Open,1,81730.6678,0.0061261818425804,0.9407211299404532,500.7,532.25,13.85,0.0,13.85,13.85,13.03,0.0,13.03,13.03
2024-12,FX-OPEX-2024-10-00952-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Settled,2,81730.6678,0.0062079604677077,0.9543122986997497,507.38,531.67,0.0,0.58,0.58,14.43,0.0,0.55,0.55,13.58
2024-10,FX-OPEX-2024-10-00955-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Open,0,621.59,1.0,0.9170653907495976,621.59,677.8,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-00955-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Open,1,621.59,1.0,0.9407211299404532,621.59,660.76,17.04,0.0,17.04,17.04,16.03,0.0,16.03,16.03
2024-12,FX-OPEX-2024-10-00955-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Settled,2,621.59,1.0,0.9543122986997497,621.59,651.35,0.0,9.41,9.41,26.45,0.0,8.98,8.98,25.01
2024-10,FX-OPEX-2024-10-00959-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Open,0,732.82,1.0,0.9170653907495976,732.82,799.09,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-00959-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Open,1,732.82,1.0,0.9407211299404532,732.82,779.0,20.09,0.0,20.09,20.09,18.9,0.0,18.9,18.9
2024-12,FX-OPEX-2024-10-00959-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Settled,2,732.82,1.0,0.9543122986997497,732.82,767.9,0.0,11.1,11.1,31.19,0.0,10.59,10.59,29.49
2024-10,FX-OPEX-2024-10-00964-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Open,0,4730.0507,0.1294066480133542,0.9170653907495976,612.1,667.46,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-00964-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Settled,1,4730.0507,0.1305195798015359,0.9407211299404532,617.36,656.26,0.0,11.2,11.2,11.2,0.0,10.54,10.54,10.54
2024-10,FX-OPEX-2024-10-00966-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Open,0,4506.8782,0.1294066480133542,0.9170653907495976,583.22,635.96,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-00966-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Open,1,4506.8782,0.1305195798015359,0.9407211299404532,588.24,625.31,10.65,0.0,10.65,10.65,10.02,0.0,10.02,10.02
2024-12,FX-OPEX-2024-10-00966-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Settled,2,4506.8782,0.1310644332413479,0.9543122986997497,590.69,618.97,0.0,6.34,6.34,16.99,0.0,6.05,6.05,16.07
2024-10,FX-OPEX-2024-10-00976-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Open,0,1465.65,1.0,0.9170653907495976,1465.65,1598.2,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-00976-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Settled,1,1465.65,1.0,0.9407211299404532,1465.65,1558.01,0.0,40.19,40.19,40.19,0.0,37.81,37.81,37.81
2024-10,FX-OPEX-2024-10-00978-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Open,0,1558.07,1.0,0.9170653907495976,1558.07,1698.97,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-00978-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Open,1,1558.07,1.0,0.9407211299404532,1558.07,1656.25,42.72,0.0,42.72,42.72,40.19,0.0,40.19,40.19
2024-12,FX-OPEX-2024-10-00978-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Settled,2,1558.07,1.0,0.9543122986997497,1558.07,1632.66,0.0,23.59,23.59,66.31,0.0,22.51,22.51,62.7
2024-10,FX-OPEX-2024-10-00985-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Open,0,9543.9455,0.1294066480133542,0.9170653907495976,1235.05,1346.74,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-00985-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Open,1,9543.9455,0.1305195798015359,0.9407211299404532,1245.67,1324.17,22.57,0.0,22.57,22.57,21.23,0.0,21.23,21.23
2024-12,FX-OPEX-2024-10-00985-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Settled,2,9543.9455,0.1310644332413479,0.9543122986997497,1250.87,1310.76,0.0,13.41,13.41,35.98,0.0,12.8,12.8,34.03
2024-10,FX-OPEX-2024-10-00988-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Open,0,163461.3356,0.0061275652519095,0.9170653907495976,1001.62,1092.2,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-00988-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Open,1,163461.3356,0.0061261818425804,0.9407211299404532,1001.39,1064.49,27.71,0.0,27.71,27.71,26.07,0.0,26.07,26.07
2024-12,FX-OPEX-2024-10-00988-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Settled,2,163461.3356,0.0062079604677077,0.9543122986997497,1014.76,1063.34,0.0,1.15,1.15,28.86,0.0,1.1,1.1,27.17
2024-10,FX-OPEX-2024-10-00995-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Open,0,1280.79,1.0,0.9170653907495976,1280.79,1396.62,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-00995-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Open,1,1280.79,1.0,0.9407211299404532,1280.79,1361.5,35.12,0.0,35.12,35.12,33.04,0.0,33.04,33.04
2024-12,FX-OPEX-2024-10-00995-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Settled,2,1280.79,1.0,0.9543122986997497,1280.79,1342.11,0.0,19.39,19.39,54.51,0.0,18.5,18.5,51.54
2024-10,FX-OPEX-2024-10-01005-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Open,0,122023.9964,0.0061275652519095,0.9170653907495976,747.71,815.33,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01005-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Settled,1,122023.9964,0.0061261818425804,0.9407211299404532,747.54,794.65,0.0,20.68,20.68,20.68,0.0,19.45,19.45,19.45
2024-10,FX-OPEX-2024-10-01022-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CZK,Open,0,50916.5257,0.0395288165072337,0.9170653907495976,2012.67,2194.69,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01022-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CZK,Settled,1,50916.5257,0.0395239063170494,0.9407211299404532,2012.42,2139.23,0.0,55.46,55.46,55.46,0.0,52.17,52.17,52.17
2024-10,FX-OPEX-2024-10-01027-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CZK,Open,0,33767.5174,0.0395288165072337,0.9170653907495976,1334.79,1455.5,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01027-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CZK,Open,1,33767.5174,0.0395239063170494,0.9407211299404532,1334.62,1418.72,36.78,0.0,36.78,36.78,34.6,0.0,34.6,34.6
2024-12,FX-OPEX-2024-10-01027-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CZK,Settled,2,33767.5174,0.0397834982027804,0.9543122986997497,1343.39,1407.7,0.0,11.02,11.02,47.8,0.0,10.52,10.52,45.12
2024-10,FX-OPEX-2024-10-01036-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CZK,Open,0,27955.5549,0.0395288165072337,0.9170653907495976,1105.05,1204.98,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01036-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CZK,Settled,1,27955.5549,0.0395239063170494,0.9407211299404532,1104.91,1174.54,0.0,30.44,30.44,30.44,0.0,28.64,28.64,28.64
2024-10,FX-OPEX-2024-10-01043-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Open,0,7718.0733,0.1294066480133542,0.9170653907495976,998.77,1089.09,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01043-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Open,1,7718.0733,0.1305195798015359,0.9407211299404532,1007.36,1070.84,18.25,0.0,18.25,18.25,17.17,0.0,17.17,17.17
2024-12,FX-OPEX-2024-10-01043-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Settled,2,7718.0733,0.1310644332413479,0.9543122986997497,1011.56,1059.99,0.0,10.85,10.85,29.1,0.0,10.35,10.35,27.52
2024-10,FX-OPEX-2024-10-01045-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CZK,Open,0,27295.5301,0.0395288165072337,0.9170653907495976,1078.96,1176.54,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01045-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CZK,Open,1,27295.5301,0.0395239063170494,0.9407211299404532,1078.83,1146.81,29.73,0.0,29.73,29.73,27.97,0.0,27.97,27.97
2024-12,FX-OPEX-2024-10-01045-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CZK,Settled,2,27295.5301,0.0397834982027804,0.9543122986997497,1085.91,1137.9,0.0,8.91,8.91,38.64,0.0,8.5,8.5,36.47
2024-10,FX-OPEX-2024-10-01046-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CZK,Open,0,27638.571,0.0395288165072337,0.9170653907495976,1092.52,1191.32,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01046-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CZK,Settled,1,27638.571,0.0395239063170494,0.9407211299404532,1092.38,1161.22,0.0,30.1,30.1,30.1,0.0,28.32,28.32,28.32
2024-10,FX-OPEX-2024-10-01049-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Open,0,1166.43,1.0,0.9170653907495976,1166.43,1271.92,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01049-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Settled,1,1166.43,1.0,0.9407211299404532,1166.43,1239.93,0.0,31.99,31.99,31.99,0.0,30.09,30.09,30.09
2024-10,FX-OPEX-2024-10-01050-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Open,0,747.71,1.0,0.9170653907495976,747.71,815.33,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01050-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Settled,1,747.71,1.0,0.9407211299404532,747.71,794.83,0.0,20.5,20.5,20.5,0.0,19.28,19.28,19.28
2024-10,FX-OPEX-2024-10-01051-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Open,0,8551.4927,0.1294066480133542,0.9170653907495976,1106.62,1206.7,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01051-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Open,1,8551.4927,0.1305195798015359,0.9407211299404532,1116.14,1186.47,20.23,0.0,20.23,20.23,19.03,0.0,19.03,19.03
2024-12,FX-OPEX-2024-10-01051-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Settled,2,8551.4927,0.1310644332413479,0.9543122986997497,1120.8,1174.46,0.0,12.01,12.01,32.24,0.0,11.46,11.46,30.49
2024-10,FX-OPEX-2024-10-01054-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Open,0,667.39,1.0,0.9170653907495976,667.39,727.75,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01054-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Open,1,667.39,1.0,0.9407211299404532,667.39,709.45,18.3,0.0,18.3,18.3,17.22,0.0,17.22,17.22
2024-12,FX-OPEX-2024-10-01054-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Settled,2,667.39,1.0,0.9543122986997497,667.39,699.34,0.0,10.11,10.11,28.41,0.0,9.65,9.65,26.87
2024-10,FX-OPEX-2024-10-01055-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Open,0,206661.202,0.0061275652519095,0.9170653907495976,1266.33,1380.85,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01055-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Settled,1,206661.202,0.0061261818425804,0.9407211299404532,1266.04,1345.82,0.0,35.03,35.03,35.03,0.0,32.95,32.95,32.95
2024-10,FX-OPEX-2024-10-01056-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Open,0,823.37,1.0,0.9170653907495976,823.37,897.83,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01056-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Settled,1,823.37,1.0,0.9407211299404532,823.37,875.25,0.0,22.58,22.58,22.58,0.0,21.24,21.24,21.24
2024-10,FX-OPEX-2024-10-01065-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Open,0,177293.9096,0.0061275652519095,0.9170653907495976,1086.38,1184.63,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01065-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Open,1,177293.9096,0.0061261818425804,0.9407211299404532,1086.13,1154.57,30.06,0.0,30.06,30.06,28.28,0.0,28.28,28.28
2024-12,FX-OPEX-2024-10-01065-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Settled,2,177293.9096,0.0062079604677077,0.9543122986997497,1100.63,1153.32,0.0,1.25,1.25,31.31,0.0,1.19,1.19,29.47
2024-10,FX-OPEX-2024-10-01066-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Open,0,113650.3605,0.0061275652519095,0.9170653907495976,696.4,759.38,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01066-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Open,1,113650.3605,0.0061261818425804,0.9407211299404532,696.24,740.11,19.27,0.0,19.27,19.27,18.13,0.0,18.13,18.13
2024-12,FX-OPEX-2024-10-01066-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Settled,2,113650.3605,0.0062079604677077,0.9543122986997497,705.54,739.32,0.0,0.79,0.79,20.06,0.0,0.75,0.75,18.88
2024-10,FX-OPEX-2024-10-01070-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Open,0,192479.3864,0.0061275652519095,0.9170653907495976,1179.43,1286.09,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01070-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,JPY,Settled,1,192479.3864,0.0061261818425804,0.9407211299404532,1179.16,1253.46,0.0,32.63,32.63,32.63,0.0,30.7,30.7,30.7
2024-10,FX-OPEX-2024-10-01071-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Open,0,9897.405,0.1294066480133542,0.9170653907495976,1280.79,1396.62,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01071-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Open,1,9897.405,0.1305195798015359,0.9407211299404532,1291.81,1373.21,23.41,0.0,23.41,23.41,22.02,0.0,22.02,22.02
2024-12,FX-OPEX-2024-10-01071-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CNY,Settled,2,9897.405,0.1310644332413479,0.9543122986997497,1297.2,1359.3,0.0,13.91,13.91,37.32,0.0,13.27,13.27,35.29
2024-10,FX-OPEX-2024-10-01088-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CZK,Open,0,16883.6322,0.0395288165072337,0.9170653907495976,667.39,727.75,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01088-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CZK,Open,1,16883.6322,0.0395239063170494,0.9407211299404532,667.31,709.36,18.39,0.0,18.39,18.39,17.3,0.0,17.3,17.3
2024-12,FX-OPEX-2024-10-01088-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,CZK,Settled,2,16883.6322,0.0397834982027804,0.9543122986997497,671.69,703.85,0.0,5.51,5.51,23.9,0.0,5.26,5.26,22.56
2024-10,FX-OPEX-2024-10-01098-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Open,0,642.06,1.0,0.9170653907495976,642.06,700.12,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01098-US01-2100_AP,US01,Hardware,EXTERNAL,Payable,USD,EUR,Settled,1,642.06,1.0,0.9407211299404532,642.06,682.52,0.0,17.6,17.6,17.6,0.0,16.56,16.56,16.56
2024-10,FX-OPEX-2024-10-01100-US01-2100_AP,US01,Events,EXTERNAL,Payable,USD,CNY,Open,0,61423.9695,0.1294066480133542,0.9170653907495976,7948.67,8667.51,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01100-US01-2100_AP,US01,Events,EXTERNAL,Payable,USD,CNY,Settled,1,61423.9695,0.1305195798015359,0.9407211299404532,8017.03,8522.22,0.0,145.29,145.29,145.29,0.0,136.68,136.68,136.68
2024-10,FX-OPEX-2024-10-01106-US01-2100_AP,US01,Events,EXTERNAL,Payable,USD,CZK,Open,0,174517.4941,0.0395288165072337,0.9170653907495976,6898.47,7522.33,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01106-US01-2100_AP,US01,Events,EXTERNAL,Payable,USD,CZK,Open,1,174517.4941,0.0395239063170494,0.9407211299404532,6897.61,7332.26,190.07,0.0,190.07,190.07,178.8,0.0,178.8,178.8
2024-12,FX-OPEX-2024-10-01106-US01-2100_AP,US01,Events,EXTERNAL,Payable,USD,CZK,Settled,2,174517.4941,0.0397834982027804,0.9543122986997497,6942.92,7275.31,0.0,56.95,56.95,247.02,0.0,54.35,54.35,233.15
2024-10,FX-OPEX-2024-10-01118-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,CZK,Open,0,5210.3761,0.0395288165072337,0.0061275652519095,205.96,33612.05,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01118-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,CZK,Settled,1,5210.3761,0.0395239063170494,0.0061261818425804,205.93,33614.74,0.0,-2.69,-2.69,-2.69,0.0,-0.02,-0.02,-0.02
2024-10,FX-OPEX-2024-10-01129-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,EUR,Open,0,140.87,1.0,0.0061275652519095,140.87,22989.56,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01129-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,EUR,Open,1,140.87,1.0,0.0061261818425804,140.87,22994.75,-5.19,0.0,-5.19,-5.19,-0.03,0.0,-0.03,-0.03
2024-12,FX-OPEX-2024-10-01129-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,EUR,Settled,2,140.87,1.0,0.0062079604677077,140.87,22691.83,0.0,302.92,302.92,297.73,0.0,1.88,1.88,1.85
2024-10,FX-OPEX-2024-10-01130-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,USD,Open,0,164.6884,0.9170653907495976,0.0061275652519095,151.03,24647.64,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01130-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,USD,Open,1,164.6884,0.9407211299404532,0.0061261818425804,154.93,25289.81,-642.17,0.0,-642.17,-642.17,-3.93,0.0,-3.93,-3.93
2024-12,FX-OPEX-2024-10-01130-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,USD,Settled,2,164.6884,0.9543122986997497,0.0062079604677077,157.16,25315.88,0.0,-26.07,-26.07,-668.24,0.0,-0.16,-0.16,-4.09
2024-10,FX-OPEX-2024-10-01133-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,CNY,Open,0,1181.7785,0.1294066480133542,0.0061275652519095,152.93,24957.71,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01133-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,CNY,Open,1,1181.7785,0.1305195798015359,0.0061261818425804,154.25,25178.82,-221.11,0.0,-221.11,-221.11,-1.35,0.0,-1.35,-1.35
2024-12,FX-OPEX-2024-10-01133-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,CNY,Settled,2,1181.7785,0.1310644332413479,0.0062079604677077,154.89,24950.22,0.0,228.6,228.6,7.49,0.0,1.42,1.42,0.07
2024-10,FX-OPEX-2024-10-01137-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,EUR,Open,0,176.03,1.0,0.0061275652519095,176.03,28727.56,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01137-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,EUR,Settled,1,176.03,1.0,0.0061261818425804,176.03,28734.05,0.0,-6.49,-6.49,-6.49,0.0,-0.04,-0.04,-0.04
2024-10,FX-OPEX-2024-10-01140-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,CZK,Open,0,6384.4563,0.0395288165072337,0.0061275652519095,252.37,41186.02,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01140-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,CZK,Settled,1,6384.4563,0.0395239063170494,0.0061261818425804,252.34,41190.42,0.0,-4.4,-4.4,-4.4,0.0,-0.03,-0.03,-0.03
2024-10,FX-OPEX-2024-10-01146-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,CNY,Open,0,1428.2883,0.1294066480133542,0.0061275652519095,184.83,30163.69,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01146-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,CNY,Open,1,1428.2883,0.1305195798015359,0.0061261818425804,186.42,30430.05,-266.36,0.0,-266.36,-266.36,-1.63,0.0,-1.63,-1.63
2024-12,FX-OPEX-2024-10-01146-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,CNY,Settled,2,1428.2883,0.1310644332413479,0.0062079604677077,187.2,30154.83,0.0,275.22,275.22,8.86,0.0,1.71,1.71,0.08
2024-10,FX-OPEX-2024-10-01147-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,EUR,Open,0,197.27,1.0,0.0061275652519095,197.27,32193.86,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01147-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,EUR,Settled,1,197.27,1.0,0.0061261818425804,197.27,32201.13,0.0,-7.27,-7.27,-7.27,0.0,-0.04,-0.04,-0.04
2024-10,FX-OPEX-2024-10-01156-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,USD,Open,0,349.1136,0.9170653907495976,0.0061275652519095,320.16,52249.14,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2024-11,FX-OPEX-2024-10-01156-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,USD,Settled,1,349.1136,0.9407211299404532,0.0061261818425804,328.42,53609.25,0.0,-1360.11,-1360.11,-1360.11,0.0,-8.33,-8.33,-8.33
2024-10,FX-OPEX-2024-10-01163-JP01-2100_AP,JP01,Software,EXTERNAL,Payable,JPY,USD,Open,0,322.3216,0.9170653907495976,0.0061275652519095,295.59,48239.39,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
