month,source_factory,product_family,quality_tier,units,revenue,gross_profit,factory_units_in_sales,unit_mix_pct,gross_margin_pct
2024-05,CN01,Edge Appliances,Premium,7.0,299020.44,49141.75,336.0,0.020833333333333332,0.16434244428240424
2024-05,CN01,Edge Appliances,Professional,19.0,559605.48,161981.61,336.0,0.05654761904761905,0.2894567973137075
2024-05,CN01,Network Devices,Essential,47.0,1007833.01,380181.36,336.0,0.13988095238095238,0.3772265407341639
2024-05,CN01,Network Devices,Premium,6.0,248904.72999999998,34562.06,336.0,0.017857142857142856,0.13885658179336327
2024-05,CN01,Network Devices,Professional,19.0,504281.47,147715.31,336.0,0.05654761904761905,0.29292234354754304
2024-05,CN01,Sensors & Readers,Essential,41.0,602093.29,231809.05,336.0,0.12202380952380952,0.3850052040938705
2024-05,CN01,Sensors & Readers,Premium,9.0,260746.8,37413.85,336.0,0.026785714285714284,0.1434872834489244
2024-05,CN01,Sensors & Readers,Professional,27.0,520974.70999999996,147374.86000000002,336.0,0.08035714285714286,0.2828829445483064
2024-05,CN01,Terminals,Essential,36.0,651397.47,249556.62,336.0,0.10714285714285714,0.3831095935942152
2024-05,CN01,Terminals,Premium,2.0,74621.81,9204.71,336.0,0.005952380952380952,0.12335147056872514
2024-05,CN01,Terminals,Professional,18.0,433745.3,119787.52,336.0,0.05357142857142857,0.2761701855904837
2024-05,CZ01,Control Systems,Essential,39.0,777928.45,247611.11,410.0,0.0951219512195122,0.3182954807733282
2024-05,CZ01,Control Systems,Premium,8.0,302530.84,44757.11,410.0,0.01951219512195122,0.1479423056505578
2024-05,CZ01,Control Systems,Professional,27.0,687397.21,195008.18,410.0,0.06585365853658537,0.2836906771850296
2024-05,CZ01,Edge Appliances,Essential,43.0,997353.12,311190.94,410.0,0.1048780487804878,0.31201681105685014
2024-05,CZ01,Edge Appliances,Premium,5.0,209853.45,35876.3,410.0,0.012195121951219513,0.17095882864923118
2024-05,CZ01,Edge Appliances,Professional,25.0,750157.1599999999,212588.35,410.0,0.06097560975609756,0.2833917495368571
2024-05,CZ01,Network Devices,Essential,36.0,768962.8400000001,290596.03,410.0,0.08780487804878048,0.3779064668456541
2024-05,CZ01,Network Devices,Premium,9.0,350883.89,57339.26,410.0,0.02195121951219512,0.16341377200304066
2024-05,CZ01,Network Devices,Professional,28.0,759229.41,216932.27,410.0,0.06829268292682927,0.28572690565293035
2024-05,CZ01,Sensors & Readers,Essential,59.0,890704.66,336489.63,410.0,0.14390243902439023,0.3777791282690718
2024-05,CZ01,Sensors & Readers,Premium,9.0,255147.93,38576.42,410.0,0.02195121951219512,0.15119236906997444
2024-05,CZ01,Sensors & Readers,Professional,30.0,584745.46,163733.05000000002,410.0,0.07317073170731707,0.2800073898820865
2024-05,CZ01,Terminals,Essential,44.0,818325.51,307232.43,410.0,0.1073170731707317,0.3754403672445699
2024-05,CZ01,Terminals,Premium,13.0,447405.02,68980.65,410.0,0.03170731707317073,0.1541794278481721
2024-05,CZ01,Terminals,Professional,35.0,815309.07,234169.99,410.0,0.08536585365853659,0.2872162209602305
2024-06,CN01,Control Systems,Essential,40.0,783121.17,240893.21,348.0,0.11494252873563218,0.3076065610638517
2024-06,CN01,Control Systems,Premium,13.0,474042.92000000004,76513.90000000001,348.0,0.03735632183908046,0.16140711478192735
2024-06,CN01,Control Systems,Professional,22.0,564869.84,158327.28,348.0,0.06321839080459771,0.28028984517920097
2024-06,CN01,Edge Appliances,Essential,32.0,762520.44,260510.24,348.0,0.09195402298850575,0.3416436154813109
2024-06,CN01,Edge Appliances,Premium,8.0,339893.68,56534.46,348.0,0.022988505747126436,0.16632983584749209
2024-06,CN01,Edge Appliances,Professional,20.0,593797.65,170283.43,348.0,0.05747126436781609,0.2867701312054704
2024-06,CN01,Network Devices,Essential,45.0,965472.58,364003.19,348.0,0.12931034482758622,0.3770207435616659
2024-06,CN01,Network Devices,Premium,6.0,249377.57,34435.659999999996,348.0,0.017241379310344827,0.13808643656283923
2024-06,CN01,Network Devices,Professional,22.0,595752.9299999999,170546.5,348.0,0.06321839080459771,0.2862705182163351
2024-06,CN01,Sensors & Readers,Essential,43.0,628577.17,242813.09,348.0,0.1235632183908046,0.386290023864532
2024-06,CN01,Sensors & Readers,Premium,10.0,289022.44,41762.1,348.0,0.028735632183908046,0.14449431677346575
2024-06,CN01,Sensors & Readers,Professional,27.0,521964.33,147329.47,348.0,0.07758620689655173,0.28225965172754236
2024-06,CN01,Terminals,Essential,39.0,706318.39,270440.66000000003,348.0,0.11206896551724138,0.3828877512307163
2024-06,CN01,Terminals,Premium,2.0,74763.56,9163.41,348.0,0.005747126436781609,0.12256519084965992
2024-06,CN01,Terminals,Professional,19.0,457510.99,126474.43,348.0,0.05459770114942529,0.27644020092282373
2024-06,CZ01,Control Systems,Essential,41.0,816741.88,253939.25,430.0,0.09534883720930233,0.31091738555147924
2024-06,CZ01,Control Systems,Premium,9.0,342227.28,50045.65,430.0,0.020930232558139535,0.1462351277198007
2024-06,CZ01,Control Systems,Professional,27.0,688703.03,194949.82,430.0,0.06279069767441861,0.2830680445822926
2024-06,CZ01,Edge Appliances,Essential,49.0,1135897.0,354137.03,430.0,0.11395348837209303,0.3117686110624467
2024-06,CZ01,Edge Appliances,Premium,5.0,210252.08,35789.47,430.0,0.011627906976744186,0.1702217167126242
2024-06,CZ01,Edge Appliances,Professional,25.0,755512.78,212294.36,430.0,0.05813953488372093,0.2809937377895844
2024-06,CZ01,Network Devices,Essential,36.0,769027.54,290591.86,430.0,0.08372093023255814,0.37786925030019075
2024-06,CZ01,Network Devices,Premium,11.0,435559.27,68585.48,430.0,0.02558139534883721,0.1574653203914131
2024-06,CZ01,Network Devices,Professional,28.0,764251.3,216663.17,430.0,0.06511627906976744,0.2834972868217561
2024-06,CZ01,Sensors & Readers,Essential,62.0,936319.5700000001,353637.12,430.0,0.14418604651162792,0.37768848513974773
2024-06,CZ01,Sensors & Readers,Premium,10.0,283412.93,42933.18,430.0,0.023255813953488372,0.1514863136272576
2024-06,CZ01,Sensors & Readers,Professional,34.0,659674.87,185655.15,430.0,0.07906976744186046,0.28143432233518306
2024-06,CZ01,Terminals,Essential,43.0,795963.15,299838.7,430.0,0.1,0.37669922282206153
2024-06,CZ01,Terminals,Premium,14.0,484493.98,73690.78,430.0,0.03255813953488372,0.15209844299819783
2024-06,CZ01,Terminals,Professional,36.0,838255.41,240836.05,430.0,0.08372093023255814,0.28730628771009065
2024-07,CN01,Control Systems,Essential,37.0,728906.72,226905.43,319.0,0.11598746081504702,0.31129556604993297
2024-07,CN01,Control Systems,Premium,10.0,367776.93,58059.71,319.0,0.03134796238244514,0.15786664487084603
2024-07,CN01,Control Systems,Professional,19.0,482181.58,136934.3,319.0,0.05956112852664577,0.28398907316202326
2024-07,CN01,Edge Appliances,Essential,31.0,743767.41,256888.71,319.0,0.09717868338557993,0.345388499880628
2024-07,CN01,Edge Appliances,Premium,7.0,300594.37,48704.63,319.0,0.0219435736677116,0.1620277518837096
2024-07,CN01,Edge Appliances,Professional,11.0,334093.87,93119.44,319.0,0.034482758620689655,0.2787223842209377
2024-07,CN01,Network Devices,Essential,43.0,925691.42,347976.89,319.0,0.13479623824451412,0.3759102466348883
2024-07,CN01,Network Devices,Premium,6.0,250214.88999999998,34144.4,319.0,0.018808777429467086,0.13646030418093824
2024-07,CN01,Network Devices,Professional,19.0,512323.29,147237.47,319.0,0.05956112852664577,0.28739171705428423
2024-07,CN01,Sensors & Readers,Essential,39.0,574893.42,220672.51,319.0,0.12225705329153605,0.3838494272555772
2024-07,CN01,Sensors & Readers,Premium,9.0,260243.13,37446.55,319.0,0.02821316614420063,0.14389063795843526
2024-07,CN01,Sensors & Readers,Professional,28.0,541282.86,152635.12,319.0,0.0877742946708464,0.2819877208009136
2024-07,CN01,Terminals,Essential,42.0,775847.17,292591.62,319.0,0.13166144200626959,0.3771253299796144
2024-07,CN01,Terminals,Premium,3.0,113668.38,13264.88,319.0,0.009404388714733543,0.11669806502036889
2024-07,CN01,Terminals,Professional,15.0,360774.76999999996,99824.45,319.0,0.047021943573667714,0.2766946535646049
2024-07,CZ01,Control Systems,Essential,38.0,761335.7,239864.32,381.0,0.09973753280839895,0.3150572342791754
2024-07,CZ01,Control Systems,Premium,5.0,188839.32,28005.54,381.0,0.013123359580052493,0.14830354186829312
2024-07,CZ01,Control Systems,Professional,25.0,639643.24,180240.08000000002,381.0,0.06561679790026247,0.2817822009656508
2024-07,CZ01,Edge Appliances,Essential,41.0,949209.76,287544.38,381.0,0.10761154855643044,0.3029302817113891
2024-07,CZ01,Edge Appliances,Premium,5.0,210958.04,35581.3,381.0,0.013123359580052493,0.16866529476667494
2024-07,CZ01,Edge Appliances,Professional,29.0,869320.19,246565.97,381.0,0.07611548556430446,0.2836307874087222
2024-07,CZ01,Network Devices,Essential,35.0,750798.58,282677.32,381.0,0.09186351706036745,0.3765022038267574
2024-07,CZ01,Network Devices,Premium,10.0,394876.26,62473.46,381.0,0.026246719160104987,0.15821022008261523
2024-07,CZ01,Network Devices,Professional,25.0,681387.41,193433.61,381.0,0.06561679790026247,0.28388198425914557
2024-07,CZ01,Sensors & Readers,Essential,53.0,802308.27,302367.93,381.0,0.13910761154855644,0.37687250811960343
2024-07,CZ01,Sensors & Readers,Premium,8.0,224865.06,34742.52,381.0,0.02099737532808399,0.15450386111563974
2024-07,CZ01,Sensors & Readers,Professional,28.0,550156.33,152443.05,381.0,0.07349081364829396,0.27709042264405104
2024-07,CZ01,Terminals,Essential,31.0,567469.91,215445.21,381.0,0.08136482939632546,0.3796592668675595
2024-07,CZ01,Terminals,Premium,13.0,449759.94,68288.04,381.0,0.03412073490813648,0.15183219741624832
2024-07,CZ01,Terminals,Professional,35.0,819600.58,233824.24,381.0,0.09186351706036745,0.28529047649038997
2024-08,CN01,Control Systems,Essential,32.0,627491.54,195335.0,259.0,0.12355212355212356,0.31129503355535276
2024-08,CN01,Control Systems,Premium,7.0,259676.35,41191.37,259.0,0.02702702702702703,0.1586258047758296
2024-08,CN01,Control Systems,Professional,14.0,350914.02,102191.96,259.0,0.05405405405405406,0.2912165207876277
2024-08,CN01,Edge Appliances,Essential,26.0,615092.58,213226.18000000002,259.0,0.10038610038610038,0.3466570512035766
2024-08,CN01,Edge Appliances,Premium,4.0,170358.12,28800.28,259.0,0.015444015444015444,0.16905727769242815
2024-08,CN01,Edge Appliances,Professional,9.0,273273.2,77160.44,259.0,0.03474903474903475,0.28235641109336734
2024-08,CN01,Network Devices,Essential,36.0,776486.2,293652.69,259.0,0.138996138996139,0.3781814667150556
2024-08,CN01,Network Devices,Premium,2.0,81556.78,12029.85,259.0,0.007722007722007722,0.14750275820109623
2024-08,CN01,Network Devices,Professional,13.0,348320.81,101899.72,259.0,0.05019305019305019,0.2925455989838793
2024-08,CN01,Sensors & Readers,Essential,38.0,558691.84,216361.41,259.0,0.14671814671814673,0.3872643101427793
2024-08,CN01,Sensors & Readers,Premium,8.0,230277.97999999998,34347.14,259.0,0.03088803088803089,0.14915512112795154
2024-08,CN01,Sensors & Readers,Professional,24.0,464246.80000000005,132383.83,259.0,0.09266409266409266,0.2851583037298264
2024-08,CN01,Terminals,Essential,36.0,671117.13,253314.02000000002,259.0,0.138996138996139,0.377451280374858
2024-08,CN01,Terminals,Premium,2.0,74944.47,9402.380000000001,259.0,0.007722007722007722,0.12545795573709442
2024-08,CN01,Terminals,Professional,8.0,193265.28,53772.09,259.0,0.03088803088803089,0.2782294367617401
2024-08,CZ01,Control Systems,Essential,32.0,643132.26,205356.65,336.0,0.09523809523809523,0.31930702714244186
2024-08,CZ01,Control Systems,Premium,5.0,188662.82,28807.590000000004,336.0,0.01488095238095238,0.15269351958165367
2024-08,CZ01,Control Systems,Professional,23.0,587721.3099999999,167747.86,336.0,0.06845238095238096,0.28542075494931435
2024-08,CZ01,Edge Appliances,Essential,38.0,879832.63,273927.61,336.0,0.1130952380952381,0.31134058985741414
2024-08,CZ01,Edge Appliances,Premium,4.0,164526.78999999998,30042.86,336.0,0.011904761904761904,0.1826016298014445
2024-08,CZ01,Edge Appliances,Professional,23.0,694862.53,197780.65000000002,336.0,0.06845238095238096,0.28463277477345056
2024-08,CZ01,Network Devices,Essential,30.0,641940.58,243955.89,336.0,0.08928571428571429,0.3800287715102853
2024-08,CZ01,Network Devices,Premium,6.0,234048.99,39026.61,336.0,0.017857142857142856,0.1667454749537693
2024-08,CZ01,Network Devices,Professional,25.0,682544.74,195712.13,336.0,0.0744047619047619,0.2867389030058308
2024-08,CZ01,Sensors & Readers,Essential,50.0,754565.66,287117.16,336.0,0.1488095238095238,0.38050652874926744
2024-08,CZ01,Sensors & Readers,Premium,6.0,172708.47999999998,25855.48,336.0,0.017857142857142856,0.14970590905553682
2024-08,CZ01,Sensors & Readers,Professional,26.0,513276.77,143177.59,336.0,0.07738095238095238,0.2789481199392678
2024-08,CZ01,Terminals,Essential,29.0,532271.27,203168.98,336.0,0.08630952380952381,0.3817019468287289
2024-08,CZ01,Terminals,Premium,8.0,279160.01,42409.85,336.0,0.023809523809523808,0.15191950308355412
2024-08,CZ01,Terminals,Professional,31.0,722201.83,209558.16999999998,336.0,0.09226190476190477,0.2901656590928328
2024-09,CN01,Control Systems,Essential,41.0,804912.91,255936.55,362.0,0.1132596685082873,0.31796800227741406
2024-09,CN01,Control Systems,Premium,12.0,439786.19999999995,75185.8,362.0,0.03314917127071823,0.17095988914613514
2024-09,CN01,Control Systems,Professional,22.0,564780.92,163737.52,362.0,0.06077348066298342,0.2899133348909874
2024-09,CN01,Edge Appliances,Essential,34.0,811008.28,285418.41,362.0,0.09392265193370165,0.3519303280109544
2024-09,CN01,Edge Appliances,Premium,8.0,339840.2,60401.36,362.0,0.022099447513812154,0.1777345940827483
2024-09,CN01,Edge Appliances,Professional,13.0,383451.5,114223.79000000001,362.0,0.03591160220994475,0.2978832785893392
2024-09,CN01,Network Devices,Essential,43.0,925240.1799999999,355563.27,362.0,0.11878453038674033,0.3842929411042223
2024-09,CN01,Network Devices,Premium,6.0,249338.32,37385.0,362.0,0.016574585635359115,0.1499368408353758
2024-09,CN01,Network Devices,Professional,21.0,569071.78,168142.14,362.0,0.058011049723756904,0.2954673661730336
2024-09,CN01,Sensors & Readers,Essential,41.0,603142.07,236697.75,362.0,0.1132596685082873,0.39244112087886696
2024-09,CN01,Sensors & Readers,Premium,13.0,366696.23,60517.159999999996,362.0,0.03591160220994475,0.16503349379948629
2024-09,CN01,Sensors & Readers,Professional,27.0,521882.25,152312.33,362.0,0.07458563535911603,0.2918519072070376
2024-09,CN01,Terminals,Essential,46.0,851921.63,327723.07,362.0,0.1270718232044199,0.38468687548172714
2024-09,CN01,Terminals,Premium,2.0,74751.78,10066.14,362.0,0.0055248618784530384,0.1346608736273571
2024-09,CN01,Terminals,Professional,33.0,764677.4,228159.55,362.0,0.09116022099447514,0.2983736017306121
2024-09,CZ01,Control Systems,Essential,40.0,801198.48,262509.18,397.0,0.10075566750629723,0.32764562908307066
2024-09,CZ01,Control Systems,Premium,10.0,378822.25,60128.64,397.0,0.02518891687657431,0.1587252068747282
2024-09,CZ01,Control Systems,Professional,26.0,662165.16,194053.0,397.0,0.0654911838790932,0.2930583058764372
2024-09,CZ01,Edge Appliances,Essential,42.0,967123.01,300359.26,397.0,0.10579345088161209,0.3105698622556814
2024-09,CZ01,Edge Appliances,Premium,6.0,253426.07,45628.01,397.0,0.015113350125944584,0.18004465759974891
2024-09,CZ01,Edge Appliances,Professional,30.0,897433.64,263908.26,397.0,0.07556675062972293,0.2940699437119384
2024-09,CZ01,Network Devices,Essential,34.0,728826.0499999999,280568.01,397.0,0.08564231738035265,0.38495881150241545
2024-09,CZ01,Network Devices,Premium,11.0,432842.22000000003,74197.81,397.0,0.027707808564231738,0.1714199922549145
2024-09,CZ01,Network Devices,Professional,29.0,788928.79,232111.95,397.0,0.07304785894206549,0.2942115346050434
2024-09,CZ01,Sensors & Readers,Essential,61.0,920548.22,355188.19,397.0,0.15365239294710328,0.3858441983625801
2024-09,CZ01,Sensors & Readers,Premium,9.0,263070.52,39841.229999999996,397.0,0.022670025188916875,0.1514469580247912
2024-09,CZ01,Sensors & Readers,Professional,31.0,604531.65,174981.69,397.0,0.07808564231738035,0.2894500064636814
2024-09,CZ01,Terminals,Essential,35.0,638253.05,248188.38,397.0,0.08816120906801007,0.3888557681001289
2024-09,CZ01,Terminals,Premium,13.0,448184.32,73965.43000000001,397.0,0.0327455919395466,0.16503350675008
2024-09,CZ01,Terminals,Professional,20.0,483464.93,137761.7,397.0,0.05037783375314862,0.28494662477379695
2024-10,CN01,Control Systems,Essential,43.0,850441.33,276295.5,406.0,0.10591133004926108,0.3248848453778699
2024-10,CN01,Control Systems,Premium,12.0,437061.8,76045.35,406.0,0.029556650246305417,0.17399221345814256
2024-10,CN01,Control Systems,Professional,22.0,567650.1,164008.96,406.0,0.054187192118226604,0.28892615362879354
2024-10,CN01,Edge Appliances,Essential,46.0,1086691.15,359396.7,406.0,0.11330049261083744,0.3307257080358113
2024-10,CN01,Edge Appliances,Premium,9.0,382070.24,68270.76,406.0,0.022167487684729065,0.1786864111687945
2024-10,CN01,Edge Appliances,Professional,15.0,448033.89,132214.1,406.0,0.03694581280788178,0.2950984355223664
2024-10,CN01,Network Devices,Essential,48.0,1038366.73,398108.86000000004,406.0,0.11822660098522167,0.3833990906083827
2024-10,CN01,Network Devices,Premium,4.0,160858.73,26388.65,406.0,0.009852216748768473,0.16404860339255445
2024-10,CN01,Network Devices,Professional,23.0,625407.57,184574.18,406.0,0.05665024630541872,0.29512623264217924
2024-10,CN01,Sensors & Readers,Essential,57.0,852508.23,331487.64,406.0,0.14039408866995073,0.3888380526250169
2024-10,CN01,Sensors & Readers,Premium,15.0,422514.23000000004,70291.14,406.0,0.03694581280788178,0.16636395891328912
2024-10,CN01,Sensors & Readers,Professional,26.0,505670.51999999996,146822.21,406.0,0.06403940886699508,0.2903515316653223
2024-10,CN01,Terminals,Essential,47.0,870600.99,335250.26,406.0,0.11576354679802955,0.3850791164388637
2024-10,CN01,Terminals,Premium,4.0,152559.65,19412.11,406.0,0.009852216748768473,0.12724275389986803
2024-10,CN01,Terminals,Professional,35.0,816223.03,242327.33,406.0,0.08620689655172414,0.2968886212387317
2024-10,CZ01,Control Systems,Essential,42.0,846708.04,278681.34,408.0,0.10294117647058823,0.32913510541366775
2024-10,CZ01,Control Systems,Premium,10.0,375788.14,61225.45,408.0,0.024509803921568627,0.16292544517237822
2024-10,CZ01,Control Systems,Professional,27.0,692092.8,201859.24,408.0,0.0661764705882353,0.29166499059085715
2024-10,CZ01,Edge Appliances,Essential,40.0,941666.95,314302.89,408.0,0.09803921568627451,0.33377288010373524
2024-10,CZ01,Edge Appliances,Premium,5.0,211286.93,38116.46,408.0,0.012254901960784314,0.18040140959026665
2024-10,CZ01,Edge Appliances,Professional,33.0,1001869.24,290410.33,408.0,0.08088235294117647,0.28986849621214045
2024-10,CZ01,Network Devices,Essential,40.0,857589.48,330611.39,408.0,0.09803921568627451,0.38551241323529295
2024-10,CZ01,Network Devices,Premium,14.0,556350.63,93668.45,408.0,0.03431372549019608,0.1683622610439032
2024-10,CZ01,Network Devices,Professional,30.0,823256.32,240420.67,408.0,0.07352941176470588,0.2920362275506127
2024-10,CZ01,Sensors & Readers,Essential,50.0,750507.24,290851.98,408.0,0.12254901960784313,0.38754053858294557
2024-10,CZ01,Sensors & Readers,Premium,8.0,236489.87,34935.95,408.0,0.0196078431372549,0.14772704640583548
2024-10,CZ01,Sensors & Readers,Professional,35.0,681784.6,197926.58,408.0,0.0857843137254902,0.2903066159018552
2024-10,CZ01,Terminals,Essential,37.0,677460.71,263064.31,408.0,0.09068627450980392,0.388309323503056
2024-10,CZ01,Terminals,Premium,16.0,555120.34,90836.12,408.0,0.0392156862745098,0.16363320428864128
2024-10,CZ01,Terminals,Professional,21.0,507423.82,144913.13,408.0,0.051470588235294115,0.2855859821480198
2024-11,CN01,Control Systems,Essential,42.0,834702.11,271898.62,404.0,0.10396039603960396,0.32574330020562664
2024-11,CN01,Control Systems,Premium,12.0,443974.44,76779.81,404.0,0.0297029702970297,0.17293745558865956
2024-11,CN01,Control Systems,Professional,23.0,583379.87,174023.41,404.0,0.05693069306930693,0.29830204802918553
2024-11,CN01,Edge Appliances,Essential,46.0,1086853.19,358196.83999999997,404.0,0.11386138613861387,0.32957242366837053
2024-11,CN01,Edge Appliances,Premium,6.0,255839.47999999998,46415.259999999995,404.0,0.01485148514851485,0.18142336749590016
2024-11,CN01,Edge Appliances,Professional,17.0,504991.2,151842.7,404.0,0.04207920792079208,0.3006838535008135
2024-11,CN01,Network Devices,Essential,48.0,1040138.76,401930.69,404.0,0.1188118811881188,0.38642025992762735
2024-11,CN01,Network Devices,Premium,4.0,161569.84,27019.71,404.0,0.009900990099009901,0.16723238693558154
2024-11,CN01,Network Devices,Professional,23.0,626365.75,187142.37,404.0,0.05693069306930693,0.2987749090687031
2024-11,CN01,Sensors & Readers,Essential,58.0,872049.72,340814.94,404.0,0.14356435643564355,0.39082053715928033
2024-11,CN01,Sensors & Readers,Premium,14.0,398228.89,66728.01,404.0,0.034653465346534656,0.16756195162033571
2024-11,CN01,Sensors & Readers,Professional,27.0,525577.07,154552.38999999998,404.0,0.06683168316831684,0.2940622771080938
2024-11,CN01,Terminals,Essential,45.0,832246.8200000001,323798.11,404.0,0.11138613861386139,0.38906500117357007
2024-11,CN01,Terminals,Premium,3.0,114348.88,15164.68,404.0,0.007425742574257425,0.13261765222361602
2024-11,CN01,Terminals,Professional,36.0,841429.31,252554.1,404.0,0.0891089108910891,0.30014892160103146
2024-11,CZ01,Control Systems,Essential,44.0,889448.98,293275.32,419.0,0.10501193317422435,0.32972697320986305
2024-11,CZ01,Control Systems,Premium,12.0,453935.4,75068.46,419.0,0.028639618138424822,0.16537256182267346
2024-11,CZ01,Control Systems,Professional,30.0,775195.74,227106.59,419.0,0.07159904534606205,0.29296676733543453
2024-11,CZ01,Edge Appliances,Essential,38.0,896758.85,299434.98,419.0,0.09069212410501193,0.3339080288976239
2024-11,CZ01,Edge Appliances,Premium,9.0,386695.11,69412.1,419.0,0.021479713603818614,0.17950084757989312
2024-11,CZ01,Edge Appliances,Professional,33.0,1006298.39,294346.67,419.0,0.07875894988066826,0.2925043634423384
2024-11,CZ01,Network Devices,Essential,38.0,819509.37,317371.33999999997,419.0,0.09069212410501193,0.38726993444870556
2024-11,CZ01,Network Devices,Premium,12.0,471340.84,83623.3,419.0,0.028639618138424822,0.17741577411369658
2024-11,CZ01,Network Devices,Professional,33.0,918256.83,267732.76,419.0,0.07875894988066826,0.291566314840261
2024-11,CZ01,Sensors & Readers,Essential,48.0,725263.54,282232.61,419.0,0.11455847255369929,0.38914490310653144
2024-11,CZ01,Sensors & Readers,Premium,8.0,233760.64,36795.270000000004,419.0,0.01909307875894988,0.15740575487815228
2024-11,CZ01,Sensors & Readers,Professional,34.0,667127.61,194861.94,419.0,0.081145584725537,0.2920909539330864
2024-11,CZ01,Terminals,Essential,45.0,837109.65,324189.87,419.0,0.10739856801909307,0.38727288593555215
2024-11,CZ01,Terminals,Premium,14.0,489030.94,80929.47,419.0,0.03341288782816229,0.1654894678034073
2024-11,CZ01,Terminals,Professional,21.0,509667.04000000004,146906.83,419.0,0.050119331742243436,0.28824078951623
2024-12,CN01,Control Systems,Essential,45.0,894796.96,288947.19,415.0,0.10843373493975904,0.32291927992245306
2024-12,CN01,Control Systems,Premium,13.0,483253.03,84454.24,415.0,0.03132530120481928,0.17476194613823737
2024-12,CN01,Control Systems,Professional,19.0,482296.68,145066.29,415.0,0.04578313253012048,0.3007822695358384
2024-12,CN01,Edge Appliances,Essential,49.0,1164407.74,384282.13,415.0,0.1180722891566265,0.33002368225412176
2024-12,CN01,Edge Appliances,Premium,8.0,338803.86,63518.59999999999,415.0,0.01927710843373494,0.18747897382278936
2024-12,CN01,Edge Appliances,Professional,14.0,416557.51,126213.0,415.0,0.033734939759036145,0.30299057625920606
2024-12,CN01,Network Devices,Essential,53.0,1160156.41,448005.33,415.0,0.12771084337349398,0.3861594231074412
2024-12,CN01,Network Devices,Premium,4.0,162336.0,27425.260000000002,415.0,0.00963855421686747,0.16894133155923519
2024-12,CN01,Network Devices,Professional,23.0,622075.4,189043.45,415.0,0.05542168674698795,0.30389153790681966
2024-12,CN01,Sensors & Readers,Essential,60.0,905881.36,355239.65,415.0,0.14457831325301204,0.3921480954194709
2024-12,CN01,Sensors & Readers,Premium,15.0,426394.44,73016.22,415.0,0.03614457831325301,0.17124102274879568
2024-12,CN01,Sensors & Readers,Professional,26.0,512877.06,150241.62,415.0,0.06265060240963856,0.29293885751099885
2024-12,CN01,Terminals,Essential,45.0,833750.37,325973.86,415.0,0.10843373493975904,0.39097297192203945
2024-12,CN01,Terminals,Premium,3.0,114891.12,15442.33,415.0,0.007228915662650603,0.1344083859570696
2024-12,CN01,Terminals,Professional,38.0,899782.08,268960.36,415.0,0.09156626506024096,0.2989172222678629
2024-12,CZ01,Control Systems,Essential,47.0,952440.71,310775.58,451.0,0.10421286031042129,0.3262938855270057
2024-12,CZ01,Control Systems,Premium,14.0,535438.64,88092.38,451.0,0.031042128603104215,0.16452376317107037
2024-12,CZ01,Control Systems,Professional,33.0,859294.74,252242.79,451.0,0.07317073170731707,0.29354629821194994
2024-12,CZ01,Edge Appliances,Essential,37.0,879468.76,297999.89,451.0,0.082039911308204,0.338840790660944
2024-12,CZ01,Edge Appliances,Premium,10.0,432354.20999999996,78120.81999999999,451.0,0.022172949002217297,0.18068708062308447
2024-12,CZ01,Edge Appliances,Professional,33.0,1011070.1900000001,297172.91,451.0,0.07317073170731707,0.29391916895502573
2024-12,CZ01,Network Devices,Essential,40.0,868296.98,336891.59,451.0,0.08869179600886919,0.38799120319409613
2024-12,CZ01,Network Devices,Premium,13.0,513488.32,91854.74,451.0,0.028824833702882482,0.17888379622734166
2024-12,CZ01,Network Devices,Professional,34.0,951394.16,278526.39,451.0,0.07538802660753881,0.2927560434047651
2024-12,CZ01,Sensors & Readers,Essential,53.0,799945.39,313480.06,451.0,0.11751662971175167,0.39187682549180014
2024-12,CZ01,Sensors & Readers,Premium,9.0,266835.16,41418.07,451.0,0.019955654101995565,0.15521968694080646
2024-12,CZ01,Sensors & Readers,Professional,39.0,764190.44,225665.57,451.0,0.08647450110864745,0.2953001741293702
2024-12,CZ01,Terminals,Essential,47.0,877374.8,341118.5,451.0,0.10421286031042129,0.3887945037856113
2024-12,CZ01,Terminals,Premium,18.0,633722.25,105423.55,451.0,0.03991130820399113,0.16635608107495042
2024-12,CZ01,Terminals,Professional,24.0,581882.98,169621.39,451.0,0.05321507760532151,0.29150429868218525
2025-01,CN01,Control Systems,Essential,36.0,718532.11,227655.66,297.0,0.12121212121212122,0.31683435831420254
2025-01,CN01,Control Systems,Premium,8.0,298505.92,49844.05,297.0,0.026936026936026935,0.16697843044452856
2025-01,CN01,Control Systems,Professional,13.0,324357.56,97815.39,297.0,0.04377104377104377,0.30156654896528384
2025-01,CN01,Edge Appliances,Essential,39.0,929147.42,302070.52999999997,297.0,0.13131313131313133,0.3251050624453114
2025-01,CN01,Edge Appliances,Premium,4.0,170039.58,30600.69,297.0,0.013468013468013467,0.17996215939841773
2025-01,CN01,Edge Appliances,Professional,11.0,328955.9,97420.64,297.0,0.037037037037037035,0.29615106462598784
2025-01,CN01,Network Devices,Essential,38.0,835021.73,317875.94,297.0,0.12794612794612795,0.3806798417090295
2025-01,CN01,Network Devices,Premium,2.0,80125.27,13379.18,297.0,0.006734006734006734,0.16697828288129324
2025-01,CN01,Network Devices,Professional,15.0,400574.29,121296.65,297.0,0.050505050505050504,0.302806877595664
