month,entity,transaction_currency,open_documents,gross_receivable_eur,gross_payable_eur,net_exposure_eur,unrealized_fx_gain_loss_eur,realized_fx_gain_loss_eur,total_fx_gain_loss_eur
2024-12,CN01,CZK,1,0.0,288251.01,-288251.01,0.0,0.0,0.0
2024-12,CN01,USD,1,0.0,2030317.46,-2030317.46,-20560.63,0.0,-20560.63
2024-12,CZ01,CNY,1,0.0,176865.61,-176865.61,0.0,0.0,0.0
2024-12,CZ01,EUR,0,0.0,0.0,0.0,0.0,14116.17,14116.17
2024-12,CZ01,JPY,0,0.0,0.0,0.0,0.0,-9037.38,-9037.38
2024-12,DE01,CNY,97,474215.9,1132301.5,-658085.6,201.61,-6615.68,-6414.07
2024-12,DE01,CZK,109,658511.32,6351485.43,-5692974.11,-17856.9,-19557.2,-37414.1
2024-12,DE01,JPY,88,370312.01,41100.52,329211.49,2246.16,2411.2,4657.36
2024-12,DE01,USD,88,438301.1,47761.43,390539.67,2202.15,3309.23,5511.38
2024-12,ES01,CNY,93,636473.58,2195560.73,-1559087.15,-2393.48,-5975.99,-8369.47
2024-12,ES01,CZK,108,575468.34,4700488.79,-4125020.45,1108.66,-47547.87,-46439.21
2024-12,ES01,JPY,105,846048.38,135228.34,710820.04,4615.96,949.41,5565.37
2024-12,ES01,USD,85,501949.43,99800.93,402148.5,1252.55,5436.43,6688.98
2024-12,JP01,CNY,144,501270.12,3635354.18,-3134084.06,-1714.46,52109.8,50395.34
2024-12,JP01,CZK,156,638234.79,1069202.32,-430967.53,1053.77,2785.98,3839.75
2024-12,JP01,EUR,139,457716.37,46197.21,411519.16,-1077.64,-4800.64,-5878.28
2024-12,JP01,USD,146,535986.65,50292.95,485693.7,255.84,222.34,478.18
2024-12,US01,CNY,126,1107217.11,6188214.51,-5080997.4,26344.09,-2481.61,23862.48
2024-12,US01,CZK,127,877102.44,1920489.18,-1043386.74,-705.94,9124.26,8418.32
2024-12,US01,EUR,109,546127.39,239593.77,306533.62,-4086.17,-4888.57,-8974.74
2024-12,US01,JPY,106,722203.42,119648.62,602554.8,-102.76,-515.59,-618.35
2025-01,CN01,CZK,1,0.0,287938.65,-287938.65,3129.06,0.0,3129.06
2025-01,CN01,JPY,1,0.0,41587.81,-41587.81,0.0,0.0,0.0
2025-01,CN01,USD,0,0.0,0.0,0.0,0.0,-4676.71,-4676.71
2025-01,CZ01,CNY,1,0.0,178593.89,-178593.89,-1919.94,0.0,-1919.94
2025-01,DE01,CNY,78,341691.97,1321662.1,-979970.13,-9204.49,2773.82,-6430.67
2025-01,DE01,CZK,104,579296.76,4089713.57,-3510416.81,3471.65,2697.59,6169.24
2025-01,DE01,JPY,95,350002.63,43790.07,306212.56,-814.35,-889.15,-1703.5
2025-01,DE01,USD,97,447003.66,47351.9,399651.76,1773.85,2941.98,4715.83
2025-01,ES01,CNY,85,444449.22,287194.99,157254.23,1326.31,-16561.21,-15234.9
2025-01,ES01,CZK,86,405368.76,206396.66,198972.1,-136.39,4606.51,4470.12
2025-01,ES01,JPY,84,596941.6,225306.2,371635.4,-1269.9,-2408.22,-3678.12
2025-01,ES01,USD,78,725098.84,68761.96,656336.88,2040.08,2815.99,4856.07
2025-01,JP01,CNY,144,377139.25,2208923.59,-1831784.34,-28670.39,-18172.27,-46842.66
2025-01,JP01,CZK,158,465635.06,416324.0,49311.06,-747.96,-1015.12,-1763.08
2025-01,JP01,EUR,145,419443.31,49974.47,369468.84,963.31,1166.16,2129.47
2025-01,JP01,USD,137,453089.38,47061.34,406028.04,1264.62,7113.43,8378.05
2025-01,US01,CNY,107,1031803.13,3812131.57,-2780328.44,6574.63,5129.21,11703.84
2025-01,US01,CZK,126,1105350.33,2123197.52,-1017847.19,15560.91,-1831.22,13729.69
2025-01,US01,EUR,114,546037.34,56947.94,489089.4,-1084.68,-2616.79,-3701.47
2025-01,US01,JPY,109,516059.16,187308.4,328750.76,-5944.58,-4449.17,-10393.75
2025-02,CN01,CZK,0,0.0,0.0,0.0,0.0,-1714.15,-1714.15
2025-02,CN01,JPY,1,0.0,42596.51,-42596.51,-1112.55,0.0,-1112.55
2025-02,CZ01,CNY,0,0.0,0.0,0.0,0.0,1063.2,1063.2
2025-02,CZ01,USD,1,0.0,240828.8,-240828.8,0.0,0.0,0.0
2025-02,DE01,CNY,87,435254.52,1041205.47,-605950.95,238.65,2208.37,2447.02
2025-02,DE01,CZK,76,335404.07,2839886.62,-2504482.55,545.32,-12677.79,-12132.47
2025-02,DE01,JPY,103,518679.65,53065.07,465614.58,2424.43,5002.67,7427.1
2025-02,DE01,USD,87,383623.96,45559.06,338064.9,-454.39,-1801.36,-2255.75
2025-02,ES01,CNY,84,241311.03,1526896.07,-1285585.04,383.1,-775.81,-392.71
2025-02,ES01,CZK,87,798630.83,3442867.56,-2644236.73,330.91,356.73,687.64
2025-02,ES01,JPY,75,443035.92,137964.47,305071.45,-379.01,9392.97,9013.96
2025-02,ES01,USD,84,756360.07,93327.17,663032.9,-2157.9,-1546.79,-3704.69
2025-02,JP01,CNY,143,349169.79,2527081.92,-2177912.13,-1347.76,50351.43,49003.67
2025-02,JP01,CZK,144,342336.09,801617.55,-459281.46,-2276.26,1250.57,-1025.69
2025-02,JP01,EUR,126,307830.9,45056.73,262774.17,-1528.81,-7432.53,-8961.34
2025-02,JP01,USD,125,483048.24,42981.41,440066.83,-4030.61,-8109.25,-12139.86
2025-02,US01,CNY,101,652389.11,2888676.41,-2236287.3,1431.33,-10182.11,-8750.78
2025-02,US01,CZK,117,721281.84,1938649.81,-1217367.97,922.11,-10185.05,-9262.94
2025-02,US01,EUR,111,645289.51,48593.57,596695.94,1281.63,1479.02,2760.65
2025-02,US01,JPY,97,458480.17,164888.79,293591.38,-891.11,10720.42,9829.31
2025-03,CN01,JPY,0,0.0,0.0,0.0,0.0,-601.84,-601.84
2025-03,CN01,USD,2,0.0,3019451.2,-3019451.2,0.0,0.0,0.0
2025-03,CZ01,CNY,2,0.0,1147344.96,-1147344.96,0.0,0.0,0.0
2025-03,CZ01,USD,1,0.0,232041.65,-232041.65,9513.57,0.0,9513.57
2025-03,DE01,CNY,92,439049.23,951821.09,-512771.86,-3087.13,23227.51,20140.38
2025-03,DE01,CZK,89,414544.29,3243979.32,-2829435.03,177.91,-7732.24,-7554.33
2025-03,DE01,JPY,95,503776.17,50480.67,453295.5,-3933.78,-4963.48,-8897.26
2025-03,DE01,USD,98,455101.69,47414.78,407686.91,-8256.84,-4078.24,-12335.08
2025-03,ES01,CNY,111,667937.62,2550104.4,-1882166.78,34397.76,8332.01,42729.77
2025-03,ES01,CZK,97,528690.36,4498644.17,-3969953.81,455.4,-8431.27,-7975.87
2025-03,ES01,JPY,91,633237.32,153362.32,479875.0,-1538.77,-4290.71,-5829.48
2025-03,ES01,USD,97,579170.89,96276.58,482894.31,-1199.74,-22992.45,-24192.19
2025-03,JP01,CNY,124,494303.96,4939032.67,-4444728.71,16207.07,14564.72,30771.79
2025-03,JP01,CZK,133,295213.12,1338298.26,-1043085.14,-4349.58,-5811.96,-10161.54
2025-03,JP01,EUR,124,365957.23,44079.81,321877.42,2672.56,2348.66,5021.22
2025-03,JP01,USD,121,413096.48,38853.58,374242.9,-3434.58,-4213.03,-7647.61
2025-03,US01,CNY,98,497825.55,5819980.12,-5322154.57,-8911.63,1644.74,-7266.89
2025-03,US01,CZK,117,415595.99,1977109.26,-1561513.27,-2014.97,-46075.28,-48090.25
2025-03,US01,EUR,101,480918.11,59697.67,421220.44,4866.94,16904.72,21771.66
2025-03,US01,JPY,109,669114.88,196081.79,473033.09,5073.23,28.98,5102.21
2025-04,CN01,CZK,1,0.0,1755000.44,-1755000.44,0.0,0.0,0.0
2025-04,CN01,EUR,1,0.0,1074595.25,-1074595.25,0.0,0.0,0.0
2025-04,CN01,USD,1,0.0,933561.5,-933561.5,-6214.98,-13156.54,-19371.52
2025-04,CZ01,CNY,1,0.0,727492.95,-727492.95,0.0,47289.03,47289.03
2025-04,CZ01,USD,2,0.0,2497249.73,-2497249.73,0.0,8075.17,8075.17
2025-04,DE01,CNY,93,366230.12,1599450.09,-1233219.97,32960.12,-11053.4,21906.72
2025-04,DE01,CZK,102,525424.29,5544491.03,-5019066.74,4632.37,-370.8,4261.57
2025-04,DE01,JPY,91,452122.07,44057.02,408065.05,-339.89,-1072.74,-1412.63
2025-04,DE01,USD,97,549028.49,30341.25,518687.24,-5272.97,-9528.67,-14801.64
2025-04,ES01,CNY,100,690537.48,1208499.77,-517962.29,-5859.21,86269.48,80410.27
2025-04,ES01,CZK,95,537598.81,4050095.95,-3512497.14,1235.56,4743.76,5979.32
2025-04,ES01,JPY,96,1002485.13,188514.14,813970.99,-1003.76,-491.72,-1495.48
2025-04,ES01,USD,82,502316.85,47900.41,454416.44,-3560.23,-13971.99,-17532.22
2025-04,JP01,CNY,153,524180.32,6070430.58,-5546250.26,139636.68,36400.2,176036.88
2025-04,JP01,CZK,124,327165.01,727943.1,-400778.09,162.06,-1841.76,-1679.7
2025-04,JP01,EUR,141,306939.11,54643.87,252295.24,174.06,829.07,1003.13
2025-04,JP01,USD,135,371575.36,48922.8,322652.56,-1347.31,-11073.87,-12421.18
2025-04,US01,CNY,125,1311644.42,4824574.67,-3512930.25,18127.25,16017.36,34144.61
2025-04,US01,CZK,106,395915.53,3427062.42,-3031146.89,-60668.26,6326.82,-54341.44
2025-04,US01,EUR,117,411977.59,72075.63,339901.96,6107.23,9185.82,15293.05
2025-04,US01,JPY,114,949724.24,257593.06,692131.18,-442.17,16142.27,15700.1
2025-05,CN01,CZK,1,0.0,1763175.39,-1763175.39,2650.25,0.0,2650.25
2025-05,CN01,EUR,1,0.0,1074595.25,-1074595.25,6628.32,0.0,6628.32
2025-05,CN01,JPY,1,0.0,174995.75,-174995.75,0.0,0.0,0.0
2025-05,CN01,USD,0,0.0,0.0,0.0,0.0,11064.2,11064.2
2025-05,CZ01,CNY,1,0.0,731980.27,-731980.27,-1098.59,0.0,-1098.59
2025-05,CZ01,EUR,1,0.0,1503779.75,-1503779.75,0.0,0.0,0.0
2025-05,CZ01,USD,1,0.0,430285.89,-430285.89,4475.23,21350.04,25825.27
2025-05,DE01,CNY,88,453652.92,914586.71,-460933.79,843.0,-8449.72,-7606.72
2025-05,DE01,CZK,101,562225.68,5092134.56,-4529908.88,-9627.54,-13751.72,-23379.26
2025-05,DE01,JPY,107,553316.44,43173.84,510142.6,-1736.23,-1950.03,-3686.26
2025-05,DE01,USD,110,541390.02,44446.17,496943.85,-802.72,-2145.24,-2947.96
2025-05,ES01,CNY,83,600763.92,2110377.74,-1509613.82,-4937.43,1742.47,-3194.96
2025-05,ES01,CZK,93,750305.59,4325662.58,-3575356.99,-3056.11,-13305.41,-16361.52
2025-05,ES01,JPY,103,980457.87,117556.88,862900.99,-2218.29,-5134.84,-7353.13
2025-05,ES01,USD,80,490169.18,74899.33,415269.85,-1079.79,-1502.84,-2582.63
2025-05,JP01,CNY,146,456817.31,4527385.54,-4070568.23,-18069.78,-66243.38,-84313.16
2025-05,JP01,CZK,142,443720.14,1697117.5,-1253397.36,-8429.06,2941.74,-5487.32
2025-05,JP01,EUR,132,507953.99,44947.84,463006.15,1317.71,961.42,2279.13
2025-05,JP01,USD,143,447502.42,56673.79,390828.63,470.85,610.11,1080.96
2025-05,US01,CNY,123,1159862.55,4338935.8,-3179073.25,-16990.12,-24643.79,-41633.91
2025-05,US01,CZK,98,434429.51,3245910.01,-2811480.5,-13179.49,-18166.97,-31346.46
2025-05,US01,EUR,131,602325.95,124787.19,477538.76,805.96,1125.81,1931.77
2025-05,US01,JPY,119,745615.04,206542.71,539072.33,-524.45,-1794.31,-2318.76
2025-06,CN01,CZK,0,0.0,0.0,0.0,0.0,-37249.14,-37249.14
2025-06,CN01,EUR,0,0.0,0.0,0.0,0.0,-17565.21,-17565.21
2025-06,CN01,JPY,3,0.0,1211718.34,-1211718.34,690.51,0.0,690.51
2025-06,CZ01,CNY,0,0.0,0.0,0.0,0.0,15463.93,15463.93
2025-06,CZ01,EUR,2,0.0,4145474.15,-4145474.15,7188.49,0.0,7188.49
2025-06,CZ01,USD,1,0.0,882046.01,-882046.01,0.0,10954.76,10954.76
2025-06,DE01,CNY,102,302200.54,925191.17,-622990.63,-2195.46,9729.86,7534.4
2025-06,DE01,CZK,93,441248.47,2893061.33,-2451812.86,815.81,-22470.07,-21654.26
2025-06,DE01,JPY,97,214839.01,44532.96,170306.05,-1591.04,-8760.67,-10351.71
2025-06,DE01,USD,100,645428.28,46457.69,598970.59,-5472.59,-4803.73,-10276.32
2025-06,ES01,CNY,97,974547.64,1437078.59,-462530.95,-199.43,24875.49,24676.06
2025-06,ES01,CZK,88,929503.8,6179999.47,-5250495.67,-10576.55,-6514.62,-17091.17
2025-06,ES01,JPY,102,622949.37,114001.76,508947.61,-3122.0,-14387.77,-17509.77
2025-06,ES01,USD,90,674058.85,148601.05,525457.8,-2541.03,-6046.27,-8587.3
2025-06,JP01,CNY,154,351049.65,3154749.43,-2803699.78,532.95,-16594.81,-16061.86
2025-06,JP01,CZK,150,497715.95,1600413.53,-1102697.58,-11145.85,-20279.4,-31425.25
2025-06,JP01,EUR,134,459718.99,52840.53,406878.46,3024.62,6370.54,9395.16
2025-06,JP01,USD,122,366983.93,42620.63,324363.3,-12.03,-139.34,-151.37
2025-06,US01,CNY,121,854688.4,4544749.73,-3690061.33,-7949.38,-5825.77,-13775.15
2025-06,US01,CZK,100,387253.92,3654899.51,-3267645.59,-41456.8,-30121.33,-71578.13
2025-06,US01,EUR,112,295736.39,227797.3,67939.09,2199.04,7675.97,9875.01
2025-06,US01,JPY,114,560685.36,169426.45,391258.91,40.79,168.0,208.79
2025-07,CN01,JPY,2,0.0,1516408.19,-1516408.19,14161.28,5974.03,20135.31
2025-07,CZ01,CNY,1,0.0,1193558.36,-1193558.36,0.0,0.0,0.0
2025-07,CZ01,EUR,0,0.0,0.0,0.0,0.0,30248.06,30248.06
2025-07,CZ01,USD,0,0.0,0.0,0.0,0.0,18573.34,18573.34
2025-07,DE01,CNY,102,496582.31,1556625.31,-1060043.0,10653.75,-2817.43,7836.32
2025-07,DE01,CZK,98,374110.03,1909019.34,-1534909.31,749.32,-18639.33,-17890.01
2025-07,DE01,JPY,93,470703.44,34092.82,436610.62,-805.92,-4166.33,-4972.25
2025-07,DE01,USD,93,440357.41,43756.6,396600.81,-2885.8,-5356.29,-8242.09
2025-07,ES01,CNY,96,909197.74,793449.43,115748.31,-6866.62,12684.57,5817.95
2025-07,ES01,CZK,87,596561.31,1946655.0,-1350093.69,2066.69,-40377.72,-38311.03
2025-07,ES01,JPY,93,594627.18,194370.01,400257.17,-4010.93,-10848.08,-14859.01
2025-07,ES01,USD,73,296043.06,102371.87,193671.19,-778.75,-6451.8,-7230.55
2025-07,JP01,CNY,153,385338.38,1966807.97,-1581469.59,584.19,-47173.72,-46589.53
2025-07,JP01,CZK,128,424641.25,934986.71,-510345.46,-8732.55,-31507.4,-40239.95
2025-07,JP01,EUR,139,455212.57,47048.71,408163.86,4582.48,7296.63,11879.11
2025-07,JP01,USD,147,509667.74,49925.38,459742.36,2537.78,2468.88,5006.66
2025-07,US01,CNY,119,472805.09,4070782.43,-3597977.34,-2417.32,-1944.12,-4361.44
2025-07,US01,CZK,92,471666.27,1397910.66,-926244.39,2676.16,-71483.21,-68807.05
2025-07,US01,EUR,106,507925.7,161177.71,346747.99,-779.28,1714.17,934.89
2025-07,US01,JPY,106,663271.57,67465.95,595805.62,-2979.96,-3059.13,-6039.09
2025-08,CN01,JPY,0,0.0,0.0,0.0,0.0,7951.5,7951.5
2025-08,CZ01,CNY,0,0.0,0.0,0.0,0.0,792.79,792.79
2025-08,CZ01,EUR,1,0.0,401343.06,-401343.06,0.0,0.0,0.0
2025-08,CZ01,USD,2,0.0,1655579.15,-1655579.15,0.0,0.0,0.0
2025-08,DE01,CNY,100,608894.97,1181283.86,-572388.89,-1371.05,-2594.07,-3965.12
2025-08,DE01,CZK,92,255933.0,3390829.86,-3134896.86,-7667.3,906.41,-6760.89
2025-08,DE01,JPY,84,600044.96,34739.47,565305.49,-438.31,-217.92,-656.23
2025-08,DE01,USD,73,213002.24,34299.49,178702.75,213.82,1335.66,1549.48
2025-08,ES01,CNY,78,402167.48,806585.69,-404418.21,138.3,294.68,432.98
2025-08,ES01,CZK,90,343199.96,3421725.74,-3078525.78,-7517.33,1570.48,-5946.85
2025-08,ES01,JPY,80,547395.22,146719.71,400675.51,-57.04,-544.62,-601.66
2025-08,ES01,USD,83,519410.04,65428.0,453982.04,255.97,500.73,756.7
2025-08,JP01,CNY,136,393018.19,1389451.78,-996433.59,-3199.35,-5093.38,-8292.73
2025-08,JP01,CZK,123,477939.23,553779.33,-75840.1,-999.35,-2015.67,-3015.02
2025-08,JP01,EUR,131,413169.97,41819.51,371350.46,236.22,377.3,613.52
2025-08,JP01,USD,136,455087.54,36895.61,418191.93,1161.3,1325.86,2487.16
2025-08,US01,CNY,110,459316.32,1478494.41,-1019178.09,-17.05,615.05,598.0
2025-08,US01,CZK,92,435859.91,1214374.01,-778514.1,49.1,-510.36,-461.26
2025-08,US01,EUR,127,718628.07,311643.15,406984.92,-853.18,-501.47,-1354.65
2025-08,US01,JPY,118,757617.51,395307.25,362310.26,-2124.19,-1099.06,-3223.25
2025-09,CN01,EUR,1,0.0,1469663.17,-1469663.17,0.0,0.0,0.0
2025-09,CZ01,EUR,2,0.0,2581056.13,-2581056.13,2799.82,0.0,2799.82
2025-09,CZ01,USD,1,0.0,3229171.44,-3229171.44,0.0,25773.62,25773.62
2025-09,DE01,CNY,91,459608.54,1631769.08,-1172160.54,-181.35,1171.01,989.66
2025-09,DE01,CZK,74,202622.45,5010881.1,-4808258.65,-10219.15,-11650.32,-21869.47
2025-09,DE01,JPY,92,425395.55,44462.71,380932.84,-1963.23,-3766.87,-5730.1
2025-09,DE01,USD,83,581398.43,29945.73,551452.7,-365.64,-1169.7,-1535.34
2025-09,ES01,CNY,87,459135.0,2532683.63,-2073548.63,28.78,670.44,699.22
2025-09,ES01,CZK,97,834364.12,6325973.79,-5491609.67,-9411.83,-12064.4,-21476.23
2025-09,ES01,JPY,90,700662.95,154351.61,546311.34,-977.06,-3084.2,-4061.26
2025-09,ES01,USD,101,543443.62,132553.31,410890.31,-2544.89,-1355.55,-3900.44
2025-09,JP01,CNY,133,470338.32,5589492.92,-5119154.6,-4304.18,-4073.12,-8377.3
2025-09,JP01,CZK,143,500037.84,1841243.55,-1341205.71,-1038.67,-259.1,-1297.77
2025-09,JP01,EUR,116,408432.97,43298.99,365133.98,1055.46,2708.6,3764.06
2025-09,JP01,USD,143,371477.48,55413.95,316063.53,122.36,523.61,645.97
2025-09,US01,CNY,116,574916.19,3200104.67,-2625188.48,1279.46,-8273.82,-6994.36
2025-09,US01,CZK,106,779147.39,2558182.56,-1779035.17,-40.11,-12079.64,-12119.75
2025-09,US01,EUR,117,642528.93,345140.32,297388.61,-742.14,4238.72,3496.58
2025-09,US01,JPY,110,455908.15,283737.5,172170.65,196.82,-756.47,-559.65
2025-10,CN01,EUR,0,0.0,0.0,0.0,0.0,13768.99,13768.99
2025-10,CN01,JPY,1,0.0,252074.45,-252074.45,0.0,0.0,0.0
2025-10,CN01,USD,1,0.0,1238135.26,-1238135.26,0.0,0.0,0.0
2025-10,CZ01,EUR,0,0.0,0.0,0.0,0.0,3331.11,3331.11
2025-10,CZ01,USD,2,0.0,5285757.5,-5285757.5,-24094.95,0.0,-24094.95
2025-10,DE01,CNY,95,357142.7,2983384.15,-2626241.45,-13579.91,2598.2,-10981.71
2025-10,DE01,CZK,86,255426.49,6132350.48,-5876923.99,-4441.29,-1764.21,-6205.5
2025-10,DE01,JPY,94,413154.76,46555.21,366599.55,-1694.5,-3936.59,-5631.09
2025-10,DE01,USD,96,662538.58,41876.15,620662.43,2763.4,2063.02,4826.42
2025-10,ES01,CNY,104,819866.43,4215235.57,-3395369.14,-17636.25,-1790.43,-19426.68
2025-10,ES01,CZK,90,722043.58,3298220.99,-2576177.41,471.25,-7558.72,-7087.47
2025-10,ES01,JPY,103,505383.52,150921.65,354461.87,-229.13,-7846.69,-8075.82
2025-10,ES01,USD,101,855329.87,253893.99,601435.88,586.6,3009.59,3596.19
2025-10,JP01,CNY,125,376957.28,7939045.98,-7562088.7,-116407.92,-7226.27,-123634.19
2025-10,JP01,CZK,156,470714.79,1512892.72,-1042177.93,-6486.17,-15071.15,-21557.32
2025-10,JP01,EUR,120,547639.03,49184.13,498454.9,2494.01,2903.6,5397.61
2025-10,JP01,USD,149,471238.99,70557.55,400681.44,3562.52,3875.9,7438.42
2025-10,US01,CNY,116,522367.65,5402462.03,-4880094.38,-1757.31,138.77,-1618.54
2025-10,US01,CZK,135,653775.28,1909906.23,-1256130.95,-648.67,13923.14,13274.47
2025-10,US01,EUR,99,657753.19,92870.71,564882.48,-2741.36,138.61,-2602.75
2025-10,US01,JPY,114,651310.6,117574.86,533735.74,-1433.84,-2618.11,-4051.95
2025-11,CN01,CZK,2,0.0,2803155.08,-2803155.08,0.0,0.0,0.0
2025-11,CN01,JPY,0,0.0,0.0,0.0,0.0,6475.83,6475.83
2025-11,CN01,USD,0,0.0,0.0,0.0,0.0,2443.06,2443.06
2025-11,CZ01,USD,0,0.0,0.0,0.0,0.0,-14372.4,-14372.4
2025-11,DE01,CNY,105,414001.73,2969444.42,-2555442.69,-10367.3,-10770.67,-21137.97
2025-11,DE01,CZK,99,550291.81,5334903.37,-4784611.56,-8521.17,-11204.68,-19725.85
2025-11,DE01,JPY,89,342555.74,47647.22,294908.52,-1706.99,-4760.3,-6467.29
2025-11,DE01,USD,90,671047.91,43641.92,627405.99,1639.1,2131.85,3770.95
2025-11,ES01,CNY,112,896473.58,4057197.24,-3160723.66,-11725.8,-15602.65,-27328.45
2025-11,ES01,CZK,104,682905.52,4265600.91,-3582695.39,-2901.86,-5745.01,-8646.87
2025-11,ES01,JPY,85,443459.05,147094.36,296364.69,-2956.21,-3297.0,-6253.21
2025-11,ES01,USD,89,1252323.35,143979.43,1108343.92,-76.74,3730.76,3654.02
2025-11,JP01,CNY,153,556212.45,4977908.64,-4421696.19,-37615.65,-156655.76,-194271.41
2025-11,JP01,CZK,157,563447.97,1833265.13,-1269817.16,-8176.09,-13707.44,-21883.53
2025-11,JP01,EUR,140,473340.57,57776.1,415564.47,3379.89,5413.55,8793.44
2025-11,JP01,USD,141,590876.22,57169.08,533707.14,3826.21,5676.77,9502.98
2025-11,US01,CNY,109,647924.06,4626368.63,-3978444.57,-3963.79,-5665.54,-9629.33
2025-11,US01,CZK,112,499254.53,2595172.57,-2095918.04,-531.93,3947.45,3415.52
2025-11,US01,EUR,107,663413.06,102022.54,561390.52,-538.12,-2893.91,-3432.03
2025-11,US01,JPY,127,690615.95,69373.41,621242.54,-6720.19,-5938.38,-12658.57
2025-12,CN01,CZK,0,0.0,0.0,0.0,0.0,-8687.65,-8687.65
2025-12,CN01,EUR,1,0.0,13401.06,-13401.06,0.0,0.0,0.0
2025-12,CN01,USD,1,0.0,295058.71,-295058.71,0.0,0.0,0.0
2025-12,CZ01,USD,1,0.0,399512.2,-399512.2,0.0,0.0,0.0
2025-12,DE01,CNY,93,219452.18,3042285.79,-2822833.61,6019.86,4558.45,10578.31
2025-12,DE01,CZK,92,395207.02,2596110.27,-2200903.25,-178.85,5156.05,4977.2
2025-12,DE01,JPY,89,431544.17,43681.76,387862.41,-2564.33,-2576.27,-5140.6
2025-12,DE01,USD,92,318053.81,49430.52,268623.29,-2831.03,-5127.08,-7958.11
2025-12,ES01,CNY,107,956883.14,2763622.98,-1806739.84,343.92,12739.86,13083.78
2025-12,ES01,CZK,117,825759.06,6862066.44,-6036307.38,2976.35,750.56,3726.91
2025-12,ES01,JPY,89,777403.23,173338.17,604065.06,-1881.6,-3284.37,-5165.97
2025-12,ES01,USD,89,976419.27,91089.49,885329.78,-3598.66,-10459.73,-14058.39
2025-12,JP01,CNY,167,626158.63,5380223.81,-4754065.18,-22924.04,-35847.69,-58771.73
2025-12,JP01,CZK,157,529027.99,1347654.81,-818626.82,2271.9,-23085.4,-20813.5
2025-12,JP01,EUR,137,624500.13,54820.36,569679.77,1386.89,5856.88,7243.77
2025-12,JP01,USD,148,559261.0,53858.65,505402.35,612.55,1920.94,2533.49
2025-12,US01,CNY,102,543150.89,5037155.21,-4494004.32,-18099.51,-15894.76,-33994.27
2025-12,US01,CZK,92,367102.52,4470161.4,-4103058.88,-25490.14,1085.57,-24404.57
2025-12,US01,EUR,127,692765.84,98804.96,593960.88,4261.14,2859.52,7120.66
2025-12,US01,JPY,134,923996.33,83929.2,840067.13,-1125.26,-1823.86,-2949.12
2026-01,CN01,CZK,1,0.0,711653.72,-711653.72,0.0,0.0,0.0
2026-01,CN01,EUR,0,0.0,0.0,0.0,0.0,112.07,112.07
2026-01,CN01,USD,0,0.0,0.0,0.0,0.0,3209.69,3209.69
2026-01,CZ01,USD,1,0.0,560671.63,-560671.63,0.0,694.54,694.54
2026-01,DE01,CNY,83,279096.57,252758.04,26338.53,406.37,-24013.59,-23607.22
2026-01,DE01,CZK,88,389345.19,486015.84,-96670.65,-53.4,1762.91,1709.51
2026-01,DE01,JPY,85,295264.95,33915.47,261349.48,-337.08,-2702.42,-3039.5
2026-01,DE01,USD,74,143058.31,36235.98,106822.33,-22.23,-653.39,-675.62
2026-01,ES01,CNY,89,759982.54,2385171.88,-1625189.34,-17526.53,2416.84,-15109.69
2026-01,ES01,CZK,110,965136.37,2575569.86,-1610433.49,1674.04,3014.43,4688.47
2026-01,ES01,JPY,76,861673.56,70866.05,790807.51,-2546.59,-2187.2,-4733.79
2026-01,ES01,USD,111,920367.47,193480.25,726887.22,-790.36,-1436.4,-2226.76
2026-01,JP01,CNY,147,660956.22,1565821.28,-904865.06,-19882.47,-57130.6,-77013.07
2026-01,JP01,CZK,156,572432.94,1334332.32,-761899.38,-7237.15,1457.86,-5779.29
2026-01,JP01,EUR,134,434131.65,54208.18,379923.47,1786.28,2678.05,4464.33
2026-01,JP01,USD,160,568278.95,53932.37,514346.58,1388.23,1301.24,2689.47
2026-01,US01,CNY,121,662695.19,439051.19,223644.0,2093.51,-50979.85,-48886.34
2026-01,US01,CZK,121,625830.3,652068.89,-26238.59,408.16,-7541.15,-7132.99
2026-01,US01,EUR,138,580879.98,129934.89,450945.09,292.51,1201.51,1494.02
2026-01,US01,JPY,115,610893.39,70678.27,540215.12,-1950.39,-2519.82,-4470.21
2026-02,CN01,CZK,1,0.0,712197.67,-712197.67,544.91,0.0,544.91
2026-02,CZ01,USD,0,0.0,0.0,0.0,0.0,4492.86,4492.86
2026-02,DE01,CNY,88,288303.86,1519474.49,-1231170.63,172.04,-131.72,40.32
2026-02,DE01,CZK,100,449753.85,2625597.74,-2175843.89,-196.43,122.51,-73.92
2026-02,DE01,JPY,100,475077.09,39524.99,435552.1,254.29,439.61,693.9
2026-02,DE01,USD,84,406738.45,35345.18,371393.27,-600.82,-173.58,-774.4
2026-02,ES01,CNY,91,870518.68,1970588.41,-1100069.73,503.32,-2989.95,-2486.63
2026-02,ES01,CZK,100,1125100.96,2684773.31,-1559672.35,223.86,-1454.79,-1230.93
2026-02,ES01,JPY,86,579806.85,56982.35,522824.5,233.0,1866.67,2099.67
2026-02,ES01,USD,97,1039427.94,182072.28,857355.66,-2169.66,-3099.54,-5269.2
2026-02,JP01,CNY,131,383256.39,2250532.47,-1867276.08,-164.11,1182.08,1017.97
2026-02,JP01,CZK,154,454309.44,1045820.45,-591511.01,-181.45,1621.9,1440.45
2026-02,JP01,EUR,146,347577.38,53179.73,294397.65,-102.79,-905.86,-1008.65
