division,product,revenue,variable_production_cost,variable_selling_cost,fixed_production_cost,marginal_contribution,gross_profit,opex,quantity,mc_pct,gross_margin_pct,operating_contribution,name,product_family,product_subfamily,product_type,quality_tier,quality_score,generation,strategic_role
Hardware,HW-TRM-RUG-E,5070337.96,2649755.89,301178.22000000003,264925.25,2119404.28,1854479.01,601927.583220806,237.0,0.4180005941852444,0.36575057217684953,1252551.426779194,Aureon Rugged Terminal Essential,Terminals,Mobile Terminals,Rugged Terminal,Essential,1,G2,Volume
Hardware,HW-TRM-RUG-P,3703500.71,2306191.05,203692.41,203692.41,1193617.18,989924.55,430850.3203866201,135.0,0.3222943030028473,0.2672942784450013,559074.2296133799,Aureon Rugged Terminal Professional,Terminals,Mobile Terminals,Rugged Terminal,Professional,2,G2,Core
Hardware,HW-TRM-RUG-X,119371.29000000001,88603.74,6040.200000000001,7221.960000000001,24727.350000000002,17505.39,15292.493300012966,3.0,0.20714654252291317,0.14664656803155934,2212.8966999870336,Aureon Rugged Terminal Premium,Terminals,Mobile Terminals,Rugged Terminal,Premium,3,G2,Premium
Software,SW-ANL-BI-E,643688.55,88791.48,24331.47,27517.66,530565.85,503048.12,117151.57361726291,500.0,0.8242586418540456,0.7815085727406522,385896.5463827371,Aureon Business Intelligence Essential,Analytics,Business Analytics,Business Intelligence,Essential,1,G2,Volume
Software,SW-ANL-BI-P,685016.84,112497.87,23975.54,30825.77,548543.12,517717.45,124369.91517308781,415.0,0.8007731897510725,0.755773317923104,393347.5348269122,Aureon Business Intelligence Professional,Analytics,Business Analytics,Business Intelligence,Professional,2,G2,Core
Software,SW-ANL-BI-X,302916.57,60596.74,9753.92,14994.36,232565.99,217571.63999999998,54659.316720455165,124.0,0.7677559203842826,0.7182559871188294,162912.32327954483,Aureon Business Intelligence Premium,Analytics,Business Analytics,Business Intelligence,Premium,3,G2,Premium
Software,SW-ANL-FIN-E,797658.66,114000.38,30151.42,34099.9,653506.62,619406.82,149626.567969238,578.0,0.8192810443504743,0.7765311793894395,469780.2520307619,Aureon Finance Analytics Essential,Analytics,Business Analytics,Finance Analytics,Essential,1,G2,Volume
Software,SW-ANL-FIN-P,387535.54,65794.2,13563.76,17439.12,308177.62,290738.52,68771.36434425226,219.0,0.7952241489903095,0.7502241471840235,221967.15565574775,Aureon Finance Analytics Professional,Analytics,Business Analytics,Finance Analytics,Professional,2,G2,Core
Software,SW-ANL-FIN-X,426825.36,88568.99,13743.84,21127.9,324512.48,303384.67,83739.36658194549,163.0,0.7602933433945912,0.7107934495738492,219645.30341805448,Aureon Finance Analytics Premium,Analytics,Business Analytics,Finance Analytics,Premium,3,G2,Premium
Software,SW-ANL-OPS-E,884874.46,135449.89,33448.33,37828.31,715976.21,678148.0,168842.09798044464,565.0,0.809127443908823,0.7663776396032496,509305.90201955533,Aureon Operations Analytics Essential,Analytics,Advanced Analytics,Operations Analytics,Essential,1,G2,Volume
Software,SW-ANL-OPS-P,893603.9400000001,162738.32,31276.26,40212.11,699589.55,659377.29,167145.63290500228,445.0,0.7828854805631229,0.73788538801653,492231.65709499776,Aureon Operations Analytics Professional,Analytics,Advanced Analytics,Operations Analytics,Professional,2,G2,Core
Software,SW-ANL-OPS-X,240824.38,53607.27,7754.54,11920.81,179462.55,167541.73,44866.98162347702,81.0,0.7452009219332361,0.6957008671630339,122674.748376523,Aureon Operations Analytics Premium,Analytics,Advanced Analytics,Operations Analytics,Premium,3,G2,Premium
Software,SW-ANL-PRD-E,611231.09,90262.67,23104.59,26130.14,497863.85000000003,471733.71,110747.01617955517,415.0,0.8145263847753557,0.771776366938403,360986.69382044487,Aureon Predictive Analytics Essential,Analytics,Advanced Analytics,Predictive Analytics,Essential,1,G2,Volume
Software,SW-ANL-PRD-P,662842.1,116679.5,23199.51,29827.95,522963.09,493135.22,124388.07244978534,351.0,0.788970842377091,0.7439708793391367,368747.14755021466,Aureon Predictive Analytics Professional,Analytics,Advanced Analytics,Predictive Analytics,Professional,2,G2,Core
Software,SW-ANL-PRD-X,536739.26,115397.85,17283.03,26568.55,404058.43,377489.83,100988.72810195209,192.0,0.7528020774928966,0.7033020651405303,276501.10189804796,Aureon Predictive Analytics Premium,Analytics,Advanced Analytics,Predictive Analytics,Premium,3,G2,Premium
Software,SW-AUT-INT-E,898401.74,132981.18,33959.49,38406.65,731461.06,693054.34,167349.91865280544,582.0,0.8141803687958129,0.7714303180223137,525704.4213471946,Aureon Integration Hub Essential,Automation,Integration,Integration Hub,Essential,1,G2,Volume
Software,SW-AUT-INT-P,678851.16,119656.78,23759.81,30548.22,535434.61,504886.29,129351.17232151641,343.0,0.7887363851598927,0.7437363589391229,375535.1176784836,Aureon Integration Hub Professional,Automation,Integration,Integration Hub,Professional,2,G2,Core
Software,SW-AUT-INT-X,371883.09,79849.68000000001,11974.65,18408.21,280058.78,261650.6,69588.9311811067,127.0,0.7530828573033531,0.7035829459199126,192061.66881889332,Aureon Integration Hub Premium,Automation,Integration,Integration Hub,Premium,3,G2,Premium
Software,SW-AUT-MON-E,726646.8200000001,110868.31999999999,27467.36,31064.12,588311.39,557247.18,139476.40829953554,443.0,0.8096249426922421,0.7668748622611463,417770.77170046454,Aureon Monitoring Suite Essential,Automation,Integration,Monitoring Suite,Essential,1,G2,Volume
Software,SW-AUT-MON-P,738744.56,134687.26,25856.04,33243.54,578201.08,544957.4400000001,140005.4384518239,351.0,0.7826806602812749,0.7376804778095422,404952.00154817617,Aureon Monitoring Suite Professional,Automation,Integration,Monitoring Suite,Professional,2,G2,Core
Software,SW-AUT-MON-X,420440.5,93618.48,13538.22,20811.81,313283.76,292471.99,77422.92134723166,135.0,0.7451322125247212,0.6956322951761307,215049.06865276833,Aureon Monitoring Suite Premium,Automation,Integration,Monitoring Suite,Premium,3,G2,Premium
Software,SW-AUT-ORC-E,573013.6,79029.57,21660.03,24496.29,472324.11,447827.95,104916.8652223168,425.0,0.8242808024102743,0.7815311015305746,342911.0847776832,Aureon Process Orchestrator Essential,Automation,Orchestration,Process Orchestrator,Essential,1,G2,Volume
Software,SW-AUT-ORC-P,586070.74,96114.21,20512.46,26373.2,469444.01,443070.83,116296.17819928481,339.0,0.8010022988009946,0.7560023044317142,326774.6518007152,Aureon Process Orchestrator Professional,Automation,Orchestration,Process Orchestrator,Professional,2,G2,Core
Software,SW-AUT-ORC-X,230198.88,45994.82,7412.43,11394.84,176791.68,165396.82,40304.37203475494,90.0,0.7679953959810751,0.7184953289086377,125092.44796524507,Aureon Process Orchestrator Premium,Automation,Orchestration,Process Orchestrator,Premium,3,G2,Premium
Software,SW-AUT-RPA-E,710048.52,101479.72,26839.8,30354.510000000002,581728.97,551374.37,135428.290003837,491.0,0.8192805894447889,0.7765305531514944,415946.079996163,Aureon Automation Studio Essential,Automation,Orchestration,Automation Studio,Essential,1,G2,Volume
Software,SW-AUT-RPA-P,913676.4299999999,155215.43,31978.670000000002,41115.31,726482.3,685366.84,166147.85065654543,493.0,0.7951198872449846,0.7501198646439856,519218.98934345454,Aureon Automation Studio Professional,Automation,Orchestration,Automation Studio,Professional,2,G2,Core
Software,SW-AUT-RPA-X,332443.81,69502.06,10704.73,16456.03,252237.06,235781.07,60743.35402204629,121.0,0.7587359199138044,0.7092358555269836,175037.71597795372,Aureon Automation Studio Premium,Automation,Orchestration,Automation Studio,Premium,3,G2,Premium
Software,SW-PLT-API-E-NXT,1264614.24,302971.25,47802.41,54062.31,913840.71,859778.35,235437.74032145375,785.0,0.7226240865356696,0.679874006479636,624340.6096785462,Aureon API Gateway NextGen Essential,Platform,Edge Services,API Gateway,Essential,1,G3,Growth
Software,SW-PLT-API-P,766523.33,139214.86,26828.28,34493.59,600480.16,565986.59,141185.3397751509,401.0,0.7833814529819987,0.7383814266944752,424801.2502248491,Aureon API Gateway Professional,Platform,Edge Services,API Gateway,Professional,2,G2,Core
Software,SW-PLT-API-X,492344.13,109228.9,15853.43,24371.0,367261.74,342890.74,96342.65123273019,174.0,0.745945198940424,0.6964452688813412,246548.0887672698,Aureon API Gateway Premium,Platform,Edge Services,API Gateway,Premium,3,G2,Premium
Software,SW-PLT-CORE-E,1109659.43,153001.04,41945.18,47437.81,914713.22,867275.28,205824.85320093794,905.0,0.8243188813346092,0.7815688819046039,661450.426799062,Aureon Core Platform Essential,Platform,Core Services,Core Platform,Essential,1,G2,Volume
Software,SW-PLT-CORE-P,719791.59,118032.71,25192.77,32390.59,576566.02,544175.48,133559.19555656123,458.0,0.8010180002242039,0.7560181135208873,410616.28444343875,Aureon Core Platform Professional,Platform,Core Services,Core Platform,Professional,2,G2,Core
Software,SW-PLT-CORE-X,716779.99,143830.22,23080.39,35480.5,549869.46,514388.7,137055.70497152503,308.0,0.7671384074212227,0.7176381974613996,377332.99502847495,Aureon Core Platform Premium,Platform,Core Services,Core Platform,Premium,3,G2,Premium
Software,SW-PLT-EDGE-E,984922.36,145636.89,37229.99,42105.38,802055.41,759949.9,186412.295875565,702.0,0.8143336394556014,0.7715835591345495,573537.604124435,Aureon Edge Runtime Essential,Platform,Edge Services,Edge Runtime,Essential,1,G2,Volume
Software,SW-PLT-EDGE-P,631256.78,111135.29,22093.96,28406.52,498027.44,469620.96,118363.58144874268,351.0,0.7889458866485363,0.7439460056175555,351257.3785512573,Aureon Edge Runtime Professional,Platform,Edge Services,Edge Runtime,Professional,2,G2,Core
Software,SW-PLT-EDGE-X,202448.95,43648.24,6518.88,10021.2,152281.93,142260.63,35901.014578805174,76.0,0.752199159343627,0.7026987791243174,106359.61542119483,Aureon Edge Runtime Premium,Platform,Edge Services,Edge Runtime,Premium,3,G2,Premium
Software,SW-PLT-WF-E,1018406.79,145340.66,38495.66,43536.9,834570.49,791033.61,193144.32969195987,775.0,0.8194863763624356,0.7767363864492695,597889.2803080401,Aureon Workflow Engine Essential,Platform,Core Services,Workflow Engine,Essential,1,G2,Volume
Software,SW-PLT-WF-P,1090860.32,185867.25,38180.15,49088.81,866812.99,817724.14,203914.6503980887,647.0,0.7946140987143064,0.7496139744087492,613809.4896019113,Aureon Workflow Engine Professional,Platform,Core Services,Workflow Engine,Professional,2,G2,Core
Software,SW-PLT-WF-X,590978.97,122607.15,19029.44,29253.38,449342.13,420088.72,106172.2056461273,237.0,0.7603352281723325,0.7108353111109859,313916.5143538727,Aureon Workflow Engine Premium,Platform,Core Services,Workflow Engine,Premium,3,G2,Premium
Software,SW-SEC-CMP-E-NXT,1096792.35,262624.1,41458.78,46887.81,792709.64,745821.4,206753.8312461832,577.0,0.7227527070187898,0.6800023723724914,539067.5687538169,Aureon Compliance Monitor NextGen Essential,Security,Protection,Compliance Monitor,Essential,1,G3,Growth
Software,SW-SEC-CMP-P,692753.06,126068.39,24246.35,31173.95,542438.28,511264.43,134348.33592346602,307.0,0.7830182374077135,0.7380182918282597,376916.094076534,Aureon Compliance Monitor Professional,Security,Protection,Compliance Monitor,Professional,2,G2,Core
Software,SW-SEC-CMP-X,210259.15,46499.51,6770.35,10407.82,156989.2,146581.38,36306.28911228998,63.0,0.7466462220550212,0.6971462597466033,110275.09088771002,Aureon Compliance Monitor Premium,Security,Protection,Compliance Monitor,Premium,3,G2,Premium
Software,SW-SEC-IAM-E,966384.62,133175.37,36529.3,41312.94,796679.8,755366.8099999999,184744.625776547,668.0,0.8243920521003325,0.781642002953234,570622.1842234529,Aureon Identity Access Essential,Security,Identity,Identity Access,Essential,1,G2,Volume
Software,SW-SEC-IAM-P,649159.43,106519.29,22720.65,29212.2,519919.55,490707.25,124791.16348617709,350.0,0.800911957791324,0.7559117642333255,365916.0865138229,Aureon Identity Access Professional,Security,Identity,Identity Access,Professional,2,G2,Core
Software,SW-SEC-IAM-X,455526.2,91099.48,14667.97,22548.59,349758.79,327210.15,84014.37763434225,166.0,0.7678126746606452,0.7183124702816216,243195.7723656578,Aureon Identity Access Premium,Security,Identity,Identity Access,Premium,3,G2,Premium
Software,SW-SEC-KMS-E,975166.18,144252.53,36861.24,41688.3,794052.26,752363.95,185399.87404629492,589.0,0.8142737886992758,0.7715238340197564,566964.075953705,Aureon Key Management Essential,Security,Protection,Key Management,Essential,1,G2,Volume
Software,SW-SEC-KMS-P,741126.3099999999,130614.34,25939.36,33350.72,584572.65,551221.93,138484.41946530394,349.0,0.788762512020387,0.7437624633782062,412737.5105346961,Aureon Key Management Professional,Security,Protection,Key Management,Professional,2,G2,Core
Software,SW-SEC-KMS-X,521719.25,112288.51,16799.44,25825.04,392631.34,366806.34,98009.00374046156,166.0,0.7525720777985478,0.7030722749831447,268797.3362595385,Aureon Key Management Premium,Security,Protection,Key Management,Premium,3,G2,Premium
Software,SW-SEC-PAM-E,747723.3099999999,106784.61,28263.86,31965.1,612674.41,580709.38,138925.37221806537,482.0,0.8193865321652204,0.7766367214096883,441784.00778193463,Aureon Privileged Access Essential,Security,Identity,Privileged Access,Essential,1,G2,Volume
Software,SW-SEC-PAM-P,833467.4,141850.75,29171.32,37506.0,662445.3099999999,624939.27,159012.7329652466,419.0,0.794806503529712,0.7498064951310633,465926.5370347534,Aureon Privileged Access Professional,Security,Identity,Privileged Access,Professional,2,G2,Core
Software,SW-SEC-PAM-X,332771.94,69070.39,10715.26,16472.16,252986.31,236514.13999999998,63839.66764871129,113.0,0.7602393098408478,0.7107394331385032,172674.47235128868,Aureon Privileged Access Premium,Security,Identity,Privileged Access,Premium,3,G2,Premium
Spare Parts,SP-CON-BAT-E,682350.08,269015.25,55270.32,22688.11,358064.47,335376.3,75995.10842648892,1204.0,0.5247518546491561,0.4915018109179382,259381.19157351105,Aureon Battery Pack Essential,Consumables,Power & Service,Battery Pack,Essential,1,G2,Volume
Spare Parts,SP-CON-BAT-P,670674.19,314791.43,50300.56,23473.63,305582.16,282108.56,73707.68496313145,923.0,0.4556342924125349,0.42063428741756115,208400.87503686856,Aureon Battery Pack Professional,Consumables,Power & Service,Battery Pack,Professional,2,G2,Core
Spare Parts,SP-CON-BAT-X,523565.15,299808.33,36125.97,20157.24,187630.82,167473.52,58795.12006388903,487.0,0.3583714844274872,0.3198714047334892,108678.39993611096,Aureon Battery Pack Premium,Consumables,Power & Service,Battery Pack,Premium,3,G2,Premium
Spare Parts,SP-CON-FIL-E,928950.28,341550.9,75245.0,30887.63,512154.47,481266.86,99887.6401959607,1875.0,0.5513260300648167,0.5180760158659944,381379.2198040393,Aureon Filter Pack Essential,Consumables,Routine Consumables,Filter Pack,Essential,1,G2,Volume
Spare Parts,SP-CON-FIL-P,534048.02,233671.78,40053.64,18691.69,260322.75,241631.05,55635.828542875686,841.0,0.48745195235439687,0.45245191621532455,185995.2214571243,Aureon Filter Pack Professional,Consumables,Routine Consumables,Filter Pack,Professional,2,G2,Core
Spare Parts,SP-CON-FIL-X,651267.45,347689.71,44937.47,25073.79,258640.35,233566.5,77796.94300319008,693.0,0.39713385030988424,0.3586337686614002,155769.5569968099,Aureon Filter Pack Premium,Consumables,Routine Consumables,Filter Pack,Premium,3,G2,Premium
Spare Parts,SP-CON-LUB-E,1025111.65,417911.57,83034.09,34084.93,524166.03,490081.11,112516.14550805937,1701.0,0.5113257955852907,0.4780758369100575,377564.9644919406,Aureon Service Lubricant Pack Essential,Consumables,Power & Service,Service Lubricant Pack,Essential,1,G2,Volume
Spare Parts,SP-CON-LUB-P,371526.63,180243.93,27864.489999999998,13003.42,163418.22,150414.75,37656.86317325022,481.0,0.4398560070916047,0.4048559049454947,112757.88682674977,Aureon Service Lubricant Pack Professional,Consumables,Power & Service,Service Lubricant Pack,Professional,2,G2,Core
Spare Parts,SP-CON-SEL-E,983419.59,374638.96,79656.99,32698.670000000002,529123.59,496424.92,105901.98684685979,1852.0,0.538044589898804,0.5047946217951587,390522.9331531402,Aureon Seal Pack Essential,Consumables,Routine Consumables,Seal Pack,Essential,1,G2,Volume
Spare Parts,SP-CON-SEL-P,844905.62,383210.54,63367.89,29571.67,398327.12,368755.34,97158.09082054281,1241.0,0.4714456982781106,0.4364455996872172,271597.2491794572,Aureon Seal Pack Professional,Consumables,Routine Consumables,Seal Pack,Professional,2,G2,Core
Spare Parts,SP-CON-SEL-X,447333.24,247497.09,30866.05,17222.35,168970.28,151747.91,47361.536413021735,444.0,0.3777279774693247,0.3392278874693059,104386.37358697827,Aureon Seal Pack Premium,Consumables,Routine Consumables,Seal Pack,Premium,3,G2,Premium
Spare Parts,SP-INT-CNX-E,904919.91,506382.23,73298.5,30088.57,325239.17,295150.65,97167.55916004244,735.0,0.3594121053210112,0.32616217936900077,197983.0908399576,Aureon Connector Set Essential,Interface Components,User Interfaces,Connector Set,Essential,1,G1 Legacy,Harvest
Spare Parts,SP-INT-CNX-P,1244104.12,603821.89,93307.83,43543.66,546974.49,503430.82,135186.1593843763,788.0,0.4396533065094262,0.4046532857716121,368244.6606156237,Aureon Connector Set Professional,Interface Components,User Interfaces,Connector Set,Professional,2,G2,Core
Spare Parts,SP-INT-DSP-E,1472382.68,580504.9,119262.92,48956.74,772614.73,723658.04,159717.07778456522,1271.0,0.5247377196803211,0.49148774284685287,563940.9622154348,Aureon Display Interface Essential,Interface Components,User Interfaces,Display Interface,Essential,1,G2,Volume
Spare Parts,SP-INT-DSP-P,583307.62,273692.39,43748.06,20415.79,265867.18,245451.41999999998,58467.1416256565,393.0,0.4557923999004162,0.42079241138663676,186984.27837434347,Aureon Display Interface Professional,Interface Components,User Interfaces,Display Interface,Professional,2,G2,Core
Spare Parts,SP-INT-DSP-X,540583.98,309564.97,37300.29,20812.510000000002,193718.71,172906.25,59092.34064315537,246.0,0.3583508153534257,0.3198508583254724,113813.90935684464,Aureon Display Interface Premium,Interface Components,User Interfaces,Display Interface,Premium,3,G2,Premium
Spare Parts,SP-INT-NET-E,865441.71,318208.15,70100.75,28775.989999999998,477132.8,448356.86,92423.55299949819,855.0,0.5513170840818384,0.5180670804507447,355933.3070005018,Aureon Network Interface Essential,Interface Components,Network Interfaces,Network Interface,Essential,1,G2,Volume
Spare Parts,SP-INT-NET-P,1246840.67,545621.49,93513.01,43639.45,607706.1,564066.66,130917.12317677004,961.0,0.48739675775895247,0.4523967444854041,433149.53682323,Aureon Network Interface Professional,Interface Components,Network Interfaces,Network Interface,Professional,2,G2,Core
Spare Parts,SP-INT-NET-X,336067.09,179442.79,23188.63,12938.55,133435.61,120497.05,35798.95940305009,175.0,0.39705051155113097,0.35855057988570077,84698.09059694991,Aureon Network Interface Premium,Interface Components,Network Interfaces,Network Interface,Premium,3,G2,Premium
Spare Parts,SP-INT-USB-E,1644716.33,626494.81,133221.98,54686.79,884999.5,830312.67,177035.14030937286,1516.0,0.5380864066692886,0.5048363993564775,653277.5296906272,Aureon Service Interface Essential,Interface Components,Network Interfaces,Service Interface,Essential,1,G2,Volume
Spare Parts,SP-INT-USB-P,1104382.06,500872.46,82828.65,38653.35,520680.9,482027.56,120762.16700053638,794.0,0.471468089584867,0.43646811865089513,361265.3929994636,Aureon Service Interface Professional,Interface Components,Network Interfaces,Service Interface,Professional,2,G2,Core
Spare Parts,SP-INT-USB-X,597126.02,330395.68,41201.71,22989.34,225528.69,202539.32,71218.08811638785,290.0,0.37769027382193127,0.3391902432923623,131321.23188361217,Aureon Service Interface Premium,Interface Components,Network Interfaces,Service Interface,Premium,3,G2,Premium
Spare Parts,SP-KIT-CAL-E,1696954.78,646390.8,137453.35,56423.78,913110.67,856686.91,180750.87971361968,1793.0,0.538087803376823,0.504837795383092,675936.0302863803,Aureon Calibration Kit Essential,Maintenance Kits,Preventive Kits,Calibration Kit,Essential,1,G2,Volume
Spare Parts,SP-KIT-CAL-P,1049715.42,475957.05,78728.69,36740.08,495029.7,458289.64,113506.3216040489,865.0,0.47158467006229177,0.43658465072371716,344783.3183959511,Aureon Calibration Kit Professional,Maintenance Kits,Preventive Kits,Calibration Kit,Professional,2,G2,Core
Spare Parts,SP-KIT-CAL-X,635736.74,351644.72,43865.8,24475.88,240226.3,215750.38,67993.45267239722,354.0,0.37787072051239323,0.3393706331963762,147756.92732760278,Aureon Calibration Kit Premium,Maintenance Kits,Preventive Kits,Calibration Kit,Premium,3,G2,Premium
Spare Parts,SP-KIT-OVR-E,1259554.2,496583.62,102023.95,41880.17,660946.74,619066.55,137850.8110542957,1247.0,0.5247465650942215,0.49149655489219923,481215.73894570436,Aureon Overhaul Kit Essential,Maintenance Kits,Overhaul Kits,Overhaul Kit,Essential,1,G2,Volume
Spare Parts,SP-KIT-OVR-P,1354932.26,636046.6,101619.9,47422.65,617265.73,569843.13,144468.49390308847,1046.0,0.4555694393164718,0.4205694607935603,425374.6360969115,Aureon Overhaul Kit Professional,Maintenance Kits,Overhaul Kits,Overhaul Kit,Professional,2,G2,Core
Spare Parts,SP-KIT-OVR-X,757125.91,433592.82,52241.69,29149.39,271291.44,242142.06,77958.8527770222,395.0,0.35831746928327946,0.3198174264040178,164183.2072229778,Aureon Overhaul Kit Premium,Maintenance Kits,Overhaul Kits,Overhaul Kit,Premium,3,G2,Premium
Spare Parts,SP-KIT-PRE-E,1799213.75,661363.34,145736.3,59823.93,992114.03,932290.13,198441.747311182,2038.0,0.5514153223873484,0.5181652985922323,733848.382688818,Aureon Preventive Maintenance Kit Essential,Maintenance Kits,Preventive Kits,Preventive Maintenance Kit,Essential,1,G2,Volume
Spare Parts,SP-KIT-PRE-P,1502153.57,657432.82,112661.56,52575.28,732059.23,679483.84,167395.37481457606,1327.0,0.4873398064087415,0.4523397963897925,512088.4651854239,Aureon Preventive Maintenance Kit Professional,Maintenance Kits,Preventive Kits,Preventive Maintenance Kit,Professional,2,G2,Core
Spare Parts,SP-KIT-PRE-X,598082.41,319325.2,41267.7,23026.17,237489.45,214463.3,62910.26447157671,357.0,0.3970848264873732,0.35858486458412975,151553.03552842326,Aureon Preventive Maintenance Kit Premium,Maintenance Kits,Preventive Kits,Preventive Maintenance Kit,Premium,3,G2,Premium
Spare Parts,SP-KIT-SAF-E,1833662.6099999999,747578.17,148526.66,60969.27,937557.9,876588.61,200878.11330368844,1707.0,0.51130338530489,0.4780533808234221,675710.4966963115,Aureon Safety Service Kit Essential,Maintenance Kits,Overhaul Kits,Safety Service Kit,Essential,1,G2,Volume
Spare Parts,SP-KIT-SAF-P,331754.76,160953.25,24881.59,11611.43,145919.92,134308.51,31448.59921121951,241.0,0.4398427320228955,0.4048427519171089,102859.9107887805,Aureon Safety Service Kit Professional,Maintenance Kits,Overhaul Kits,Safety Service Kit,Professional,2,G2,Core
Spare Parts,SP-KIT-SAF-X,319086.19,187958.85,22016.95,12284.86,109110.4,96825.6,34674.864445864754,159.0,0.34194648160736757,0.3034465390056524,62150.73555413525,Aureon Safety Service Kit Premium,Maintenance Kits,Overhaul Kits,Safety Service Kit,Premium,3,G2,Premium
Spare Parts,SP-MEC-COL-E,855409.85,348595.71,69288.18000000001,28442.43,437525.8,409083.46,92184.40270260302,622.0,0.5114809000621164,0.47823094391536414,316899.057297397,Aureon Cooling Assembly Essential,Mechanical Parts,Enclosures,Cooling Assembly,Essential,1,G2,Volume
Spare Parts,SP-MEC-COL-P,1389186.23,674058.3,104188.98,48621.5,610938.97,562317.54,149386.8026086264,788.0,0.43978190742647943,0.4047819708089102,412930.7373913736,Aureon Cooling Assembly Professional,Mechanical Parts,Enclosures,Cooling Assembly,Professional,2,G2,Core
Spare Parts,SP-MEC-DRV-E,1299967.58,477823.43,105297.42,43223.92,716846.84,673622.87,147842.51661467252,1150.0,0.5514343980793736,0.5181843611822996,525780.3533853275,Aureon Drive Assembly Essential,Mechanical Parts,Drive Components,Drive Assembly,Essential,1,G2,Volume
Spare Parts,SP-MEC-DRV-P,1072516.31,469324.63,80438.77,37538.03,522753.03,485214.97,117242.58058231816,740.0,0.4874080003501299,0.4524080104665261,367972.38941768184,Aureon Drive Assembly Professional,Mechanical Parts,Drive Components,Drive Assembly,Professional,2,G2,Core
Spare Parts,SP-MEC-DRV-X,523364.83,279400.39,36112.15,20149.58,207852.25,187702.68,57812.966485266,244.0,0.3971460023402795,0.3586459563971847,129889.713514734,Aureon Drive Assembly Premium,Mechanical Parts,Drive Components,Drive Assembly,Premium,3,G2,Premium
Spare Parts,SP-MEC-FAN-E,1135313.0,432395.95,91960.35,37749.18,610956.74,573207.64,123854.14669553544,937.0,0.5381394734315559,0.5048895238581783,449353.49330446456,Aureon Cooling Fan Essential,Mechanical Parts,Drive Components,Cooling Fan,Essential,1,G2,Volume
Spare Parts,SP-MEC-FAN-P,752083.99,341029.24,56406.26,26322.96,354648.41,328325.47,82361.75766190473,484.0,0.471554260847914,0.43655426038254047,245963.71233809524,Aureon Cooling Fan Professional,Mechanical Parts,Drive Components,Cooling Fan,Professional,2,G2,Core
Spare Parts,SP-MEC-FAN-X,655621.0,362745.15,45237.84,25241.37,247637.96,222396.56,73893.11253304372,285.0,0.377715112847209,0.3392151258120164,148503.44746695628,Aureon Cooling Fan Premium,Mechanical Parts,Drive Components,Cooling Fan,Premium,3,G2,Premium
Spare Parts,SP-MEC-HSG-E,1238147.8599999999,488065.48,100289.98,41168.4,649792.4400000001,608624.05,134367.44550399738,957.0,0.5248100497464011,0.4915600710241506,474256.60449600266,Aureon Housing Kit Essential,Mechanical Parts,Enclosures,Housing Kit,Essential,1,G2,Volume
Spare Parts,SP-MEC-HSG-P,954103.38,447890.95,71557.77,33393.56,434654.65,401261.0,106457.45394699734,575.0,0.45556347363532035,0.4205634404104092,294803.54605300265,Aureon Housing Kit Professional,Mechanical Parts,Enclosures,Housing Kit,Professional,2,G2,Core
Spare Parts,SP-MEC-HSG-X,424603.94,243160.42,29297.68,16347.2,152145.8,135798.47,45917.016796473225,173.0,0.3583240419295214,0.31982385749882586,89881.45320352678,Aureon Housing Kit Premium,Mechanical Parts,Enclosures,Housing Kit,Premium,3,G2,Premium
Spare Parts,SP-MOD-CPU-E,728636.29,277592.44,59019.58,24227.14,392024.36,367797.18,79017.48677375009,493.0,0.538024753063013,0.5047747210065532,288779.6932262499,Aureon Processor Board Essential,Control Modules,Electronic Boards,Processor Board,Essential,1,G2,Volume
Spare Parts,SP-MOD-CPU-P,1235560.57,560371.12,92667.11,43244.68,582522.36,539277.84,134036.54146840307,652.0,0.4714640254342205,0.4364641063286763,405241.2985315969,Aureon Processor Board Professional,Control Modules,Electronic Boards,Processor Board,Professional,2,G2,Core
Spare Parts,SP-MOD-CPU-X,594372.43,328878.45,41011.65,22883.32,224482.21,201598.88999999998,68501.63516195542,212.0,0.3776793785674076,0.33917940978520816,133097.25483804458,Aureon Processor Board Premium,Control Modules,Electronic Boards,Processor Board,Premium,3,G2,Premium
Spare Parts,SP-MOD-IO-E,1346530.89,753604.91,109069.0,44772.17,483856.91000000003,439084.73,144520.87315687168,977.0,0.35933591542040305,0.32608589469492233,294563.85684312833,Aureon I/O Board Essential,Control Modules,Electronic Boards,I/O Board,Essential,1,G1 Legacy,Harvest
Spare Parts,SP-MOD-IO-P,581038.94,254268.69,43577.909999999996,20336.37,283192.31,262855.99,63370.690720555336,329.0,0.4873895543042262,0.4523896281374877,199485.29927944465,Aureon I/O Board Professional,Control Modules,Electronic Boards,I/O Board,Professional,2,G2,Core
Spare Parts,SP-MOD-IO-X,554479.6900000001,296144.96,38259.090000000004,21347.47,220075.57,198728.08,61628.05979205083,212.0,0.3969046548846541,0.3584046153250446,137100.02020794916,Aureon I/O Board Premium,Control Modules,Electronic Boards,I/O Board,Premium,3,G2,Premium
Spare Parts,SP-MOD-PWR-E,950486.06,374659.44,76989.37,31603.66,498837.3,467233.58,109067.72908876537,603.0,0.5248233730013884,0.4915733114486708,358165.8509112346,Aureon Power Module Essential,Control Modules,Power & Relay,Power Module,Essential,1,G2,Volume
