month,entity,division,journal_id,journal_type,account,debit,credit,counterparty,description,cash_flow_category,product,customer,functional_currency,fx_to_eur,local_debit,local_credit,local_rounding_adjustment,reporting_debit_from_local,reporting_credit_from_local
2023-09,DE01,Software,OPEX-2023-09-00070-DE01,opex,6000_OPEX,454.45,0.0,EXTERNAL,Non-people operating expenses,,"<bound method Series.prod of month                                                       2023-09
entity                                                         DE01
division                                                   Software
customer                                                       C004
customer_segment                                          Strategic
product                                                SW-SEC-CMP-P
product_family                                             Security
product_subfamily                                        Protection
product_type                                     Compliance Monitor
quality_tier                                           Professional
generation                                                       G2
strategic_role                                                 Core
quantity                                                        4.0
unit_price                                                  2060.75
revenue                                                     8262.78
variable_production_cost                                    1511.79
variable_selling_cost                                         289.2
fixed_production_cost                                        371.83
marginal_contribution                                       6461.79
gross_profit                                                6089.97
opex                                                    1442.910551
ebit_before_dep                                         4647.059449
source_factory                                                     
management_action_count                                           0
management_action_price_uplift_pct                              0.0
management_action_volume_uplift_pct                             0.0
management_action_variable_cost_reduction_pct                   0.0
management_action_opex_reduction_pct                            0.0
management_action_revenue_impact                                0.0
management_action_gross_profit_impact                           0.0
management_action_opex_impact                                   0.0
management_action_ebit_impact                                   0.0
personnel_cost_allocated                                 988.460551
workforce_opening_fte_allocated                            0.094431
workforce_hires_allocated                                  0.000476
workforce_attrition_allocated                              0.000866
workforce_ending_fte_allocated                             0.094043
workforce_average_fte_allocated                            0.094236
non_people_opex_before_actions                               454.45
non_people_opex                                              454.45
Name: 70, dtype: object>",C004,EUR,1.0,454.45,0.0,0.0,454.45,0.0
2023-09,DE01,Software,OPEX-2023-09-00070-DE01,opex,2100_AP,0.0,454.45,EXTERNAL,Non-people operating expense accrual,,"<bound method Series.prod of month                                                       2023-09
entity                                                         DE01
division                                                   Software
customer                                                       C004
customer_segment                                          Strategic
product                                                SW-SEC-CMP-P
product_family                                             Security
product_subfamily                                        Protection
product_type                                     Compliance Monitor
quality_tier                                           Professional
generation                                                       G2
strategic_role                                                 Core
quantity                                                        4.0
unit_price                                                  2060.75
revenue                                                     8262.78
variable_production_cost                                    1511.79
variable_selling_cost                                         289.2
fixed_production_cost                                        371.83
marginal_contribution                                       6461.79
gross_profit                                                6089.97
opex                                                    1442.910551
ebit_before_dep                                         4647.059449
source_factory                                                     
management_action_count                                           0
management_action_price_uplift_pct                              0.0
management_action_volume_uplift_pct                             0.0
management_action_variable_cost_reduction_pct                   0.0
management_action_opex_reduction_pct                            0.0
management_action_revenue_impact                                0.0
management_action_gross_profit_impact                           0.0
management_action_opex_impact                                   0.0
management_action_ebit_impact                                   0.0
personnel_cost_allocated                                 988.460551
workforce_opening_fte_allocated                            0.094431
workforce_hires_allocated                                  0.000476
workforce_attrition_allocated                              0.000866
workforce_ending_fte_allocated                             0.094043
workforce_average_fte_allocated                            0.094236
non_people_opex_before_actions                               454.45
non_people_opex                                              454.45
Name: 70, dtype: object>",C004,EUR,1.0,0.0,454.45,0.0,0.0,454.45
2023-09,DE01,Software,SALE-2023-09-00071-DE01,sale,1100_AR,7554.99,0.0,EXTERNAL,External customer invoice,,"<bound method Series.prod of month                                                          2023-09
entity                                                            DE01
division                                                      Software
customer                                                          C004
customer_segment                                             Strategic
product                                                    SW-ANL-BI-P
product_family                                               Analytics
product_subfamily                                   Business Analytics
product_type                                     Business Intelligence
quality_tier                                              Professional
generation                                                          G2
strategic_role                                                    Core
quantity                                                           5.0
unit_price                                                     1507.38
revenue                                                        7554.99
variable_production_cost                                       1246.67
variable_selling_cost                                           264.42
fixed_production_cost                                           339.97
marginal_contribution                                          6043.89
gross_profit                                                   5703.92
opex                                                       1319.308988
ebit_before_dep                                            4384.611012
source_factory                                                        
management_action_count                                              0
management_action_price_uplift_pct                                 0.0
management_action_volume_uplift_pct                                0.0
management_action_variable_cost_reduction_pct                      0.0
management_action_opex_reduction_pct                               0.0
management_action_revenue_impact                                   0.0
management_action_gross_profit_impact                              0.0
management_action_opex_impact                                      0.0
management_action_ebit_impact                                      0.0
personnel_cost_allocated                                    903.788988
workforce_opening_fte_allocated                               0.086342
workforce_hires_allocated                                     0.000435
workforce_attrition_allocated                                 0.000792
workforce_ending_fte_allocated                                0.085987
workforce_average_fte_allocated                               0.086164
non_people_opex_before_actions                                  415.52
non_people_opex                                                 415.52
Name: 71, dtype: object>",C004,EUR,1.0,7554.99,0.0,0.0,7554.99,0.0
2023-09,DE01,Software,SALE-2023-09-00071-DE01,sale,4000_EXTERNAL_REVENUE,0.0,7554.99,EXTERNAL,External customer invoice,,"<bound method Series.prod of month                                                          2023-09
entity                                                            DE01
division                                                      Software
customer                                                          C004
customer_segment                                             Strategic
product                                                    SW-ANL-BI-P
product_family                                               Analytics
product_subfamily                                   Business Analytics
product_type                                     Business Intelligence
quality_tier                                              Professional
generation                                                          G2
strategic_role                                                    Core
quantity                                                           5.0
unit_price                                                     1507.38
revenue                                                        7554.99
variable_production_cost                                       1246.67
variable_selling_cost                                           264.42
fixed_production_cost                                           339.97
marginal_contribution                                          6043.89
gross_profit                                                   5703.92
opex                                                       1319.308988
ebit_before_dep                                            4384.611012
source_factory                                                        
management_action_count                                              0
management_action_price_uplift_pct                                 0.0
management_action_volume_uplift_pct                                0.0
management_action_variable_cost_reduction_pct                      0.0
management_action_opex_reduction_pct                               0.0
management_action_revenue_impact                                   0.0
management_action_gross_profit_impact                              0.0
management_action_opex_impact                                      0.0
management_action_ebit_impact                                      0.0
personnel_cost_allocated                                    903.788988
workforce_opening_fte_allocated                               0.086342
workforce_hires_allocated                                     0.000435
workforce_attrition_allocated                                 0.000792
workforce_ending_fte_allocated                                0.085987
workforce_average_fte_allocated                               0.086164
non_people_opex_before_actions                                  415.52
non_people_opex                                                 415.52
Name: 71, dtype: object>",C004,EUR,1.0,0.0,7554.99,0.0,0.0,7554.99
2023-09,DE01,Software,SERV-2023-09-00071-DE01,service_cost,5050_SERVICE_DELIVERY,1246.67,0.0,EXTERNAL,Direct service delivery,,"<bound method Series.prod of month                                                          2023-09
entity                                                            DE01
division                                                      Software
customer                                                          C004
customer_segment                                             Strategic
product                                                    SW-ANL-BI-P
product_family                                               Analytics
product_subfamily                                   Business Analytics
product_type                                     Business Intelligence
quality_tier                                              Professional
generation                                                          G2
strategic_role                                                    Core
quantity                                                           5.0
unit_price                                                     1507.38
revenue                                                        7554.99
variable_production_cost                                       1246.67
variable_selling_cost                                           264.42
fixed_production_cost                                           339.97
marginal_contribution                                          6043.89
gross_profit                                                   5703.92
opex                                                       1319.308988
ebit_before_dep                                            4384.611012
source_factory                                                        
management_action_count                                              0
management_action_price_uplift_pct                                 0.0
management_action_volume_uplift_pct                                0.0
management_action_variable_cost_reduction_pct                      0.0
management_action_opex_reduction_pct                               0.0
management_action_revenue_impact                                   0.0
management_action_gross_profit_impact                              0.0
management_action_opex_impact                                      0.0
management_action_ebit_impact                                      0.0
personnel_cost_allocated                                    903.788988
workforce_opening_fte_allocated                               0.086342
workforce_hires_allocated                                     0.000435
workforce_attrition_allocated                                 0.000792
workforce_ending_fte_allocated                                0.085987
workforce_average_fte_allocated                               0.086164
non_people_opex_before_actions                                  415.52
non_people_opex                                                 415.52
Name: 71, dtype: object>",C004,EUR,1.0,1246.67,0.0,0.0,1246.67,0.0
2023-09,DE01,Software,SERV-2023-09-00071-DE01,service_cost,2100_AP,0.0,1246.67,EXTERNAL,Direct service delivery accrual,,"<bound method Series.prod of month                                                          2023-09
entity                                                            DE01
division                                                      Software
customer                                                          C004
customer_segment                                             Strategic
product                                                    SW-ANL-BI-P
product_family                                               Analytics
product_subfamily                                   Business Analytics
product_type                                     Business Intelligence
quality_tier                                              Professional
generation                                                          G2
strategic_role                                                    Core
quantity                                                           5.0
unit_price                                                     1507.38
revenue                                                        7554.99
variable_production_cost                                       1246.67
variable_selling_cost                                           264.42
fixed_production_cost                                           339.97
marginal_contribution                                          6043.89
gross_profit                                                   5703.92
opex                                                       1319.308988
ebit_before_dep                                            4384.611012
source_factory                                                        
management_action_count                                              0
management_action_price_uplift_pct                                 0.0
management_action_volume_uplift_pct                                0.0
management_action_variable_cost_reduction_pct                      0.0
management_action_opex_reduction_pct                               0.0
management_action_revenue_impact                                   0.0
management_action_gross_profit_impact                              0.0
management_action_opex_impact                                      0.0
management_action_ebit_impact                                      0.0
personnel_cost_allocated                                    903.788988
workforce_opening_fte_allocated                               0.086342
workforce_hires_allocated                                     0.000435
workforce_attrition_allocated                                 0.000792
workforce_ending_fte_allocated                                0.085987
workforce_average_fte_allocated                               0.086164
non_people_opex_before_actions                                  415.52
non_people_opex                                                 415.52
Name: 71, dtype: object>",C004,EUR,1.0,0.0,1246.67,0.0,0.0,1246.67
2023-09,DE01,Software,FIX-2023-09-00071-DE01,fixed_production,5400_FIXED_PRODUCTION,339.97,0.0,EXTERNAL,Fixed delivery capacity cost,,"<bound method Series.prod of month                                                          2023-09
entity                                                            DE01
division                                                      Software
customer                                                          C004
customer_segment                                             Strategic
product                                                    SW-ANL-BI-P
product_family                                               Analytics
product_subfamily                                   Business Analytics
product_type                                     Business Intelligence
quality_tier                                              Professional
generation                                                          G2
strategic_role                                                    Core
quantity                                                           5.0
unit_price                                                     1507.38
revenue                                                        7554.99
variable_production_cost                                       1246.67
variable_selling_cost                                           264.42
fixed_production_cost                                           339.97
marginal_contribution                                          6043.89
gross_profit                                                   5703.92
opex                                                       1319.308988
ebit_before_dep                                            4384.611012
source_factory                                                        
management_action_count                                              0
management_action_price_uplift_pct                                 0.0
management_action_volume_uplift_pct                                0.0
management_action_variable_cost_reduction_pct                      0.0
management_action_opex_reduction_pct                               0.0
management_action_revenue_impact                                   0.0
management_action_gross_profit_impact                              0.0
management_action_opex_impact                                      0.0
management_action_ebit_impact                                      0.0
personnel_cost_allocated                                    903.788988
workforce_opening_fte_allocated                               0.086342
workforce_hires_allocated                                     0.000435
workforce_attrition_allocated                                 0.000792
workforce_ending_fte_allocated                                0.085987
workforce_average_fte_allocated                               0.086164
non_people_opex_before_actions                                  415.52
non_people_opex                                                 415.52
Name: 71, dtype: object>",C004,EUR,1.0,339.97,0.0,0.0,339.97,0.0
2023-09,DE01,Software,FIX-2023-09-00071-DE01,fixed_production,2100_AP,0.0,339.97,EXTERNAL,Fixed delivery capacity accrual,,"<bound method Series.prod of month                                                          2023-09
entity                                                            DE01
division                                                      Software
customer                                                          C004
customer_segment                                             Strategic
product                                                    SW-ANL-BI-P
product_family                                               Analytics
product_subfamily                                   Business Analytics
product_type                                     Business Intelligence
quality_tier                                              Professional
generation                                                          G2
strategic_role                                                    Core
quantity                                                           5.0
unit_price                                                     1507.38
revenue                                                        7554.99
variable_production_cost                                       1246.67
variable_selling_cost                                           264.42
fixed_production_cost                                           339.97
marginal_contribution                                          6043.89
gross_profit                                                   5703.92
opex                                                       1319.308988
ebit_before_dep                                            4384.611012
source_factory                                                        
management_action_count                                              0
management_action_price_uplift_pct                                 0.0
management_action_volume_uplift_pct                                0.0
management_action_variable_cost_reduction_pct                      0.0
management_action_opex_reduction_pct                               0.0
management_action_revenue_impact                                   0.0
management_action_gross_profit_impact                              0.0
management_action_opex_impact                                      0.0
management_action_ebit_impact                                      0.0
personnel_cost_allocated                                    903.788988
workforce_opening_fte_allocated                               0.086342
workforce_hires_allocated                                     0.000435
workforce_attrition_allocated                                 0.000792
workforce_ending_fte_allocated                                0.085987
workforce_average_fte_allocated                               0.086164
non_people_opex_before_actions                                  415.52
non_people_opex                                                 415.52
Name: 71, dtype: object>",C004,EUR,1.0,0.0,339.97,0.0,0.0,339.97
2023-09,DE01,Software,VARSELL-2023-09-00071-DE01,variable_selling,5300_VARIABLE_SELLING,264.42,0.0,EXTERNAL,Variable selling and logistics,,"<bound method Series.prod of month                                                          2023-09
entity                                                            DE01
division                                                      Software
customer                                                          C004
customer_segment                                             Strategic
product                                                    SW-ANL-BI-P
product_family                                               Analytics
product_subfamily                                   Business Analytics
product_type                                     Business Intelligence
quality_tier                                              Professional
generation                                                          G2
strategic_role                                                    Core
quantity                                                           5.0
unit_price                                                     1507.38
revenue                                                        7554.99
variable_production_cost                                       1246.67
variable_selling_cost                                           264.42
fixed_production_cost                                           339.97
marginal_contribution                                          6043.89
gross_profit                                                   5703.92
opex                                                       1319.308988
ebit_before_dep                                            4384.611012
source_factory                                                        
management_action_count                                              0
management_action_price_uplift_pct                                 0.0
management_action_volume_uplift_pct                                0.0
management_action_variable_cost_reduction_pct                      0.0
management_action_opex_reduction_pct                               0.0
management_action_revenue_impact                                   0.0
management_action_gross_profit_impact                              0.0
management_action_opex_impact                                      0.0
management_action_ebit_impact                                      0.0
personnel_cost_allocated                                    903.788988
workforce_opening_fte_allocated                               0.086342
workforce_hires_allocated                                     0.000435
workforce_attrition_allocated                                 0.000792
workforce_ending_fte_allocated                                0.085987
workforce_average_fte_allocated                               0.086164
non_people_opex_before_actions                                  415.52
non_people_opex                                                 415.52
Name: 71, dtype: object>",C004,EUR,1.0,264.42,0.0,0.0,264.42,0.0
2023-09,DE01,Software,VARSELL-2023-09-00071-DE01,variable_selling,2100_AP,0.0,264.42,EXTERNAL,Variable selling accrual,,"<bound method Series.prod of month                                                          2023-09
entity                                                            DE01
division                                                      Software
customer                                                          C004
customer_segment                                             Strategic
product                                                    SW-ANL-BI-P
product_family                                               Analytics
product_subfamily                                   Business Analytics
product_type                                     Business Intelligence
quality_tier                                              Professional
generation                                                          G2
strategic_role                                                    Core
quantity                                                           5.0
unit_price                                                     1507.38
revenue                                                        7554.99
variable_production_cost                                       1246.67
variable_selling_cost                                           264.42
fixed_production_cost                                           339.97
marginal_contribution                                          6043.89
gross_profit                                                   5703.92
opex                                                       1319.308988
ebit_before_dep                                            4384.611012
source_factory                                                        
management_action_count                                              0
management_action_price_uplift_pct                                 0.0
management_action_volume_uplift_pct                                0.0
management_action_variable_cost_reduction_pct                      0.0
management_action_opex_reduction_pct                               0.0
management_action_revenue_impact                                   0.0
management_action_gross_profit_impact                              0.0
management_action_opex_impact                                      0.0
management_action_ebit_impact                                      0.0
personnel_cost_allocated                                    903.788988
workforce_opening_fte_allocated                               0.086342
workforce_hires_allocated                                     0.000435
workforce_attrition_allocated                                 0.000792
workforce_ending_fte_allocated                                0.085987
workforce_average_fte_allocated                               0.086164
non_people_opex_before_actions                                  415.52
non_people_opex                                                 415.52
Name: 71, dtype: object>",C004,EUR,1.0,0.0,264.42,0.0,0.0,264.42
2023-09,DE01,Software,OPEX-2023-09-00071-DE01,opex,6000_OPEX,415.52,0.0,EXTERNAL,Non-people operating expenses,,"<bound method Series.prod of month                                                          2023-09
entity                                                            DE01
division                                                      Software
customer                                                          C004
customer_segment                                             Strategic
product                                                    SW-ANL-BI-P
product_family                                               Analytics
product_subfamily                                   Business Analytics
product_type                                     Business Intelligence
quality_tier                                              Professional
generation                                                          G2
strategic_role                                                    Core
quantity                                                           5.0
unit_price                                                     1507.38
revenue                                                        7554.99
variable_production_cost                                       1246.67
variable_selling_cost                                           264.42
fixed_production_cost                                           339.97
marginal_contribution                                          6043.89
gross_profit                                                   5703.92
opex                                                       1319.308988
ebit_before_dep                                            4384.611012
source_factory                                                        
management_action_count                                              0
management_action_price_uplift_pct                                 0.0
management_action_volume_uplift_pct                                0.0
management_action_variable_cost_reduction_pct                      0.0
management_action_opex_reduction_pct                               0.0
management_action_revenue_impact                                   0.0
management_action_gross_profit_impact                              0.0
management_action_opex_impact                                      0.0
management_action_ebit_impact                                      0.0
personnel_cost_allocated                                    903.788988
workforce_opening_fte_allocated                               0.086342
workforce_hires_allocated                                     0.000435
workforce_attrition_allocated                                 0.000792
workforce_ending_fte_allocated                                0.085987
workforce_average_fte_allocated                               0.086164
non_people_opex_before_actions                                  415.52
non_people_opex                                                 415.52
Name: 71, dtype: object>",C004,EUR,1.0,415.52,0.0,0.0,415.52,0.0
2023-09,DE01,Software,OPEX-2023-09-00071-DE01,opex,2100_AP,0.0,415.52,EXTERNAL,Non-people operating expense accrual,,"<bound method Series.prod of month                                                          2023-09
entity                                                            DE01
division                                                      Software
customer                                                          C004
customer_segment                                             Strategic
product                                                    SW-ANL-BI-P
product_family                                               Analytics
product_subfamily                                   Business Analytics
product_type                                     Business Intelligence
quality_tier                                              Professional
generation                                                          G2
strategic_role                                                    Core
quantity                                                           5.0
unit_price                                                     1507.38
revenue                                                        7554.99
variable_production_cost                                       1246.67
variable_selling_cost                                           264.42
fixed_production_cost                                           339.97
marginal_contribution                                          6043.89
gross_profit                                                   5703.92
opex                                                       1319.308988
ebit_before_dep                                            4384.611012
source_factory                                                        
management_action_count                                              0
management_action_price_uplift_pct                                 0.0
management_action_volume_uplift_pct                                0.0
management_action_variable_cost_reduction_pct                      0.0
management_action_opex_reduction_pct                               0.0
management_action_revenue_impact                                   0.0
management_action_gross_profit_impact                              0.0
management_action_opex_impact                                      0.0
management_action_ebit_impact                                      0.0
personnel_cost_allocated                                    903.788988
workforce_opening_fte_allocated                               0.086342
workforce_hires_allocated                                     0.000435
workforce_attrition_allocated                                 0.000792
workforce_ending_fte_allocated                                0.085987
workforce_average_fte_allocated                               0.086164
non_people_opex_before_actions                                  415.52
non_people_opex                                                 415.52
Name: 71, dtype: object>",C004,EUR,1.0,0.0,415.52,0.0,0.0,415.52
2023-09,DE01,Software,SALE-2023-09-00072-DE01,sale,1100_AR,6708.82,0.0,EXTERNAL,External customer invoice,,"<bound method Series.prod of month                                                          2023-09
entity                                                            DE01
division                                                      Software
customer                                                          C004
customer_segment                                             Strategic
product                                                    SW-ANL-BI-X
product_family                                               Analytics
product_subfamily                                   Business Analytics
product_type                                     Business Intelligence
quality_tier                                                   Premium
generation                                                          G2
strategic_role                                                 Premium
quantity                                                           3.0
unit_price                                                     2230.92
revenue                                                        6708.82
variable_production_cost                                       1350.57
variable_selling_cost                                           216.02
fixed_production_cost                                           332.09
marginal_contribution                                          5142.23
gross_profit                                                   4810.14
opex                                                       1171.553291
ebit_before_dep                                            3638.586709
source_factory                                                        
management_action_count                                              0
management_action_price_uplift_pct                                 0.0
management_action_volume_uplift_pct                                0.0
management_action_variable_cost_reduction_pct                      0.0
management_action_opex_reduction_pct                               0.0
management_action_revenue_impact                                   0.0
management_action_gross_profit_impact                              0.0
management_action_opex_impact                                      0.0
management_action_ebit_impact                                      0.0
personnel_cost_allocated                                    802.563291
workforce_opening_fte_allocated                               0.076671
workforce_hires_allocated                                     0.000386
workforce_attrition_allocated                                 0.000703
workforce_ending_fte_allocated                                0.076356
workforce_average_fte_allocated                               0.076513
non_people_opex_before_actions                                  368.99
non_people_opex                                                 368.99
Name: 72, dtype: object>",C004,EUR,1.0,6708.82,0.0,0.0,6708.82,0.0
2023-09,DE01,Software,SALE-2023-09-00072-DE01,sale,4000_EXTERNAL_REVENUE,0.0,6708.82,EXTERNAL,External customer invoice,,"<bound method Series.prod of month                                                          2023-09
entity                                                            DE01
division                                                      Software
customer                                                          C004
customer_segment                                             Strategic
product                                                    SW-ANL-BI-X
product_family                                               Analytics
product_subfamily                                   Business Analytics
product_type                                     Business Intelligence
quality_tier                                                   Premium
generation                                                          G2
strategic_role                                                 Premium
quantity                                                           3.0
unit_price                                                     2230.92
revenue                                                        6708.82
variable_production_cost                                       1350.57
variable_selling_cost                                           216.02
fixed_production_cost                                           332.09
marginal_contribution                                          5142.23
gross_profit                                                   4810.14
opex                                                       1171.553291
ebit_before_dep                                            3638.586709
source_factory                                                        
management_action_count                                              0
management_action_price_uplift_pct                                 0.0
management_action_volume_uplift_pct                                0.0
management_action_variable_cost_reduction_pct                      0.0
management_action_opex_reduction_pct                               0.0
management_action_revenue_impact                                   0.0
management_action_gross_profit_impact                              0.0
management_action_opex_impact                                      0.0
management_action_ebit_impact                                      0.0
personnel_cost_allocated                                    802.563291
workforce_opening_fte_allocated                               0.076671
workforce_hires_allocated                                     0.000386
workforce_attrition_allocated                                 0.000703
workforce_ending_fte_allocated                                0.076356
workforce_average_fte_allocated                               0.076513
non_people_opex_before_actions                                  368.99
non_people_opex                                                 368.99
Name: 72, dtype: object>",C004,EUR,1.0,0.0,6708.82,0.0,0.0,6708.82
2023-09,DE01,Software,SERV-2023-09-00072-DE01,service_cost,5050_SERVICE_DELIVERY,1350.57,0.0,EXTERNAL,Direct service delivery,,"<bound method Series.prod of month                                                          2023-09
entity                                                            DE01
division                                                      Software
customer                                                          C004
customer_segment                                             Strategic
product                                                    SW-ANL-BI-X
product_family                                               Analytics
product_subfamily                                   Business Analytics
product_type                                     Business Intelligence
quality_tier                                                   Premium
generation                                                          G2
strategic_role                                                 Premium
quantity                                                           3.0
unit_price                                                     2230.92
revenue                                                        6708.82
variable_production_cost                                       1350.57
variable_selling_cost                                           216.02
fixed_production_cost                                           332.09
marginal_contribution                                          5142.23
gross_profit                                                   4810.14
opex                                                       1171.553291
ebit_before_dep                                            3638.586709
source_factory                                                        
management_action_count                                              0
management_action_price_uplift_pct                                 0.0
management_action_volume_uplift_pct                                0.0
management_action_variable_cost_reduction_pct                      0.0
management_action_opex_reduction_pct                               0.0
management_action_revenue_impact                                   0.0
management_action_gross_profit_impact                              0.0
management_action_opex_impact                                      0.0
management_action_ebit_impact                                      0.0
personnel_cost_allocated                                    802.563291
workforce_opening_fte_allocated                               0.076671
workforce_hires_allocated                                     0.000386
workforce_attrition_allocated                                 0.000703
workforce_ending_fte_allocated                                0.076356
workforce_average_fte_allocated                               0.076513
non_people_opex_before_actions                                  368.99
non_people_opex                                                 368.99
Name: 72, dtype: object>",C004,EUR,1.0,1350.57,0.0,0.0,1350.57,0.0
