month,entity,division,revenue,variable_production_cost,variable_selling_cost,fixed_production_cost,marginal_contribution,gross_profit,opex,depreciation,ebit,interest,ebt,tax,net_income,factory_absorption_variance,inventory_provision_expense,credit_loss_expense
2024-08,ES01,Events,2015859.6199999999,1040308.58,130592.04,113452.91,844959.03,731506.13,359338.33,17304.11127728213,354863.68872271787,1864.8986805752495,352998.7900421426,87289.17178545386,265709.61825668876,0.0,0.0,0.0
2024-08,ES01,Hardware,3670957.94,2149268.31,207288.83,199441.88,1314400.65,1114958.99,364341.62,31511.45251274113,719105.9174872589,3396.052260203137,715709.8652270557,158956.9407823328,556752.924444723,0.0,0.0,0.0
2024-08,ES01,Spare Parts,1594181.98,739323.77,122167.93,55532.66,732690.23,677157.4,165570.88999999998,13684.436209976742,497902.0737900233,1474.7990592216133,496427.27473080164,69030.01743221335,427397.2572985883,0.0,0.0,0.0
2024-08,JP01,Hardware,2234213.06,1234806.88,129374.41,118918.29000000001,870031.75,751113.7,309036.72000000003,27986.580655569265,414090.39934443065,3016.169770412011,411074.2295740186,122263.65842123142,288810.5711527872,0.0,0.0,0.0
2024-08,JP01,Software,563152.64,101114.01,20050.81,25350.579999999998,441987.92,416637.29,93375.12,7054.258639396174,316207.9113606038,760.2515620850045,315447.6597985188,30817.60788560367,284630.05191291514,0.0,0.0,0.0
2024-08,JP01,Spare Parts,2192108.29,1018546.67,167444.62,76677.63,1006117.04,929439.43,291956.39,27459.16070503456,610023.8792949655,2959.3286675029844,607064.5506274626,119959.5436931649,487105.0069342977,0.0,0.0,0.0
2024-08,US01,Events,2319994.49,1114606.46,155420.83,126666.26,1049967.23,923300.97,500527.82999999996,18300.922819535568,404472.2171804644,1972.3270541069874,402499.89012635744,82071.36097220729,320428.52915415016,0.0,0.0,0.0
2024-08,US01,Hardware,4744894.5,2875561.57,265374.67,261463.88,1603958.24,1342494.62,737047.3099999999,37429.37683931259,568017.9331606876,4033.838800726396,563984.0943599612,167853.82506858496,396130.26929137623,0.0,0.0,0.0
2024-08,US01,Software,858189.92,153259.08,30637.76,38497.62,674293.2,635795.44,175966.73,6769.700341151846,453059.0096588481,729.5841451666167,452329.4255136815,30359.04395920772,421970.3815544738,0.0,0.0,0.0
2024-09,DE01,Hardware,5078716.41,2975644.87,284749.2,278896.4,1818322.3499999999,1539426.02,552526.11,54904.413095374264,931995.4969046258,20327.186190298606,911668.3107143271,220752.2938054669,690916.0169088603,0.0,0.0,0.0
2024-09,DE01,Software,702599.84,119442.36,25050.11,31543.95,558107.33,526563.45,120412.24,7595.586904625741,398555.6230953742,2812.103809701398,395743.5192856728,30539.3161945331,365204.20309113973,0.0,0.0,0.0
2024-09,ES01,Events,3892694.9299999997,1854637.12,259241.77,212791.44999999998,1778815.97,1566024.48,442033.06,22592.182399420926,1101399.237600579,2091.0673374050903,1099308.1702631738,209419.9119950536,889888.2582681201,0.0,0.0,0.0
2024-09,ES01,Hardware,4894191.12,2936883.4,271824.93,270732.54,1685482.82,1414750.31,397727.14,28404.604128756164,988618.5658712438,2629.0483528977798,985989.5175183461,263298.5867293158,722690.9307890303,0.0,0.0,0.0
2024-09,ES01,Spare Parts,1982035.2,909167.64,151996.57,68990.28,920870.98,851880.74,175796.98,11503.213471822908,664580.5465281771,1064.7043096971295,663515.84221848,106629.89127563061,556885.9509428494,0.0,0.0,0.0
2024-09,JP01,Hardware,3328093.7,1859280.74,190859.69,178436.25,1277953.46,1099517.23,340265.05,31247.12371188674,728005.0562881132,2892.143779055946,725112.9125090573,195573.5275170306,529539.3849920267,0.0,0.0,0.0
2024-09,JP01,Software,582328.63,99806.86,20745.51,26193.96,461776.34,435582.46,95738.44,5467.422609701019,334376.597390299,506.0488905768103,333870.5484997222,34220.20970841648,299650.3387913057,0.0,0.0,0.0
2024-09,JP01,Spare Parts,2746377.77,1263075.01,209846.19,96022.86,1273456.62,1177433.7,306570.14999999997,25785.453678412247,845078.0963215878,2386.6273303672438,842691.4689912206,161389.32277455294,681302.1462166676,0.0,0.0,0.0
2024-09,US01,Events,1549001.81,695971.4299999999,106342.13,82203.41,746688.24,664484.83,463233.60000000003,11654.452155990051,189596.77784400986,1078.7025267362299,188518.07531727364,57546.62661803314,130971.44869924051,0.0,0.0,0.0
2024-09,US01,Hardware,5870814.16,3479721.01,329352.68,322548.94,2061740.38,1739191.58,766616.22,44171.105742238564,928404.2542577615,4088.3503347170636,924315.9039230444,218105.32965702727,706210.5742660172,0.0,0.0,0.0
2024-09,US01,Software,887105.01,150967.1,31678.97,39781.82,704458.95,664677.22,180168.11000000002,6674.442101771383,477834.6678982286,617.7671385467061,477216.90075968194,32956.64372493958,444260.2570347424,0.0,0.0,0.0
2024-10,DE01,Hardware,5465737.25,3217147.86,305905.23,300755.09,1942684.15,1641928.92,561510.66,55364.26808116745,1025053.9919188323,18854.8374211566,1006199.1544976757,238691.40204823206,767507.7524494437,0.0,0.0,0.0
2024-10,DE01,Software,704462.23,118165.62,25068.35,31673.34,561228.23,529554.9,122024.38,7135.731918832549,400394.7880811675,2430.142578843399,397964.6455023241,30764.20795176792,367200.4375505562,0.0,0.0,0.0
2024-10,ES01,Events,2762265.67,1265642.77,184181.41999999998,150022.66,1312441.54,1162418.87,389412.52,17213.616508472966,755792.7334915271,1465.564555352747,754327.1689361744,143358.56494390342,610968.603992271,0.0,0.0,0.0
2024-10,ES01,Hardware,5199840.06,3112387.67,289749.82,286848.77,1797702.56,1510853.66,405250.11000000004,32403.853717023194,1073199.6962829765,2758.85892085076,1070440.8373621257,269866.00783385936,800574.8295282663,0.0,0.0,0.0
2024-10,ES01,Spare Parts,2067257.03,947597.68,158643.42,71910.75,961015.88,889105.1,177590.21,12882.52977450384,698632.3602254961,1096.816523796493,697535.5437016996,107288.37722223725,590247.1664794623,0.0,0.0,0.0
2024-10,JP01,Hardware,3585359.6,2013297.42,205278.97,192490.17,1366783.3,1174293.01,346405.17,31658.623939888603,796229.2160601115,2695.410176862285,793533.8058832493,212381.8027200452,581152.0031632041,0.0,0.0,0.0
2024-10,JP01,Software,581443.76,98336.89,20647.11,26232.56,462459.81,436227.19,96649.48,5134.131968250784,334443.57803174923,437.11917431575677,334006.45885743346,34442.31198709366,299564.1468703398,0.0,0.0,0.0
2024-10,JP01,Spare Parts,2911361.99,1337965.1,222627.92,101722.4,1350768.87,1249046.48,310048.49,25707.244091860615,913290.7459081394,2188.710648821958,911102.0352593174,172456.9852928611,738645.0499664563,0.0,0.0,0.0
2024-10,US01,Events,2400344.7,1191865.48,157939.84,133036.04,1050539.41,917503.4,498961.54,16214.754961738812,402327.1050382612,1380.5216430816486,400946.5833951796,95454.93414702993,305491.64924814965,0.0,0.0,0.0
2024-10,US01,Hardware,6001567.14,3536149.05,337847.51,328640.23,2127570.53,1798930.17,766663.8,40541.65243913659,991724.7175608632,3451.709802003699,988273.0077588595,238665.3867370293,749607.6210218302,0.0,0.0,0.0
2024-10,US01,Software,850250.41,141832.13,30311.85,38185.63,678106.38,639920.73,180673.11000000002,5743.5925991245995,453504.0274008754,489.0085549146525,453015.01884596073,33812.0591159408,419202.9597300199,0.0,0.0,0.0
2024-11,DE01,Hardware,5739984.64,3380197.36,320929.66,316138.58,2038857.68,1722719.01,576748.8200000001,55732.00108342989,1090238.18891657,18980.072454732537,1071258.1164618374,250055.36414299533,821202.7523188421,0.0,0.0,0.0
2024-11,DE01,Software,697053.92,116060.59,24798.75,31356.12,556194.52,524838.45,122893.22,6767.998916570108,395177.2310834299,2304.9075452674624,392872.3235381624,30366.295857004658,362506.02768115775,0.0,0.0,0.0
2024-11,ES01,Events,2555363.76,1168795.79,174311.47,136201.66,1212256.53,1076054.81,378362.16000000003,16009.124704504728,681683.5252954953,1363.0143158815797,680320.5109796138,132430.4969554874,547890.0140241263,0.0,0.0,0.0
2024-11,ES01,Hardware,5253869.3,3126118.45,292763.61,289790.14,1834987.2,1545196.98,414594.36,32915.019818888315,1097687.6001811118,2802.37952097698,1094885.220660135,272279.2477647796,822605.9728953553,0.0,0.0,0.0
2024-11,ES01,Spare Parts,2166967.26,990170.39,166279.91,75392.48,1010516.92,935124.36,182865.22,13575.855476606948,738683.284523393,1155.8461631414393,737527.4383602516,112302.03527973291,625225.4030805187,0.0,0.0,0.0
2024-11,JP01,Hardware,3764625.84,2108290.96,215499.34,202124.84,1440835.39,1238710.41,350986.59,31851.349882721097,855872.4701172787,2711.818832798893,853160.6512844799,225821.09166547892,627339.559619001,0.0,0.0,0.0
2024-11,JP01,Software,582657.14,97697.2,20691.34,26293.62,464268.58,437975.04,97415.84,4929.684174883529,335629.5158251164,419.71252190011563,335209.8033032163,34950.690191694,300259.1131115223,0.0,0.0,0.0
2024-11,JP01,Spare Parts,3039817.28,1393200.59,232383.97,106221.99,1414232.71,1308010.69,317372.11000000004,25718.96594239537,964919.6140576045,2189.708645300991,962729.9054123035,182343.44814282705,780386.4572694765,0.0,0.0,0.0
2024-11,US01,Events,2121022.49,1085634.81,136789.47,119878.91,898598.21,778719.32,483826.4799999999,14409.555940397146,280483.2840596029,1226.8272872364623,279256.4567723664,82091.67363188522,197164.78314048122,0.0,0.0,0.0
2024-11,US01,Hardware,6205921.11,3641430.04,349283.51,339845.48,2215207.52,1875361.93,775539.5599999999,42161.06515505951,1057661.3048449405,3589.586341531341,1054071.7185034093,240192.85639321388,813878.8621101954,0.0,0.0,0.0
2024-11,US01,Software,872778.18,144457.84,31123.89,39184.11,697196.65,658012.58,182802.74,5929.37890454335,469280.4610954566,504.82637123219604,468775.6347242244,33779.84997490091,434995.7847493235,0.0,0.0,0.0
2024-12,DE01,Hardware,6062251.74,3570915.89,338748.82,334178.81,2152587.04,1818408.1300000001,618181.14,55670.77552114091,1144556.2144788592,17565.154019189547,1126991.0604596697,264624.9477373943,862366.1127222753,0.0,0.0,0.0
2024-12,DE01,Software,743666.27,125258.8,26505.77,33394.83,591901.77,558506.9,126244.12,6829.224478859098,425433.5555211409,2154.745980810457,423278.8095403305,32461.972262605672,390816.8372777248,0.0,0.0,0.0
2024-12,ES01,Events,2917600.27,1407235.8199999998,192074.67,161018.3,1318289.83,1157271.53,402835.48,17052.42452195725,737383.6254780428,1345.0897895161409,736038.5356885266,148094.15718681912,587944.3785017075,0.0,0.0,0.0
2024-12,ES01,Hardware,5480458.06,3266178.34,305271.21,302551.28,1909008.48,1606457.2,447701.64999999997,32031.494641280064,1126724.05535872,2526.634047225886,1124197.4213114942,278181.9791212899,846015.4421902043,0.0,0.0,0.0
2024-12,ES01,Spare Parts,2295436.7,1049975.14,176101.24,79868.96,1069360.41,989491.5,197742.18,13416.080836762685,778333.2391632374,1058.2561632579727,777274.9829999794,116513.82369189094,660761.1593080885,0.0,0.0,0.0
2024-12,JP01,Hardware,3906929.08,2195871.86,223159.34,210229.27000000002,1487897.95,1277668.73,382748.7,31516.38142019462,863403.6485798054,2486.0020811828967,860917.6464986225,231634.34497051773,629283.3015281048,0.0,0.0,0.0
2024-12,JP01,Software,604049.09,101493.8,21515.14,27184.79,481040.05,453855.24,99413.14,4872.737929750561,349569.3620702494,384.36000862258675,349185.0020616268,35812.91403738184,313372.088024245,0.0,0.0,0.0
2024-12,JP01,Spare Parts,3236836.03,1482107.82,247541.44,113086.47,1507186.85,1394100.4,341957.61000000004,26110.880650054827,1026031.909349945,2059.6179101945163,1023972.2914397505,191905.81099210048,832066.48044765,0.0,0.0,0.0
2024-12,US01,Events,1753630.1600000001,852819.13,116453.45000000001,95832.88,784357.59,688524.69,464745.1099999999,11804.955927154317,211974.6240728457,931.1711459480357,211043.45292689768,68182.19559930166,142861.25732759602,0.0,0.0,0.0
2024-12,US01,Hardware,6597404.75,3874226.12,370937.18,361596.37,2352241.45,1990644.95,819016.47,44411.91425867614,1127216.5657413239,3503.1975849118107,1123713.3681564122,256511.06565837222,867202.3024980399,0.0,0.0,0.0
2024-12,US01,Software,933361.04,156079.67,33337.2,41859.49,743944.27,702084.75,187101.72999999998,6283.129814169548,508699.8901858305,495.61126914015335,508204.2789166903,36289.638742326155,471914.64017436415,0.0,0.0,0.0
2025-01,DE01,Hardware,4445049.7299999995,2600829.36,250273.34,242904.35,1593947.26,1351042.92,597481.56,53562.94881573681,699998.4111842631,16688.852209565717,683309.5589746974,178403.86191522394,504905.69705947343,0.0,0.0,0.0
2025-01,DE01,Software,741662.62,131011.08,26437.32,33302.5,584214.38,550911.91,127622.42,8937.051184263188,414352.43881573685,2784.5577904342817,411567.8810253026,29766.928084776056,381800.95294052653,0.0,0.0,0.0
2025-01,ES01,Events,2039032.55,1014943.87,134211.09,112656.06,889877.59,777221.53,357805.56,15975.36565234069,403440.60434765933,1244.378741977165,402196.2256056822,88830.33824221975,313365.8873634624,0.0,0.0,0.0
2025-01,ES01,Hardware,4207780.45,2489776.86,236114.09,230195.61000000002,1481889.82,1251694.27,422042.59,32967.02216623303,796684.6578337669,2567.920037807689,794116.7377959592,183311.71840415182,610805.0193918074,0.0,0.0,0.0
2025-01,ES01,Spare Parts,1730440.05,797348.16,132713.92,60229.82,800378.07,740148.19,187607.24000000002,13557.612181426288,538983.3378185737,1056.0512202151467,537927.2865983585,75386.52335362848,462540.7632447301,0.0,0.0,0.0
2025-01,JP01,Hardware,2805802.77,1579843.51,161168.3,150242.79,1064791.22,914548.41,367139.69,30231.826584548995,517176.893415451,2354.865807246226,514822.02760820475,148885.17232053124,365936.85528767353,0.0,0.0,0.0
2025-01,JP01,Software,593718.71,105201.74,21100.39,26776.03,467416.57,440640.52999999997,99740.99,6397.171345269623,334502.3686547304,498.29870589989395,334004.06994883047,31504.677874515575,302499.3920743149,0.0,0.0,0.0
2025-01,JP01,Spare Parts,2401076.53,1106745.02,183690.89,83870.4,1110640.8,1026770.26,331558.22000000003,25871.002070181377,669341.0379298186,2015.1854868538803,667325.8524429647,127409.05980495314,539916.7926380115,0.0,0.0,0.0
2025-01,US01,Events,1749958.82,767692.32,120022.94,93390.04000000001,862243.56,768853.53,462047.89999999997,14105.030288639326,292700.59971136076,1098.6915872911563,291601.9081240696,61750.211245002785,229851.69687906685,0.0,0.0,0.0
2025-01,US01,Hardware,5102057.92,3049807.62,286717.78,279733.28,1765532.56,1485799.33,802536.96,41123.642838631,642138.727161369,3203.268585815188,638935.4585755538,180034.61038256862,458900.8481929852,0.0,0.0,0.0
2025-01,US01,Software,902126.5700000001,158408.97,32240.6,40431.89,711477.07,671045.19,187306.78999999998,7271.326872729672,476467.07312727027,566.3898268936559,475900.68330037664,31833.03837242856,444067.6449279481,0.0,0.0,0.0
2025-02,DE01,Hardware,4807680.71,2813355.78,269863.99,263614.9,1724460.95,1460846.06,599335.49,54080.18734905395,807430.3826509462,15512.70705240167,791917.6755985445,200362.77636608697,591554.8992324576,0.0,0.0,0.0
2025-02,DE01,Software,748513.88,128767.31,26717.4,33563.18,593029.16,559465.96,129568.11,8419.812650946049,421478.03734905395,2415.192947598331,419062.8444014556,31194.733633913063,387868.11076754256,0.0,0.0,0.0
2025-02,ES01,Events,4098076.13,1892705.28,272926.18,223623.77000000002,1932444.6400000001,1708820.84,448716.57999999996,25040.668773532696,1235063.5912264676,1795.7044195665653,1233267.886806901,229046.79293964637,1004221.0938672547,0.0,0.0,0.0
2025-02,ES01,Hardware,4290640.93,2523715.45,240475.45,235083.13999999998,1526450.06,1291366.82,413738.58,26217.30659608129,851410.9334039188,1880.0829063110152,849530.8504976077,239809.4895011337,609721.360996474,0.0,0.0,0.0
2025-02,ES01,Spare Parts,1839833.96,844544.13,141039.34,64067.15,854250.46,790183.3099999999,185512.12,11242.024630386015,593429.1653696139,806.1826741224194,592622.9826954915,102830.7075592199,489792.2751362716,0.0,0.0,0.0
2025-02,JP01,Hardware,2972064.32,1645740.95,171053.09,158815.41,1155270.35,996454.83,365290.68,30408.423750285685,600755.7262497143,2180.634287937087,598575.0919617772,167208.6874306423,431366.4045311349,0.0,0.0,0.0
2025-02,JP01,Software,609695.27,105756.33,21683.82,27483.079999999998,482254.88,454771.81,101294.53,6238.045389510562,347239.23461048945,447.3397167107945,346791.89489377866,34301.52744115951,312490.36745261913,0.0,0.0,0.0
2025-02,JP01,Spare Parts,2526877.33,1157937.38,193292.07,88251.79,1175647.7,1087395.99,329026.93,25853.530860203755,732515.5291397963,1853.9959953521188,730661.5331444441,142162.4151281982,588499.1180162459,0.0,0.0,0.0
2025-02,US01,Events,1938968.35,908317.49,129224.78,106378.45,901426.0700000001,795047.63,468037.96,14472.129671562534,312537.54032843746,1037.81841638485,311499.7219120526,72609.17534623647,238890.54656581613,0.0,0.0,0.0
2025-02,US01,Hardware,5506283.35,3257805.83,308992.47,302342.86,1939485.02,1637142.24,808900.1200000001,41097.96152658486,787144.1584734151,2947.1972899729208,784196.9611834422,206195.57470662805,578001.386476814,0.0,0.0,0.0
2025-02,US01,Software,928465.55,159318.84,33175.81,41625.91,735970.85,694344.9299999999,191247.44999999998,6929.908801852607,496167.5711981474,496.9542936422293,495670.6169045051,34768.54994713549,460902.0669573696,0.0,0.0,0.0
2025-03,DE01,Hardware,5179108.66,3016266.61,290055.6,284689.62,1872786.47,1588096.8,607468.58,54508.74864258066,926119.4713574194,14287.73725879563,911831.7340986237,225137.01356286262,686694.7205357611,0.0,0.0,0.0
2025-03,DE01,Software,759282.87,128033.94,27097.78,34058.61,604151.13,570092.6,132165.31999999998,7991.251357419338,429936.02864258067,2094.652741204368,427841.3759013763,33006.19643713736,394835.1794642389,0.0,0.0,0.0
2025-03,ES01,Events,2715379.98,1268558.16,181522.46,148280.39,1265299.3,1117018.9,390899.73000000004,17747.42746991866,708371.7425300813,1162.9818231327818,707208.7607069485,137731.95775865178,569476.8029482967,0.0,0.0,0.0
2025-03,ES01,Hardware,4868508.85,2877197.5,271428.09,268345.3,1719883.4,1451537.99,429204.13000000006,31820.04299156396,990513.817008436,2085.15468921999,988428.662319216,246944.9065010129,741483.7558182031,0.0,0.0,0.0
2025-03,ES01,Spare Parts,1978694.2,900964.91,151800.61,68847.0,925928.78,857081.67,188702.57,12932.529538517378,655446.5704614827,847.4634876472284,654599.1069738355,100365.11574033528,554233.9912335002,0.0,0.0,0.0
2025-03,JP01,Hardware,3417032.53,1891230.6099999999,195892.1,183170.08000000002,1329909.9,1146739.69,376827.61,31539.894840608053,738372.185159392,2066.7966929471095,736305.3884664448,198339.14343624757,537966.2450301972,0.0,0.0,0.0
2025-03,JP01,Software,605969.85,101911.93000000001,21585.27,27273.7,482472.64,455199.0,102096.01,5593.223119119395,347509.7668808806,366.5216737066463,347143.2452071739,35173.074865983624,311970.1703411903,0.0,0.0,0.0
2025-03,JP01,Spare Parts,2748248.26,1253065.54,210154.66,96016.53,1285027.99,1189011.52,333917.86000000004,25366.882040272547,829726.7779597273,1662.2816333462438,828064.4963263811,159520.05169776882,668544.4446286123,0.0,0.0,0.0
2025-03,US01,Events,3369400.63,1651883.12,219181.95,188227.08000000002,1498335.58,1310108.46,529908.56,20576.20931856884,759623.6906814311,1348.3507661620886,758275.339915269,151167.10531299005,607108.234602279,0.0,0.0,0.0
2025-03,US01,Hardware,5927306.51,3459876.83,333467.01,324759.24,2133962.69,1809203.31,817306.39,36196.79368466069,955700.1263153394,2371.9614114383407,953328.164903901,265926.7525036171,687401.412400284,0.0,0.0,0.0
2025-03,US01,Software,937808.66,157160.29,33492.29,42063.07,747156.14,705093.1,194622.13,5726.996996770478,504743.9730032295,375.28782239957076,504368.6851808299,42074.49218339289,462294.192997437,0.0,0.0,0.0
2025-04,DE01,Hardware,5218120.39,2997071.64,292702.33,286410.48,1928346.4,1641935.92,605672.0900000001,54564.36395712708,981699.4660428728,12791.126613899694,968908.339428973,238245.07203956437,730663.2673894087,0.0,0.0,0.0
2025-04,DE01,Software,758903.82,123814.23,27049.2,34081.14,608040.31,573959.11,133332.52,7935.636042872913,432690.95395712706,1860.2933861003048,430830.66057102673,34649.46796043558,396181.1926105912,0.0,0.0,0.0
2025-04,ES01,Events,3000013.49,1426266.97,197075.49,165014.24,1376671.06,1211656.79,399663.74,18814.87017586728,793178.1798241328,1102.6567555788074,792075.523068554,157240.9034137923,634834.6196547617,0.0,0.0,0.0
2025-04,ES01,Hardware,4948549.64,2896759.44,275815.87,272820.8,1775974.32,1503153.54,429747.24000000005,31035.300123078698,1042370.9998769213,1818.8423848931009,1040552.1574920282,259370.3056920576,781181.8517999706,0.0,0.0,0.0
2025-04,ES01,Spare Parts,2017003.54,913650.57,154779.48,70163.65,948573.4,878409.95,189002.96,12649.82970105402,676757.160298946,741.3508595280914,676015.8094394179,105718.01089415007,570297.7985452679,0.0,0.0,0.0
2025-04,JP01,Hardware,3445508.69,1891055.42,197753.5,184550.26,1356699.65,1172149.36,375881.75000000006,31409.22165333309,764858.388346667,1840.7562805265777,763017.6320661404,206166.93975555844,556850.6923105819,0.0,0.0,0.0
2025-04,JP01,Software,625336.98,101699.6,22267.93,28151.78,501369.23,473217.47,103594.08,5700.565454921526,363922.82454507845,334.085058824949,363588.7394862535,37417.93246865468,326170.80701759877,0.0,0.0,0.0
2025-04,JP01,Spare Parts,2785239.32,1257336.46,213361.94,97136.92,1314540.76,1217404.02,333377.39,25390.212891745377,858636.4171082546,1488.0086606484729,857148.4084476061,166658.77777578688,690489.6306718192,0.0,0.0,0.0
2025-04,US01,Events,3184487.46,1434908.75,217197.53,169749.51,1532381.17,1362631.6400000001,533733.4400000001,19749.32810493249,809148.8718950676,1157.4212231864315,807991.4506718812,152911.65968783476,655079.7909840464,0.0,0.0,0.0
2025-04,US01,Hardware,5954790.07,3439867.69,335213.04,326002.39,2179709.31,1853707.01,813934.3099999999,36929.99403063246,1002842.7059693676,2164.304458161633,1000678.4015112061,285935.12900702015,714743.2725041859,0.0,0.0,0.0
2025-04,US01,Software,938557.28,151707.67,33547.66,42072.82,753301.86,711229.0,196158.75999999998,5820.67786443505,509249.5621355649,341.12431865193474,508908.437816913,45067.33130514506,463841.10651176795,0.0,0.0,0.0
2025-05,DE01,Hardware,5428359.78,3082251.91,304187.74,298242.4,2041920.23,1743677.74,609031.95,54710.42939964154,1079935.3606003586,12825.367672231936,1067109.9929281266,260479.43566307717,806630.5572650494,0.0,0.0,0.0
2025-05,DE01,Software,772879.91,122718.7,27567.4,34676.3,622593.71,587917.39,135113.87,7789.570600358458,445013.94939964154,1826.0523277680627,443187.8970718735,37086.58433692283,406101.3127349506,0.0,0.0,0.0
2025-05,ES01,Events,1938060.1400000001,866018.48,130954.84,104553.35,941086.8200000001,836533.48,376553.81999999995,13211.142888127217,446768.5171118728,774.2469556444283,445994.27015622833,98440.13404394791,347554.1361122804,0.0,0.0,0.0
2025-05,ES01,Hardware,5150926.75,2981840.35,287119.06,284040.71,1881967.36,1597926.62,433972.62,35112.238209763054,1128841.761790237,2057.7737876260894,1126783.9880026109,261631.67450549646,865152.3134971145,0.0,0.0,0.0
2025-05,ES01,Spare Parts,2079694.41,933325.69,159596.08,72337.52,986772.7,914435.12,190040.61,14176.618902109727,710217.8910978903,830.8292567294818,709387.0618411609,105634.18145055558,603752.8803906053,0.0,0.0,0.0
2025-05,JP01,Hardware,3700426.22,2012799.99,211973.45,198520.92,1475652.89,1277131.9,381740.77999999997,31992.940826819584,863398.1791731803,1874.9654929202577,861523.21368026,228291.73608231614,633231.4775979439,0.0,0.0,0.0
2025-05,JP01,Software,636946.98,101592.66,22666.42,28690.03,512687.93,483997.79,105301.05,5506.88105354562,373189.85894645436,322.73406827167315,372867.1248781827,39295.400911030265,333571.7239671525,0.0,0.0,0.0
2025-05,JP01,Spare Parts,2891616.47,1295425.48,221470.86,100854.85,1374719.98,1273865.19,334929.31,25000.178119634802,913935.7018803651,1465.1504388080693,912470.5514415571,178393.5430066536,734077.0084349036,0.0,0.0,0.0
2025-05,US01,Events,2341558.3000000003,1118094.7,156825.74,127610.44,1066637.84,939027.41,548807.2,15587.816809592183,374632.3931904079,913.5333568162356,373718.8598335917,101343.73707033807,272375.12276325363,0.0,0.0,0.0
2025-05,US01,Hardware,6086924.15,3456436.14,342987.54,332913.05,2287500.65,1954587.49,813729.33,40520.81837299657,1100337.3416270036,2374.7468732404873,1097962.5947537632,263444.92068580614,834517.6740679571,0.0,0.0,0.0
2025-05,US01,Software,960092.97,152187.59,34289.92,43062.1,773615.36,730553.26,199229.41999999998,6391.364817411243,524932.4751825888,374.56976994327636,524557.9054126455,41553.27224385571,483004.63316878985,0.0,0.0,0.0
2025-06,DE01,Hardware,5741023.86,3312022.32,321837.99,315354.71,2107163.33,1791808.78,617458.6599999999,55132.052265181905,1119218.0677348182,11577.933861640535,1107640.1338731777,264896.050092318,842744.0837808597,0.0,0.0,0.0
2025-06,DE01,Software,767240.87,126823.20999999999,27379.85,34411.1,613037.74,578626.52,135922.96,7367.947734818094,435335.61226518196,1547.2961383594638,433788.3161268225,35401.189907682005,398387.1262191405,0.0,0.0,0.0
2025-06,ES01,Events,4323505.05,2049013.49,288944.94,235200.46,1985546.65,1750346.17,472244.08,23239.32451319972,1254862.7654868,1220.086846694518,1253642.6786401055,243463.3029412978,1010179.3756988078,0.0,0.0,0.0
2025-06,ES01,Hardware,5154054.75,3025396.38,287484.65,284009.04,1841173.47,1557164.59,437978.2,27703.62229461221,1091482.767705388,1454.4667659445438,1090028.3009394433,290232.85007503,799795.4508644133,0.0,0.0,0.0
2025-06,ES01,Spare Parts,2150104.57,972069.91,165053.52,74770.17,1012981.09,938210.91,193002.3,11557.05319218807,733651.5568078121,606.7563873609382,733044.8004204511,121075.73698367226,611969.0634367788,0.0,0.0,0.0
2025-06,JP01,Hardware,3809873.35,2100791.38,218358.98,204311.58,1490722.68,1286411.07,389721.69,31957.048842788176,864732.3311572119,1677.7757430132683,863054.5554141987,230834.7986883078,632219.7567258908,0.0,0.0,0.0
2025-06,JP01,Software,649392.23,107510.48,23104.48,29256.07,518777.21,489521.08,107085.76000000001,5447.073250410576,376988.24674958945,285.9765748368756,376702.2701747526,39345.750084264946,337356.5200904876,0.0,0.0,0.0
2025-06,JP01,Spare Parts,2991894.43,1352630.98,229132.4,104383.33,1410130.92,1305747.7,337059.08999999997,25095.877906801255,943592.7320931987,1317.5576821498564,942275.1744110489,181274.62122742727,761000.5531836216,0.0,0.0,0.0
2025-06,US01,Events,1255696.98,575773.38,85614.95,66950.78,594308.65,527357.86,534318.68,9270.198879824302,-16231.018879824367,486.6943405817005,-16717.71322040607,44948.04546711255,-61665.75868751862,0.0,0.0,0.0
2025-06,US01,Hardware,6235614.75,3599018.2,351449.34,340995.08,2285147.21,1944152.33,827153.03,46034.50497305957,1070964.7950269405,2416.8557042104017,1068547.93932273,223205.67761371663,845342.2617090135,0.0,0.0,0.0
2025-06,US01,Software,974640.54,160578.75,34809.05,43712.81,779252.72,735539.78,201923.88,7195.296147116124,526420.6038528839,377.75995520789775,526042.843897676,34887.54691917084,491155.29697850515,0.0,0.0,0.0
2025-07,DE01,Hardware,5210757.17,3007633.28,291857.18,286410.96,1911266.73,1624855.77,611980.11,54403.96134138581,958471.6986586142,11282.215161272257,947189.483497342,234340.3020433228,712849.1814540192,0.0,0.0,0.0
2025-07,DE01,Software,775430.51,128076.17,27692.36,34755.63,619661.97,584906.24,137075.25,8096.038658614192,439734.9513413858,1678.9448387277428,438056.006502658,34872.977956677234,403183.0285459808,0.0,0.0,0.0
2025-07,ES01,Events,2262268.8,1034904.29,152973.55,121290.79000000001,1074390.96,953100.1699999999,379109.28,15716.845204394547,558274.0447956054,814.8341815575617,557459.2106140478,113360.85671469852,444098.35389934934,0.0,0.0,0.0
2025-07,ES01,Hardware,4786161.76,2791538.4699999997,267270.96,263310.61,1727352.31,1464041.7,432189.27,33251.293349893946,998601.1366501059,1723.9013332596458,996877.2353168463,239831.5343820899,757045.7009347563,0.0,0.0,0.0
