month,entity,division,function,opening_fte,target_fte,hires,attrition,ending_fte,average_fte,annual_loaded_cost_per_fte,payroll_cost,recruitment_cost,personnel_cost,revenue,revenue_per_fte
2024-05,ES01,Hardware,Supply Chain & Commercial Ops,9.0056,8.3878,0.0,0.0826,8.923,8.9643,75371.02,56304.06,0.0,56304.06,1170911.63,130619.37
2024-05,ES01,Hardware,G&A,9.0056,8.3878,0.0,0.0826,8.923,8.9643,81044.11,60542.0,0.0,60542.0,1170911.63,130619.37
2024-05,ES01,Spare Parts,Service Operations,6.2771,5.9121,0.0,0.0575,6.2196,6.2483,71318.82,37135.37,0.0,37135.37,663497.91,106187.82
2024-05,ES01,Spare Parts,Sales,3.5869,3.3784,0.0,0.0329,3.554,3.5705,89148.52,26525.26,0.0,26525.26,379141.66,106187.82
2024-05,ES01,Spare Parts,Planning,4.4837,4.223,0.0,0.0411,4.4426,4.4631,76181.46,28333.8,0.0,28333.8,473927.08,106187.82
2024-05,ES01,Spare Parts,G&A,3.5869,3.3784,0.0,0.0329,3.554,3.5705,81044.11,24113.87,0.0,24113.87,379141.66,106187.82
2024-05,JP01,Hardware,Sales,7.5418,6.6452,0.0,0.0691,7.4727,7.5072,123657.63,77360.46,0.0,77360.46,947763.88,126246.91
2024-05,JP01,Hardware,Product Management,5.0279,4.4302,0.0,0.0461,4.9818,5.0048,125905.95,52511.34,0.0,52511.34,631842.59,126246.91
2024-05,JP01,Hardware,Supply Chain & Commercial Ops,6.2848,5.5377,0.0,0.0576,6.2272,6.256,104546.9,54503.96,0.0,54503.96,789803.23,126246.91
2024-05,JP01,Hardware,G&A,6.2848,5.5377,0.0,0.0576,6.2272,6.256,112416.02,58606.41,0.0,58606.41,789803.23,126246.91
2024-05,JP01,Software,R&D,2.2822,2.336,0.0411,0.0209,2.3024,2.2923,129278.43,24695.27,308.18,25003.45,205909.76,89827.22
2024-05,JP01,Software,Sales,1.4414,1.4754,0.026,0.0132,1.4541,1.4478,123657.63,14918.88,194.64,15113.52,130048.27,89827.22
2024-05,JP01,Software,Customer Success,1.2012,1.2295,0.0216,0.011,1.2118,1.2065,103422.74,10398.01,162.2,10560.21,108373.56,89827.22
2024-05,JP01,Software,G&A,1.081,1.1065,0.0195,0.0099,1.0906,1.0858,112416.02,10171.97,145.98,10317.94,97536.2,89827.22
2024-05,JP01,Spare Parts,Service Operations,8.7251,8.1993,0.0,0.08,8.6451,8.6851,98926.1,71598.85,0.0,71598.85,923903.0,106377.54
2024-05,JP01,Spare Parts,Sales,4.9858,4.6853,0.0,0.0457,4.9401,4.9629,123657.63,51142.04,0.0,51142.04,527944.57,106377.54
2024-05,JP01,Spare Parts,Planning,6.2322,5.8566,0.0,0.0571,6.1751,6.2037,105671.06,54628.99,0.0,54628.99,659930.71,106377.54
2024-05,JP01,Spare Parts,G&A,4.9858,4.6853,0.0,0.0457,4.9401,4.9629,112416.02,46492.76,0.0,46492.76,527944.57,106377.54
2024-05,US01,Events,Project Delivery,14.5147,12.6067,0.0,0.1331,14.3817,14.4482,138820.72,167142.24,0.0,167142.24,643155.56,44514.64
2024-05,US01,Events,Sales,6.451,5.603,0.0,0.0591,6.3918,6.4214,169669.77,90793.31,0.0,90793.31,285846.91,44514.64
2024-05,US01,Events,Program Management,6.451,5.603,0.0,0.0591,6.3918,6.4214,157330.15,84190.16,0.0,84190.16,285846.91,44514.64
2024-05,US01,Events,G&A,4.8382,4.2022,0.0,0.0444,4.7939,4.8161,154245.24,61904.53,0.0,61904.53,214385.19,44514.64
2024-05,US01,Hardware,Sales,13.3714,12.4071,0.0,0.1226,13.2489,13.3102,169669.77,188194.35,0.0,188194.35,1683549.97,126486.06
2024-05,US01,Hardware,Product Management,8.9143,8.2714,0.0,0.0817,8.8326,8.8734,172754.67,127744.04,0.0,127744.04,1122366.65,126486.06
2024-05,US01,Hardware,Supply Chain & Commercial Ops,11.1429,10.3393,0.0,0.1021,11.0407,11.0918,143448.07,132591.47,0.0,132591.47,1402958.31,126486.06
2024-05,US01,Hardware,G&A,11.1429,10.3393,0.0,0.1021,11.0407,11.0918,154245.24,142571.47,0.0,142571.47,1402958.31,126486.06
2024-05,US01,Software,R&D,3.4668,3.5158,0.0444,0.0318,3.4794,3.4731,177382.03,51339.19,332.94,51672.13,313612.76,90296.96
2024-05,US01,Software,Sales,2.1896,2.2205,0.028,0.0201,2.1975,2.1936,169669.77,31014.98,210.28,31225.25,198071.22,90296.96
2024-05,US01,Software,Customer Success,1.8246,1.8504,0.0234,0.0167,1.8313,1.828,141905.62,21616.5,175.23,21791.73,165059.35,90296.96
2024-05,US01,Software,G&A,1.6422,1.6654,0.021,0.0151,1.6482,1.6452,154245.24,21146.58,157.71,21304.28,148553.41,90296.96
2024-06,DE01,Hardware,Sales,11.6519,11.5782,0.0182,0.1068,11.5633,11.6076,132632.59,128295.35,136.82,128432.17,1527141.47,131564.09
2024-06,DE01,Hardware,Product Management,7.7679,7.7188,0.0122,0.0712,7.7089,7.7384,135044.09,87085.33,91.21,87176.54,1018094.31,131564.09
2024-06,DE01,Hardware,Supply Chain & Commercial Ops,9.7099,9.6485,0.0152,0.089,9.6361,9.673,112134.83,90389.9,114.02,90503.92,1272617.89,131564.09
2024-06,DE01,Hardware,G&A,9.7099,9.6485,0.0152,0.089,9.6361,9.673,120575.08,97193.44,114.02,97307.46,1272617.89,131564.09
2024-06,DE01,Software,R&D,2.7839,2.8152,0.0312,0.0255,2.7896,2.7868,138661.35,32201.65,234.07,32435.73,260683.24,93542.53
2024-06,DE01,Software,Sales,1.7583,1.778,0.0197,0.0161,1.7619,1.7601,132632.59,19453.63,147.84,19601.47,164642.05,93542.53
2024-06,DE01,Software,Customer Success,1.4652,1.4817,0.0164,0.0134,1.4682,1.4667,110929.08,13558.59,123.2,13681.79,137201.71,93542.53
2024-06,DE01,Software,G&A,1.3187,1.3335,0.0148,0.0121,1.3214,1.3201,120575.08,13263.84,110.88,13374.72,123481.54,93542.53
2024-06,ES01,Events,Project Delivery,18.5613,12.045,0.0,0.1701,18.3912,18.4763,73131.41,112599.65,0.0,112599.65,1440957.7,77989.64
2024-06,ES01,Events,Sales,8.2495,5.3533,0.0,0.0756,8.1739,8.2117,89382.83,61165.24,0.0,61165.24,640425.64,77989.64
2024-06,ES01,Events,Program Management,8.2495,5.3533,0.0,0.0756,8.1739,8.2117,82882.26,56716.86,0.0,56716.86,640425.64,77989.64
2024-06,ES01,Events,G&A,6.1871,4.015,0.0,0.0567,6.1304,6.1588,81257.12,41703.57,0.0,41703.57,480319.23,77989.64
2024-06,ES01,Hardware,Sales,10.7076,10.5892,0.0,0.0982,10.6095,10.6586,89382.83,79390.99,0.0,79390.99,1474963.78,138383.08
2024-06,ES01,Hardware,Product Management,7.1384,7.0595,0.0,0.0654,7.073,7.1057,91007.98,53889.65,0.0,53889.65,983309.18,138383.08
2024-06,ES01,Hardware,Supply Chain & Commercial Ops,8.923,8.8243,0.0,0.0818,8.8412,8.8821,75569.12,55934.56,0.0,55934.56,1229136.48,138383.08
2024-06,ES01,Hardware,G&A,8.923,8.8243,0.0,0.0818,8.8412,8.8821,81257.12,60144.69,0.0,60144.69,1229136.48,138383.08
2024-06,ES01,Spare Parts,Service Operations,6.2196,6.1531,0.0,0.057,6.1626,6.1911,71506.27,36891.67,0.0,36891.67,685421.26,110711.34
2024-06,ES01,Spare Parts,Sales,3.554,3.5161,0.0,0.0326,3.5215,3.5378,89382.83,26351.19,0.0,26351.19,391669.29,110711.34
2024-06,ES01,Spare Parts,Planning,4.4426,4.3951,0.0,0.0407,4.4018,4.4222,76381.69,28147.86,0.0,28147.86,489586.61,110711.34
2024-06,ES01,Spare Parts,G&A,3.554,3.5161,0.0,0.0326,3.5215,3.5378,81257.12,23955.63,0.0,23955.63,391669.29,110711.34
2024-06,JP01,Hardware,Sales,7.4727,7.2462,0.0,0.0685,7.4042,7.4384,123982.64,76852.79,0.0,76852.79,987389.28,132742.02
2024-06,JP01,Hardware,Product Management,4.9818,4.8308,0.0,0.0457,4.9361,4.9589,126236.87,52166.74,0.0,52166.74,658259.52,132742.02
2024-06,JP01,Hardware,Supply Chain & Commercial Ops,6.2272,6.0385,0.0,0.0571,6.1701,6.1987,104821.69,54146.28,0.0,54146.28,822824.4,132742.02
2024-06,JP01,Hardware,G&A,6.2272,6.0385,0.0,0.0571,6.1701,6.1987,112711.49,58221.81,0.0,58221.81,822824.4,132742.02
2024-06,JP01,Software,R&D,2.3024,2.3471,0.0362,0.0211,2.3175,2.3099,129618.21,24950.58,271.42,25222.0,213356.72,92365.64
2024-06,JP01,Software,Sales,1.4541,1.4824,0.0229,0.0133,1.4637,1.4589,123982.64,15073.12,171.42,15244.54,134751.61,92365.64
2024-06,JP01,Software,Customer Success,1.2118,1.2353,0.019,0.0111,1.2197,1.2157,103694.57,10505.51,142.85,10648.36,112293.01,92365.64
2024-06,JP01,Software,G&A,1.0906,1.1118,0.0171,0.01,1.0977,1.0942,112711.49,10277.13,128.57,10405.69,101063.71,92365.64
2024-06,JP01,Spare Parts,Service Operations,8.6451,8.5528,0.0,0.0792,8.5659,8.6055,99186.11,71128.99,0.0,71128.99,954232.05,110886.07
2024-06,JP01,Spare Parts,Sales,4.9401,4.8873,0.0,0.0453,4.8948,4.9174,123982.64,50806.42,0.0,50806.42,545275.46,110886.07
2024-06,JP01,Spare Parts,Planning,6.1751,6.1092,0.0,0.0566,6.1185,6.1468,105948.8,54270.5,0.0,54270.5,681594.32,110886.07
2024-06,JP01,Spare Parts,G&A,4.9401,4.8873,0.0,0.0453,4.8948,4.9174,112711.49,46187.66,0.0,46187.66,545275.46,110886.07
2024-06,US01,Events,Project Delivery,14.3817,13.3368,0.0,0.1318,14.2498,14.3157,139185.59,166045.38,0.0,166045.38,675176.55,47163.23
2024-06,US01,Events,Sales,6.3918,5.9274,0.0,0.0586,6.3333,6.3626,170115.72,90197.49,0.0,90197.49,300078.47,47163.23
2024-06,US01,Events,Program Management,6.3918,5.9274,0.0,0.0586,6.3333,6.3626,157743.66,83637.67,0.0,83637.67,300078.47,47163.23
2024-06,US01,Events,G&A,4.7939,4.4456,0.0,0.0439,4.7499,4.7719,154650.65,61498.29,0.0,61498.29,225058.85,47163.23
2024-06,US01,Hardware,Sales,13.2489,12.9589,0.0,0.1214,13.1274,13.1882,170115.72,186959.33,0.0,186959.33,1740153.61,131948.25
2024-06,US01,Hardware,Product Management,8.8326,8.6393,0.0,0.081,8.7516,8.7921,173208.73,126905.73,0.0,126905.73,1160102.41,131948.25
2024-06,US01,Hardware,Supply Chain & Commercial Ops,11.0407,10.7991,0.0,0.1012,10.9395,10.9901,143825.1,131721.35,0.0,131721.35,1450128.01,131948.25
2024-06,US01,Hardware,G&A,11.0407,10.7991,0.0,0.1012,10.9395,10.9901,154650.65,141635.86,0.0,141635.86,1450128.01,131948.25
2024-06,US01,Software,R&D,3.4794,3.5414,0.0516,0.0319,3.4992,3.4893,177848.25,51713.82,387.21,52101.02,328060.24,94018.94
2024-06,US01,Software,Sales,2.1975,2.2367,0.0326,0.0201,2.21,2.2038,170115.72,31241.3,244.55,31485.85,207195.94,94018.94
2024-06,US01,Software,Customer Success,1.8313,1.8639,0.0272,0.0168,1.8417,1.8365,142278.6,21774.24,203.79,21978.03,172663.28,94018.94
2024-06,US01,Software,G&A,1.6482,1.6775,0.0245,0.0151,1.6575,1.6528,154650.65,21300.89,183.41,21484.3,155396.96,94018.94
2024-07,DE01,Hardware,Sales,11.5633,11.8717,0.2279,0.106,11.6852,11.6243,132981.19,128817.29,1709.28,130526.56,1446222.5,124414.2
2024-07,DE01,Hardware,Product Management,7.7089,7.9145,0.1519,0.0707,7.7901,7.7495,135399.03,87439.61,1139.52,88579.13,964148.34,124414.2
2024-07,DE01,Hardware,Supply Chain & Commercial Ops,9.6361,9.8931,0.1899,0.0883,9.7377,9.6869,112429.56,90757.63,1424.4,92182.03,1205185.42,124414.2
2024-07,DE01,Hardware,G&A,9.6361,9.8931,0.1899,0.0883,9.7377,9.6869,120892.0,97588.85,1424.4,99013.25,1205185.42,124414.2
2024-07,DE01,Software,R&D,2.7896,2.8591,0.0523,0.0256,2.8163,2.803,139025.79,32473.9,392.02,32865.92,265463.23,94707.42
2024-07,DE01,Software,Sales,1.7619,1.8057,0.033,0.0162,1.7787,1.7703,132981.19,19618.1,247.59,19865.69,167660.99,94707.42
2024-07,DE01,Software,Customer Success,1.4682,1.5048,0.0275,0.0135,1.4823,1.4753,111220.64,13673.22,206.32,13879.55,139717.49,94707.42
2024-07,DE01,Software,G&A,1.3214,1.3543,0.0248,0.0121,1.3341,1.3277,120892.0,13375.98,185.69,13561.67,125745.74,94707.42
2024-07,ES01,Events,Project Delivery,18.3912,12.5273,0.0,0.1686,18.2226,18.3069,73323.62,111860.72,0.0,111860.72,1450786.61,79248.05
2024-07,ES01,Events,Sales,8.1739,5.5677,0.0,0.0749,8.0989,8.1364,89617.76,60763.85,0.0,60763.85,644794.05,79248.05
2024-07,ES01,Events,Program Management,8.1739,5.5677,0.0,0.0749,8.0989,8.1364,83100.11,56344.66,0.0,56344.66,644794.05,79248.05
2024-07,ES01,Events,G&A,6.1304,4.1758,0.0,0.0562,6.0742,6.1023,81470.69,41429.9,0.0,41429.9,483595.54,79248.05
2024-07,ES01,Hardware,Sales,10.6095,11.0946,0.3203,0.0973,10.8325,10.721,89617.76,80066.04,2402.28,82468.32,1271699.33,118617.55
2024-07,ES01,Hardware,Product Management,7.073,7.3964,0.2135,0.0648,7.2217,7.1473,91247.18,54347.86,1601.52,55949.38,847799.56,118617.55
2024-07,ES01,Hardware,Supply Chain & Commercial Ops,8.8412,9.2455,0.2669,0.081,9.0271,8.9342,75767.74,56410.16,2001.9,58412.07,1059749.45,118617.55
2024-07,ES01,Hardware,G&A,8.8412,9.2455,0.2669,0.081,9.0271,8.9342,81470.69,60656.09,2001.9,62657.99,1059749.45,118617.55
2024-07,ES01,Spare Parts,Service Operations,6.1626,6.3209,0.1182,0.0565,6.2242,6.1934,71694.21,37002.58,886.3,37888.89,626673.03,101183.98
2024-07,ES01,Spare Parts,Sales,3.5215,3.612,0.0675,0.0323,3.5567,3.5391,89617.76,26430.42,506.46,26936.88,358098.87,101183.98
2024-07,ES01,Spare Parts,Planning,4.4018,4.515,0.0844,0.0404,4.4459,4.4239,76582.45,28232.49,633.07,28865.56,447623.59,101183.98
2024-07,ES01,Spare Parts,G&A,3.5215,3.612,0.0675,0.0323,3.5567,3.5391,81470.69,24027.65,506.46,24534.11,358098.87,101183.98
2024-07,JP01,Hardware,Sales,7.4042,7.5593,0.1227,0.0679,7.4589,7.4316,124308.51,76983.78,919.96,77903.74,858370.94,115503.56
2024-07,JP01,Hardware,Product Management,4.9361,5.0395,0.0818,0.0452,4.9726,4.9544,126568.66,52255.66,613.31,52868.97,572247.29,115503.56
2024-07,JP01,Hardware,Supply Chain & Commercial Ops,6.1701,6.2994,0.1022,0.0566,6.2158,6.193,105097.19,54238.57,766.64,55005.21,715309.11,115503.56
2024-07,JP01,Hardware,G&A,6.1701,6.2994,0.1022,0.0566,6.2158,6.193,113007.73,58321.04,766.64,59087.68,715309.11,115503.56
2024-07,JP01,Software,R&D,2.3175,2.3585,0.0343,0.0212,2.3305,2.324,129958.89,25168.37,257.01,25425.38,218808.65,94153.0
2024-07,JP01,Software,Sales,1.4637,1.4896,0.0216,0.0134,1.4719,1.4678,124308.51,15204.69,162.32,15367.01,138194.94,94153.0
2024-07,JP01,Software,Customer Success,1.2197,1.2413,0.018,0.0112,1.2266,1.2231,103967.12,10597.21,135.27,10732.48,115162.45,94153.0
2024-07,JP01,Software,G&A,1.0977,1.1172,0.0162,0.0101,1.1039,1.1008,113007.73,10366.83,121.74,10488.58,103646.21,94153.0
2024-07,JP01,Spare Parts,Service Operations,8.5659,8.7773,0.1595,0.0785,8.6468,8.6064,99446.81,71323.0,1196.03,72519.03,869539.56,101034.42
2024-07,JP01,Spare Parts,Sales,4.8948,5.0156,0.0911,0.0449,4.9411,4.9179,124308.51,50945.0,683.45,51628.45,496879.75,101034.42
2024-07,JP01,Spare Parts,Planning,6.1185,6.2695,0.1139,0.0561,6.1763,6.1474,106227.27,54418.52,854.31,55272.83,621099.68,101034.42
2024-07,JP01,Spare Parts,G&A,4.8948,5.0156,0.0911,0.0449,4.9411,4.9179,113007.73,46313.64,683.45,46997.08,496879.75,101034.42
2024-07,US01,Events,Project Delivery,14.2498,10.5086,0.0,0.1306,14.1192,14.1845,139551.41,164955.72,0.0,164955.72,705879.61,49764.11
2024-07,US01,Events,Sales,6.3333,4.6705,0.0,0.0581,6.2752,6.3042,170562.84,89605.58,0.0,89605.58,313724.27,49764.11
2024-07,US01,Events,Program Management,6.3333,4.6705,0.0,0.0581,6.2752,6.3042,158158.27,83088.81,0.0,83088.81,313724.27,49764.11
2024-07,US01,Events,G&A,4.7499,3.5029,0.0,0.0435,4.7064,4.7282,155057.12,61094.71,0.0,61094.71,235293.2,49764.11
2024-07,US01,Hardware,Sales,13.1274,13.3469,0.1869,0.1203,13.194,13.1607,170562.84,187060.75,1401.82,188462.57,1616499.21,122827.61
2024-07,US01,Hardware,Product Management,8.7516,8.898,0.1246,0.0802,8.796,8.7738,173663.98,126974.57,934.54,127909.11,1077666.14,122827.61
2024-07,US01,Hardware,Supply Chain & Commercial Ops,10.9395,11.1224,0.1558,0.1003,10.995,10.9673,144203.13,131792.8,1168.18,132960.98,1347082.67,122827.61
2024-07,US01,Hardware,G&A,10.9395,11.1224,0.1558,0.1003,10.995,10.9673,155057.12,141712.69,1168.18,142880.87,1347082.67,122827.61
2024-07,US01,Software,R&D,3.4992,3.5948,0.0703,0.0321,3.5373,3.5183,178315.69,52280.05,526.95,52807.0,331850.62,94322.43
2024-07,US01,Software,Sales,2.21,2.2704,0.0444,0.0203,2.2341,2.2221,170562.84,31583.37,332.81,31916.18,209589.87,94322.43
2024-07,US01,Software,Customer Success,1.8417,1.892,0.037,0.0169,1.8618,1.8517,142652.55,22012.65,277.34,22289.99,174658.22,94322.43
2024-07,US01,Software,G&A,1.6575,1.7028,0.0333,0.0152,1.6756,1.6665,155057.12,21534.12,249.61,21783.72,157192.4,94322.43
2024-08,DE01,Hardware,Sales,11.6852,11.8678,0.1593,0.1071,11.7374,11.7113,133330.71,130123.23,1195.03,131318.26,1301869.0,111163.29
2024-08,DE01,Hardware,Product Management,7.7901,7.9119,0.1062,0.0714,7.825,7.8075,135754.91,88326.07,796.69,89122.76,867912.67,111163.29
2024-08,DE01,Hardware,Supply Chain & Commercial Ops,9.7377,9.8898,0.1328,0.0893,9.7812,9.7594,112725.06,91677.73,995.86,92673.59,1084890.83,111163.29
2024-08,DE01,Hardware,G&A,9.7377,9.8898,0.1328,0.0893,9.7812,9.7594,121209.74,98578.21,995.86,99574.07,1084890.83,111163.29
2024-08,DE01,Software,R&D,2.8163,2.9288,0.076,0.0258,2.8665,2.8414,139391.2,33005.97,570.25,33576.22,263756.15,92824.84
2024-08,DE01,Software,Sales,1.7787,1.8497,0.048,0.0163,1.8105,1.7946,133330.71,19939.53,360.16,20299.69,166582.83,92824.84
2024-08,DE01,Software,Customer Success,1.4823,1.5415,0.04,0.0136,1.5087,1.4955,111512.96,13897.25,300.13,14197.38,138819.03,92824.84
2024-08,DE01,Software,G&A,1.3341,1.3873,0.036,0.0122,1.3578,1.3459,121209.74,13595.14,270.12,13865.25,124937.13,92824.84
2024-08,ES01,Events,Project Delivery,18.2226,15.7786,0.0,0.167,18.0556,18.1391,73516.34,111126.64,0.0,111126.64,1126119.49,62082.46
2024-08,ES01,Events,Sales,8.0989,7.0127,0.0,0.0742,8.0247,8.0618,89853.31,60365.09,0.0,60365.09,500497.55,62082.46
2024-08,ES01,Events,Program Management,8.0989,7.0127,0.0,0.0742,8.0247,8.0618,83318.52,55974.9,0.0,55974.9,500497.55,62082.46
2024-08,ES01,Events,G&A,6.0742,5.2595,0.0,0.0557,6.0185,6.0464,81684.82,41158.02,0.0,41158.02,375373.16,62082.46
2024-08,ES01,Hardware,Sales,10.8325,10.951,0.1197,0.0993,10.853,10.8428,89853.31,81188.11,898.09,82086.2,1158068.87,106805.79
2024-08,ES01,Hardware,Product Management,7.2217,7.3006,0.0798,0.0662,7.2353,7.2285,91487.0,55109.5,598.73,55708.23,772045.92,106805.79
2024-08,ES01,Hardware,Supply Chain & Commercial Ops,9.0271,9.1258,0.0998,0.0827,9.0441,9.0356,75966.89,57200.71,748.41,57949.12,965057.4,106805.79
2024-08,ES01,Hardware,G&A,9.0271,9.1258,0.0998,0.0827,9.0441,9.0356,81684.82,61506.14,748.41,62254.55,965057.4,106805.79
2024-08,ES01,Spare Parts,Service Operations,6.2242,6.2531,0.0473,0.0571,6.2145,6.2194,71882.65,37255.3,354.57,37609.87,555852.38,89374.62
2024-08,ES01,Spare Parts,Sales,3.5567,3.5732,0.027,0.0326,3.5511,3.5539,89853.31,26610.93,202.61,26813.54,317629.93,89374.62
2024-08,ES01,Spare Parts,Planning,4.4459,4.4665,0.0338,0.0408,4.4389,4.4424,76783.74,28425.31,253.27,28678.58,397037.41,89374.62
2024-08,ES01,Spare Parts,G&A,3.5567,3.5732,0.027,0.0326,3.5511,3.5539,81684.82,24191.75,202.61,24394.37,317629.93,89374.62
2024-08,JP01,Hardware,Sales,7.4589,7.3684,0.0,0.0684,7.3906,7.4248,124635.23,77115.58,0.0,77115.58,659852.45,88871.87
2024-08,JP01,Hardware,Product Management,4.9726,4.9123,0.0,0.0456,4.9271,4.9498,126901.33,52345.12,0.0,52345.12,439901.64,88871.87
2024-08,JP01,Hardware,Supply Chain & Commercial Ops,6.2158,6.1403,0.0,0.057,6.1588,6.1873,105373.42,54331.43,0.0,54331.43,549877.05,88871.87
2024-08,JP01,Hardware,G&A,6.2158,6.1403,0.0,0.057,6.1588,6.1873,113304.76,58420.89,0.0,58420.89,549877.05,88871.87
2024-08,JP01,Software,R&D,2.3305,2.4043,0.0524,0.0214,2.3615,2.346,130300.47,25473.55,392.74,25866.29,215130.25,91701.55
2024-08,JP01,Software,Sales,1.4719,1.5185,0.0331,0.0135,1.4915,1.4817,124635.23,15389.06,248.05,15637.1,135871.74,91701.55
2024-08,JP01,Software,Customer Success,1.2266,1.2654,0.0276,0.0112,1.2429,1.2347,104240.38,10725.71,206.7,10932.41,113226.45,91701.55
2024-08,JP01,Software,G&A,1.1039,1.1389,0.0248,0.0101,1.1186,1.1113,113304.76,10492.54,186.03,10678.57,101903.8,91701.55
2024-08,JP01,Spare Parts,Service Operations,8.6468,8.6969,0.0711,0.0793,8.6387,8.6428,99708.19,71813.05,533.6,72346.65,764223.89,88423.32
2024-08,JP01,Spare Parts,Sales,4.9411,4.9697,0.0407,0.0453,4.9364,4.9387,124635.23,51295.04,304.91,51599.95,436699.36,88423.32
2024-08,JP01,Spare Parts,Planning,6.1763,6.2121,0.0508,0.0566,6.1705,6.1734,106506.47,54792.43,381.14,55173.57,545874.2,88423.32
2024-08,JP01,Spare Parts,G&A,4.9411,4.9697,0.0407,0.0453,4.9364,4.9387,113304.76,46631.85,304.91,46936.77,436699.36,88423.32
2024-08,US01,Events,Project Delivery,14.1192,8.8987,0.0,0.1294,13.9898,14.0545,139918.2,163873.21,0.0,163873.21,699504.3,49770.89
2024-08,US01,Events,Sales,6.2752,3.955,0.0,0.0575,6.2177,6.2464,171011.13,89017.55,0.0,89017.55,310890.8,49770.89
2024-08,US01,Events,Program Management,6.2752,3.955,0.0,0.0575,6.2177,6.2464,158573.96,82543.54,0.0,82543.54,310890.8,49770.89
2024-08,US01,Events,G&A,4.7064,2.9662,0.0,0.0431,4.6633,4.6848,155464.67,60693.78,0.0,60693.78,233168.1,49770.89
2024-08,US01,Hardware,Sales,13.194,13.2944,0.1217,0.1209,13.1948,13.1944,171011.13,188032.34,912.94,188945.27,1426204.66,108091.73
2024-08,US01,Hardware,Product Management,8.796,8.8629,0.0811,0.0806,8.7965,8.7963,174120.43,127634.07,608.62,128242.69,950803.11,108091.73
2024-08,US01,Hardware,Supply Chain & Commercial Ops,10.995,11.0786,0.1014,0.1008,10.9957,10.9953,144582.14,132477.33,760.78,133238.11,1188503.88,108091.73
2024-08,US01,Hardware,G&A,10.995,11.0786,0.1014,0.1008,10.9957,10.9953,155464.67,142448.74,760.78,143209.52,1188503.88,108091.73
2024-08,US01,Software,R&D,3.5373,3.6683,0.0899,0.0324,3.5948,3.5661,178784.37,53129.85,674.05,53803.9,325910.43,91391.95
2024-08,US01,Software,Sales,2.2341,2.3168,0.0568,0.0205,2.2704,2.2523,171011.13,32096.75,425.71,32522.47,205838.17,91391.95
2024-08,US01,Software,Customer Success,1.8618,1.9307,0.0473,0.0171,1.892,1.8769,143027.49,22370.46,354.76,22725.23,171531.81,91391.95
2024-08,US01,Software,G&A,1.6756,1.7376,0.0426,0.0154,1.7028,1.6892,155464.67,21884.15,319.29,22203.44,154378.63,91391.95
2024-09,DE01,Hardware,Sales,11.7374,11.2654,0.0,0.1076,11.6298,11.6836,133681.15,130156.83,0.0,130156.83,1607098.69,137551.25
2024-09,DE01,Hardware,Product Management,7.825,7.5103,0.0,0.0717,7.7532,7.7891,136111.72,88348.88,0.0,88348.88,1071399.13,137551.25
2024-09,DE01,Hardware,Supply Chain & Commercial Ops,9.7812,9.3879,0.0,0.0897,9.6915,9.7364,113021.34,91701.4,0.0,91701.4,1339248.91,137551.25
2024-09,DE01,Hardware,G&A,9.7812,9.3879,0.0,0.0897,9.6915,9.7364,121528.32,98603.66,0.0,98603.66,1339248.91,137551.25
2024-09,DE01,Software,R&D,2.8665,2.9735,0.0733,0.0263,2.9135,2.89,139757.57,33658.74,549.45,34208.19,272822.19,94400.86
2024-09,DE01,Software,Sales,1.8105,1.878,0.0463,0.0166,1.8401,1.8253,133681.15,20333.88,347.02,20680.91,172308.75,94400.86
2024-09,DE01,Software,Customer Success,1.5087,1.565,0.0386,0.0138,1.5334,1.5211,111806.05,14172.1,289.19,14461.29,143590.63,94400.86
2024-09,DE01,Software,G&A,1.3578,1.4085,0.0347,0.0124,1.3801,1.369,121528.32,13864.01,260.27,14124.28,129231.56,94400.86
2024-09,ES01,Events,Project Delivery,18.0556,17.6454,0.0,0.1655,17.8901,17.9728,73709.57,110397.38,0.0,110397.38,1591430.06,88546.5
2024-09,ES01,Events,Sales,8.0247,7.8424,0.0,0.0736,7.9511,7.9879,90089.47,59968.95,0.0,59968.95,707302.25,88546.5
2024-09,ES01,Events,Program Management,8.0247,7.8424,0.0,0.0736,7.9511,7.9879,83537.51,55607.57,0.0,55607.57,707302.25,88546.5
2024-09,ES01,Events,G&A,6.0185,5.8818,0.0,0.0552,5.9634,5.9909,81899.52,40887.92,0.0,40887.92,530476.69,88546.5
2024-09,ES01,Hardware,Sales,10.853,10.2891,0.0,0.0995,10.7535,10.8032,90089.47,81104.81,0.0,81104.81,1439599.51,133256.34
2024-09,ES01,Hardware,Product Management,7.2353,6.8594,0.0,0.0663,7.169,7.2022,91727.46,55052.96,0.0,55052.96,959733.01,133256.34
2024-09,ES01,Hardware,Supply Chain & Commercial Ops,9.0441,8.5743,0.0,0.0829,8.9612,9.0027,76166.55,57142.03,0.0,57142.03,1199666.26,133256.34
2024-09,ES01,Hardware,G&A,9.0441,8.5743,0.0,0.0829,8.9612,9.0027,81899.52,61443.04,0.0,61443.04,1199666.26,133256.34
2024-09,ES01,Spare Parts,Service Operations,6.2145,5.9066,0.0,0.057,6.1575,6.186,72071.58,37152.78,0.0,37152.78,694068.01,112200.15
2024-09,ES01,Spare Parts,Sales,3.5511,3.3752,0.0,0.0326,3.5186,3.5348,90089.47,26537.7,0.0,26537.7,396610.29,112200.15
