entity,division,product,revenue,variable_production_cost,variable_selling_cost,fixed_production_cost,marginal_contribution,gross_profit,opex,quantity,mc_pct,gross_margin_pct,operating_contribution,name,product_family,product_subfamily,product_type,quality_tier,quality_score,generation,strategic_role
ES01,Events,EV-DEP-COM-E,2013022.92,1256353.79,141314.2,105180.43,615354.94,510174.48,274140.6299021371,12.0,0.3056870013183953,0.25343699514360224,236033.8500978629,Aureon Commissioning Program Essential,Deployment & Integration,Integration,Commissioning Program,Essential,1,G1 Legacy,Harvest
ES01,Events,EV-DEP-COM-P,852965.18,433259.6,55442.74,46913.09,364262.85,317349.77,114360.51413223805,4.0,0.42705477145034215,0.3720547771950081,202989.25586776197,Aureon Commissioning Program Professional,Deployment & Integration,Integration,Commissioning Program,Professional,2,G2,Core
ES01,Events,EV-DEP-LCH-E,692750.74,267257.73,48631.11,36196.24,376861.9,340665.66,83640.7224853432,5.0,0.5440079356681742,0.49175791569706584,257024.93751465678,Aureon Site Launch Essential,Deployment & Integration,Deployment,Site Launch,Essential,1,G2,Volume
ES01,Events,EV-DEP-LCH-P,1225066.27,560779.59,79629.32,67378.64,584657.37,517278.72000000003,172584.36155957603,7.0,0.4772455044411597,0.42224550023730556,344694.35844042397,Aureon Site Launch Professional,Deployment & Integration,Deployment,Site Launch,Professional,2,G2,Core
ES01,Events,EV-DEP-LCH-X,268736.36,151623.79,16070.43,16258.55,101042.14,84783.59,33802.762818025,1.0,0.375989836284156,0.3154898354655098,50980.82718197499,Aureon Site Launch Premium,Deployment & Integration,Deployment,Site Launch,Premium,3,G2,Premium
ES01,Events,EV-DEP-MIG-E,1397382.4,575342.86,98096.24,73013.24,723943.28,650930.06,185511.62134796075,9.0,0.5180709875836421,0.46582099502612895,465418.4386520393,Aureon Migration Wave Essential,Deployment & Integration,Integration,Migration Wave,Essential,1,G2,Volume
ES01,Events,EV-DEP-MIG-P,604924.88,300029.19,39320.12,33270.87,265575.58,232304.72,87602.5948210265,3.0,0.4390224121712435,0.38402242605726516,144702.12517897348,Aureon Migration Wave Professional,Deployment & Integration,Integration,Migration Wave,Professional,2,G2,Core
ES01,Events,EV-DEP-ROL-E,1466701.99,584571.35,102962.48,76635.17,779168.1699999999,702532.97,201587.2933458224,10.0,0.5312382306101595,0.47898821627698207,500945.6766541776,Aureon Regional Rollout Essential,Deployment & Integration,Deployment,Regional Rollout,Essential,1,G2,Volume
ES01,Events,EV-DEP-ROL-P,1491590.33,704679.7,96953.37,82037.47,689957.27,607919.7999999999,220242.8600117144,8.0,0.46256485854262674,0.40756485730233977,387676.93998828554,Aureon Regional Rollout Professional,Deployment & Integration,Deployment,Regional Rollout,Professional,2,G2,Core
ES01,Events,EV-DEP-ROL-X,553927.75,322930.25,33124.880000000005,33512.619999999995,197872.62,164359.99,81053.49634683483,2.0,0.35721738078657367,0.2967173787556229,83306.49365316516,Aureon Regional Rollout Premium,Deployment & Integration,Deployment,Regional Rollout,Premium,3,G2,Premium
ES01,Events,EV-EXP-DEM-E,945904.54,401487.24,66402.5,49423.51,478014.76,428591.26,122344.07646124938,5.0,0.5053520094110131,0.4531020223245783,306247.1835387506,Aureon Demonstration Center Essential,Customer Experience,Customer Events,Demonstration Center,Essential,1,G2,Volume
ES01,Events,EV-EXP-DEM-P,240929.71,120464.75,15660.43,13251.13,104804.52,91553.39,23856.945859750453,1.0,0.4350003990790509,0.3800004158889329,67696.44414024954,Aureon Demonstration Center Professional,Customer Experience,Customer Events,Demonstration Center,Professional,2,G2,Core
ES01,Events,EV-EXP-FOR-E,676035.56,269358.93,47457.7,35322.87,359218.94999999995,323896.1,92792.25285319757,4.0,0.5313610278133889,0.47911103966187807,231103.8471468024,Aureon Innovation Forum Essential,Customer Experience,Market Events,Innovation Forum,Essential,1,G2,Volume
ES01,Events,EV-EXP-FOR-P,424683.66,198590.29,27604.43,23357.61,198488.93,175131.34,58588.90937545024,2.0,0.4673806616435396,0.41238068825158003,116542.43062454976,Aureon Innovation Forum Professional,Customer Experience,Market Events,Innovation Forum,Professional,2,G2,Core
ES01,Events,EV-EXP-FOR-X,968625.23,561013.23,57923.79,58601.82,349688.21,291086.38,129329.37277179139,3.0,0.36101497170376207,0.3005149680026402,161757.00722820862,Aureon Innovation Forum Premium,Customer Experience,Market Events,Innovation Forum,Premium,3,G2,Premium
ES01,Events,EV-EXP-PRD-E,778284.5800000001,297558.08,54635.58,40665.36,426090.91,385425.55,104738.4516876142,5.0,0.5474744340945312,0.4952244460503123,280687.0983123858,Aureon Product Launch Essential,Customer Experience,Market Events,Product Launch,Essential,1,G2,Volume
ES01,Events,EV-EXP-PRD-P,1427988.46,658096.16,92819.24,78539.34999999999,677073.06,598533.6900000001,188912.64826704326,7.0,0.47414462999231805,0.4191446267009749,409621.0417329568,Aureon Product Launch Professional,Customer Experience,Market Events,Product Launch,Professional,2,G2,Core
ES01,Events,EV-EXP-PRD-X,596254.99,336514.86,35656.05,36073.43,224084.08000000002,188010.65000000002,77448.46808595292,2.0,0.3758192111733942,0.3153192059658906,110562.1819140471,Aureon Product Launch Premium,Customer Experience,Market Events,Product Launch,Premium,3,G2,Premium
ES01,Events,EV-EXP-USR-E,1241032.25,508713.19,87120.47,64843.94,645198.59,580354.65,180182.16933251603,7.0,0.5198886572045166,0.4676386532259738,400172.480667484,Aureon User Conference Essential,Customer Experience,Customer Events,User Conference,Essential,1,G2,Volume
ES01,Events,EV-EXP-USR-P,1383324.6800000002,681396.6,89916.11,76082.85,612011.97,535929.13,204519.4705369104,6.0,0.4424210590965527,0.3874210716749447,331409.6594630896,Aureon User Conference Professional,Customer Experience,Customer Events,User Conference,Professional,2,G2,Core
ES01,Events,EV-EXP-USR-X,1369244.3399999999,817646.0,81880.82,82839.29,469717.54,386878.26,171247.94388767757,4.0,0.34304873591809043,0.28254873779503814,215630.31611232244,Aureon User Conference Premium,Customer Experience,Customer Events,User Conference,Premium,3,G2,Premium
ES01,Events,EV-MNG-CERT-E,530263.24,226367.28,37224.49,27706.25,266671.45999999996,238965.2,75404.38844535308,4.0,0.5029039161756714,0.45065390540743505,163560.81155464693,Aureon Certification Roadshow Essential,Managed Programs,Field Programs,Certification Roadshow,Essential,1,G2,Volume
ES01,Events,EV-MNG-CERT-P,1201466.34,613000.64,78095.31,66080.65,510370.38,444289.70999999996,165680.41176948094,7.0,0.424789578374705,0.3697895606463681,278609.29823051905,Aureon Certification Roadshow Professional,Managed Programs,Field Programs,Certification Roadshow,Professional,2,G2,Core
ES01,Events,EV-MNG-CERT-X,512968.02,319002.88,30675.48,31034.56,163289.66,132255.1,78261.82507513298,2.0,0.3183232748115565,0.25782328496813506,53993.27492486703,Aureon Certification Roadshow Premium,Managed Programs,Field Programs,Certification Roadshow,Premium,3,G2,Premium
ES01,Events,EV-MNG-CUS-E,1280391.45,509585.83,89883.48,66900.44,680922.13,614021.67,171477.41722029296,11.0,0.5318077764421185,0.47955777118005594,442544.2527797071,Aureon Customer Council Essential,Managed Programs,Partner Programs,Customer Council,Essential,1,G2,Volume
ES01,Events,EV-MNG-CUS-P,147625.12,69355.26,9595.63,8119.38,68674.22,60554.84,17909.92323383917,1.0,0.4651933221121175,0.41019333295038135,42644.91676616082,Aureon Customer Council Professional,Managed Programs,Partner Programs,Customer Council,Professional,2,G2,Core
ES01,Events,EV-MNG-CUS-X,438495.06,250842.02000000002,26222.010000000002,26528.949999999997,161431.05,134902.09000000003,48083.55427291426,2.0,0.3681479330690749,0.30764791284079696,86818.53572708576,Aureon Customer Council Premium,Managed Programs,Partner Programs,Customer Council,Premium,3,G2,Premium
ES01,Events,EV-MNG-PRT-E,992891.3,385368.15,69700.96,51878.58,537822.18,485943.61,146747.66419105983,9.0,0.5416727692145152,0.48942276964255804,339195.94580894016,Aureon Partner Summit Essential,Managed Programs,Partner Programs,Partner Summit,Essential,1,G2,Volume
ES01,Events,EV-MNG-PRT-P,846405.76,390189.52,55016.36,46552.32,401199.87,354647.55,122745.18522379751,6.0,0.4740041821076454,0.41900417832695275,231902.36477620248,Aureon Partner Summit Professional,Managed Programs,Partner Programs,Partner Summit,Professional,2,G2,Core
ES01,Events,EV-MNG-PRT-X,203779.44,112711.1,12186.01,12328.66,78882.33,66553.67,24722.577701856804,1.0,0.38709660797968626,0.3265965889394926,41831.092298143194,Aureon Partner Summit Premium,Managed Programs,Partner Programs,Partner Summit,Premium,3,G2,Premium
ES01,Events,EV-MNG-RDS-E,1885250.58,783972.78,132344.6,98504.35,968933.25,870428.9,261790.17924175868,15.0,0.5139546224141727,0.46170461859770384,608638.7207582414,Aureon Regional Roadshow Essential,Managed Programs,Field Programs,Regional Roadshow,Essential,1,G2,Volume
ES01,Events,EV-MNG-RDS-P,975456.7000000001,484780.02,63404.68,53650.119999999995,427272.0,373621.88,144203.52219583362,6.0,0.4380225180676907,0.3830225165299495,229418.3578041664,Aureon Regional Roadshow Professional,Managed Programs,Field Programs,Regional Roadshow,Professional,2,G2,Core
ES01,Events,EV-MNG-RDS-X,233773.18,138131.81,13979.64,14143.28,81661.73,67518.46,41354.14974969892,1.0,0.34932035402863576,0.2888203856404743,26164.31025030109,Aureon Regional Roadshow Premium,Managed Programs,Field Programs,Regional Roadshow,Premium,3,G2,Premium
ES01,Events,EV-TRN-CRT-E,918865.12,365608.72,64504.33,48010.71,488752.08,440741.36,127585.05884295824,10.0,0.5319084045762886,0.4796583855528219,313156.30115704174,Aureon Certification Program Essential,Training & Enablement,Operational Training,Certification Program,Essential,1,G2,Volume
ES01,Events,EV-TRN-CRT-P,1178437.1199999999,558112.06,76598.42,64814.04,543726.64,478912.61,150073.70491622452,10.0,0.4613963959315878,0.4063964057751338,328838.90508377546,Aureon Certification Program Professional,Training & Enablement,Operational Training,Certification Program,Professional,2,G2,Core
ES01,Events,EV-TRN-CRT-X,704675.6,414535.44,42139.59,42632.880000000005,248000.55,205367.68,102969.14916342574,4.0,0.3519357701614757,0.291435775554028,102398.53083657425,Aureon Certification Program Premium,Training & Enablement,Operational Training,Certification Program,Premium,3,G2,Premium
ES01,Events,EV-TRN-EXE-E,1155773.3,497115.95999999996,81135.3,60389.159999999996,577522.04,517132.87,158773.06386452945,11.0,0.4996845315599521,0.44743451851673677,358359.8061354705,Aureon Executive Workshop Essential,Training & Enablement,Leadership Training,Executive Workshop,Essential,1,G2,Volume
ES01,Events,EV-TRN-EXE-P,656344.97,330071.47,42662.42,36098.97,283611.05,247512.09,83269.90888677782,5.0,0.43210668621411086,0.3771067065540245,164242.18111322218,Aureon Executive Workshop Professional,Training & Enablement,Leadership Training,Executive Workshop,Professional,2,G2,Core
ES01,Events,EV-TRN-EXE-X,598989.94,371865.8,35819.6,36238.89,191304.55,155065.65,85527.56212441888,3.0,0.31937856919600355,0.258878554788416,69538.08787558111,Aureon Executive Workshop Premium,Training & Enablement,Leadership Training,Executive Workshop,Premium,3,G2,Premium
ES01,Events,EV-TRN-OPR-E-NXT,2042830.67,892069.06,143406.7,106737.88,1007354.94,900617.02,268429.13503497816,22.0,0.4931171999684144,0.44086719140554126,632187.8849650219,Aureon Operator Academy NextGen Essential,Training & Enablement,Operational Training,Operator Academy,Essential,1,G3,Growth
ES01,Events,EV-TRN-OPR-P,1419103.01,648442.8,92241.7,78050.68,678418.52,600367.86,198962.30533594513,13.0,0.47806150449924,0.42306150841016116,401405.5546640549,Aureon Operator Academy Professional,Training & Enablement,Operational Training,Operator Academy,Professional,2,G2,Core
ES01,Events,EV-TRN-OPR-X,159882.29,87957.6,9560.96,9672.88,62363.73,52690.85,15831.596335654584,1.0,0.3900602749685409,0.32956026586809584,36859.253664345415,Aureon Operator Academy Premium,Training & Enablement,Operational Training,Operator Academy,Premium,3,G2,Premium
ES01,Events,EV-TRN-TEC-E,1078676.21,445703.19,75723.05,56360.85,557249.96,500889.11,142009.96128423704,11.0,0.5166054046932211,0.4643553879806063,358879.14871576295,Aureon Technical Bootcamp Essential,Training & Enablement,Leadership Training,Technical Bootcamp,Essential,1,G2,Volume
ES01,Hardware,HW-CTL-MCU-E,1518958.97,1058735.09,90226.23,79365.52,369997.7,290632.09,133741.10374615385,80.0,0.24358636889316373,0.1913363663799293,156890.98625384617,Aureon Compact Controller Essential,Control Systems,Controllers,Compact Controller,Essential,1,G1 Legacy,Harvest
ES01,Hardware,HW-CTL-MCU-P,1192579.68,669251.1799999999,65591.91,65591.91,457736.64,392144.73,106382.15688268702,49.0,0.3838205930189923,0.32882056987588454,285762.573117313,Aureon Compact Controller Professional,Control Systems,Controllers,Compact Controller,Professional,2,G2,Core
ES01,Hardware,HW-CTL-MCU-X,937321.15,641819.54,47428.48,56707.97,248073.21,191365.29,82408.17293229919,26.0,0.26466191443562326,0.2041619246509054,108957.11706770082,Aureon Compact Controller Premium,Control Systems,Controllers,Compact Controller,Premium,3,G2,Premium
ES01,Hardware,HW-CTL-RCK-E,793045.96,386668.58999999997,47106.950000000004,41436.6,359270.42,317833.78,70360.16888824433,39.0,0.45302597594722,0.40077599033478467,247473.61111175572,Aureon Rack Controller Essential,Control Systems,Controllers,Rack Controller,Essential,1,G2,Volume
ES01,Hardware,HW-CTL-RCK-P,1879581.84,1093676.76,103377.06,103377.06,682528.3200000001,579151.2,167944.38895198485,72.0,0.36312774760581856,0.3081276844002706,411206.81104801514,Aureon Rack Controller Professional,Control Systems,Controllers,Rack Controller,Professional,2,G2,Core
ES01,Hardware,HW-CTL-RCK-X,1119007.18,794280.93,56621.77,67699.93000000001,268104.43,200404.59,97734.63365230097,29.0,0.2395913402450197,0.17909142459657856,102669.95634769903,Aureon Rack Controller Premium,Control Systems,Controllers,Rack Controller,Premium,3,G2,Premium
ES01,Hardware,HW-CTL-RDN-E,1498913.04,758234.86,89035.44,78318.15000000001,651642.72,573324.49,133173.11537391087,69.0,0.4347435125389262,0.38249349675415456,440151.3746260891,Aureon Redundant Controller Essential,Control Systems,Resilient Control,Redundant Controller,Essential,1,G2,Volume
ES01,Hardware,HW-CTL-RDN-P,1003046.13,604072.26,55167.57,55167.57,343806.3,288638.79,89624.13632761128,36.0,0.3427622017743092,0.2877622288418579,199014.6536723887,Aureon Redundant Controller Professional,Control Systems,Resilient Control,Redundant Controller,Professional,2,G2,Core
ES01,Hardware,HW-CTL-RDN-X,1237613.8800000001,910980.38,62623.28,74875.67,264010.28,189134.58,108481.51642207369,30.0,0.21332200960771383,0.152821960917245,80653.0635779263,Aureon Redundant Controller Premium,Control Systems,Resilient Control,Redundant Controller,Premium,3,G2,Premium
ES01,Hardware,HW-CTL-SAF-E,831714.9299999999,434975.79,49403.88,43457.07,347335.32,303878.25,74315.36326654696,36.0,0.4176134243496146,0.36536346654255686,229562.88673345302,Aureon Safety Controller Essential,Control Systems,Resilient Control,Safety Controller,Essential,1,G2,Volume
ES01,Hardware,HW-CTL-SAF-P,1066301.28,663882.75,58646.549999999996,58646.549999999996,343771.95,285125.33999999997,95276.10329306517,36.0,0.3223966400940642,0.26739660295634265,189849.2367069348,Aureon Safety Controller Professional,Control Systems,Resilient Control,Safety Controller,Professional,2,G2,Core
ES01,Hardware,HW-CTL-SAF-X,86126.9,63324.56,4358.02,5210.68,18444.33,13233.65,6950.561564628868,2.0,0.21415295337461354,0.15365292376713896,6283.088435371132,Aureon Safety Controller Premium,Control Systems,Resilient Control,Safety Controller,Premium,3,G2,Premium
ES01,Hardware,HW-EDG-AI-E,980673.65,512604.72,58252.0,51240.25,409816.93,358576.77,86996.84643983332,36.0,0.4178932818272419,0.36564332079280404,271579.92356016673,Aureon AI Edge Appliance Essential,Edge Appliances,Compute,AI Edge Appliance,Essential,1,G2,Volume
ES01,Hardware,HW-EDG-AI-P,1535842.78,956902.01,84471.37,84471.37,494469.47,409998.06,135991.10218900192,44.0,0.3219531819526475,0.2669531447743629,274006.9578109981,Aureon AI Edge Appliance Professional,Edge Appliances,Compute,AI Edge Appliance,Professional,2,G2,Core
ES01,Hardware,HW-EDG-CMP-E,896676.02,453065.5,53262.6,46851.31,390348.01,343496.68,79990.9113733702,35.0,0.4353278121567252,0.3830778032850706,263505.7686266298,Aureon Edge Compute Node Essential,Edge Appliances,Compute,Edge Compute Node,Essential,1,G2,Volume
ES01,Hardware,HW-EDG-CMP-P,1182538.56,712169.55,65039.64,65039.64,405329.43,340289.76,105662.15392712332,36.0,0.3427621252367449,0.2877620836313363,234627.6060728767,Aureon Edge Compute Node Professional,Edge Appliances,Compute,Edge Compute Node,Professional,2,G2,Core
ES01,Hardware,HW-EDG-GTW-E,1252975.92,874209.49,74426.81,65468.0,304339.66,238871.74,110879.2046326969,56.0,0.2428934627889736,0.19064352010851096,127992.53536730309,Aureon Industrial Gateway Essential,Edge Appliances,Gateways,Industrial Gateway,Essential,1,G1 Legacy,Harvest
ES01,Hardware,HW-EDG-GTW-P,573044.37,321318.18,31517.43,31517.43,220208.77,188691.28,50308.852983702265,20.0,0.38427874267397477,0.3292786560314693,138382.42701629773,Aureon Industrial Gateway Professional,Edge Appliances,Gateways,Industrial Gateway,Professional,2,G2,Core
ES01,Hardware,HW-EDG-GTW-X,1058181.17,718671.12,53543.94,64019.97,285966.07,221946.13,91864.01571535754,25.0,0.2702430151918126,0.20974303483400675,130082.11428464246,Aureon Industrial Gateway Premium,Edge Appliances,Gateways,Industrial Gateway,Premium,3,G2,Premium
ES01,Hardware,HW-EDG-SEC-E,1463936.1,715149.65,86957.82,76490.69,661828.68,585338.04,130624.06267379936,61.0,0.4520885030432681,0.39983851754185173,454713.9773262007,Aureon Secure Gateway Essential,Edge Appliances,Gateways,Secure Gateway,Essential,1,G2,Volume
ES01,Hardware,HW-EDG-SEC-P,1477285.4,859591.44,81250.72,81250.72,536443.4,455192.68,131998.30721844206,48.0,0.3631278018451953,0.30812778627609805,323194.37278155796,Aureon Secure Gateway Professional,Edge Appliances,Gateways,Secure Gateway,Professional,2,G2,Core
ES01,Hardware,HW-EDG-SEC-X,454308.52,319043.64,22988.01,27485.66,112276.86,84791.19,37896.66108103262,10.0,0.24713791412056282,0.18663790412735382,46894.528918967386,Aureon Secure Gateway Premium,Edge Appliances,Gateways,Secure Gateway,Premium,3,G2,Premium
ES01,Hardware,HW-NET-ACC-E,734075.52,346238.25,43604.07,38355.48,344233.17,305877.75,65591.1323895215,36.0,0.4689342725936426,0.4166843079033612,240286.61761047848,Aureon Access Node Essential,Network Devices,Access,Access Node,Essential,1,G2,Volume
ES01,Hardware,HW-NET-ACC-P,575078.8,322544.91,31629.34,31629.34,220904.58000000002,189275.24,51104.02282579043,22.0,0.3841292358542864,0.3291292254209336,138171.21717420957,Aureon Access Node Professional,Network Devices,Access,Access Node,Professional,2,G2,Core
ES01,Hardware,HW-NET-ACC-X,773848.78,529663.65,39156.76,46817.83,205028.36,158210.52000000002,67675.37687643278,20.0,0.26494628575882745,0.20444630021901697,90535.14312356724,Aureon Access Node Premium,Network Devices,Access,Access Node,Premium,3,G2,Premium
ES01,Hardware,HW-NET-DST-E,909468.66,459454.79,54022.49,47519.71,395991.38,348471.66000000003,80787.91277380123,39.0,0.43540959399304646,0.3831596132185578,267683.7472261988,Aureon Distribution Node Essential,Network Devices,Distribution,Distribution Node,Essential,1,G2,Volume
ES01,Hardware,HW-NET-DST-P,1973307.44,1187411.82,108531.85,108531.85,677363.82,568831.82,175486.08131192287,66.0,0.3432631967373518,0.2882631507232345,393345.7386880771,Aureon Distribution Node Professional,Network Devices,Distribution,Distribution Node,Professional,2,G2,Core
ES01,Hardware,HW-NET-DST-X,749382.4299999999,545796.05,37918.72,45337.64,165667.66,120330.04,63613.12923452231,17.0,0.22107225011934162,0.1605722728247045,56716.91076547768,Aureon Distribution Node Premium,Network Devices,Distribution,Distribution Node,Premium,3,G2,Premium
ES01,Hardware,HW-NET-RTR-E,1488332.3499999999,778378.1,88406.85,77765.35,621547.35,543782.0,132985.49477977422,60.0,0.41761327703452794,0.3653632873060913,410796.5052202258,Aureon Secure Router Essential,Network Devices,Distribution,Secure Router,Essential,1,G2,Volume
ES01,Hardware,HW-NET-RTR-P,1430618.41,890028.67,78684.05,78684.05,461905.65,383221.75,126919.14124671482,45.0,0.32287131688735926,0.26787139555963074,256302.6087532852,Aureon Secure Router Professional,Network Devices,Distribution,Secure Router,Professional,2,G2,Core
ES01,Hardware,HW-NET-SWC-E,1135947.97,554238.14,67475.37,59353.35,514234.42,454881.19,100851.19702655452,52.0,0.4526918781324113,0.4004419234095731,354029.99297344545,Aureon Secure Switch Essential,Network Devices,Access,Secure Switch,Essential,1,G2,Volume
ES01,Hardware,HW-NET-SWC-P,1681731.15,978552.7,92495.2,92495.2,610683.3,518188.0,150265.9442100778,60.0,0.36312778056112005,0.30812772897736956,367922.0557899222,Aureon Secure Switch Professional,Network Devices,Access,Secure Switch,Professional,2,G2,Core
ES01,Hardware,HW-NET-SWC-X,247354.12,173354.06,12516.11,14964.91,61483.96,46519.03,20443.48848361686,6.0,0.24856654904312894,0.18806652583753203,26075.54151638314,Aureon Secure Switch Premium,Network Devices,Access,Secure Switch,Premium,3,G2,Premium
ES01,Hardware,HW-SEN-BIO-E,1327355.54,648870.71,78844.93,69354.31,599639.98,530285.63,117587.90700469475,86.0,0.4517553601350848,0.3995053427810306,412697.72299530526,Aureon Biometric Reader Essential,Sensors & Readers,Readers,Biometric Reader,Essential,1,G2,Volume
ES01,Hardware,HW-SEN-BIO-P,474841.76,276297.24,26116.32,26116.32,172428.22,146311.94,42428.03018852391,24.0,0.36312775017934396,0.30812778555955145,103883.9098114761,Aureon Biometric Reader Professional,Sensors & Readers,Readers,Biometric Reader,Professional,2,G2,Core
ES01,Hardware,HW-SEN-BIO-X,966765.49,687058.24,48918.32,58489.35,230788.88,172299.55,85579.2161297204,33.0,0.23872271237153905,0.17822269390273746,86720.33387027959,Aureon Biometric Reader Premium,Sensors & Readers,Readers,Biometric Reader,Premium,3,G2,Premium
ES01,Hardware,HW-SEN-CAM-E,1251720.43,632419.11,74352.15,65402.380000000005,544949.08,479546.63,110697.09008967582,76.0,0.43536005879523754,0.38311001283249807,368849.53991032415,Aureon Vision Sensor Essential,Sensors & Readers,Sensing,Vision Sensor,Essential,1,G2,Volume
ES01,Hardware,HW-SEN-CAM-P,1267005.65,763038.7,69685.35,69685.35,434281.65,364596.15,113209.5213174872,60.0,0.34276220473049984,0.2877620553625787,251386.62868251282,Aureon Vision Sensor Professional,Sensors & Readers,Sensing,Vision Sensor,Professional,2,G2,Core
ES01,Hardware,HW-SEN-CAM-X,375033.64,275548.48,18976.69,22689.53,80508.45,57818.93,33509.99231223572,12.0,0.21466994267500908,0.1541699832580352,24308.93768776428,Aureon Vision Sensor Premium,Sensors & Readers,Sensing,Vision Sensor,Premium,3,G2,Premium
ES01,Hardware,HW-SEN-HUB-E,1049729.09,548505.29,62353.9,54848.3,438869.86,384021.56,93122.7990470023,60.0,0.41807916364402165,0.3658292064669752,290898.7609529977,Aureon Sensor Hub Essential,Sensors & Readers,Sensing,Sensor Hub,Essential,1,G2,Volume
ES01,Hardware,HW-SEN-HUB-P,1077525.48,670871.04,59263.88,59263.88,347390.6,288126.64,96279.0510187455,48.0,0.3223966453210925,0.2673965909372278,191847.58898125452,Aureon Sensor Hub Professional,Sensors & Readers,Sensing,Sensor Hub,Professional,2,G2,Core
ES01,Hardware,HW-SEN-RFID-E,1165917.33,549988.8,69255.46,60919.16,546673.04,485753.86,103458.73386110531,81.0,0.46887804643919306,0.4166280468616072,382295.1261388947,Aureon RFID Reader Essential,Sensors & Readers,Readers,RFID Reader,Essential,1,G2,Volume
ES01,Hardware,HW-SEN-RFID-P,885762.48,497361.4,48716.92,48716.92,339684.12,290967.12,79144.5816502766,48.0,0.38349346203962037,0.32849339023707574,211822.53834972339,Aureon RFID Reader Professional,Sensors & Readers,Readers,RFID Reader,Professional,2,G2,Core
ES01,Hardware,HW-SEN-RFID-X,327732.09,224509.09,16583.27,19827.8,86639.73,66811.97,29283.492659915413,12.0,0.2643614484013451,0.20386154434861717,37528.47734008459,Aureon RFID Reader Premium,Sensors & Readers,Readers,RFID Reader,Premium,3,G2,Premium
ES01,Hardware,HW-TRM-FIX-E,1774810.67,836335.2899999999,105423.73,92733.85,833051.59,740317.78,157142.11573321943,101.0,0.46937490521172043,0.41712493197936434,583175.6642667806,Aureon Fixed Terminal Essential,Terminals,Fixed Terminals,Fixed Terminal,Essential,1,G2,Volume
ES01,Hardware,HW-TRM-FIX-P,1195791.44,671953.8200000001,65768.52,65768.52,458069.05,392300.61,106221.74622980735,53.0,0.3830676777549102,0.3280677523498579,286078.8637701926,Aureon Fixed Terminal Professional,Terminals,Fixed Terminals,Fixed Terminal,Professional,2,G2,Core
ES01,Hardware,HW-TRM-FIX-X,367923.41000000003,252346.02000000002,18616.91,22259.36,96960.44,74701.08,32357.162070393275,11.0,0.2635343045988838,0.2030343217356025,42343.91792960673,Aureon Fixed Terminal Premium,Terminals,Fixed Terminals,Fixed Terminal,Premium,3,G2,Premium
ES01,Hardware,HW-TRM-KSK-E,226341.22,110629.37,13444.68,11826.33,102267.17,90440.85,20224.03554145325,12.0,0.45182742233164597,0.39957746096800223,70216.81445854675,Aureon Self-Service Kiosk Essential,Terminals,Fixed Terminals,Self-Service Kiosk,Essential,1,G2,Volume
ES01,Hardware,HW-TRM-KSK-P,1184479.71,688757.5700000001,65146.35,65146.35,430575.8,365429.4,105652.62740192383,49.0,0.3635147114508192,0.30851469798499126,259776.7725980762,Aureon Self-Service Kiosk Professional,Terminals,Fixed Terminals,Self-Service Kiosk,Professional,2,G2,Core
ES01,Hardware,HW-TRM-KSK-X,1501739.89,1063739.68,75988.01,90855.24,362012.12,271156.91,132146.3285823723,42.0,0.2410617993239828,0.18056183484611307,139010.58141762766,Aureon Self-Service Kiosk Premium,Terminals,Fixed Terminals,Self-Service Kiosk,Premium,3,G2,Premium
ES01,Hardware,HW-TRM-MOB-E,1691081.45,855626.03,100450.27,88359.04,735005.12,646646.13,150154.26928504216,84.0,0.4346361436345955,0.382386152955554,496491.8607149578,Aureon Mobile Terminal Essential,Terminals,Mobile Terminals,Mobile Terminal,Essential,1,G2,Volume
ES01,Hardware,HW-TRM-MOB-P,1548562.4,932602.6,85170.9,85170.9,530788.9,445617.9,138367.01677677804,60.0,0.3427623581716824,0.2877623142599872,307250.883223222,Aureon Mobile Terminal Professional,Terminals,Mobile Terminals,Mobile Terminal,Professional,2,G2,Core
ES01,Hardware,HW-TRM-MOB-X,343143.94,250724.87,17363.1,20760.2,75056.0,54295.78,28920.91744141626,9.0,0.2187303672039203,0.15823033331143777,25374.86255858374,Aureon Mobile Terminal Premium,Terminals,Mobile Terminals,Mobile Terminal,Premium,3,G2,Premium
ES01,Hardware,HW-TRM-RUG-E,770430.54,402925.2,45763.62,40255.02,321741.83999999997,281486.82,68839.4943000697,36.0,0.4176130401061203,0.36536300858478427,212647.3256999303,Aureon Rugged Terminal Essential,Terminals,Mobile Terminals,Rugged Terminal,Essential,1,G2,Volume
ES01,Hardware,HW-TRM-RUG-P,960726.54,598445.5,52839.92,52839.92,309441.1,256601.12,85585.26066354549,35.0,0.32209071688599333,0.26709069575615135,171015.8593364545,Aureon Rugged Terminal Professional,Terminals,Mobile Terminals,Rugged Terminal,Professional,2,G2,Core
ES01,Spare Parts,SP-CON-BAT-E,229494.1,90476.69,18589.0,7630.64,120428.4,112797.69,21805.610721271965,405.0,0.5247559741187245,0.49150583827645244,90992.07927872804,Aureon Battery Pack Essential,Consumables,Power & Service,Battery Pack,Essential,1,G2,Volume
ES01,Spare Parts,SP-CON-BAT-P,258700.96,121446.8,19402.6,9054.51,117851.58,108797.02,24540.391365154584,356.0,0.45555138256928,0.42055128052095364,84256.62863484542,Aureon Battery Pack Professional,Consumables,Power & Service,Battery Pack,Professional,2,G2,Core
