month,entity,division,product,product_family,product_subfamily,product_type,quality_tier,generation,age_0_30,age_31_60,age_61_90,age_91_180,age_180_plus,inventory_value,monthly_usage,coverage_months,months_since_sale,slow_moving_value,obsolescence_risk_value,stock_status
2024-03,JP01,Spare Parts,SP-CON-FIL-E,Consumables,Routine Consumables,Filter Pack,Essential,G2,27094.219200000003,13547.109600000002,7843.635874407841,0.0,0.0,48484.96467440785,13547.109600000002,3.578989622583982,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-CON-FIL-P,Consumables,Routine Consumables,Filter Pack,Professional,G2,13793.724000000002,6896.862000000001,1120.946007014536,0.0,0.0,21811.53200701454,6896.862000000001,3.1625298587987603,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-CON-FIL-X,Consumables,Routine Consumables,Filter Pack,Premium,G2,54708.7896,20046.01437119029,0.0,0.0,0.0,74754.80397119028,27354.3948,2.7328260967846485,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-CON-LUB-E,Consumables,Power & Service,Service Lubricant Pack,Essential,G2,39404.196,19702.098,10650.411730677843,0.0,0.0,69756.70573067784,19702.098,3.540572467494469,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-CON-LUB-P,Consumables,Power & Service,Service Lubricant Pack,Professional,G2,8399.916,4199.958,439.56963056346467,0.0,0.0,13039.443630563464,4199.958,3.104660482453269,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-CON-LUB-X,Consumables,Power & Service,Service Lubricant Pack,Premium,G2,10545.292800000001,4040.7335365354566,0.0,0.0,0.0,14586.026336535457,5272.6464000000005,2.76635776989245,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-CON-SEL-E,Consumables,Routine Consumables,Seal Pack,Essential,G2,31702.802400000004,15851.401200000002,8746.122340830623,0.0,0.0,56300.325940830626,15851.401200000002,3.5517570485081547,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-CON-SEL-P,Consumables,Routine Consumables,Seal Pack,Professional,G2,48184.3656,24092.1828,4073.9841992221263,0.0,0.0,76350.53259922212,24092.1828,3.1690998376129755,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-CON-SEL-X,Consumables,Routine Consumables,Seal Pack,Premium,G2,16613.668800000003,6126.105982365756,0.0,0.0,0.0,22739.77478236576,8306.834400000002,2.737477802899954,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-INT-CNX-E,Interface Components,User Interfaces,Connector Set,Essential,G1 Legacy,37641.816,18820.908,10684.155124484234,0.0,0.0,67146.87912448423,18820.908,3.567674796799614,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-INT-CNX-P,Interface Components,User Interfaces,Connector Set,Professional,G2,50910.2352,25455.1176,4371.515490668469,0.0,0.0,80736.86829066847,25455.1176,3.171734248466739,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-INT-CNX-X,Interface Components,User Interfaces,Connector Set,Premium,G2,35922.132000000005,13112.510473853217,0.0,0.0,0.0,49034.64247385322,17961.066000000003,2.7300519063764486,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-INT-DSP-E,Interface Components,User Interfaces,Display Interface,Essential,G2,50686.16400000001,25343.082000000006,13793.297673893529,0.0,0.0,89822.54367389355,25343.082000000006,3.5442628356682717,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-INT-DSP-P,Interface Components,User Interfaces,Display Interface,Professional,G2,8345.6424,4172.8212,793.9777055281611,0.0,0.0,13312.441305528162,4172.8212,3.1902735984777304,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-INT-DSP-X,Interface Components,User Interfaces,Display Interface,Premium,G2,28067.356800000005,10114.17640796691,0.0,0.0,0.0,38181.53320796692,14033.678400000003,2.7207074381843404,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-INT-NET-E,Interface Components,Network Interfaces,Network Interface,Essential,G2,23165.5392,11582.7696,6764.042179101671,0.0,0.0,41512.35097910167,11582.7696,3.5839745080573535,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-INT-NET-P,Interface Components,Network Interfaces,Network Interface,Professional,G2,36306.90720000001,18153.453600000004,2631.10501621446,0.0,0.0,57091.46581621448,18153.453600000004,3.144936884969065,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-INT-NET-X,Interface Components,Network Interfaces,Network Interface,Premium,G2,14549.364000000001,5131.639888603117,0.0,0.0,0.0,19681.003888603118,7274.682000000001,2.705410887871541,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-INT-USB-E,Interface Components,Network Interfaces,Service Interface,Essential,G2,51952.9536,25976.4768,14333.829416930228,0.0,0.0,92263.25981693024,25976.4768,3.5518003664349984,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-INT-USB-P,Interface Components,Network Interfaces,Service Interface,Professional,G2,45439.142400000004,22719.571200000002,3976.7302199235346,0.0,0.0,72135.44381992354,22719.571200000002,3.1750354434472574,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-INT-USB-X,Interface Components,Network Interfaces,Service Interface,Premium,G2,48386.052,18138.721673352407,0.0,0.0,0.0,66524.7736733524,24193.026,2.7497500177676164,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-KIT-CAL-E,Maintenance Kits,Preventive Kits,Calibration Kit,Essential,G2,48047.0544,24023.5272,13409.589569756612,0.0,0.0,85480.1711697566,24023.5272,3.5581857092890425,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-KIT-CAL-P,Maintenance Kits,Preventive Kits,Calibration Kit,Professional,G2,37575.01440000001,18787.507200000004,3459.4546461460923,0.0,0.0,59821.9762461461,18787.507200000004,3.1841359052757188,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-KIT-CAL-X,Maintenance Kits,Preventive Kits,Calibration Kit,Premium,G2,27397.735200000006,9709.140169114356,0.0,0.0,0.0,37106.875369114365,13698.867600000003,2.708754946220106,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-KIT-OVR-E,Maintenance Kits,Overhaul Kits,Overhaul Kit,Essential,G2,47826.2304,23913.1152,12845.067080056251,0.0,0.0,84584.41268005625,23913.1152,3.5371557395439743,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-KIT-OVR-P,Maintenance Kits,Overhaul Kits,Overhaul Kit,Professional,G2,46412.2008,23206.1004,4098.013864673609,0.0,0.0,73716.3150646736,23206.1004,3.1765920940630594,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-KIT-OVR-X,Maintenance Kits,Overhaul Kits,Overhaul Kit,Premium,G2,22039.5096,8414.570742286052,0.0,0.0,0.0,30454.080342286055,11019.7548,2.7635896528556203,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-KIT-PRE-E,Maintenance Kits,Preventive Kits,Preventive Maintenance Kit,Essential,G2,65051.58960000001,32525.794800000003,17867.335322042214,0.0,0.0,115444.71972204222,32525.794800000003,3.5493281695930214,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-KIT-PRE-P,Maintenance Kits,Preventive Kits,Preventive Maintenance Kit,Professional,G2,70047.26640000001,35023.633200000004,5542.644772725776,0.0,0.0,110613.54437272578,35023.633200000004,3.158254420410209,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-KIT-PRE-X,Maintenance Kits,Preventive Kits,Preventive Maintenance Kit,Premium,G2,19372.86,7529.156503616243,0.0,0.0,0.0,26902.016503616243,9686.43,2.7772891048215125,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-KIT-SAF-E,Maintenance Kits,Overhaul Kits,Safety Service Kit,Essential,G2,70897.176,35448.588,19590.300533649468,0.0,0.0,125936.06453364948,35448.588,3.5526397986190443,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-KIT-SAF-X,Maintenance Kits,Overhaul Kits,Safety Service Kit,Premium,G2,30437.28,11062.39939970139,0.0,0.0,0.0,41499.67939970139,15218.64,2.7268980276622217,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MEC-COL-E,Mechanical Parts,Enclosures,Cooling Assembly,Essential,G2,29136.0744,14568.0372,8061.518587510813,0.0,0.0,51765.63018751081,14568.0372,3.5533702637381244,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MEC-COL-P,Mechanical Parts,Enclosures,Cooling Assembly,Professional,G2,51119.47440000001,25559.737200000003,5236.273891608522,0.0,0.0,81915.48549160853,25559.737200000003,3.2048641521873127,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MEC-COL-X,Mechanical Parts,Enclosures,Cooling Assembly,Premium,G2,10316.145600000002,3890.1782630540265,0.0,0.0,0.0,14206.323863054029,5158.072800000001,2.75419219811206,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MEC-DRV-E,Mechanical Parts,Drive Components,Drive Assembly,Essential,G2,55852.884,27926.442,15917.554487546277,0.0,0.0,99696.88048754627,27926.442,3.5699814708778965,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MEC-DRV-P,Mechanical Parts,Drive Components,Drive Assembly,Professional,G2,42939.4104,21469.7052,3927.1828817871647,0.0,0.0,68336.29848178716,21469.7052,3.1829174106120077,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MEC-DRV-X,Mechanical Parts,Drive Components,Drive Assembly,Premium,G2,29938.334400000003,10823.259110861962,0.0,0.0,0.0,40761.59351086197,14969.167200000002,2.723036824043355,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MEC-FAN-E,Mechanical Parts,Drive Components,Cooling Fan,Essential,G2,39855.9528,19927.9764,11233.1285490929,0.0,0.0,71017.0577490929,19927.9764,3.5636863635132014,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MEC-FAN-P,Mechanical Parts,Drive Components,Cooling Fan,Professional,G2,31723.9632,15861.9816,2747.0668747478267,0.0,0.0,50333.011674747824,15861.9816,3.1731856046755107,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MEC-FAN-X,Mechanical Parts,Drive Components,Cooling Fan,Premium,G2,38876.9256,14382.747517278978,0.0,0.0,0.0,53259.67311727898,19438.4628,2.7399117751882613,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MEC-HSG-E,Mechanical Parts,Enclosures,Housing Kit,Essential,G2,43521.624,21760.812,11925.432874522408,0.0,0.0,77207.86887452242,21760.812,3.5480233400537817,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MEC-HSG-P,Mechanical Parts,Enclosures,Housing Kit,Professional,G2,47781.5472,23890.7736,4440.095571104524,0.0,0.0,76112.41637110453,23890.7736,3.185849803168556,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MEC-HSG-X,Mechanical Parts,Enclosures,Housing Kit,Premium,G2,19858.5576,7531.750842828729,0.0,0.0,0.0,27390.30844282873,9929.2788,2.7585395671263386,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MOD-CPU-E,Control Modules,Electronic Boards,Processor Board,Essential,G2,23437.728000000003,11718.864000000001,6408.461382208305,0.0,0.0,41565.05338220831,11718.864000000001,3.546850051524474,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MOD-CPU-P,Control Modules,Electronic Boards,Processor Board,Professional,G2,46404.19440000001,23202.097200000004,4038.238294322815,0.0,0.0,73644.52989432283,23202.097200000004,3.174046262263,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MOD-CPU-X,Control Modules,Electronic Boards,Processor Board,Premium,G2,39302.96400000001,14431.63308178707,0.0,0.0,0.0,53734.59708178708,19651.482000000004,2.7343788667840454,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MOD-IO-E,Control Modules,Electronic Boards,I/O Board,Essential,G1 Legacy,57504.2688,28752.1344,15908.693251563014,0.0,0.0,102165.096451563,28752.1344,3.5533047748817914,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MOD-IO-P,Control Modules,Electronic Boards,I/O Board,Professional,G2,23846.1192,11923.0596,1533.2691975641646,0.0,0.0,37302.447997564166,11923.0596,3.128596958247543,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MOD-IO-X,Control Modules,Electronic Boards,I/O Board,Premium,G2,28150.344,10748.286012475028,0.0,0.0,0.0,38898.63001247503,14075.172,2.7636344346253834,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MOD-PWR-E,Control Modules,Power & Relay,Power Module,Essential,G2,47892.765600000006,23946.382800000003,13047.733132738973,0.0,0.0,84886.88153273899,23946.382800000003,3.544872820321697,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MOD-PWR-P,Control Modules,Power & Relay,Power Module,Professional,G2,34805.527200000004,17402.763600000002,2933.7390139661074,0.0,0.0,55142.02981396611,17402.763600000002,3.168578915475592,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MOD-PWR-X,Control Modules,Power & Relay,Power Module,Premium,G2,19109.7,7205.030614639209,0.0,0.0,0.0,26314.730614639207,9554.85,2.7540705102266605,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MOD-REL-E,Control Modules,Power & Relay,Relay Module,Essential,G2,19046.9952,9523.4976,5023.145836927932,0.0,0.0,33593.638636927935,9523.4976,3.52744758784083,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MOD-REL-P,Control Modules,Power & Relay,Relay Module,Professional,G2,34272.6984,17136.3492,3203.419849284539,0.0,0.0,54612.46744928454,17136.3492,3.186937124815625,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-MOD-REL-X,Control Modules,Power & Relay,Relay Module,Premium,G2,18168.3648,6555.865613661568,0.0,0.0,0.0,24724.230413661568,9084.1824,2.721679213933614,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-SEC-AUT-E,Security Components,Secure Electronics,Authentication Module,Essential,G2,31161.1896,15580.5948,8419.862941881429,0.0,0.0,55161.64734188143,15580.5948,3.54040702874074,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-SEC-AUT-P,Security Components,Secure Electronics,Authentication Module,Professional,G2,47742.731999999996,23871.365999999998,3974.6693027429646,0.0,0.0,75588.76730274296,23871.365999999998,3.16650363882582,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-SEC-AUT-X,Security Components,Secure Electronics,Authentication Module,Premium,G2,16252.603200000003,5992.0305865351265,0.0,0.0,0.0,22244.63378653513,8126.301600000002,2.7373625643595516,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-SEC-KPD-E,Security Components,Input Devices,Secure Keypad,Essential,G2,55025.46,27512.73,14743.838261099441,0.0,0.0,97282.02826109943,27512.73,3.535891504081908,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-SEC-KPD-P,Security Components,Input Devices,Secure Keypad,Professional,G2,14651.1288,7325.5644,1321.8404594831582,0.0,0.0,23298.533659483157,7325.5644,3.180442132142495,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-SEC-KPD-X,Security Components,Input Devices,Secure Keypad,Premium,G2,35833.65840000001,12909.724378669103,0.0,0.0,0.0,48743.38277866911,17916.829200000004,2.720536219582263,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-SEC-SEM-E,Security Components,Secure Electronics,Secure Element,Essential,G2,41471.424000000006,20735.712000000003,11888.462210269056,0.0,0.0,74095.59821026906,20735.712000000003,3.5733327223231615,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-SEC-SEM-P,Security Components,Secure Electronics,Secure Element,Professional,G2,41983.8552,20991.9276,4304.512196702002,0.0,0.0,67280.294996702,20991.9276,3.205055594642104,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-SEC-SEM-X,Security Components,Secure Electronics,Secure Element,Premium,G2,24442.7112,9010.333151116321,0.0,0.0,0.0,33453.044351116325,12221.3556,2.737261351851698,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-SEC-SNR-E,Security Components,Input Devices,Tamper Sensor,Essential,G2,41985.4032,20992.7016,11683.77131581321,0.0,0.0,74661.87611581321,20992.7016,3.5565634923240754,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-SEC-SNR-P,Security Components,Input Devices,Tamper Sensor,Professional,G2,25558.6752,12779.3376,2124.6152451253547,0.0,0.0,40462.628045125355,12779.3376,3.1662539414504045,0,0.0,0.0,Healthy
2024-03,JP01,Spare Parts,SP-SEC-SNR-X,Security Components,Input Devices,Tamper Sensor,Premium,G2,34062.3072,12459.922481283233,0.0,0.0,0.0,46522.229681283236,17031.1536,2.7315959196846906,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-CTL-MCU-E,Control Systems,Controllers,Compact Controller,Essential,G1 Legacy,267247.1016,121385.64483816852,0.0,0.0,0.0,388632.7464381685,133623.5508,2.908415051923381,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-CTL-MCU-P,Control Systems,Controllers,Compact Controller,Professional,G2,62496.07200000001,20728.57680267563,0.0,0.0,0.0,83224.64880267564,31248.036000000004,2.663356148292828,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-CTL-MCU-X,Control Systems,Controllers,Compact Controller,Premium,G2,55938.8448,5240.178783257095,0.0,0.0,0.0,61179.02358325709,27969.4224,2.187353843362067,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-CTL-RCK-E,Control Systems,Controllers,Rack Controller,Essential,G2,53525.6352,23396.941546372338,0.0,0.0,0.0,76922.57674637233,26762.8176,2.8742331205953566,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-CTL-RCK-P,Control Systems,Controllers,Rack Controller,Professional,G2,57693.0888,17531.02025311433,0.0,0.0,0.0,75224.10905311433,28846.5444,2.607733807211734,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-CTL-RCK-X,Control Systems,Controllers,Rack Controller,Premium,G2,185936.796,17419.152851607825,0.0,0.0,0.0,203355.94885160783,92968.398,2.187366387141659,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-CTL-RDN-E,Control Systems,Resilient Control,Redundant Controller,Essential,G2,134681.20560000002,66991.24565782204,0.0,0.0,0.0,201672.45125782207,67340.60280000001,2.9948120876907574,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-CTL-RDN-P,Control Systems,Resilient Control,Redundant Controller,Professional,G2,114379.02,31077.95735119575,0.0,0.0,0.0,145456.97735119576,57189.51,2.543420591489519,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-CTL-RDN-X,Control Systems,Resilient Control,Redundant Controller,Premium,G2,136577.37600000002,12795.808337272552,0.0,0.0,0.0,149373.18433727257,68288.68800000001,2.18737815459674,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-CTL-SAF-E,Control Systems,Resilient Control,Safety Controller,Essential,G2,27664.0992,13832.0496,404.85699822595416,0.0,0.0,41901.00579822595,13832.0496,3.029269487164502,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-CTL-SAF-P,Control Systems,Resilient Control,Safety Controller,Professional,G2,83579.05440000001,22709.87581144071,0.0,0.0,0.0,106288.93021144072,41789.527200000004,2.5434346194622828,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-CTL-SAF-X,Control Systems,Resilient Control,Safety Controller,Premium,G2,74868.1128,7014.735470575077,0.0,0.0,0.0,81882.84827057508,37434.0564,2.1873891355940542,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-EDG-AI-E,Edge Appliances,Compute,AI Edge Appliance,Essential,G2,152162.83440000002,69437.59203737324,0.0,0.0,0.0,221600.42643737327,76081.41720000001,2.9126747975111753,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-EDG-AI-P,Edge Appliances,Compute,AI Edge Appliance,Professional,G2,49267.6488,13386.875082074457,0.0,0.0,0.0,62654.523882074456,24633.8244,2.543434704441364,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-EDG-AI-X,Edge Appliances,Compute,AI Edge Appliance,Premium,G2,44111.0664,44111.0664,25415.905695296686,0.0,0.0,113638.0384952967,44111.0664,2.5761798063285246,1,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-EDG-CMP-E,Edge Appliances,Compute,Edge Compute Node,Essential,G2,178655.40720000002,85172.90404157882,0.0,0.0,0.0,263828.31124157883,89327.70360000001,2.953488118568166,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-EDG-CMP-P,Edge Appliances,Compute,Edge Compute Node,Professional,G2,134846.856,36639.27871089874,0.0,0.0,0.0,171486.13471089874,67423.428,2.543420585362387,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-EDG-CMP-X,Edge Appliances,Compute,Edge Compute Node,Premium,G2,134263.2384,16282.066877309087,0.0,0.0,0.0,150545.3052773091,67131.6192,2.2425394630926627,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-EDG-GTW-E,Edge Appliances,Gateways,Industrial Gateway,Essential,G1 Legacy,245071.80720000004,122535.90360000002,377.20005954627413,0.0,0.0,367984.91085954633,122535.90360000002,3.003078281944022,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-EDG-GTW-P,Edge Appliances,Gateways,Industrial Gateway,Professional,G2,122842.49040000001,35846.686151985516,0.0,0.0,0.0,158689.17655198553,61421.245200000005,2.5836203098009727,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-EDG-GTW-X,Edge Appliances,Gateways,Industrial Gateway,Premium,G2,197846.8416,18533.688829325314,0.0,0.0,0.0,216380.53042932533,98923.4208,2.1873539014263983,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-EDG-SEC-E,Edge Appliances,Gateways,Secure Gateway,Essential,G2,135154.94400000002,64595.295755201514,0.0,0.0,0.0,199750.23975520153,67577.47200000001,2.955870260361345,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-EDG-SEC-P,Edge Appliances,Gateways,Secure Gateway,Professional,G2,163225.296,50915.07498970021,0.0,0.0,0.0,214140.37098970023,81612.648,2.6238625536289453,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-EDG-SEC-X,Edge Appliances,Gateways,Secure Gateway,Premium,G2,146139.75360000003,13690.84225420648,0.0,0.0,0.0,159830.5958542065,73069.87680000001,2.187366434073507,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-NET-ACC-E,Network Devices,Access,Access Node,Essential,G2,126036.69840000001,60790.14262399746,0.0,0.0,0.0,186826.84102399746,63018.349200000004,2.9646419399383035,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-NET-ACC-P,Network Devices,Access,Access Node,Professional,G2,134202.0096,37792.43054046796,0.0,0.0,0.0,171994.44014046795,67101.0048,2.563217058419786,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-NET-ACC-X,Network Devices,Access,Access Node,Premium,G2,60060.650400000006,5626.298898664045,0.0,0.0,0.0,65686.94929866405,30030.325200000003,2.187353911793937,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-NET-DST-E,Network Devices,Distribution,Distribution Node,Essential,G2,225891.3096,110062.38563680179,0.0,0.0,0.0,335953.6952368018,112945.6548,2.9744720665146103,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-NET-DST-P,Network Devices,Distribution,Distribution Node,Professional,G2,40935.6432,11122.63866618486,0.0,0.0,0.0,52058.28186618486,20467.8216,2.5434207354135263,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-NET-DST-X,Network Devices,Distribution,Distribution Node,Premium,G2,122212.7928,14831.115823507687,0.0,0.0,0.0,137043.90862350768,61106.3964,2.242709711212944,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-NET-RTR-E,Network Devices,Distribution,Secure Router,Essential,G2,148512.636,65651.2721946387,0.0,0.0,0.0,214163.9081946387,74256.318,2.884116987791378,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-NET-RTR-P,Network Devices,Distribution,Secure Router,Professional,G2,89775.79920000001,29783.38882632168,0.0,0.0,0.0,119559.18802632169,44887.899600000004,2.6635059579914424,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-NET-RTR-X,Network Devices,Distribution,Secure Router,Premium,G2,107274.73680000001,14648.593745160193,0.0,0.0,0.0,121923.3305451602,53637.36840000001,2.2731042588800867,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-NET-SWC-E,Network Devices,Access,Secure Switch,Essential,G2,123087.5568,61094.747894768,0.0,0.0,0.0,184182.304694768,61543.7784,2.9927038846670486,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-NET-SWC-P,Network Devices,Access,Secure Switch,Professional,G2,222977.4264,60583.60120590043,0.0,0.0,0.0,283561.0276059004,111488.7132,2.543405690737674,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-NET-SWC-X,Network Devices,Access,Secure Switch,Premium,G2,66545.79119999999,6234.220777727984,0.0,0.0,0.0,72780.01197772798,33272.895599999996,2.187366343244499,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-SEN-BIO-E,Sensors & Readers,Readers,Biometric Reader,Essential,G2,121639.4568,53950.07756112294,0.0,0.0,0.0,175589.53436112293,60819.7284,2.88704897210825,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-SEN-BIO-P,Sensors & Readers,Readers,Biometric Reader,Professional,G2,166170.84480000002,53217.80592084685,0.0,0.0,0.0,219388.65072084687,83085.42240000001,2.6405191715177083,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-SEN-BIO-X,Sensors & Readers,Readers,Biometric Reader,Premium,G2,93946.99680000001,15302.604181435789,0.0,0.0,0.0,109249.6009814358,46973.498400000004,2.325771013500578,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-SEN-CAM-E,Sensors & Readers,Sensing,Vision Sensor,Essential,G2,76538.7792,32474.225732371524,0.0,0.0,0.0,109013.00493237154,38269.3896,2.848569210844469,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-SEN-CAM-P,Sensors & Readers,Sensing,Vision Sensor,Professional,G2,28895.76,8997.104572362345,0.0,0.0,0.0,37892.86457236234,14447.88,2.6227283568497484,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-SEN-CAM-X,Sensors & Readers,Sensing,Vision Sensor,Premium,G2,103511.232,11462.826450289707,0.0,0.0,0.0,114974.05845028971,51755.616,2.2214798573799164,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-SEN-HUB-E,Sensors & Readers,Sensing,Sensor Hub,Essential,G2,167749.68240000002,78728.5579757204,0.0,0.0,0.0,246478.24037572043,83874.84120000001,2.9386433029183534,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-SEN-HUB-P,Sensors & Readers,Sensing,Sensor Hub,Professional,G2,158360.328,45541.06728676765,0.0,0.0,0.0,203901.39528676766,79180.164,2.5751575266599303,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-SEN-HUB-X,Sensors & Readers,Sensing,Sensor Hub,Premium,G2,113484.2832,10632.861365147008,0.0,0.0,0.0,124117.14456514701,56742.1416,2.187389144387652,0,0.0,0.0,Healthy
2024-03,US01,Hardware,HW-SEN-RFID-E,Sensors & Readers,Readers,RFID Reader,Essential,G2,193572.90720000002,83996.88390922226,0.0,0.0,0.0,277569.7911092223,96786.45360000001,2.8678578539137862,0,0.0,0.0,Healthy
