document_id,issue_month,settlement_month,entity,division,counterparty,document_type,source_account,functional_currency,transaction_currency,original_reporting_eur,transaction_amount,issue_transaction_fx_to_eur,issue_functional_fx_to_eur,original_functional_amount,payment_terms_months,source_journal_id,contract_id
FX-FIX-2025-05-00775-US01-2100_AP,2025-05,2025-06,US01,Software,EXTERNAL,Payable,2100_AP,USD,EUR,119.02,119.02,1.0,0.8866782920042731,134.23,1,FIX-2025-05-00775-US01,FX-FIX-2025-05-00775-US01-2100_AP
FX-FIX-2025-05-00784-US01-2100_AP,2025-05,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,JPY,178.63,29142.4638,0.0061295435241372,0.8866782920042731,201.46,2,FIX-2025-05-00784-US01,FX-FIX-2025-05-00784-US01-2100_AP
FX-FIX-2025-05-00792-US01-2100_AP,2025-05,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,EUR,214.5,214.5,1.0,0.8866782920042731,241.91,2,FIX-2025-05-00792-US01,FX-FIX-2025-05-00792-US01-2100_AP
FX-FIX-2025-05-00796-US01-2100_AP,2025-05,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,EUR,238.04,238.04,1.0,0.8866782920042731,268.46,2,FIX-2025-05-00796-US01,FX-FIX-2025-05-00796-US01-2100_AP
FX-FIX-2025-05-00802-US01-2100_AP,2025-05,2025-06,US01,Software,EXTERNAL,Payable,2100_AP,USD,CZK,162.3,4044.9797,0.0401238106156138,0.8866782920042731,183.04,1,FIX-2025-05-00802-US01,FX-FIX-2025-05-00802-US01-2100_AP
FX-FIX-2025-05-00818-US01-2100_AP,2025-05,2025-06,US01,Software,EXTERNAL,Payable,2100_AP,USD,CNY,149.81,1218.6815,0.122927932621444,0.8866782920042731,168.96,1,FIX-2025-05-00818-US01,FX-FIX-2025-05-00818-US01-2100_AP
FX-FIX-2025-05-00822-US01-2100_AP,2025-05,2025-06,US01,Software,EXTERNAL,Payable,2100_AP,USD,EUR,182.25,182.25,1.0,0.8866782920042731,205.54,1,FIX-2025-05-00822-US01,FX-FIX-2025-05-00822-US01-2100_AP
FX-FIX-2025-05-00825-US01-2100_AP,2025-05,2025-06,US01,Software,EXTERNAL,Payable,2100_AP,USD,CNY,219.03,1781.7757,0.122927932621444,0.8866782920042731,247.02,1,FIX-2025-05-00825-US01,FX-FIX-2025-05-00825-US01-2100_AP
FX-FIX-2025-05-00830-US01-2100_AP,2025-05,2025-06,US01,Software,EXTERNAL,Payable,2100_AP,USD,JPY,238.17,38856.0745,0.0061295435241372,0.8866782920042731,268.61,1,FIX-2025-05-00830-US01,FX-FIX-2025-05-00830-US01-2100_AP
FX-FIX-2025-05-00840-US01-2100_AP,2025-05,2025-06,US01,Software,EXTERNAL,Payable,2100_AP,USD,JPY,260.94,42570.8699,0.0061295435241372,0.8866782920042731,294.29,1,FIX-2025-05-00840-US01,FX-FIX-2025-05-00840-US01-2100_AP
FX-FIX-2025-05-00845-US01-2100_AP,2025-05,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,EUR,160.62,160.62,1.0,0.8866782920042731,181.15,2,FIX-2025-05-00845-US01,FX-FIX-2025-05-00845-US01-2100_AP
FX-FIX-2025-05-00852-US01-2100_AP,2025-05,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,CZK,403.68,10060.859,0.0401238106156138,0.8866782920042731,455.27,2,FIX-2025-05-00852-US01,FX-FIX-2025-05-00852-US01-2100_AP
FX-FIX-2025-05-00856-US01-2100_AP,2025-05,2025-06,US01,Software,EXTERNAL,Payable,2100_AP,USD,CNY,365.05,2969.6261,0.122927932621444,0.8866782920042731,411.71,1,FIX-2025-05-00856-US01,FX-FIX-2025-05-00856-US01-2100_AP
FX-FIX-2025-05-00859-US01-2100_AP,2025-05,2025-06,US01,Software,EXTERNAL,Payable,2100_AP,USD,JPY,467.55,76278.1108,0.0061295435241372,0.8866782920042731,527.31,1,FIX-2025-05-00859-US01,FX-FIX-2025-05-00859-US01-2100_AP
FX-FIX-2025-05-00860-US01-2100_AP,2025-05,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,CNY,269.72,2194.1311,0.122927932621444,0.8866782920042731,304.19,2,FIX-2025-05-00860-US01,FX-FIX-2025-05-00860-US01-2100_AP
FX-FIX-2025-05-00862-US01-2100_AP,2025-05,2025-06,US01,Software,EXTERNAL,Payable,2100_AP,USD,CZK,401.77,10013.2563,0.0401238106156138,0.8866782920042731,453.12,1,FIX-2025-05-00862-US01,FX-FIX-2025-05-00862-US01-2100_AP
FX-FIX-2025-05-00872-US01-2100_AP,2025-05,2025-06,US01,Software,EXTERNAL,Payable,2100_AP,USD,JPY,386.72,63091.1582,0.0061295435241372,0.8866782920042731,436.14,1,FIX-2025-05-00872-US01,FX-FIX-2025-05-00872-US01-2100_AP
FX-FIX-2025-05-00877-US01-2100_AP,2025-05,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,JPY,428.59,69922.0094,0.0061295435241372,0.8866782920042731,483.37,2,FIX-2025-05-00877-US01,FX-FIX-2025-05-00877-US01-2100_AP
FX-FIX-2025-05-00882-US01-2100_AP,2025-05,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,CNY,443.44,3607.3168,0.122927932621444,0.8866782920042731,500.11,2,FIX-2025-05-00882-US01,FX-FIX-2025-05-00882-US01-2100_AP
FX-FIX-2025-05-00884-US01-2100_AP,2025-05,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,EUR,438.06,438.06,1.0,0.8866782920042731,494.05,2,FIX-2025-05-00884-US01,FX-FIX-2025-05-00884-US01-2100_AP
FX-FIX-2025-05-00887-US01-2100_AP,2025-05,2025-06,US01,Software,EXTERNAL,Payable,2100_AP,USD,CZK,404.59,10083.5388,0.0401238106156138,0.8866782920042731,456.3,1,FIX-2025-05-00887-US01,FX-FIX-2025-05-00887-US01-2100_AP
FX-FIX-2025-05-00893-US01-2100_AP,2025-05,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,EUR,459.76,459.76,1.0,0.8866782920042731,518.52,2,FIX-2025-05-00893-US01,FX-FIX-2025-05-00893-US01-2100_AP
FX-FIX-2025-05-00894-US01-2100_AP,2025-05,2025-06,US01,Software,EXTERNAL,Payable,2100_AP,USD,CZK,469.37,11698.0415,0.0401238106156138,0.8866782920042731,529.36,1,FIX-2025-05-00894-US01,FX-FIX-2025-05-00894-US01-2100_AP
FX-FIX-2025-05-00897-US01-2100_AP,2025-05,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,CZK,327.28,8156.7527,0.0401238106156138,0.8866782920042731,369.11,2,FIX-2025-05-00897-US01,FX-FIX-2025-05-00897-US01-2100_AP
FX-FIX-2025-05-00903-US01-2100_AP,2025-05,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,EUR,381.1,381.1,1.0,0.8866782920042731,429.81,2,FIX-2025-05-00903-US01,FX-FIX-2025-05-00903-US01-2100_AP
FX-FIX-2025-05-00906-US01-2100_AP,2025-05,2025-06,US01,Software,EXTERNAL,Payable,2100_AP,USD,JPY,110.86,18086.1755,0.0061295435241372,0.8866782920042731,125.03,1,FIX-2025-05-00906-US01,FX-FIX-2025-05-00906-US01-2100_AP
FX-FIX-2025-05-00910-US01-2100_AP,2025-05,2025-06,US01,Software,EXTERNAL,Payable,2100_AP,USD,JPY,155.85,25426.0369,0.0061295435241372,0.8866782920042731,175.77,1,FIX-2025-05-00910-US01,FX-FIX-2025-05-00910-US01-2100_AP
FX-FIX-2025-05-00917-US01-2100_AP,2025-05,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,CNY,156.46,1272.7783,0.122927932621444,0.8866782920042731,176.46,2,FIX-2025-05-00917-US01,FX-FIX-2025-05-00917-US01-2100_AP
FX-FIX-2025-05-01100-US01-2100_AP,2025-05,2025-06,US01,Events,EXTERNAL,Payable,2100_AP,USD,EUR,4642.72,4642.72,1.0,0.8866782920042731,5236.08,1,FIX-2025-05-01100-US01,FX-FIX-2025-05-01100-US01-2100_AP
FX-FIX-2025-05-01102-US01-2100_AP,2025-05,2025-07,US01,Events,EXTERNAL,Payable,2100_AP,USD,EUR,16291.99,16291.99,1.0,0.8866782920042731,18374.18,2,FIX-2025-05-01102-US01,FX-FIX-2025-05-01102-US01-2100_AP
FX-FIX-2025-05-01125-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,CZK,133.2,3319.7246,0.0401238106156138,0.0061295435241372,21730.82,2,FIX-2025-05-01125-JP01,FX-FIX-2025-05-01125-JP01-2100_AP
FX-FIX-2025-05-01130-JP01-2100_AP,2025-05,2025-06,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,EUR,171.43,171.43,1.0,0.0061295435241372,27967.82,1,FIX-2025-05-01130-JP01,FX-FIX-2025-05-01130-JP01-2100_AP
FX-FIX-2025-05-01131-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,CNY,139.55,1135.218,0.122927932621444,0.0061295435241372,22766.79,2,FIX-2025-05-01131-JP01,FX-FIX-2025-05-01131-JP01-2100_AP
FX-FIX-2025-05-01140-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,USD,178.63,201.4598,0.8866782920042731,0.0061295435241372,29142.46,2,FIX-2025-05-01140-JP01,FX-FIX-2025-05-01140-JP01-2100_AP
FX-FIX-2025-05-01143-JP01-2100_AP,2025-05,2025-06,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,EUR,232.81,232.81,1.0,0.0061295435241372,37981.62,1,FIX-2025-05-01143-JP01,FX-FIX-2025-05-01143-JP01-2100_AP
FX-FIX-2025-05-01148-JP01-2100_AP,2025-05,2025-06,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,CZK,128.91,3212.8055,0.0401238106156138,0.0061295435241372,21030.93,1,FIX-2025-05-01148-JP01,FX-FIX-2025-05-01148-JP01-2100_AP
FX-FIX-2025-05-01154-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,EUR,182.25,182.25,1.0,0.0061295435241372,29733.05,2,FIX-2025-05-01154-JP01,FX-FIX-2025-05-01154-JP01-2100_AP
FX-FIX-2025-05-01161-JP01-2100_AP,2025-05,2025-06,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,CZK,248.52,6193.8285,0.0401238106156138,0.0061295435241372,40544.62,1,FIX-2025-05-01161-JP01,FX-FIX-2025-05-01161-JP01-2100_AP
FX-FIX-2025-05-01164-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,USD,204.41,230.5346,0.8866782920042731,0.0061295435241372,33348.32,2,FIX-2025-05-01164-JP01,FX-FIX-2025-05-01164-JP01-2100_AP
FX-FIX-2025-05-01168-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,USD,159.14,179.4788,0.8866782920042731,0.0061295435241372,25962.78,2,FIX-2025-05-01168-JP01,FX-FIX-2025-05-01168-JP01-2100_AP
FX-FIX-2025-05-01175-JP01-2100_AP,2025-05,2025-06,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,EUR,222.02,222.02,1.0,0.0061295435241372,36221.29,1,FIX-2025-05-01175-JP01,FX-FIX-2025-05-01175-JP01-2100_AP
FX-FIX-2025-05-01189-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,EUR,160.71,160.71,1.0,0.0061295435241372,26218.92,2,FIX-2025-05-01189-JP01,FX-FIX-2025-05-01189-JP01-2100_AP
FX-FIX-2025-05-01191-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,CNY,191.52,1557.986,0.122927932621444,0.0061295435241372,31245.39,2,FIX-2025-05-01191-JP01,FX-FIX-2025-05-01191-JP01-2100_AP
FX-FIX-2025-05-01199-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,USD,181.89,205.1364,0.8866782920042731,0.0061295435241372,29674.31,2,FIX-2025-05-01199-JP01,FX-FIX-2025-05-01199-JP01-2100_AP
FX-FIX-2025-05-01202-JP01-2100_AP,2025-05,2025-06,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,CZK,173.96,4335.5802,0.0401238106156138,0.0061295435241372,28380.58,1,FIX-2025-05-01202-JP01,FX-FIX-2025-05-01202-JP01-2100_AP
FX-FIX-2025-05-01218-JP01-2100_AP,2025-05,2025-06,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,CNY,181.89,1479.6474,0.122927932621444,0.0061295435241372,29674.31,1,FIX-2025-05-01218-JP01,FX-FIX-2025-05-01218-JP01-2100_AP
FX-FIX-2025-05-01220-JP01-2100_AP,2025-05,2025-06,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,CZK,141.61,3529.3258,0.0401238106156138,0.0061295435241372,23102.86,1,FIX-2025-05-01220-JP01,FX-FIX-2025-05-01220-JP01-2100_AP
FX-FIX-2025-05-01226-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,CNY,139.55,1135.218,0.122927932621444,0.0061295435241372,22766.79,2,FIX-2025-05-01226-JP01,FX-FIX-2025-05-01226-JP01-2100_AP
FX-FIX-2025-05-01248-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,EUR,171.43,171.43,1.0,0.0061295435241372,27967.82,2,FIX-2025-05-01248-JP01,FX-FIX-2025-05-01248-JP01-2100_AP
FX-FIX-2025-05-01249-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,EUR,148.35,148.35,1.0,0.0061295435241372,24202.45,2,FIX-2025-05-01249-JP01,FX-FIX-2025-05-01249-JP01-2100_AP
FX-FIX-2025-05-01258-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,CZK,130.82,3260.4082,0.0401238106156138,0.0061295435241372,21342.54,2,FIX-2025-05-01258-JP01,FX-FIX-2025-05-01258-JP01-2100_AP
FX-FIX-2025-05-01268-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,CNY,74.91,609.3814,0.122927932621444,0.0061295435241372,12221.14,2,FIX-2025-05-01268-JP01,FX-FIX-2025-05-01268-JP01-2100_AP
FX-FIX-2025-05-01271-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,USD,130.75,147.4605,0.8866782920042731,0.0061295435241372,21331.12,2,FIX-2025-05-01271-JP01,FX-FIX-2025-05-01271-JP01-2100_AP
FX-FIX-2025-05-01272-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,USD,63.52,71.6382,0.8866782920042731,0.0061295435241372,10362.93,2,FIX-2025-05-01272-JP01,FX-FIX-2025-05-01272-JP01-2100_AP
FX-FIX-2025-05-01273-JP01-2100_AP,2025-05,2025-07,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,EUR,67.52,67.52,1.0,0.0061295435241372,11015.5,2,FIX-2025-05-01273-JP01,FX-FIX-2025-05-01273-JP01-2100_AP
FX-FIX-2025-05-01274-JP01-2100_AP,2025-05,2025-06,JP01,Software,EXTERNAL,Payable,2100_AP,JPY,EUR,91.12,91.12,1.0,0.0061295435241372,14865.71,1,FIX-2025-05-01274-JP01,FX-FIX-2025-05-01274-JP01-2100_AP
FX-FIX-2025-06-00002-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,CNY,163.19,1349.586,0.1209185665276679,1.0,163.19,2,FIX-2025-06-00002-DE01,FX-FIX-2025-06-00002-DE01-2100_AP
FX-FIX-2025-06-00003-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,CNY,156.7,1295.9135,0.1209185665276679,1.0,156.7,2,FIX-2025-06-00003-DE01,FX-FIX-2025-06-00003-DE01-2100_AP
FX-FIX-2025-06-00004-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,CNY,199.97,1653.7576,0.1209185665276679,1.0,199.97,2,FIX-2025-06-00004-DE01,FX-FIX-2025-06-00004-DE01-2100_AP
FX-FIX-2025-06-00011-DE01-2100_AP,2025-06,2025-07,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,CZK,157.31,3901.9622,0.0403156136612336,1.0,157.31,1,FIX-2025-06-00011-DE01,FX-FIX-2025-06-00011-DE01-2100_AP
FX-FIX-2025-06-00017-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,CNY,122.61,1013.9882,0.1209185665276679,1.0,122.61,2,FIX-2025-06-00017-DE01,FX-FIX-2025-06-00017-DE01-2100_AP
FX-FIX-2025-06-00022-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,JPY,217.58,36232.1469,0.0060051644414196,1.0,217.58,2,FIX-2025-06-00022-DE01,FX-FIX-2025-06-00022-DE01-2100_AP
FX-FIX-2025-06-00041-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,JPY,242.25,40340.2775,0.0060051644414196,1.0,242.25,2,FIX-2025-06-00041-DE01,FX-FIX-2025-06-00041-DE01-2100_AP
FX-FIX-2025-06-00048-DE01-2100_AP,2025-06,2025-07,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,CZK,173.25,4297.3425,0.0403156136612336,1.0,173.25,1,FIX-2025-06-00048-DE01,FX-FIX-2025-06-00048-DE01-2100_AP
FX-FIX-2025-06-00060-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,CNY,334.4,2765.4976,0.1209185665276679,1.0,334.4,2,FIX-2025-06-00060-DE01,FX-FIX-2025-06-00060-DE01-2100_AP
FX-FIX-2025-06-00061-DE01-2100_AP,2025-06,2025-07,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,CZK,435.17,10794.081,0.0403156136612336,1.0,435.17,1,FIX-2025-06-00061-DE01,FX-FIX-2025-06-00061-DE01-2100_AP
FX-FIX-2025-06-00064-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,JPY,464.46,77343.4274,0.0060051644414196,1.0,464.46,2,FIX-2025-06-00064-DE01,FX-FIX-2025-06-00064-DE01-2100_AP
FX-FIX-2025-06-00070-DE01-2100_AP,2025-06,2025-07,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,USD,301.03,346.6719,0.8683427059212702,1.0,301.03,1,FIX-2025-06-00070-DE01,FX-FIX-2025-06-00070-DE01-2100_AP
FX-FIX-2025-06-00085-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,CNY,420.93,3481.1031,0.1209185665276679,1.0,420.93,2,FIX-2025-06-00085-DE01,FX-FIX-2025-06-00085-DE01-2100_AP
FX-FIX-2025-06-00087-DE01-2100_AP,2025-06,2025-07,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,USD,447.47,515.315,0.8683427059212702,1.0,447.47,1,FIX-2025-06-00087-DE01,FX-FIX-2025-06-00087-DE01-2100_AP
FX-FIX-2025-06-00088-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,JPY,217.58,36232.1469,0.0060051644414196,1.0,217.58,2,FIX-2025-06-00088-DE01,FX-FIX-2025-06-00088-DE01-2100_AP
FX-FIX-2025-06-00096-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,JPY,213.09,35484.4571,0.0060051644414196,1.0,213.09,2,FIX-2025-06-00096-DE01,FX-FIX-2025-06-00096-DE01-2100_AP
FX-FIX-2025-06-00103-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,CNY,122.61,1013.9882,0.1209185665276679,1.0,122.61,2,FIX-2025-06-00103-DE01,FX-FIX-2025-06-00103-DE01-2100_AP
FX-FIX-2025-06-00107-DE01-2100_AP,2025-06,2025-07,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,USD,203.67,234.5503,0.8683427059212702,1.0,203.67,1,FIX-2025-06-00107-DE01,FX-FIX-2025-06-00107-DE01-2100_AP
FX-FIX-2025-06-00108-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,USD,202.94,233.7096,0.8683427059212702,1.0,202.94,2,FIX-2025-06-00108-DE01,FX-FIX-2025-06-00108-DE01-2100_AP
FX-FIX-2025-06-00109-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,CNY,273.87,2264.9127,0.1209185665276679,1.0,273.87,2,FIX-2025-06-00109-DE01,FX-FIX-2025-06-00109-DE01-2100_AP
FX-FIX-2025-06-00113-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,JPY,266.62,44398.4511,0.0060051644414196,1.0,266.62,2,FIX-2025-06-00113-DE01,FX-FIX-2025-06-00113-DE01-2100_AP
FX-FIX-2025-06-00118-DE01-2100_AP,2025-06,2025-07,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,CNY,205.52,1699.6563,0.1209185665276679,1.0,205.52,1,FIX-2025-06-00118-DE01,FX-FIX-2025-06-00118-DE01-2100_AP
FX-FIX-2025-06-00120-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,CNY,213.09,1762.2604,0.1209185665276679,1.0,213.09,2,FIX-2025-06-00120-DE01,FX-FIX-2025-06-00120-DE01-2100_AP
FX-FIX-2025-06-00127-DE01-2100_AP,2025-06,2025-08,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,JPY,191.59,31904.2054,0.0060051644414196,1.0,191.59,2,FIX-2025-06-00127-DE01,FX-FIX-2025-06-00127-DE01-2100_AP
FX-FIX-2025-06-00128-DE01-2100_AP,2025-06,2025-07,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,CNY,183.24,1515.4,0.1209185665276679,1.0,183.24,1,FIX-2025-06-00128-DE01,FX-FIX-2025-06-00128-DE01-2100_AP
FX-FIX-2025-06-00134-DE01-2100_AP,2025-06,2025-07,DE01,Software,EXTERNAL,Payable,2100_AP,EUR,CZK,235.05,5830.2474,0.0403156136612336,1.0,235.05,1,FIX-2025-06-00134-DE01,FX-FIX-2025-06-00134-DE01-2100_AP
FX-FIX-2025-06-00505-ES01-2100_AP,2025-06,2025-08,ES01,Events,EXTERNAL,Payable,2100_AP,EUR,JPY,11397.33,1897921.3827,0.0060051644414196,1.0,11397.33,2,FIX-2025-06-00505-ES01,FX-FIX-2025-06-00505-ES01-2100_AP
FX-FIX-2025-06-00506-ES01-2100_AP,2025-06,2025-07,ES01,Events,EXTERNAL,Payable,2100_AP,EUR,USD,5865.81,6755.1785,0.8683427059212702,1.0,5865.81,1,FIX-2025-06-00506-ES01,FX-FIX-2025-06-00506-ES01-2100_AP
FX-FIX-2025-06-00507-ES01-2100_AP,2025-06,2025-08,ES01,Events,EXTERNAL,Payable,2100_AP,EUR,CNY,4973.9,41134.2951,0.1209185665276679,1.0,4973.9,2,FIX-2025-06-00507-ES01,FX-FIX-2025-06-00507-ES01-2100_AP
FX-FIX-2025-06-00508-ES01-2100_AP,2025-06,2025-08,ES01,Events,EXTERNAL,Payable,2100_AP,EUR,USD,14990.39,17263.2187,0.8683427059212702,1.0,14990.39,2,FIX-2025-06-00508-ES01,FX-FIX-2025-06-00508-ES01-2100_AP
FX-FIX-2025-06-00509-ES01-2100_AP,2025-06,2025-07,ES01,Events,EXTERNAL,Payable,2100_AP,EUR,USD,6756.34,7780.7298,0.8683427059212702,1.0,6756.34,1,FIX-2025-06-00509-ES01,FX-FIX-2025-06-00509-ES01-2100_AP
FX-FIX-2025-06-00514-ES01-2100_AP,2025-06,2025-07,ES01,Events,EXTERNAL,Payable,2100_AP,EUR,JPY,10927.81,1819735.3472,0.0060051644414196,1.0,10927.81,1,FIX-2025-06-00514-ES01,FX-FIX-2025-06-00514-ES01-2100_AP
FX-FIX-2025-06-00520-ES01-2100_AP,2025-06,2025-08,ES01,Events,EXTERNAL,Payable,2100_AP,EUR,CNY,10721.22,88664.7957,0.1209185665276679,1.0,10721.22,2,FIX-2025-06-00520-ES01,FX-FIX-2025-06-00520-ES01-2100_AP
FX-FIX-2025-06-00767-US01-2100_AP,2025-06,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,CZK,146.82,3641.7652,0.0403156136612336,0.8683427059212702,169.08,1,FIX-2025-06-00767-US01,FX-FIX-2025-06-00767-US01-2100_AP
FX-FIX-2025-06-00781-US01-2100_AP,2025-06,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,JPY,125.49,20897.0131,0.0060051644414196,0.8683427059212702,144.52,1,FIX-2025-06-00781-US01,FX-FIX-2025-06-00781-US01-2100_AP
FX-FIX-2025-06-00783-US01-2100_AP,2025-06,2025-08,US01,Software,EXTERNAL,Payable,2100_AP,USD,CNY,133.93,1107.6049,0.1209185665276679,0.8683427059212702,154.24,2,FIX-2025-06-00783-US01,FX-FIX-2025-06-00783-US01-2100_AP
FX-FIX-2025-06-00784-US01-2100_AP,2025-06,2025-08,US01,Software,EXTERNAL,Payable,2100_AP,USD,EUR,129.61,129.61,1.0,0.8683427059212702,149.26,2,FIX-2025-06-00784-US01,FX-FIX-2025-06-00784-US01-2100_AP
FX-FIX-2025-06-00790-US01-2100_AP,2025-06,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,EUR,161.5,161.5,1.0,0.8683427059212702,185.99,1,FIX-2025-06-00790-US01,FX-FIX-2025-06-00790-US01-2100_AP
FX-FIX-2025-06-00791-US01-2100_AP,2025-06,2025-08,US01,Software,EXTERNAL,Payable,2100_AP,USD,CNY,140.31,1160.3677,0.1209185665276679,0.8683427059212702,161.58,2,FIX-2025-06-00791-US01,FX-FIX-2025-06-00791-US01-2100_AP
FX-FIX-2025-06-00795-US01-2100_AP,2025-06,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,JPY,232.23,38671.7137,0.0060051644414196,0.8683427059212702,267.44,1,FIX-2025-06-00795-US01,FX-FIX-2025-06-00795-US01-2100_AP
FX-FIX-2025-06-00798-US01-2100_AP,2025-06,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,CNY,239.47,1980.4237,0.1209185665276679,0.8683427059212702,275.78,1,FIX-2025-06-00798-US01,FX-FIX-2025-06-00798-US01-2100_AP
FX-FIX-2025-06-00804-US01-2100_AP,2025-06,2025-08,US01,Software,EXTERNAL,Payable,2100_AP,USD,CNY,314.62,2601.9164,0.1209185665276679,0.8683427059212702,362.32,2,FIX-2025-06-00804-US01,FX-FIX-2025-06-00804-US01-2100_AP
FX-FIX-2025-06-00809-US01-2100_AP,2025-06,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,JPY,194.41,32373.8012,0.0060051644414196,0.8683427059212702,223.89,1,FIX-2025-06-00809-US01,FX-FIX-2025-06-00809-US01-2100_AP
FX-FIX-2025-06-00813-US01-2100_AP,2025-06,2025-07,US01,Software,EXTERNAL,Payable,2100_AP,USD,JPY,274.86,45770.6034,0.0060051644414196,0.8683427059212702,316.53,1,FIX-2025-06-00813-US01,FX-FIX-2025-06-00813-US01-2100_AP
