contract_id,issue_month,seller,buyer,division,transaction_currency,transaction_amount,original_reporting_eur,receivable_journal_id,payable_journal_id,payment_terms_months,settlement_month
IC-2024-07-CZ01-JP01-Hardware,2024-07,CZ01,JP01,Hardware,CZK,3171606.8186,126696.19,ICSALE-2024-07-CZ01-JP01-Hardware,ICBUY-2024-07-JP01-CZ01-Hardware,1,2024-08
IC-2024-07-CZ01-JP01-Spare Parts,2024-07,CZ01,JP01,Spare Parts,CZK,4903655.864,195886.36,ICSALE-2024-07-CZ01-JP01-SpareParts,ICBUY-2024-07-JP01-CZ01-SpareParts,2,2024-09
IC-2024-07-CZ01-US01-Hardware,2024-07,CZ01,US01,Hardware,CZK,27295371.9459,1090368.33,ICSALE-2024-07-CZ01-US01-Hardware,ICBUY-2024-07-US01-CZ01-Hardware,2,2024-09
IC-2024-08-CN01-DE01-Hardware,2024-08,CN01,DE01,Hardware,CNY,2277081.1537,286318.56,ICSALE-2024-08-CN01-DE01-Hardware,ICBUY-2024-08-DE01-CN01-Hardware,1,2024-09
IC-2024-08-CN01-ES01-Hardware,2024-08,CN01,ES01,Hardware,CNY,1862295.6767,234163.73,ICSALE-2024-08-CN01-ES01-Hardware,ICBUY-2024-08-ES01-CN01-Hardware,1,2024-09
IC-2024-08-CN01-ES01-Spare Parts,2024-08,CN01,ES01,Spare Parts,CNY,886113.266,111419.25,ICSALE-2024-08-CN01-ES01-SpareParts,ICBUY-2024-08-ES01-CN01-SpareParts,1,2024-09
IC-2024-08-CN01-JP01-Hardware,2024-08,CN01,JP01,Hardware,CNY,574597.4222,72249.47,ICSALE-2024-08-CN01-JP01-Hardware,ICBUY-2024-08-JP01-CN01-Hardware,2,2024-10
IC-2024-08-CN01-JP01-Spare Parts,2024-08,CN01,JP01,Spare Parts,CNY,4296489.8578,540237.57,ICSALE-2024-08-CN01-JP01-SpareParts,ICBUY-2024-08-JP01-CN01-SpareParts,2,2024-10
IC-2024-08-CN01-US01-Hardware,2024-08,CN01,US01,Hardware,CNY,6554054.1996,824102.1,ICSALE-2024-08-CN01-US01-Hardware,ICBUY-2024-08-US01-CN01-Hardware,1,2024-09
IC-2024-08-CZ01-DE01-Hardware,2024-08,CZ01,DE01,Hardware,CZK,25609329.3753,1018984.85,ICSALE-2024-08-CZ01-DE01-Hardware,ICBUY-2024-08-DE01-CZ01-Hardware,2,2024-10
IC-2024-08-CZ01-ES01-Hardware,2024-08,CZ01,ES01,Hardware,CZK,28171683.9156,1120939.9,ICSALE-2024-08-CZ01-ES01-Hardware,ICBUY-2024-08-ES01-CZ01-Hardware,2,2024-10
IC-2024-08-CZ01-ES01-Spare Parts,2024-08,CZ01,ES01,Spare Parts,CZK,9856774.0565,392197.05,ICSALE-2024-08-CZ01-ES01-SpareParts,ICBUY-2024-08-ES01-CZ01-SpareParts,1,2024-09
IC-2024-08-CZ01-JP01-Hardware,2024-08,CZ01,JP01,Hardware,CZK,406031.0216,16155.81,ICSALE-2024-08-CZ01-JP01-Hardware,ICBUY-2024-08-JP01-CZ01-Hardware,1,2024-09
IC-2024-08-CZ01-JP01-Spare Parts,2024-08,CZ01,JP01,Spare Parts,CZK,3566522.5839,141910.49,ICSALE-2024-08-CZ01-JP01-SpareParts,ICBUY-2024-08-JP01-CZ01-SpareParts,1,2024-09
IC-2024-08-CZ01-US01-Hardware,2024-08,CZ01,US01,Hardware,CZK,12316127.2977,490053.72,ICSALE-2024-08-CZ01-US01-Hardware,ICBUY-2024-08-US01-CZ01-Hardware,2,2024-10
IC-2024-09-CN01-DE01-Hardware,2024-09,CN01,DE01,Hardware,CNY,9868651.8882,1237716.41,ICSALE-2024-09-CN01-DE01-Hardware,ICBUY-2024-09-DE01-CN01-Hardware,1,2024-10
IC-2024-09-CN01-ES01-Hardware,2024-09,CN01,ES01,Hardware,CNY,9516575.4766,1193559.34,ICSALE-2024-09-CN01-ES01-Hardware,ICBUY-2024-09-ES01-CN01-Hardware,1,2024-10
IC-2024-09-CN01-ES01-Spare Parts,2024-09,CN01,ES01,Spare Parts,CNY,2870586.5298,360026.08,ICSALE-2024-09-CN01-ES01-SpareParts,ICBUY-2024-09-ES01-CN01-SpareParts,1,2024-10
IC-2024-09-CN01-JP01-Hardware,2024-09,CN01,JP01,Hardware,CNY,24486360.3772,3071054.73,ICSALE-2024-09-CN01-JP01-Hardware,ICBUY-2024-09-JP01-CN01-Hardware,2,2024-11
IC-2024-09-CN01-JP01-Spare Parts,2024-09,CN01,JP01,Spare Parts,CNY,14120791.8171,1771015.53,ICSALE-2024-09-CN01-JP01-SpareParts,ICBUY-2024-09-JP01-CN01-SpareParts,1,2024-10
IC-2024-09-CN01-US01-Hardware,2024-09,CN01,US01,Hardware,CNY,30720254.3327,3852903.45,ICSALE-2024-09-CN01-US01-Hardware,ICBUY-2024-09-US01-CN01-Hardware,2,2024-11
IC-2024-09-CZ01-DE01-Hardware,2024-09,CZ01,DE01,Hardware,CZK,88175646.9555,3488275.33,ICSALE-2024-09-CZ01-DE01-Hardware,ICBUY-2024-09-DE01-CZ01-Hardware,1,2024-10
IC-2024-09-CZ01-ES01-Hardware,2024-09,CZ01,ES01,Hardware,CZK,99534188.3999,3937625.25,ICSALE-2024-09-CZ01-ES01-Hardware,ICBUY-2024-09-ES01-CZ01-Hardware,2,2024-11
IC-2024-09-CZ01-ES01-Spare Parts,2024-09,CZ01,ES01,Spare Parts,CZK,30273877.4948,1197650.64,ICSALE-2024-09-CZ01-ES01-SpareParts,ICBUY-2024-09-ES01-CZ01-SpareParts,2,2024-11
IC-2024-09-CZ01-JP01-Hardware,2024-09,CZ01,JP01,Hardware,CZK,15519673.0026,613966.49,ICSALE-2024-09-CZ01-JP01-Hardware,ICBUY-2024-09-JP01-CZ01-Hardware,2,2024-11
IC-2024-09-CZ01-JP01-Spare Parts,2024-09,CZ01,JP01,Spare Parts,CZK,12060399.3309,477115.79,ICSALE-2024-09-CZ01-JP01-SpareParts,ICBUY-2024-09-JP01-CZ01-SpareParts,2,2024-11
IC-2024-09-CZ01-US01-Hardware,2024-09,CZ01,US01,Hardware,CZK,53005455.6394,2096923.92,ICSALE-2024-09-CZ01-US01-Hardware,ICBUY-2024-09-US01-CZ01-Hardware,2,2024-11
IC-2024-10-CN01-DE01-Hardware,2024-10,CN01,DE01,Hardware,CNY,8749729.4929,1107306.86,ICSALE-2024-10-CN01-DE01-Hardware,ICBUY-2024-10-DE01-CN01-Hardware,2,2024-12
IC-2024-10-CN01-ES01-Hardware,2024-10,CN01,ES01,Hardware,CNY,8863284.1268,1121677.57,ICSALE-2024-10-CN01-ES01-Hardware,ICBUY-2024-10-ES01-CN01-Hardware,2,2024-12
IC-2024-10-CN01-ES01-Spare Parts,2024-10,CN01,ES01,Spare Parts,CNY,2136517.5679,270383.28,ICSALE-2024-10-CN01-ES01-SpareParts,ICBUY-2024-10-ES01-CN01-SpareParts,2,2024-12
IC-2024-10-CN01-JP01-Hardware,2024-10,CN01,JP01,Hardware,CNY,18438615.5326,2333467.05,ICSALE-2024-10-CN01-JP01-Hardware,ICBUY-2024-10-JP01-CN01-Hardware,2,2024-12
IC-2024-10-CN01-JP01-Spare Parts,2024-10,CN01,JP01,Spare Parts,CNY,10677966.7022,1351331.58,ICSALE-2024-10-CN01-JP01-SpareParts,ICBUY-2024-10-JP01-CN01-SpareParts,1,2024-11
IC-2024-10-CN01-US01-Hardware,2024-10,CN01,US01,Hardware,CNY,22307187.7819,2823047.51,ICSALE-2024-10-CN01-US01-Hardware,ICBUY-2024-10-US01-CN01-Hardware,1,2024-11
IC-2024-10-CZ01-DE01-Hardware,2024-10,CZ01,DE01,Hardware,CZK,82162687.2568,3247715.56,ICSALE-2024-10-CZ01-DE01-Hardware,ICBUY-2024-10-DE01-CZ01-Hardware,2,2024-12
IC-2024-10-CZ01-ES01-Hardware,2024-10,CZ01,ES01,Hardware,CZK,79387919.3384,3138034.91,ICSALE-2024-10-CZ01-ES01-Hardware,ICBUY-2024-10-ES01-CZ01-Hardware,2,2024-12
IC-2024-10-CZ01-ES01-Spare Parts,2024-10,CZ01,ES01,Spare Parts,CZK,23897661.4224,944623.52,ICSALE-2024-10-CZ01-ES01-SpareParts,ICBUY-2024-10-ES01-CZ01-SpareParts,2,2024-12
IC-2024-10-CZ01-JP01-Hardware,2024-10,CZ01,JP01,Hardware,CZK,8330128.0011,329272.17,ICSALE-2024-10-CZ01-JP01-Hardware,ICBUY-2024-10-JP01-CZ01-Hardware,1,2024-11
IC-2024-10-CZ01-JP01-Spare Parts,2024-10,CZ01,JP01,Spare Parts,CZK,8485893.0569,335429.23,ICSALE-2024-10-CZ01-JP01-SpareParts,ICBUY-2024-10-JP01-CZ01-SpareParts,2,2024-12
IC-2024-10-CZ01-US01-Hardware,2024-10,CZ01,US01,Hardware,CZK,36181340.9853,1430171.14,ICSALE-2024-10-CZ01-US01-Hardware,ICBUY-2024-10-US01-CZ01-Hardware,1,2024-11
IC-2024-11-CN01-DE01-Hardware,2024-11,CN01,DE01,Hardware,CNY,8223059.6475,1025902.39,ICSALE-2024-11-CN01-DE01-Hardware,ICBUY-2024-11-DE01-CN01-Hardware,1,2024-12
IC-2024-11-CN01-ES01-Hardware,2024-11,CN01,ES01,Hardware,CNY,5854548.0146,730408.76,ICSALE-2024-11-CN01-ES01-Hardware,ICBUY-2024-11-ES01-CN01-Hardware,2,2025-01
IC-2024-11-CN01-ES01-Spare Parts,2024-11,CN01,ES01,Spare Parts,CNY,2180280.1524,272010.02,ICSALE-2024-11-CN01-ES01-SpareParts,ICBUY-2024-11-ES01-CN01-SpareParts,1,2024-12
IC-2024-11-CN01-JP01-Hardware,2024-11,CN01,JP01,Hardware,CNY,17325488.2313,2161514.15,ICSALE-2024-11-CN01-JP01-Hardware,ICBUY-2024-11-JP01-CN01-Hardware,1,2024-12
IC-2024-11-CN01-JP01-Spare Parts,2024-11,CN01,JP01,Spare Parts,CNY,11354029.9661,1416519.76,ICSALE-2024-11-CN01-JP01-SpareParts,ICBUY-2024-11-JP01-CN01-SpareParts,1,2024-12
IC-2024-11-CN01-US01-Hardware,2024-11,CN01,US01,Hardware,CNY,20748689.0094,2588589.96,ICSALE-2024-11-CN01-US01-Hardware,ICBUY-2024-11-US01-CN01-Hardware,2,2025-01
IC-2024-11-CZ01-DE01-Hardware,2024-11,CZ01,DE01,Hardware,CZK,72073289.3616,2847332.46,ICSALE-2024-11-CZ01-DE01-Hardware,ICBUY-2024-11-DE01-CZ01-Hardware,2,2025-01
IC-2024-11-CZ01-ES01-Hardware,2024-11,CZ01,ES01,Hardware,CZK,58755107.583,2321183.43,ICSALE-2024-11-CZ01-ES01-Hardware,ICBUY-2024-11-ES01-CZ01-Hardware,1,2024-12
IC-2024-11-CZ01-ES01-Spare Parts,2024-11,CZ01,ES01,Spare Parts,CZK,23914385.1806,944763.39,ICSALE-2024-11-CZ01-ES01-SpareParts,ICBUY-2024-11-ES01-CZ01-SpareParts,1,2024-12
IC-2024-11-CZ01-JP01-Hardware,2024-11,CZ01,JP01,Hardware,CZK,9764105.7148,385741.45,ICSALE-2024-11-CZ01-JP01-Hardware,ICBUY-2024-11-JP01-CZ01-Hardware,1,2024-12
IC-2024-11-CZ01-JP01-Spare Parts,2024-11,CZ01,JP01,Spare Parts,CZK,8964551.3806,354154.2,ICSALE-2024-11-CZ01-JP01-SpareParts,ICBUY-2024-11-JP01-CZ01-SpareParts,2,2025-01
IC-2024-11-CZ01-US01-Hardware,2024-11,CZ01,US01,Hardware,CZK,38195525.8006,1508955.14,ICSALE-2024-11-CZ01-US01-Hardware,ICBUY-2024-11-US01-CZ01-Hardware,1,2024-12
IC-2024-12-CN01-DE01-Hardware,2024-12,CN01,DE01,Hardware,CNY,8661399.1123,1072757.4,ICSALE-2024-12-CN01-DE01-Hardware,ICBUY-2024-12-DE01-CN01-Hardware,2,2025-02
IC-2024-12-CN01-ES01-Hardware,2024-12,CN01,ES01,Hardware,CNY,7699438.2647,953613.76,ICSALE-2024-12-CN01-ES01-Hardware,ICBUY-2024-12-ES01-CN01-Hardware,1,2025-01
IC-2024-12-CN01-ES01-Spare Parts,2024-12,CN01,ES01,Spare Parts,CNY,2513512.9327,311311.09,ICSALE-2024-12-CN01-ES01-SpareParts,ICBUY-2024-12-ES01-CN01-SpareParts,1,2025-01
IC-2024-12-CN01-JP01-Hardware,2024-12,CN01,JP01,Hardware,CNY,16173344.7118,2003149.26,ICSALE-2024-12-CN01-JP01-Hardware,ICBUY-2024-12-JP01-CN01-Hardware,2,2025-02
IC-2024-12-CN01-JP01-Spare Parts,2024-12,CN01,JP01,Spare Parts,CNY,12694802.3427,1572314.47,ICSALE-2024-12-CN01-JP01-SpareParts,ICBUY-2024-12-JP01-CN01-SpareParts,1,2025-01
IC-2024-12-CN01-US01-Hardware,2024-12,CN01,US01,Hardware,CNY,25404275.6338,3146446.01,ICSALE-2024-12-CN01-US01-Hardware,ICBUY-2024-12-US01-CN01-Hardware,2,2025-02
IC-2024-12-CZ01-DE01-Hardware,2024-12,CZ01,DE01,Hardware,CZK,86257891.3288,3406007.62,ICSALE-2024-12-CZ01-DE01-Hardware,ICBUY-2024-12-DE01-CZ01-Hardware,2,2025-02
IC-2024-12-CZ01-ES01-Hardware,2024-12,CZ01,ES01,Hardware,CZK,86280083.8189,3406883.92,ICSALE-2024-12-CZ01-ES01-Hardware,ICBUY-2024-12-ES01-CZ01-Hardware,1,2025-01
IC-2024-12-CZ01-ES01-Spare Parts,2024-12,CZ01,ES01,Spare Parts,CZK,27027624.544,1067221.72,ICSALE-2024-12-CZ01-ES01-SpareParts,ICBUY-2024-12-ES01-CZ01-SpareParts,1,2025-01
IC-2024-12-CZ01-JP01-Hardware,2024-12,CZ01,JP01,Hardware,CZK,8268457.8296,326491.06,ICSALE-2024-12-CZ01-JP01-Hardware,ICBUY-2024-12-JP01-CZ01-Hardware,2,2025-02
IC-2024-12-CZ01-JP01-Spare Parts,2024-12,CZ01,JP01,Spare Parts,CZK,8316335.664,328381.58,ICSALE-2024-12-CZ01-JP01-SpareParts,ICBUY-2024-12-JP01-CZ01-SpareParts,1,2025-01
IC-2024-12-CZ01-US01-Hardware,2024-12,CZ01,US01,Hardware,CZK,45039133.7907,1778430.13,ICSALE-2024-12-CZ01-US01-Hardware,ICBUY-2024-12-US01-CZ01-Hardware,2,2025-02
IC-2025-01-CN01-DE01-Hardware,2025-01,CN01,DE01,Hardware,CNY,1962472.4886,245990.06,ICSALE-2025-01-CN01-DE01-Hardware,ICBUY-2025-01-DE01-CN01-Hardware,2,2025-03
IC-2025-01-CN01-ES01-Hardware,2025-01,CN01,ES01,Hardware,CNY,20610.9423,2583.52,ICSALE-2025-01-CN01-ES01-Hardware,ICBUY-2025-01-ES01-CN01-Hardware,1,2025-02
IC-2025-01-CN01-ES01-Spare Parts,2025-01,CN01,ES01,Spare Parts,CNY,141414.0625,17725.83,ICSALE-2025-01-CN01-ES01-SpareParts,ICBUY-2025-01-ES01-CN01-SpareParts,1,2025-02
IC-2025-01-CN01-JP01-Hardware,2025-01,CN01,JP01,Hardware,CNY,745430.7007,93437.51,ICSALE-2025-01-CN01-JP01-Hardware,ICBUY-2025-01-JP01-CN01-Hardware,1,2025-02
IC-2025-01-CN01-JP01-Spare Parts,2025-01,CN01,JP01,Spare Parts,CNY,424305.5316,53185.43,ICSALE-2025-01-CN01-JP01-SpareParts,ICBUY-2025-01-JP01-CN01-SpareParts,2,2025-03
IC-2025-01-CN01-US01-Hardware,2025-01,CN01,US01,Hardware,CNY,3611544.6832,452696.33,ICSALE-2025-01-CN01-US01-Hardware,ICBUY-2025-01-US01-CN01-Hardware,1,2025-02
IC-2025-01-CZ01-DE01-Hardware,2025-01,CZ01,DE01,Hardware,CZK,19244250.9693,762308.93,ICSALE-2025-01-CZ01-DE01-Hardware,ICBUY-2025-01-DE01-CZ01-Hardware,1,2025-02
IC-2025-01-CZ01-ES01-Hardware,2025-01,CZ01,ES01,Hardware,CZK,197957.9868,7841.57,ICSALE-2025-01-CZ01-ES01-Hardware,ICBUY-2025-01-ES01-CZ01-Hardware,2,2025-03
IC-2025-01-CZ01-ES01-Spare Parts,2025-01,CZ01,ES01,Spare Parts,CZK,1375287.6771,54478.3,ICSALE-2025-01-CZ01-ES01-SpareParts,ICBUY-2025-01-ES01-CZ01-SpareParts,1,2025-02
IC-2025-01-CZ01-JP01-Hardware,2025-01,CZ01,JP01,Hardware,CZK,641062.8455,25393.97,ICSALE-2025-01-CZ01-JP01-Hardware,ICBUY-2025-01-JP01-CZ01-Hardware,1,2025-02
IC-2025-01-CZ01-JP01-Spare Parts,2025-01,CZ01,JP01,Spare Parts,CZK,299686.2529,11871.26,ICSALE-2025-01-CZ01-JP01-SpareParts,ICBUY-2025-01-JP01-CZ01-SpareParts,2,2025-03
IC-2025-01-CZ01-US01-Hardware,2025-01,CZ01,US01,Hardware,CZK,7796368.1898,308832.03,ICSALE-2025-01-CZ01-US01-Hardware,ICBUY-2025-01-US01-CZ01-Hardware,2,2025-03
IC-2025-02-CN01-DE01-Hardware,2025-02,CN01,DE01,Hardware,CNY,6252443.7943,776975.15,ICSALE-2025-02-CN01-DE01-Hardware,ICBUY-2025-02-DE01-CN01-Hardware,1,2025-03
IC-2025-02-CN01-ES01-Hardware,2025-02,CN01,ES01,Hardware,CNY,6019958.1065,748084.75,ICSALE-2025-02-CN01-ES01-Hardware,ICBUY-2025-02-ES01-CN01-Hardware,2,2025-04
IC-2025-02-CN01-ES01-Spare Parts,2025-02,CN01,ES01,Spare Parts,CNY,2239926.1802,278349.88,ICSALE-2025-02-CN01-ES01-SpareParts,ICBUY-2025-02-ES01-CN01-SpareParts,2,2025-04
IC-2025-02-CN01-JP01-Hardware,2025-02,CN01,JP01,Hardware,CNY,9858888.8104,1225138.82,ICSALE-2025-02-CN01-JP01-Hardware,ICBUY-2025-02-JP01-CN01-Hardware,2,2025-04
IC-2025-02-CN01-JP01-Spare Parts,2025-02,CN01,JP01,Spare Parts,CNY,9740949.5446,1210482.81,ICSALE-2025-02-CN01-JP01-SpareParts,ICBUY-2025-02-JP01-CN01-SpareParts,1,2025-03
IC-2025-02-CN01-US01-Hardware,2025-02,CN01,US01,Hardware,CNY,22297518.8954,2770855.47,ICSALE-2025-02-CN01-US01-Hardware,ICBUY-2025-02-US01-CN01-Hardware,2,2025-04
IC-2025-02-CZ01-DE01-Hardware,2025-02,CZ01,DE01,Hardware,CZK,68220343.5538,2714863.1,ICSALE-2025-02-CZ01-DE01-Hardware,ICBUY-2025-02-DE01-CZ01-Hardware,1,2025-03
IC-2025-02-CZ01-ES01-Hardware,2025-02,CZ01,ES01,Hardware,CZK,63352270.0238,2521135.65,ICSALE-2025-02-CZ01-ES01-Hardware,ICBUY-2025-02-ES01-CZ01-Hardware,1,2025-03
IC-2025-02-CZ01-ES01-Spare Parts,2025-02,CZ01,ES01,Spare Parts,CZK,20887923.0562,831245.47,ICSALE-2025-02-CZ01-ES01-SpareParts,ICBUY-2025-02-ES01-CZ01-SpareParts,1,2025-03
IC-2025-02-CZ01-JP01-Hardware,2025-02,CZ01,JP01,Hardware,CZK,12131732.1217,482788.42,ICSALE-2025-02-CZ01-JP01-Hardware,ICBUY-2025-02-JP01-CZ01-Hardware,1,2025-03
IC-2025-02-CZ01-JP01-Spare Parts,2025-02,CZ01,JP01,Spare Parts,CZK,6542562.3476,260364.58,ICSALE-2025-02-CZ01-JP01-SpareParts,ICBUY-2025-02-JP01-CZ01-SpareParts,2,2025-04
IC-2025-02-CZ01-US01-Hardware,2025-02,CZ01,US01,Hardware,CZK,40064904.184,1594403.14,ICSALE-2025-02-CZ01-US01-Hardware,ICBUY-2025-02-US01-CZ01-Hardware,1,2025-03
IC-2025-03-CN01-DE01-Hardware,2025-03,CN01,DE01,Hardware,CNY,7229700.379,913710.75,ICSALE-2025-03-CN01-DE01-Hardware,ICBUY-2025-03-DE01-CN01-Hardware,2,2025-05
IC-2025-03-CN01-ES01-Hardware,2025-03,CN01,ES01,Hardware,CNY,8278265.9187,1046231.54,ICSALE-2025-03-CN01-ES01-Hardware,ICBUY-2025-03-ES01-CN01-Hardware,1,2025-04
IC-2025-03-CN01-ES01-Spare Parts,2025-03,CN01,ES01,Spare Parts,CNY,2474066.9383,312679.84,ICSALE-2025-03-CN01-ES01-SpareParts,ICBUY-2025-03-ES01-CN01-SpareParts,1,2025-04
IC-2025-03-CN01-JP01-Hardware,2025-03,CN01,JP01,Hardware,CNY,18062718.5756,2282819.38,ICSALE-2025-03-CN01-JP01-Hardware,ICBUY-2025-03-JP01-CN01-Hardware,2,2025-05
IC-2025-03-CN01-JP01-Spare Parts,2025-03,CN01,JP01,Spare Parts,CNY,11896916.7399,1503567.25,ICSALE-2025-03-CN01-JP01-SpareParts,ICBUY-2025-03-JP01-CN01-SpareParts,2,2025-05
IC-2025-03-CN01-US01-Hardware,2025-03,CN01,US01,Hardware,CNY,22672809.1068,2865456.15,ICSALE-2025-03-CN01-US01-Hardware,ICBUY-2025-03-US01-CN01-Hardware,2,2025-05
IC-2025-03-CZ01-DE01-Hardware,2025-03,CZ01,DE01,Hardware,CZK,81161339.3842,3202563.58,ICSALE-2025-03-CZ01-DE01-Hardware,ICBUY-2025-03-DE01-CZ01-Hardware,2,2025-05
IC-2025-03-CZ01-ES01-Hardware,2025-03,CZ01,ES01,Hardware,CZK,84424840.6029,3331338.81,ICSALE-2025-03-CZ01-ES01-Hardware,ICBUY-2025-03-ES01-CZ01-Hardware,1,2025-04
IC-2025-03-CZ01-ES01-Spare Parts,2025-03,CZ01,ES01,Spare Parts,CZK,23771277.3583,937996.19,ICSALE-2025-03-CZ01-ES01-SpareParts,ICBUY-2025-03-ES01-CZ01-SpareParts,2,2025-05
IC-2025-03-CZ01-JP01-Hardware,2025-03,CZ01,JP01,Hardware,CZK,19762835.0075,779826.16,ICSALE-2025-03-CZ01-JP01-Hardware,ICBUY-2025-03-JP01-CZ01-Hardware,1,2025-04
IC-2025-03-CZ01-JP01-Spare Parts,2025-03,CZ01,JP01,Spare Parts,CZK,7565971.1359,298547.36,ICSALE-2025-03-CZ01-JP01-SpareParts,ICBUY-2025-03-JP01-CZ01-SpareParts,1,2025-04
IC-2025-03-CZ01-US01-Hardware,2025-03,CZ01,US01,Hardware,CZK,44886929.0907,1771203.45,ICSALE-2025-03-CZ01-US01-Hardware,ICBUY-2025-03-US01-CZ01-Hardware,2,2025-05
IC-2025-04-CN01-DE01-Hardware,2025-04,CN01,DE01,Hardware,CNY,5376716.7936,682593.75,ICSALE-2025-04-CN01-DE01-Hardware,ICBUY-2025-04-DE01-CN01-Hardware,1,2025-05
IC-2025-04-CN01-ES01-Hardware,2025-04,CN01,ES01,Hardware,CNY,5365695.7623,681194.59,ICSALE-2025-04-CN01-ES01-Hardware,ICBUY-2025-04-ES01-CN01-Hardware,2,2025-06
IC-2025-04-CN01-ES01-Spare Parts,2025-04,CN01,ES01,Spare Parts,CNY,1782871.8896,226342.07,ICSALE-2025-04-CN01-ES01-SpareParts,ICBUY-2025-04-ES01-CN01-SpareParts,2,2025-06
IC-2025-04-CN01-JP01-Hardware,2025-04,CN01,JP01,Hardware,CNY,9480272.6576,1203555.09,ICSALE-2025-04-CN01-JP01-Hardware,ICBUY-2025-04-JP01-CN01-Hardware,2,2025-06
IC-2025-04-CN01-JP01-Spare Parts,2025-04,CN01,JP01,Spare Parts,CNY,8806055.3427,1117960.75,ICSALE-2025-04-CN01-JP01-SpareParts,ICBUY-2025-04-JP01-CN01-SpareParts,1,2025-05
IC-2025-04-CN01-US01-Hardware,2025-04,CN01,US01,Hardware,CNY,15160917.8854,1924733.66,ICSALE-2025-04-CN01-US01-Hardware,ICBUY-2025-04-US01-CN01-Hardware,2,2025-06
IC-2025-04-CZ01-DE01-Hardware,2025-04,CZ01,DE01,Hardware,CZK,57787746.9111,2293408.21,ICSALE-2025-04-CZ01-DE01-Hardware,ICBUY-2025-04-DE01-CZ01-Hardware,2,2025-06
IC-2025-04-CZ01-ES01-Hardware,2025-04,CZ01,ES01,Hardware,CZK,56181581.8711,2229664.73,ICSALE-2025-04-CZ01-ES01-Hardware,ICBUY-2025-04-ES01-CZ01-Hardware,1,2025-05
IC-2025-04-CZ01-ES01-Spare Parts,2025-04,CZ01,ES01,Spare Parts,CZK,20130990.5628,798933.71,ICSALE-2025-04-CZ01-ES01-SpareParts,ICBUY-2025-04-ES01-CZ01-SpareParts,2,2025-06
IC-2025-04-CZ01-JP01-Hardware,2025-04,CZ01,JP01,Hardware,CZK,10544330.7149,418470.28,ICSALE-2025-04-CZ01-JP01-Hardware,ICBUY-2025-04-JP01-CZ01-Hardware,2,2025-06
IC-2025-04-CZ01-JP01-Spare Parts,2025-04,CZ01,JP01,Spare Parts,CZK,5680937.7451,225457.99,ICSALE-2025-04-CZ01-JP01-SpareParts,ICBUY-2025-04-JP01-CZ01-SpareParts,2,2025-06
IC-2025-04-CZ01-US01-Hardware,2025-04,CZ01,US01,Hardware,CZK,37776363.252,1499221.31,ICSALE-2025-04-CZ01-US01-Hardware,ICBUY-2025-04-US01-CZ01-Hardware,2,2025-06
IC-2025-05-CN01-DE01-Hardware,2025-05,CN01,DE01,Hardware,CNY,6862979.5254,863755.96,ICSALE-2025-05-CN01-DE01-Hardware,ICBUY-2025-05-DE01-CN01-Hardware,1,2025-06
IC-2025-05-CN01-ES01-Hardware,2025-05,CN01,ES01,Hardware,CNY,6599903.2928,830645.9,ICSALE-2025-05-CN01-ES01-Hardware,ICBUY-2025-05-ES01-CN01-Hardware,1,2025-06
IC-2025-05-CN01-ES01-Spare Parts,2025-05,CN01,ES01,Spare Parts,CNY,1709428.3617,215144.01,ICSALE-2025-05-CN01-ES01-SpareParts,ICBUY-2025-05-ES01-CN01-SpareParts,2,2025-07
IC-2025-05-CN01-JP01-Hardware,2025-05,CN01,JP01,Hardware,CNY,15736787.6887,1980589.35,ICSALE-2025-05-CN01-JP01-Hardware,ICBUY-2025-05-JP01-CN01-Hardware,1,2025-06
IC-2025-05-CN01-JP01-Spare Parts,2025-05,CN01,JP01,Spare Parts,CNY,9648081.6679,1214281.35,ICSALE-2025-05-CN01-JP01-SpareParts,ICBUY-2025-05-JP01-CN01-SpareParts,1,2025-06
IC-2025-05-CN01-US01-Hardware,2025-05,CN01,US01,Hardware,CNY,18024260.1489,2268484.42,ICSALE-2025-05-CN01-US01-Hardware,ICBUY-2025-05-US01-CN01-Hardware,2,2025-07
IC-2025-05-CZ01-DE01-Hardware,2025-05,CZ01,DE01,Hardware,CZK,68022056.4013,2695356.52,ICSALE-2025-05-CZ01-DE01-Hardware,ICBUY-2025-05-DE01-CZ01-Hardware,1,2025-06
IC-2025-05-CZ01-ES01-Hardware,2025-05,CZ01,ES01,Hardware,CZK,62584777.763,2479905.75,ICSALE-2025-05-CZ01-ES01-Hardware,ICBUY-2025-05-ES01-CZ01-Hardware,2,2025-07
IC-2025-05-CZ01-ES01-Spare Parts,2025-05,CZ01,ES01,Spare Parts,CZK,21083272.2575,835419.25,ICSALE-2025-05-CZ01-ES01-SpareParts,ICBUY-2025-05-ES01-CZ01-SpareParts,1,2025-06
IC-2025-05-CZ01-JP01-Hardware,2025-05,CZ01,JP01,Hardware,CZK,16980420.4361,672844.8,ICSALE-2025-05-CZ01-JP01-Hardware,ICBUY-2025-05-JP01-CZ01-Hardware,2,2025-07
IC-2025-05-CZ01-JP01-Spare Parts,2025-05,CZ01,JP01,Spare Parts,CZK,8117512.2826,321654.34,ICSALE-2025-05-CZ01-JP01-SpareParts,ICBUY-2025-05-JP01-CZ01-SpareParts,1,2025-06
