month,entity,functional_currency,closing_fx_to_eur,historical_equity_fx_to_eur,retained_earnings_effective_fx_to_eur,translated_assets,translated_liabilities,translated_share_capital,translated_retained_earnings,translated_other_equity,translated_equity_before_cta,fx_translation_reserve,translated_equity,translation_balance_check
2025-12,CN01,CNY,0.1253479979790407,0.1296752392673494,0.1299707083061289,87955627.68,65742435.8,21520000.0,1463358.48,0.0,22983358.48,-770166.6,22213191.88,0.0
2025-12,CZ01,CZK,0.0399006028295455,0.0404256507741159,0.039917118824968754,101127971.5,71868896.99,21520000.0,8021895.17,0.0,29541895.17,-282820.66,29259074.51,0.0
2025-12,DE01,EUR,1.0,1.0,1.0,268948507.85,234025277.16,14020000.0,20903230.69,0.0,34923230.69,0.0,34923230.69,0.0
2025-12,ES01,EUR,1.0,1.0,1.0,83047949.47,29691978.42,12020000.0,41335971.05,0.0,53355971.05,0.0,53355971.05,0.0
2025-12,JP01,JPY,0.0062327028557395,0.0063120521101377,0.00612452582642796,64815410.93,20198191.01,12020000.0,32179932.52,0.0,44199932.52,417287.4,44617219.92,-0.0
2025-12,US01,USD,0.9454704982338944,0.924584446497981,0.9125527749531817,67775270.72,25453175.62,12020000.01,28985016.73,0.0,41005016.74,1317078.36,42322095.1,-0.0
2026-01,CN01,CNY,0.1267449439406295,0.1296752392673494,0.1363037520340013,86334273.94,64818989.41,21520000.0,517895.29,0.0,22037895.29,-522610.76,21515284.53,0.0
2026-01,CZ01,CZK,0.0400410274862042,0.0404256507741159,0.039902352565323845,97776645.21,69271429.29,21520000.0,7165063.32,0.0,28685063.32,-179847.4,28505215.92,-0.0
2026-01,DE01,EUR,1.0,1.0,1.0,285525294.63,249832259.27,14020000.0,21673035.36,0.0,35693035.36,-0.0,35693035.36,-0.0
2026-01,ES01,EUR,1.0,1.0,1.0,81893189.65,27062447.27,12020000.0,42810742.38,0.0,54830742.38,0.0,54830742.38,0.0
2026-01,JP01,JPY,0.0063717928643928,0.0063120521101377,0.006132173949755327,66150035.72,19468548.07,12020000.0,33248515.11,0.0,45268515.11,1412972.54,46681487.65,-0.0
2026-01,US01,USD,0.9595588011787808,0.924584446497981,0.9139773706511127,68311273.04,24405986.7,12020000.01,29937573.42,0.0,41957573.43,1947712.91,43905286.34,0.0
2026-02,CN01,CNY,0.1260389887292884,0.1296752392673494,0.13431835644220605,93234765.89,71724480.24,21520000.0,632734.16,0.0,22152734.16,-642448.51,21510285.65,0.0
2026-02,CZ01,CZK,0.0401282603379411,0.0404256507741159,0.039906994063631566,105135658.43,76417189.05,21520000.0,7316215.68,0.0,28836215.68,-117746.3,28718469.38,0.0
2026-02,DE01,EUR,1.0,1.0,1.0,300890301.48,264401384.94,14020000.0,22468916.54,0.0,36488916.54,0.0,36488916.54,0.0
2026-02,ES01,EUR,1.0,1.0,1.0,85778122.65,29235839.3,12020000.0,44522283.35,0.0,56542283.35,0.0,56542283.35,0.0
2026-02,JP01,JPY,0.0062961535310229,0.0063120521101377,0.006137509613131754,67476076.26,20200594.36,12020000.0,34396663.69,0.0,46416663.69,858818.21,47275481.9,0.0
2026-02,US01,USD,0.9465349639542154,0.924584446497981,0.9150220297707999,69210571.1,24873411.55,12020000.01,30965361.29,0.0,42985361.3,1351798.25,44337159.55,0.0
2026-03,CN01,CNY,0.1283437709065749,0.1296752392673494,0.13172090474612316,105116397.96,82747762.1,21520000.0,1097741.61,0.0,22617741.61,-249105.75,22368635.86,0.0
2026-03,CZ01,CZK,0.0400110195576366,0.0404256507741159,0.03991308422009215,114292815.35,85202102.96,21520000.0,7772364.06,0.0,29292364.06,-201651.67,29090712.39,0.0
2026-03,DE01,EUR,1.0,1.0,1.0,316711378.55,279478176.95,14020000.0,23213201.6,0.0,37233201.6,0.0,37233201.6,0.0
2026-03,ES01,EUR,1.0,1.0,1.0,85165785.43,27280006.44,12020000.0,45865778.99,0.0,57885778.99,0.0,57885778.99,0.0
2026-03,JP01,JPY,0.0063907866648535,0.0063120521101377,0.006145671059334478,70022294.2,20843702.64,12020000.0,35589208.25,0.0,47609208.25,1569383.31,49178591.56,0.0
2026-03,US01,USD,0.979081935533163,0.924584446497981,0.9170245383223135,73471381.54,26540507.48,12020000.01,32034525.7,0.0,44054525.71,2876348.35,46930874.06,0.0
2026-04,CN01,CNY,0.1294026602782979,0.1296752392673494,0.1311397109457715,105201993.36,82287981.57,21520000.0,1458567.02,0.0,22978567.02,-64555.23,22914011.79,0.0
2026-04,CZ01,CZK,0.0400870982993643,0.0404256507741159,0.0399205802565219,113613736.69,84116300.92,21520000.0,8123773.04,0.0,29643773.04,-146337.27,29497435.77,-0.0
2026-04,DE01,EUR,1.0,1.0,1.0,319126060.46,281204456.61,14020000.0,23901603.85,0.0,37921603.85,-0.0,37921603.85,-0.0
2026-04,ES01,EUR,1.0,1.0,1.0,87458373.07,28233656.28,12020000.0,47204716.79,0.0,59224716.79,-0.0,59224716.79,-0.0
2026-04,JP01,JPY,0.0062747262340882,0.0063120521101377,0.006149846886520362,70340712.35,20840178.51,12020000.0,36804262.57,0.0,48824262.57,676271.27,49500533.84,-0.0
2026-04,US01,USD,0.994456157456434,0.924584446497981,0.9187697870786596,74855177.14,26386306.51,12020000.01,32835581.23,0.0,44855581.24,3613289.39,48468870.63,-0.0
2026-05,CN01,CNY,0.1271507005812679,0.1296752392673494,0.13051744306790522,102655898.49,79879269.41,21520000.0,1719950.68,0.0,23239950.68,-463321.6,22776629.08,-0.0
2026-05,CZ01,CZK,0.0402888953232746,0.0404256507741159,0.03993193664438388,113005247.15,83098485.73,21520000.0,8384609.66,0.0,29904609.66,2151.76,29906761.42,0.0
2026-05,DE01,EUR,1.0,1.0,1.0,321029811.86,282281682.59,14020000.0,24728129.27,0.0,38748129.27,0.0,38748129.27,0.0
2026-05,ES01,EUR,1.0,1.0,1.0,89351806.43,28535989.2,12020000.0,48795817.23,0.0,60815817.23,0.0,60815817.23,0.0
2026-05,JP01,JPY,0.0063582313165695,0.0063120521101377,0.006156960572332521,73041776.25,21537599.27,12020000.0,38149144.53,0.0,50169144.53,1335032.45,51504176.98,0.0
2026-05,US01,USD,0.9655483910780356,0.924584446497981,0.9199633951144905,73333819.53,25370337.45,12020000.01,33739130.34,0.0,45759130.35,2204351.73,47963482.08,-0.0
2026-06,CN01,CNY,0.1290991355395367,0.1296752392673494,0.13041440681493985,104281694.93,81022766.77,21520000.0,1853224.71,0.0,23373224.71,-114296.55,23258928.16,0.0
2026-06,CZ01,CZK,0.0404694160579602,0.0404256507741159,0.03994343767895842,112366261.16,82139692.33,21520000.0,8570415.11,0.0,30090415.11,136153.72,30226568.83,-0.0
2026-06,DE01,EUR,1.0,1.0,1.0,323710147.02,283995499.91,14020000.0,25694647.11,0.0,39714647.11,-0.0,39714647.11,-0.0
2026-06,ES01,EUR,1.0,1.0,1.0,90013538.27,27614998.71,12020000.0,50378539.56,0.0,62398539.56,-0.0,62398539.56,-0.0
2026-06,JP01,JPY,0.0064865961066695,0.0063120521101377,0.006168240615250097,74935320.5,20967260.45,12020000.0,39573222.26,0.0,51593222.26,2374837.79,53968060.05,-0.0
2026-06,US01,USD,0.9558546551594872,0.924584446497981,0.9213096940234233,74354225.45,25506085.22,12020000.01,35105323.27,0.0,47125323.28,1722816.95,48848140.23,0.0
2026-07,CN01,CNY,0.1289938352241059,0.1296752392673494,0.13064114856381384,103624846.25,80637194.87,21520000.0,1600919.2,0.0,23120919.2,-133267.82,22987651.38,-0.0
2026-07,CZ01,CZK,0.0403876184014107,0.0404256507741159,0.03993687880154759,111158838.37,81119462.2,21520000.0,8444317.05,0.0,29964317.05,75059.12,30039376.17,0.0
2026-07,DE01,EUR,1.0,1.0,1.0,333155535.88,292563563.88,14020000.0,26571972.0,0.0,40591972.0,0.0,40591972.0,0.0
2026-07,ES01,EUR,1.0,1.0,1.0,91399219.16,27323298.24,12020000.0,52055920.92,0.0,64075920.92,0.0,64075920.92,0.0
2026-07,JP01,JPY,0.0065143712853163,0.0063120521101377,0.006178526748719956,76356423.73,20877227.3,12020000.0,40853270.93,0.0,52873270.93,2605925.5,55479196.43,0.0
2026-07,US01,USD,0.9716699215521448,0.924584446497981,0.9231687567002232,77785428.4,26709913.61,12020000.01,36524472.06,0.0,48544472.07,2531042.72,51075514.79,0.0
2026-08,CN01,CNY,0.1282801228521051,0.1296752392673494,0.1308385824957632,104378241.07,81639087.21,21520000.0,1479610.46,0.0,22999610.46,-260456.6,22739153.86,-0.0
2026-08,CZ01,CZK,0.0403233655741008,0.0404256507741159,0.03993742649654624,112617701.59,82614015.69,21520000.0,8456416.54,0.0,29976416.54,27269.36,30003685.9,0.0
2026-08,DE01,EUR,1.0,1.0,1.0,344225892.93,302829067.99,14020000.0,27376824.94,0.0,41396824.94,0.0,41396824.94,0.0
2026-08,ES01,EUR,1.0,1.0,1.0,94245802.87,28496100.58,12020000.0,53729702.29,0.0,65749702.29,0.0,65749702.29,0.0
2026-08,JP01,JPY,0.0065763369493791,0.0063120521101377,0.0061890281593423415,78663056.93,21477127.55,12020000.0,42032277.56,0.0,54052277.56,3133651.82,57185929.38,0.0
2026-08,US01,USD,0.9550396279329528,0.924584446497981,0.9241875418939925,78102158.35,26653074.6,12020000.01,37772207.11,0.0,49792207.12,1656876.63,51449083.75,-0.0
