month,entity,division,customer,customer_name,customer_segment,risk_score,payment_terms_days,current,overdue_1_30,overdue_31_60,overdue_61_90,overdue_90_plus,total_ar,overdue_ar,overdue_pct,weighted_age_days
2024-04,JP01,Software,C056,Cobalt JP01,Core,2.1768300000000003,30,103527.61,0.0,0.0,0.0,0.0,103527.61,0.0,0.0,0.0
2024-04,JP01,Software,C057,Vertex JP01,Core,2.26337,30,77214.21,0.0,0.0,0.0,0.0,77214.21,0.0,0.0,0.0
2024-04,JP01,Software,C058,Nova JP01,Core,2.3047950000000004,30,77688.32,0.0,0.0,0.0,0.0,77688.32,0.0,0.0,0.0
2024-04,JP01,Software,C059,Meridian JP01,Growth,3.295,30,45544.63,0.0,0.0,0.0,0.0,45544.63,0.0,0.0,0.0
2024-04,JP01,Spare Parts,C067,Orion JP01,Core,2.41448,45,498978.89,0.0,0.0,0.0,0.0,498978.89,0.0,0.0,14.931111614761898
2024-04,JP01,Spare Parts,C068,Atlas JP01,Core,2.34401,45,757662.02,0.0,0.0,0.0,0.0,757662.02,0.0,0.0,14.767543185020676
2024-04,JP01,Spare Parts,C069,Nimbus JP01,Growth,3.28588,45,488068.12,0.0,0.0,0.0,0.0,488068.12,0.0,0.0,14.172023978947855
2024-04,JP01,Spare Parts,C070,Summit JP01,Core,1.9708350000000001,45,609994.2000000004,0.0,0.0,0.0,0.0,609994.2000000004,0.0,0.0,8.375378815077275
2024-04,JP01,Spare Parts,C071,Cobalt JP01,Growth,2.876375,45,554880.29,0.0,0.0,0.0,0.0,554880.29,0.0,0.0,14.89123140416467
2024-04,JP01,Spare Parts,C073,Nova JP01,Core,2.219815,45,789787.1100000001,0.0,0.0,0.0,0.0,789787.1100000001,0.0,0.0,14.95223301378013
2024-04,JP01,Spare Parts,C072,Vertex JP01,Strategic,1.1821099999999998,45,528703.83,0.0,0.0,0.0,0.0,528703.83,0.0,0.0,0.0
2024-04,US01,Events,C048,Northstar US01,Growth,3.1211550000000003,30,919891.54,0.0,0.0,0.0,0.0,919891.54,0.0,0.0,13.645682729074778
2024-04,US01,Events,C050,Helix US01,Growth,2.8449999999999998,30,474188.12000000034,0.0,0.0,0.0,0.0,474188.12000000034,0.0,0.0,0.6444815614528883
2024-04,US01,Events,C052,Redwood US01,Growth,2.88081,30,561091.1200000001,0.0,0.0,0.0,0.0,561091.1200000001,0.0,0.0,12.896647517786416
2024-04,US01,Events,C049,Kestrel US01,Strategic,1.447995,30,551268.3899999999,0.0,0.0,0.0,0.0,551268.3899999999,0.0,0.0,0.0
2024-04,US01,Events,C051,Vector US01,Growth,2.8275900000000003,30,399873.31999999995,0.0,0.0,0.0,0.0,399873.31999999995,0.0,0.0,0.0
2024-04,US01,Hardware,C041,Summit US01,Growth,2.82761,45,1264044.42,0.0,0.0,0.0,0.0,1264044.42,0.0,0.0,14.581879013397332
2024-04,US01,Hardware,C042,Cobalt US01,Growth,2.902705,45,692573.84,0.0,0.0,0.0,0.0,692573.84,0.0,0.0,14.425699648141489
2024-04,US01,Hardware,C043,Vertex US01,Core,2.0013,45,1096934.3599999999,0.0,0.0,0.0,0.0,1096934.3599999999,0.0,0.0,15.662786695823804
2024-04,US01,Hardware,C044,Nova US01,Core,2.11017,45,1372196.12,0.0,0.0,0.0,0.0,1372196.12,0.0,0.0,14.59383553715339
2024-04,US01,Hardware,C045,Meridian US01,Strategic,1.0499999999999998,45,1111584.8099999977,0.0,0.0,0.0,0.0,1111584.8099999977,0.0,0.0,4.9273265977788485
2024-04,US01,Hardware,C046,Orion US01,Core,2.182275,45,1979293.17,0.0,0.0,0.0,0.0,1979293.17,0.0,0.0,14.825416539986342
2024-04,US01,Hardware,C047,Atlas US01,Core,2.2454699999999996,45,2129826.26,0.0,0.0,0.0,0.0,2129826.26,0.0,0.0,14.598324560051205
2024-04,US01,Software,C034,Kestrel US01,Growth,2.9399699999999998,30,82516.29,0.0,0.0,0.0,0.0,82516.29,0.0,0.0,0.0
2024-04,US01,Software,C035,Helix US01,Core,2.18574,30,84294.54,0.0,0.0,0.0,0.0,84294.54,0.0,0.0,0.0
2024-04,US01,Software,C036,Vector US01,Growth,3.016975,30,71892.28,0.0,0.0,0.0,0.0,71892.28,0.0,0.0,0.0
2024-04,US01,Software,C037,Redwood US01,Core,2.305165,30,103470.17,0.0,0.0,0.0,0.0,103470.17,0.0,0.0,0.0
2024-04,US01,Software,C038,Pioneer US01,Strategic,1.2493699999999999,30,89660.58999999988,0.0,0.0,0.0,0.0,89660.58999999988,0.0,0.0,0.0
2024-04,US01,Software,C039,Keystone US01,Strategic,1.335245,30,158525.3,0.0,0.0,0.0,0.0,158525.3,0.0,0.0,0.0
2024-04,US01,Software,C040,Axiom US01,Growth,2.8075,30,57241.42,0.0,0.0,0.0,0.0,57241.42,0.0,0.0,0.0
2024-05,DE01,Hardware,C010,Keystone DE01,Growth,3.8942900000000003,45,659791.0,360342.47,0.0,0.0,0.0,1020133.47,360342.47,0.35323071009521917,30.8771602210052
2024-05,DE01,Hardware,C008,Redwood DE01,Core,2.225305,45,808263.45,0.0,0.0,0.0,0.0,808263.45,0.0,0.0,13.11389213504582
2024-05,DE01,Hardware,C009,Pioneer DE01,Strategic,1.306745,45,1698721.71,0.0,0.0,0.0,0.0,1698721.71,0.0,0.0,15.377269240881134
2024-05,DE01,Hardware,C011,Axiom DE01,Strategic,1.0,45,1715755.2099999974,0.0,0.0,0.0,0.0,1715755.2099999974,0.0,0.0,6.350353789687713
2024-05,DE01,Hardware,C012,Northstar DE01,Growth,2.752895,45,905270.53,0.0,0.0,0.0,0.0,905270.53,0.0,0.0,14.971826156762221
2024-05,DE01,Hardware,C013,Kestrel DE01,Core,1.8694799999999998,45,1406569.28,0.0,0.0,0.0,0.0,1406569.28,0.0,0.0,14.364600583342757
2024-05,DE01,Hardware,C014,Helix DE01,Core,2.0470550000000003,45,1044910.54,0.0,0.0,0.0,0.0,1044910.54,0.0,0.0,14.550393854769615
2024-05,DE01,Software,C001,Meridian DE01,Growth,3.922925,30,112776.45999999999,0.0,0.0,0.0,0.0,112776.45999999999,0.0,0.0,14.590627334817922
2024-05,DE01,Software,C002,Orion DE01,Core,1.8911449999999999,30,76084.3,0.0,0.0,0.0,0.0,76084.3,0.0,0.0,0.0
2024-05,DE01,Software,C003,Atlas DE01,Growth,2.7558400000000005,30,43509.36,0.0,0.0,0.0,0.0,43509.36,0.0,0.0,0.0
2024-05,DE01,Software,C004,Nimbus DE01,Strategic,1.0,30,63340.310000000245,0.0,0.0,0.0,0.0,63340.310000000245,0.0,0.0,0.0
2024-05,DE01,Software,C005,Summit DE01,Core,2.047655,30,80669.09,0.0,0.0,0.0,0.0,80669.09,0.0,0.0,0.0
2024-05,DE01,Software,C006,Cobalt DE01,Core,2.081205,30,90900.78,0.0,0.0,0.0,0.0,90900.78,0.0,0.0,0.0
2024-05,DE01,Software,C007,Vertex DE01,Core,2.185245,30,62767.950000000004,0.0,0.0,0.0,0.0,62767.950000000004,0.0,0.0,0.0
2024-05,ES01,Events,C026,Axiom ES01,Core,2.21812,30,282990.97000000125,0.0,0.0,0.0,0.0,282990.97000000125,0.0,0.0,17.367863716640905
2024-05,ES01,Events,C022,Vector ES01,Strategic,1.0,30,225057.31,0.0,0.0,0.0,0.0,225057.31,0.0,0.0,0.0
2024-05,ES01,Events,C023,Redwood ES01,Growth,2.795945,30,190905.45,0.0,0.0,0.0,0.0,190905.45,0.0,0.0,0.0
2024-05,ES01,Events,C024,Pioneer ES01,Strategic,1.02279,30,736129.5700000001,0.0,0.0,0.0,0.0,736129.5700000001,0.0,0.0,0.0
2024-05,ES01,Events,C025,Keystone ES01,Core,2.0810400000000002,30,165234.3,0.0,0.0,0.0,0.0,165234.3,0.0,0.0,0.0
2024-05,ES01,Hardware,C015,Nova ES01,Strategic,1.134235,45,1027494.24,0.0,0.0,0.0,0.0,1027494.24,0.0,0.0,15.050386851803665
2024-05,ES01,Hardware,C016,Meridian ES01,Core,2.18475,45,683799.48,0.0,0.0,0.0,0.0,683799.48,0.0,0.0,14.971825512356341
2024-05,ES01,Hardware,C017,Orion ES01,Strategic,1.2359149999999999,45,1601712.81,0.0,0.0,0.0,0.0,1601712.81,0.0,0.0,13.577286430018626
2024-05,ES01,Hardware,C018,Atlas ES01,Strategic,1.285565,45,1264182.31,0.0,0.0,0.0,0.0,1264182.31,0.0,0.0,14.810409188529144
2024-05,ES01,Hardware,C019,Nimbus ES01,Core,2.209905,45,929546.8400000001,0.0,0.0,0.0,0.0,929546.8400000001,0.0,0.0,15.964266953992334
2024-05,ES01,Hardware,C020,Summit ES01,Strategic,1.0,45,1470103.2200000007,0.0,0.0,0.0,0.0,1470103.2200000007,0.0,0.0,8.899153693439303
2024-05,ES01,Hardware,C021,Cobalt ES01,Core,1.9086199999999998,45,749117.45,0.0,0.0,0.0,0.0,749117.45,0.0,0.0,15.03083208113761
2024-05,ES01,Spare Parts,C027,Cobalt ES01,Core,2.25286,45,479291.0399999996,0.0,0.0,0.0,0.0,479291.0399999996,0.0,0.0,9.653826827223792
2024-05,ES01,Spare Parts,C028,Vertex ES01,Growth,3.0423750000000003,45,612072.5,0.0,0.0,0.0,0.0,612072.5,0.0,0.0,15.1490294041964
2024-05,ES01,Spare Parts,C029,Nova ES01,Core,2.341555,45,486790.91000000003,0.0,0.0,0.0,0.0,486790.91000000003,0.0,0.0,14.962961818658444
2024-05,ES01,Spare Parts,C030,Meridian ES01,Growth,2.7239050000000002,45,351268.12,0.0,0.0,0.0,0.0,351268.12,0.0,0.0,14.498304599916437
2024-05,ES01,Spare Parts,C031,Orion ES01,Growth,2.81174,45,368066.06,0.0,0.0,0.0,0.0,368066.06,0.0,0.0,14.704704639161786
2024-05,ES01,Spare Parts,C033,Nimbus ES01,Growth,2.8488800000000003,45,347903.04000000004,0.0,0.0,0.0,0.0,347903.04000000004,0.0,0.0,14.956067069721493
2024-05,ES01,Spare Parts,C032,Atlas ES01,Core,2.0051500000000004,45,428898.9,0.0,0.0,0.0,0.0,428898.9,0.0,0.0,0.0
2024-05,JP01,Hardware,C060,Keystone JP01,Growth,2.7943000000000002,45,1021905.46,0.0,0.0,0.0,0.0,1021905.46,0.0,0.0,14.127262711758092
2024-05,JP01,Hardware,C061,Axiom JP01,Core,1.97168,45,780104.3400000003,0.0,0.0,0.0,0.0,780104.3400000003,0.0,0.0,6.2260475310264365
2024-05,JP01,Hardware,C062,Northstar JP01,Growth,2.8876500000000003,45,1099066.26,0.0,0.0,0.0,0.0,1099066.26,0.0,0.0,15.754710821529542
2024-05,JP01,Hardware,C063,Kestrel JP01,Growth,2.933765,45,748365.11,0.0,0.0,0.0,0.0,748365.11,0.0,0.0,15.538548155993
2024-05,JP01,Hardware,C064,Helix JP01,Growth,3.0409900000000003,45,459284.2,0.0,0.0,0.0,0.0,459284.2,0.0,0.0,14.919279391714323
2024-05,JP01,Hardware,C065,Vector JP01,Growth,3.1325000000000003,45,297194.88,0.0,0.0,0.0,0.0,297194.88,0.0,0.0,14.169290534211086
2024-05,JP01,Hardware,C066,Redwood JP01,Growth,3.086145,45,898376.8,0.0,0.0,0.0,0.0,898376.8,0.0,0.0,14.504405501121578
2024-05,JP01,Software,C053,Atlas JP01,Core,2.188565,30,52352.74,0.0,0.0,0.0,0.0,52352.74,0.0,0.0,0.0
2024-05,JP01,Software,C054,Nimbus JP01,Core,2.16125,30,66953.44,0.0,0.0,0.0,0.0,66953.44,0.0,0.0,0.0
2024-05,JP01,Software,C055,Summit JP01,Strategic,1.29925,30,3285.0900000001348,0.0,0.0,0.0,0.0,3285.0900000001348,0.0,0.0,0.0
2024-05,JP01,Software,C056,Cobalt JP01,Core,2.1768300000000003,30,104355.76,0.0,0.0,0.0,0.0,104355.76,0.0,0.0,0.0
2024-05,JP01,Software,C057,Vertex JP01,Core,2.26337,30,77131.98,0.0,0.0,0.0,0.0,77131.98,0.0,0.0,0.0
2024-05,JP01,Software,C058,Nova JP01,Core,2.3047950000000004,30,80813.4,0.0,0.0,0.0,0.0,80813.4,0.0,0.0,0.0
2024-05,JP01,Software,C059,Meridian JP01,Growth,3.295,30,44642.659999999996,0.0,0.0,0.0,0.0,44642.659999999996,0.0,0.0,0.0
2024-05,JP01,Spare Parts,C067,Orion JP01,Core,2.41448,45,503614.77,0.0,0.0,0.0,0.0,503614.77,0.0,0.0,14.930176094716204
2024-05,JP01,Spare Parts,C068,Atlas JP01,Core,2.34401,45,781080.7,0.0,0.0,0.0,0.0,781080.7,0.0,0.0,14.775751084362987
2024-05,JP01,Spare Parts,C069,Nimbus JP01,Growth,3.28588,45,513187.66000000003,0.0,0.0,0.0,0.0,513187.66000000003,0.0,0.0,15.0532273125975
2024-05,JP01,Spare Parts,C070,Summit JP01,Core,1.9708350000000001,45,574781.2400000003,0.0,0.0,0.0,0.0,574781.2400000003,0.0,0.0,7.6224669406399
2024-05,JP01,Spare Parts,C071,Cobalt JP01,Growth,2.876375,45,561940.74,0.0,0.0,0.0,0.0,561940.74,0.0,0.0,14.918935936198539
2024-05,JP01,Spare Parts,C073,Nova JP01,Core,2.219815,45,805391.04,0.0,0.0,0.0,0.0,805391.04,0.0,0.0,14.75622624259639
2024-05,JP01,Spare Parts,C072,Vertex JP01,Strategic,1.1821099999999998,45,546219.11,0.0,0.0,0.0,0.0,546219.11,0.0,0.0,0.0
2024-05,US01,Events,C048,Northstar US01,Growth,3.1211550000000003,30,568251.2400000003,0.0,0.0,0.0,0.0,568251.2400000003,0.0,0.0,9.439327224345355
2024-05,US01,Events,C049,Kestrel US01,Strategic,1.447995,30,298289.61,0.0,0.0,0.0,0.0,298289.61,0.0,0.0,0.0
2024-05,US01,Events,C050,Helix US01,Growth,2.8449999999999998,30,421730.47000000003,0.0,0.0,0.0,0.0,421730.47000000003,0.0,0.0,0.0
2024-05,US01,Events,C051,Vector US01,Growth,2.8275900000000003,30,378941.05,0.0,0.0,0.0,0.0,378941.05,0.0,0.0,0.0
2024-05,US01,Events,C052,Redwood US01,Growth,2.88081,30,154112.76,0.0,0.0,0.0,0.0,154112.76,0.0,0.0,0.0
2024-05,US01,Hardware,C041,Summit US01,Growth,2.82761,45,1242016.34,0.0,0.0,0.0,0.0,1242016.34,0.0,0.0,15.691572785588312
2024-05,US01,Hardware,C042,Cobalt US01,Growth,2.902705,45,749586.57,0.0,0.0,0.0,0.0,749586.57,0.0,0.0,14.389736198181886
2024-05,US01,Hardware,C043,Vertex US01,Core,2.0013,45,1098341.3,0.0,0.0,0.0,0.0,1098341.3,0.0,0.0,14.318847793486412
2024-05,US01,Hardware,C044,Nova US01,Core,2.11017,45,1431021.6,0.0,0.0,0.0,0.0,1431021.6,0.0,0.0,14.772858145537423
2024-05,US01,Hardware,C045,Meridian US01,Strategic,1.0499999999999998,45,997734.8299999977,0.0,0.0,0.0,0.0,997734.8299999977,0.0,0.0,2.4031130596091725
2024-05,US01,Hardware,C046,Orion US01,Core,2.182275,45,1969451.9100000001,0.0,0.0,0.0,0.0,1969451.9100000001,0.0,0.0,15.250410150913508
2024-05,US01,Hardware,C047,Atlas US01,Core,2.2454699999999996,45,2219590.6,0.0,0.0,0.0,0.0,2219590.6,0.0,0.0,14.77880326218718
2024-05,US01,Software,C034,Kestrel US01,Growth,2.9399699999999998,30,83217.69,0.0,0.0,0.0,0.0,83217.69,0.0,0.0,0.0
2024-05,US01,Software,C035,Helix US01,Core,2.18574,30,84763.05,0.0,0.0,0.0,0.0,84763.05,0.0,0.0,0.0
2024-05,US01,Software,C036,Vector US01,Growth,3.016975,30,66966.31,0.0,0.0,0.0,0.0,66966.31,0.0,0.0,0.0
2024-05,US01,Software,C037,Redwood US01,Core,2.305165,30,106692.15,0.0,0.0,0.0,0.0,106692.15,0.0,0.0,0.0
2024-05,US01,Software,C038,Pioneer US01,Strategic,1.2493699999999999,30,98352.07999999983,0.0,0.0,0.0,0.0,98352.07999999983,0.0,0.0,0.0
2024-05,US01,Software,C039,Keystone US01,Strategic,1.335245,30,156684.06,0.0,0.0,0.0,0.0,156684.06,0.0,0.0,0.0
2024-05,US01,Software,C040,Axiom US01,Growth,2.8075,30,59204.01,0.0,0.0,0.0,0.0,59204.01,0.0,0.0,0.0
2024-06,DE01,Hardware,C010,Keystone DE01,Growth,3.8942900000000003,45,691829.27,329275.88,0.0,0.0,0.0,1021105.15,329275.88,0.32247010016549227,29.05871780198151
2024-06,DE01,Hardware,C008,Redwood DE01,Core,2.225305,45,874104.53,0.0,0.0,0.0,0.0,874104.53,0.0,0.0,15.614178089204046
2024-06,DE01,Hardware,C009,Pioneer DE01,Strategic,1.306745,45,1680125.43,0.0,0.0,0.0,0.0,1680125.43,0.0,0.0,14.784580815493044
2024-06,DE01,Hardware,C011,Axiom DE01,Strategic,1.0,45,1569308.3699999973,0.0,0.0,0.0,0.0,1569308.3699999973,0.0,0.0,5.231360169193474
2024-06,DE01,Hardware,C012,Northstar DE01,Growth,2.752895,45,907832.28,0.0,0.0,0.0,0.0,907832.28,0.0,0.0,14.98576686433754
2024-06,DE01,Hardware,C013,Kestrel DE01,Core,1.8694799999999998,45,1447240.63,0.0,0.0,0.0,0.0,1447240.63,0.0,0.0,15.196002685469107
2024-06,DE01,Hardware,C014,Helix DE01,Core,2.0470550000000003,45,1170631.22,0.0,0.0,0.0,0.0,1170631.22,0.0,0.0,13.790385925295926
2024-06,DE01,Software,C001,Meridian DE01,Growth,3.922925,30,116612.76000000001,0.0,0.0,0.0,0.0,116612.76000000001,0.0,0.0,14.902438635360314
2024-06,DE01,Software,C002,Orion DE01,Core,1.8911449999999999,30,83431.95,0.0,0.0,0.0,0.0,83431.95,0.0,0.0,0.0
2024-06,DE01,Software,C003,Atlas DE01,Growth,2.7558400000000005,30,43114.19,0.0,0.0,0.0,0.0,43114.19,0.0,0.0,0.0
2024-06,DE01,Software,C004,Nimbus DE01,Strategic,1.0,30,68770.37000000023,0.0,0.0,0.0,0.0,68770.37000000023,0.0,0.0,0.0
2024-06,DE01,Software,C005,Summit DE01,Core,2.047655,30,77584.88,0.0,0.0,0.0,0.0,77584.88,0.0,0.0,0.0
2024-06,DE01,Software,C006,Cobalt DE01,Core,2.081205,30,96699.6,0.0,0.0,0.0,0.0,96699.6,0.0,0.0,0.0
2024-06,DE01,Software,C007,Vertex DE01,Core,2.185245,30,70356.91,0.0,0.0,0.0,0.0,70356.91,0.0,0.0,0.0
2024-06,ES01,Events,C023,Redwood ES01,Growth,2.795945,30,459082.32,0.0,0.0,0.0,0.0,459082.32,0.0,0.0,12.475243002170068
2024-06,ES01,Events,C024,Pioneer ES01,Strategic,1.02279,30,1102254.4400000013,0.0,0.0,0.0,0.0,1102254.4400000013,0.0,0.0,2.3176225990072066
2024-06,ES01,Events,C025,Keystone ES01,Core,2.0810400000000002,30,871986.6200000001,0.0,0.0,0.0,0.0,871986.6200000001,0.0,0.0,5.684753511470164
2024-06,ES01,Events,C026,Axiom ES01,Core,2.21812,30,267894.04000000004,0.0,0.0,0.0,0.0,267894.04000000004,0.0,0.0,13.344009071646385
2024-06,ES01,Events,C022,Vector ES01,Strategic,1.0,30,583368.89,0.0,0.0,0.0,0.0,583368.89,0.0,0.0,0.0
2024-06,ES01,Hardware,C015,Nova ES01,Strategic,1.134235,45,1064137.1400000001,0.0,0.0,0.0,0.0,1064137.1400000001,0.0,0.0,14.434832525439342
2024-06,ES01,Hardware,C016,Meridian ES01,Core,2.18475,45,685734.52,0.0,0.0,0.0,0.0,685734.52,0.0,0.0,14.985767232485248
2024-06,ES01,Hardware,C017,Orion ES01,Strategic,1.2359149999999999,45,1827690.99,0.0,0.0,0.0,0.0,1827690.99,0.0,0.0,14.39218710598338
2024-06,ES01,Hardware,C018,Atlas ES01,Strategic,1.285565,45,1351829.57,0.0,0.0,0.0,0.0,1351829.57,0.0,0.0,14.20475807464398
2024-06,ES01,Hardware,C019,Nimbus ES01,Core,2.209905,45,898397.9,0.0,0.0,0.0,0.0,898397.9,0.0,0.0,14.522375107956064
2024-06,ES01,Hardware,C020,Summit ES01,Strategic,1.0,45,1704178.430000001,0.0,0.0,0.0,0.0,1704178.430000001,0.0,0.0,10.538818989746291
2024-06,ES01,Hardware,C021,Cobalt ES01,Core,1.9086199999999998,45,781416.8400000001,0.0,0.0,0.0,0.0,781416.8400000001,0.0,0.0,14.350426463806436
2024-06,ES01,Spare Parts,C027,Cobalt ES01,Core,2.25286,45,535509.9099999997,0.0,0.0,0.0,0.0,535509.9099999997,0.0,0.0,11.025619488535689
2024-06,ES01,Spare Parts,C028,Vertex ES01,Growth,3.0423750000000003,45,625497.21,0.0,0.0,0.0,0.0,625497.21,0.0,0.0,14.532232206119673
2024-06,ES01,Spare Parts,C029,Nova ES01,Core,2.341555,45,508644.85000000003,0.0,0.0,0.0,0.0,508644.85000000003,0.0,0.0,14.390971421415157
2024-06,ES01,Spare Parts,C030,Meridian ES01,Growth,2.7239050000000002,45,363195.14,0.0,0.0,0.0,0.0,363195.14,0.0,0.0,14.992632886001724
2024-06,ES01,Spare Parts,C031,Orion ES01,Growth,2.81174,45,383122.83999999997,0.0,0.0,0.0,0.0,383122.83999999997,0.0,0.0,14.694188161687254
2024-06,ES01,Spare Parts,C033,Nimbus ES01,Growth,2.8488800000000003,45,352004.67000000004,0.0,0.0,0.0,0.0,352004.67000000004,0.0,0.0,14.868637964377005
2024-06,ES01,Spare Parts,C032,Atlas ES01,Core,2.0051500000000004,45,450596.48,0.0,0.0,0.0,0.0,450596.48,0.0,0.0,0.0
2024-06,JP01,Hardware,C060,Keystone JP01,Growth,2.7943000000000002,45,1081677.62,0.0,0.0,0.0,0.0,1081677.62,0.0,0.0,14.995629566598593
2024-06,JP01,Hardware,C061,Axiom JP01,Core,1.97168,45,994801.2500000001,0.0,0.0,0.0,0.0,994801.2500000001,0.0,0.0,9.598358868165878
2024-06,JP01,Hardware,C062,Northstar JP01,Growth,2.8876500000000003,45,1106269.6099999999,0.0,0.0,0.0,0.0,1106269.6099999999,0.0,0.0,14.152532581998708
2024-06,JP01,Hardware,C063,Kestrel JP01,Growth,2.933765,45,726753.95,0.0,0.0,0.0,0.0,726753.95,0.0,0.0,14.89148562591232
2024-06,JP01,Hardware,C064,Helix JP01,Growth,3.0409900000000003,45,533084.6000000001,0.0,0.0,0.0,0.0,533084.6000000001,0.0,0.0,12.99294089531005
2024-06,JP01,Hardware,C065,Vector JP01,Growth,3.1325000000000003,45,333797.51,0.0,0.0,0.0,0.0,333797.51,0.0,0.0,14.094789982106217
2024-06,JP01,Hardware,C066,Redwood JP01,Growth,3.086145,45,928940.3,0.0,0.0,0.0,0.0,928940.3,0.0,0.0,14.98576668489891
2024-06,JP01,Software,C053,Atlas JP01,Core,2.188565,30,52433.82,0.0,0.0,0.0,0.0,52433.82,0.0,0.0,0.0
2024-06,JP01,Software,C054,Nimbus JP01,Core,2.16125,30,78513.28,0.0,0.0,0.0,0.0,78513.28,0.0,0.0,0.0
2024-06,JP01,Software,C055,Summit JP01,Strategic,1.29925,30,31321.240000000136,0.0,0.0,0.0,0.0,31321.240000000136,0.0,0.0,0.0
2024-06,JP01,Software,C056,Cobalt JP01,Core,2.1768300000000003,30,112913.28,0.0,0.0,0.0,0.0,112913.28,0.0,0.0,0.0
2024-06,JP01,Software,C057,Vertex JP01,Core,2.26337,30,79061.98999999999,0.0,0.0,0.0,0.0,79061.98999999999,0.0,0.0,0.0
2024-06,JP01,Software,C058,Nova JP01,Core,2.3047950000000004,30,83345.73,0.0,0.0,0.0,0.0,83345.73,0.0,0.0,0.0
2024-06,JP01,Software,C059,Meridian JP01,Growth,3.295,30,47256.32,0.0,0.0,0.0,0.0,47256.32,0.0,0.0,0.0
2024-06,JP01,Spare Parts,C067,Orion JP01,Core,2.41448,45,518665.73,0.0,0.0,0.0,0.0,518665.73,0.0,0.0,14.632518520165195
2024-06,JP01,Spare Parts,C068,Atlas JP01,Core,2.34401,45,804937.51,0.0,0.0,0.0,0.0,804937.51,0.0,0.0,14.773031263010715
2024-06,JP01,Spare Parts,C069,Nimbus JP01,Growth,3.28588,45,520802.2,0.0,0.0,0.0,0.0,520802.2,0.0,0.0,14.728239051217525
2024-06,JP01,Spare Parts,C070,Summit JP01,Core,1.9708350000000001,45,631934.9100000001,0.0,0.0,0.0,0.0,631934.9100000001,0.0,0.0,8.644378263577817
2024-06,JP01,Spare Parts,C071,Cobalt JP01,Growth,2.876375,45,581007.85,0.0,0.0,0.0,0.0,581007.85,0.0,0.0,14.586144231958313
2024-06,JP01,Spare Parts,C073,Nova JP01,Core,2.219815,45,826397.64,0.0,0.0,0.0,0.0,826397.64,0.0,0.0,14.856284923562947
2024-06,JP01,Spare Parts,C072,Vertex JP01,Strategic,1.1821099999999998,45,563404.15,0.0,0.0,0.0,0.0,563404.15,0.0,0.0,0.0
2024-06,US01,Events,C048,Northstar US01,Growth,3.1211550000000003,30,498923.99000000046,0.0,0.0,0.0,0.0,498923.99000000046,0.0,0.0,6.828815347203509
2024-06,US01,Events,C049,Kestrel US01,Strategic,1.447995,30,702628.82,0.0,0.0,0.0,0.0,702628.82,0.0,0.0,0.0
2024-06,US01,Events,C050,Helix US01,Growth,2.8449999999999998,30,87885.95,0.0,0.0,0.0,0.0,87885.95,0.0,0.0,0.0
2024-06,US01,Events,C051,Vector US01,Growth,2.8275900000000003,30,104328.05,0.0,0.0,0.0,0.0,104328.05,0.0,0.0,0.0
2024-06,US01,Events,C052,Redwood US01,Growth,2.88081,30,437747.59,0.0,0.0,0.0,0.0,437747.59,0.0,0.0,0.0
2024-06,US01,Hardware,C041,Summit US01,Growth,2.82761,45,1216049.82,0.0,0.0,0.0,0.0,1216049.82,0.0,0.0,14.613957510392133
2024-06,US01,Hardware,C042,Cobalt US01,Growth,2.902705,45,780823.85,0.0,0.0,0.0,0.0,780823.85,0.0,0.0,14.985766764168384
2024-06,US01,Hardware,C043,Vertex US01,Core,2.0013,45,1165133.58,0.0,0.0,0.0,0.0,1165133.58,0.0,0.0,14.782216730891921
2024-06,US01,Hardware,C044,Nova US01,Core,2.11017,45,1433206.44,0.0,0.0,0.0,0.0,1433206.44,0.0,0.0,15.203928960855073
2024-06,US01,Hardware,C045,Meridian US01,Strategic,1.0499999999999998,45,1313597.0999999964,0.0,0.0,0.0,0.0,1313597.0999999964,0.0,0.0,5.607957188699575
2024-06,US01,Hardware,C046,Orion US01,Core,2.182275,45,1933583.4300000002,0.0,0.0,0.0,0.0,1933583.4300000002,0.0,0.0,15.023198611088635
2024-06,US01,Hardware,C047,Atlas US01,Core,2.2454699999999996,45,2327927.1100000003,0.0,0.0,0.0,0.0,2327927.1100000003,0.0,0.0,14.512836357664137
2024-06,US01,Software,C034,Kestrel US01,Growth,2.9399699999999998,30,82760.12,0.0,0.0,0.0,0.0,82760.12,0.0,0.0,0.0
2024-06,US01,Software,C035,Helix US01,Core,2.18574,30,91648.16,0.0,0.0,0.0,0.0,91648.16,0.0,0.0,0.0
2024-06,US01,Software,C036,Vector US01,Growth,3.016975,30,72017.22,0.0,0.0,0.0,0.0,72017.22,0.0,0.0,0.0
2024-06,US01,Software,C037,Redwood US01,Core,2.305165,30,117191.45,0.0,0.0,0.0,0.0,117191.45,0.0,0.0,0.0
2024-06,US01,Software,C038,Pioneer US01,Strategic,1.2493699999999999,30,103844.39999999988,0.0,0.0,0.0,0.0,103844.39999999988,0.0,0.0,0.0
2024-06,US01,Software,C039,Keystone US01,Strategic,1.335245,30,171580.64,0.0,0.0,0.0,0.0,171580.64,0.0,0.0,0.0
2024-06,US01,Software,C040,Axiom US01,Growth,2.8075,30,62449.15,0.0,0.0,0.0,0.0,62449.15,0.0,0.0,0.0
