month,entity,product_family,opening_backlog,bookings,recognized_revenue,ending_backlog,book_to_bill,backlog_coverage_months,project_units,rollforward_gap
2023-09,US01,Managed Programs,0.0,452497.22,452497.22,0.0,1.0,0.0,3.0,0.0
2023-10,US01,Managed Programs,0.0,526851.54,526851.54,0.0,1.0,0.0,4.0,0.0
2023-11,US01,Managed Programs,0.0,494596.04000000004,494596.04000000004,0.0,1.0,0.0,4.0,0.0
2023-12,US01,Managed Programs,0.0,1312731.67,1312731.67,0.0,1.0,0.0,9.0,0.0
2024-01,US01,Managed Programs,0.0,934876.74,934876.74,0.0,1.0,0.0,5.0,0.0
2024-02,US01,Managed Programs,0.0,345052.2244904742,338424.79000000004,6627.434490474174,1.0195831826931891,0.007688340378392095,3.0,0.0
2024-03,US01,Managed Programs,6627.434490474174,710952.1704389115,662085.61,55493.99492938572,1.0738070118136407,0.08601999121899567,5.0,0.0
2024-04,US01,Managed Programs,55493.99492938572,389585.753508255,347997.24,97082.50843764073,1.1195081705482923,0.21597766054400863,3.0,0.0
2024-05,US01,Managed Programs,97082.50843764073,544840.4405099823,474241.70999999996,167681.23894762306,1.1488665569082532,0.3389041254177383,4.0,0.0
2024-06,US01,Managed Programs,167681.23894762306,176658.778058337,152705.6,191634.41700596004,1.1568585438800998,0.5896778960586837,1.0,0.0
2024-07,US01,Managed Programs,191634.41700596004,1001351.7268088924,876750.88,316235.26381485246,1.1421165916695657,0.6309150318552671,6.0,0.0
2024-08,US01,Managed Programs,316235.26381485246,426100.2586812543,384857.66000000003,357477.86249610677,1.1071632527237583,0.7582711345078684,3.0,0.0
2024-09,US01,Managed Programs,357477.86249610677,538294.7997608045,508795.10000000003,386977.56225691125,1.0579795280276962,0.6557446339020934,4.0,0.0
2024-10,US01,Managed Programs,386977.56225691125,834663.6380665596,832182.54,389458.66032347083,1.0029814348983572,0.676991588345894,5.0,0.0
2024-11,US01,Managed Programs,389458.66032347083,535619.8565452134,562874.28,362204.2368686842,0.951579909718407,0.5707443416114276,3.0,0.0
2025-01,US01,Managed Programs,362204.2368686842,563824.5445052794,617842.2,308186.5813739636,0.9125704662214388,0.4593174992563168,5.0,0.0
2025-02,US01,Managed Programs,308186.5813739636,258970.26399697323,290121.1,277035.74537093693,0.8926281611264166,0.5650571126370124,2.0,0.0
2025-03,US01,Managed Programs,277035.74537093693,694874.6387734365,776252.79,195657.59414437343,0.8951653993713008,0.34851393827565225,6.0,0.0
2025-04,US01,Managed Programs,195657.59414437343,751778.9034073532,817374.85,130061.64755172667,0.9197480243089853,0.20713215853573974,6.0,0.0
2025-05,US01,Managed Programs,130061.64755172667,460382.47402988863,478483.7,111960.42158161529,0.9621696079299851,0.16209614718137966,4.0,0.0
2025-06,US01,Managed Programs,111960.42158161529,346602.5425827493,341422.74,117140.22416436457,1.0151712290246082,0.2146367118707462,3.0,0.0
2025-07,US01,Managed Programs,117140.22416436457,510763.64892117825,477490.41,150413.46308554284,1.0696835752600315,0.3478044433795477,4.0,0.0
2025-08,US01,Managed Programs,150413.46308554284,1289907.5699896333,1155438.94,284882.09307517624,1.1163788282828977,0.43287430015865547,8.0,0.0
2025-09,US01,Managed Programs,284882.09307517624,764674.2139281075,666518.22,383038.0870032839,1.1472667827866845,0.49973492590215995,5.0,0.0
2025-10,US01,Managed Programs,383038.0870032839,821929.8912214172,710359.37,494608.60822470125,1.157062081438325,0.5859559052335783,4.0,0.0
2025-11,US01,Managed Programs,494608.60822470125,435637.3440301644,380772.38,549473.5722548657,1.1440886128089554,0.9378549454670985,3.0,0.0
2026-01,US01,Managed Programs,549473.5722548657,981178.9111394184,883494.21,647158.2733942841,1.1105663172817153,0.9832114332087745,6.0,0.0
2026-02,US01,Managed Programs,647158.2733942841,304006.17555831815,286195.83,664968.6189526021,1.0622313244686974,1.286652182680962,2.0,0.0
2026-03,US01,Managed Programs,664968.6189526021,959143.033599818,952140.5900000001,671971.0625524202,1.0073544218924833,0.9500820466793152,6.0,0.0
2026-04,US01,Managed Programs,671971.0625524202,435262.6502550679,455616.97,651616.7428074882,0.9553258085515733,1.1540165390397574,4.0,0.0
2026-05,US01,Managed Programs,651616.7428074882,221479.60860324747,242041.44,631054.9114107357,0.9150483016596145,1.1475123540699244,2.0,0.0
2026-06,US01,Managed Programs,631054.9114107357,662787.95918407,741859.88,551982.9905948056,0.8934139411664505,1.1503493795722572,5.0,0.0
2026-07,US01,Managed Programs,551982.9905948056,733458.8415926722,820309.37,465132.46218747774,0.8941246661520789,0.7734115501568352,5.0,0.0
2026-08,US01,Managed Programs,465132.46218747774,569581.4348763349,621095.8300000001,413618.0670638125,0.9170588617159686,0.568347935648491,5.0,0.0
2023-09,US01,Training & Enablement,0.0,465331.57014427363,427922.49,37409.08014427364,1.087420224499707,0.08742022449970704,4.0,0.0
2023-10,US01,Training & Enablement,37409.08014427364,473007.9210895692,432657.37,77759.63123384287,1.093262137403482,0.1807145039016899,5.0,0.0
2023-11,US01,Training & Enablement,77759.63123384287,249632.2027231387,231640.68,95751.15395698155,1.0776699616109688,0.2629995054578855,2.0,0.0
2023-12,US01,Training & Enablement,95751.15395698155,893032.8515323015,855959.75,132824.255489283,1.0433117346140417,0.26210868082232436,8.0,0.0
2024-01,US01,Training & Enablement,132824.255489283,681561.4073607405,684252.83,130132.83285002352,0.9960666254909615,0.22033342566419445,6.0,0.0
2024-02,US01,Training & Enablement,130132.83285002352,186018.25942063358,197049.29,119101.80227065706,0.944018927551749,0.20567158756093068,2.0,0.0
2024-03,US01,Training & Enablement,119101.80227065706,786320.5613325308,877516.73,27905.63360318786,0.8960747236494634,0.047598364555601375,7.0,0.0
2024-04,US01,Training & Enablement,27905.63360318786,373008.44639681216,400914.08,0.0,0.9303949773896995,0.0,3.0,0.0
2024-05,US01,Training & Enablement,0.0,319265.56,319265.56,0.0,1.0,0.0,2.0,0.0
2024-06,US01,Training & Enablement,0.0,753944.64,753944.64,0.0,1.0,0.0,7.0,0.0
2024-07,US01,Training & Enablement,0.0,796804.31,796804.31,0.0,1.0,0.0,7.0,0.0
2024-08,US01,Training & Enablement,0.0,263641.41000000003,263641.41000000003,0.0,1.0,0.0,3.0,0.0
2024-09,US01,Training & Enablement,0.0,276411.26,276411.26,0.0,1.0,0.0,3.0,0.0
2024-10,US01,Training & Enablement,0.0,537459.812266519,529473.66,7986.152266518911,1.0150831908550821,0.022400997644963762,5.0,0.0
2024-11,US01,Training & Enablement,7986.152266518911,377258.03232615266,356480.54,28763.644592671597,1.0582850674714326,0.07423735197535446,3.0,0.0
2024-12,US01,Training & Enablement,28763.644592671597,434764.480066582,400321.64,63206.48465925356,1.086037917077333,0.14741741085470494,4.0,0.0
2025-01,US01,Training & Enablement,63206.48465925356,479839.2637040277,438773.23,104272.51836328127,1.093592842261657,0.26164602623421623,4.0,0.0
2025-02,US01,Training & Enablement,104272.51836328127,277005.41722519085,256567.96,124709.97558847212,1.0796570905626364,0.34146446928880153,2.0,0.0
2025-03,US01,Training & Enablement,124709.97558847212,475430.26832521404,454255.05,145885.19391368615,1.0466152623404277,0.3807037345051324,4.0,0.0
2025-04,US01,Training & Enablement,145885.19391368615,1122227.2889057733,1122091.21,146021.27281945944,1.0001212725886814,0.23899853778120525,11.0,0.0
2025-05,US01,Training & Enablement,146021.27281945944,820570.7992081913,865461.52,101130.55202765076,0.9481308876773531,0.1242487875450017,8.0,0.0
2025-06,US01,Training & Enablement,101130.55202765076,438522.16783606337,487495.81,52156.90986371419,0.8995403834056818,0.06321925694077198,4.0,0.0
2025-07,US01,Training & Enablement,52156.90986371419,447638.37013628584,499795.28,0.0,0.8956434525277746,0.0,4.0,0.0
2025-08,US01,Training & Enablement,0.0,1204971.58,1204971.58,0.0,1.0,0.0,9.0,0.0
2025-09,US01,Training & Enablement,0.0,1097692.43,1097692.43,0.0,1.0,0.0,9.0,0.0
2025-10,US01,Training & Enablement,0.0,606230.96,606230.96,0.0,1.0,0.0,5.0,0.0
2025-11,US01,Training & Enablement,0.0,1031310.75,1031310.75,0.0,1.0,0.0,10.0,0.0
2025-12,US01,Training & Enablement,0.0,659921.85,659921.85,0.0,1.0,0.0,6.0,0.0
2026-01,US01,Training & Enablement,0.0,856265.485258378,846793.88,9471.605258377967,1.0111852547379983,0.011195634087763301,8.0,0.0
2026-02,US01,Training & Enablement,9471.605258377967,721015.130860804,683214.99,47271.746119181975,1.0553268611111768,0.06475786519746429,6.0,0.0
2026-03,US01,Training & Enablement,47271.746119181975,706553.3408958446,651486.07,102339.01701502665,1.0845256306030375,0.1407369989338962,5.0,0.0
2026-04,US01,Training & Enablement,102339.01701502665,645250.1253968799,589923.96,157665.18241190654,1.0937852488596664,0.2457598453311802,5.0,0.0
2026-05,US01,Training & Enablement,157665.18241190654,389697.0306765734,360323.04000000004,187039.1730884799,1.0815212667959655,0.3503189949530353,3.0,0.0
2026-06,US01,Training & Enablement,187039.1730884799,1128186.2082184043,1074634.77,240590.61130688433,1.0498322218053715,0.35645134674734763,9.0,0.0
2026-07,US01,Training & Enablement,240590.61130688433,330981.8957247207,329617.1,241955.40703160514,1.0041405489118154,0.4113547217413487,3.0,0.0
2026-08,US01,Training & Enablement,241955.40703160514,865868.2146351394,909272.59,198551.03166674462,0.9522647269452381,0.2574656569657508,7.0,0.0
