month,entity,functional_currency,account,local_balance
2024-06,US01,USD,2150_IC_AP,-1592551.68
2024-06,CZ01,CZK,5450_FACTORY_ABSORPTION_VARIANCE,0.0
2024-06,CN01,CNY,5450_FACTORY_ABSORPTION_VARIANCE,0.0
2024-06,DE01,EUR,6100_DEPRECIATION,0.0
2024-06,ES01,EUR,6100_DEPRECIATION,0.0
2024-06,CZ01,CZK,6100_DEPRECIATION,0.0
2024-06,CN01,CNY,6100_DEPRECIATION,0.0
2024-06,US01,USD,6100_DEPRECIATION,0.0
2024-06,JP01,JPY,6100_DEPRECIATION,0.0
2024-06,DE01,EUR,7000_INTEREST,0.0
2024-06,ES01,EUR,7000_INTEREST,0.0
2024-06,CZ01,CZK,7000_INTEREST,0.0
2024-06,CN01,CNY,7000_INTEREST,0.0
2024-06,US01,USD,7000_INTEREST,0.0
2024-06,JP01,JPY,7000_INTEREST,0.0
2024-06,CN01,CNY,7100_TAX,0.0
2024-06,CN01,CNY,2200_TAX_PAYABLE,-218153.7
2024-06,CZ01,CZK,7100_TAX,0.0
2024-06,CZ01,CZK,2200_TAX_PAYABLE,-2282232.81
2024-06,DE01,EUR,7100_TAX,0.0
2024-06,DE01,EUR,2200_TAX_PAYABLE,-168022.96
2024-06,ES01,EUR,7100_TAX,0.0
2024-06,ES01,EUR,2200_TAX_PAYABLE,-325863.08
2024-06,JP01,JPY,7100_TAX,0.0
2024-06,JP01,JPY,2200_TAX_PAYABLE,-43142801.17
2024-06,US01,USD,7100_TAX,0.0
2024-06,US01,USD,2200_TAX_PAYABLE,-231337.48
2024-06,CZ01,CZK,1510_CIP,0.0
2024-06,CN01,CNY,1510_CIP,0.0
2024-06,DE01,EUR,1510_CIP,0.0
2024-06,ES01,EUR,1510_CIP,0.0
2024-06,CN01,CNY,3200_RETAINED_EARNINGS,-15398141.75
2024-06,CZ01,CZK,3200_RETAINED_EARNINGS,-118310857.17
2024-06,DE01,EUR,3200_RETAINED_EARNINGS,-6300104.45
2024-06,ES01,EUR,3200_RETAINED_EARNINGS,-13168212.24
2024-06,JP01,JPY,3200_RETAINED_EARNINGS,-1687104108.56
2024-06,US01,USD,3200_RETAINED_EARNINGS,-9729100.18
2024-06,DE01,EUR,2300_CONTRACT_LIABILITIES,-317564.8
2024-06,ES01,EUR,2300_CONTRACT_LIABILITIES,-3099623.59
2024-06,JP01,JPY,2300_CONTRACT_LIABILITIES,-40805622.93
2024-06,US01,USD,2300_CONTRACT_LIABILITIES,-2930594.14
2024-06,DE01,EUR,6050_CREDIT_LOSS_EXPENSE,0.0
2024-06,DE01,EUR,1190_CREDIT_LOSS_ALLOWANCE,-20807.55
2024-06,ES01,EUR,6050_CREDIT_LOSS_EXPENSE,0.0
2024-06,ES01,EUR,1190_CREDIT_LOSS_ALLOWANCE,-26352.18
2024-06,JP01,JPY,6050_CREDIT_LOSS_EXPENSE,0.0
2024-06,JP01,JPY,1190_CREDIT_LOSS_ALLOWANCE,-3367721.85
2024-06,US01,USD,6050_CREDIT_LOSS_EXPENSE,0.0
2024-06,US01,USD,1190_CREDIT_LOSS_ALLOWANCE,-24461.57
2024-06,DE01,EUR,5460_INVENTORY_OBSOLESCENCE,0.0
2024-06,DE01,EUR,1290_INVENTORY_PROVISION,-9949.76
2024-06,ES01,EUR,5460_INVENTORY_OBSOLESCENCE,0.0
2024-06,ES01,EUR,1290_INVENTORY_PROVISION,-26684.65
2024-06,JP01,JPY,5460_INVENTORY_OBSOLESCENCE,0.0
2024-06,JP01,JPY,1290_INVENTORY_PROVISION,-4119381.34
2024-06,US01,USD,5460_INVENTORY_OBSOLESCENCE,0.0
2024-06,US01,USD,1290_INVENTORY_PROVISION,-15125.82
2024-06,CN01,CNY,1160_IC_TREASURY_RECEIVABLE,225696505.01
2024-06,DE01,EUR,2160_IC_TREASURY_PAYABLE,-90898142.98
2024-06,CZ01,CZK,1160_IC_TREASURY_RECEIVABLE,910721020.94
2024-06,DE01,EUR,1160_IC_TREASURY_RECEIVABLE,63017718.96
2024-06,ES01,EUR,2160_IC_TREASURY_PAYABLE,-13243842.76
2024-06,JP01,JPY,2160_IC_TREASURY_PAYABLE,-1817441298.38
2024-06,US01,USD,2160_IC_TREASURY_PAYABLE,-14430502.04
2024-06,CN01,CNY,2160_IC_TREASURY_PAYABLE,-86544776.41
2024-06,ES01,EUR,1160_IC_TREASURY_RECEIVABLE,10248370.27
2024-06,CZ01,CZK,2160_IC_TREASURY_PAYABLE,-337011154.98
2024-06,JP01,JPY,1160_IC_TREASURY_RECEIVABLE,1041899809.71
2024-06,US01,USD,1160_IC_TREASURY_RECEIVABLE,9098797.94
2024-07,DE01,EUR,1000_CASH,33996105.52
2024-07,DE01,EUR,1500_PPE,9000000.0
2024-07,DE01,EUR,1590_ACCUM_DEP,-2667500.0
2024-07,DE01,EUR,2500_DEBT,-7607437.7
2024-07,DE01,EUR,3000_SHARE_CAPITAL,-14020000.0
2024-07,ES01,EUR,1000_CASH,5816769.19
2024-07,ES01,EUR,1500_PPE,9000000.0
2024-07,ES01,EUR,1590_ACCUM_DEP,-2667500.0
2024-07,ES01,EUR,2500_DEBT,-1901859.42
2024-07,ES01,EUR,3000_SHARE_CAPITAL,-12020000.0
2024-07,CZ01,CZK,1000_CASH,120517717.8
2024-07,CZ01,CZK,1500_PPE,828932952.38
2024-07,CZ01,CZK,1590_ACCUM_DEP,-246904040.23
2024-07,CZ01,CZK,2500_DEBT,-324336926.78
2024-07,CZ01,CZK,3000_SHARE_CAPITAL,-524665798.1
2024-07,CN01,CNY,1000_CASH,47068624.7
2024-07,CN01,CNY,1500_PPE,265086666.67
2024-07,CN01,CNY,1590_ACCUM_DEP,-78575916.44
2024-07,CN01,CNY,2500_DEBT,-103791771.41
2024-07,CN01,CNY,3000_SHARE_CAPITAL,-167784266.67
2024-07,US01,USD,1000_CASH,6699302.27
2024-07,US01,USD,1500_PPE,9615428.57
2024-07,US01,USD,1590_ACCUM_DEP,-2857099.04
2024-07,US01,USD,2500_DEBT,-2030728.83
2024-07,US01,USD,3000_SHARE_CAPITAL,-12841939.05
2024-07,JP01,JPY,1000_CASH,899477931.83
2024-07,JP01,JPY,1500_PPE,1420157142.86
2024-07,JP01,JPY,1590_ACCUM_DEP,-424500025.77
2024-07,JP01,JPY,2500_DEBT,-299708085.24
2024-07,JP01,JPY,3000_SHARE_CAPITAL,-1896698761.91
2024-07,DE01,EUR,1100_AR,9418702.62
2024-07,DE01,EUR,4000_EXTERNAL_REVENUE,0.0
2024-07,DE01,EUR,5050_SERVICE_DELIVERY,0.0
2024-07,DE01,EUR,2100_AP,-1056708.87
2024-07,DE01,EUR,5400_FIXED_PRODUCTION,0.0
2024-07,DE01,EUR,5300_VARIABLE_SELLING,0.0
2024-07,DE01,EUR,6000_OPEX,0.0
2024-07,DE01,EUR,5000_EXTERNAL_COGS,0.0
2024-07,DE01,EUR,1200_INVENTORY,8684069.13
2024-07,ES01,EUR,1100_AR,14673385.49
2024-07,ES01,EUR,4000_EXTERNAL_REVENUE,0.0
2024-07,ES01,EUR,5000_EXTERNAL_COGS,0.0
2024-07,ES01,EUR,1200_INVENTORY,10530191.43
2024-07,ES01,EUR,5300_VARIABLE_SELLING,0.0
2024-07,ES01,EUR,2100_AP,-3566042.25
2024-07,ES01,EUR,6000_OPEX,0.0
2024-07,ES01,EUR,5050_SERVICE_DELIVERY,0.0
2024-07,ES01,EUR,5400_FIXED_PRODUCTION,0.0
2024-07,US01,USD,1100_AR,13302690.9
2024-07,US01,USD,4000_EXTERNAL_REVENUE,0.39
2024-07,US01,USD,5050_SERVICE_DELIVERY,-0.05
2024-07,US01,USD,2100_AP,-2591728.1
2024-07,US01,USD,5400_FIXED_PRODUCTION,-0.38
2024-07,US01,USD,5300_VARIABLE_SELLING,-0.23
2024-07,US01,USD,6000_OPEX,-0.33
2024-07,US01,USD,5000_EXTERNAL_COGS,0.14
2024-07,US01,USD,1200_INVENTORY,10394430.38
2024-07,JP01,JPY,1100_AR,1559230004.19
2024-07,JP01,JPY,4000_EXTERNAL_REVENUE,-0.17
2024-07,JP01,JPY,5050_SERVICE_DELIVERY,-0.13
2024-07,JP01,JPY,2100_AP,-178677026.29
2024-07,JP01,JPY,5400_FIXED_PRODUCTION,0.26
2024-07,JP01,JPY,5300_VARIABLE_SELLING,0.51
2024-07,JP01,JPY,6000_OPEX,-0.37
2024-07,JP01,JPY,5000_EXTERNAL_COGS,0.3
2024-07,JP01,JPY,1200_INVENTORY,1398415243.7
2024-07,DE01,EUR,2150_IC_AP,-1054501.06
2024-07,CN01,CNY,1150_IC_AR,14780316.92
2024-07,CN01,CNY,4100_IC_REVENUE,0.03
2024-07,CN01,CNY,5200_FACTORY_COST,-0.01
2024-07,CN01,CNY,2100_AP,-73665899.11
2024-07,CZ01,CZK,1150_IC_AR,53275187.36
2024-07,CZ01,CZK,4100_IC_REVENUE,0.0
2024-07,CZ01,CZK,5200_FACTORY_COST,-0.06
2024-07,CZ01,CZK,2100_AP,-261777142.44
2024-07,ES01,EUR,2150_IC_AP,-1018195.94
2024-07,JP01,JPY,2150_IC_AP,-130302023.88
2024-07,US01,USD,2150_IC_AP,-1244420.36
2024-07,CZ01,CZK,5450_FACTORY_ABSORPTION_VARIANCE,0.0
2024-07,CN01,CNY,5450_FACTORY_ABSORPTION_VARIANCE,0.0
2024-07,DE01,EUR,6100_DEPRECIATION,0.0
2024-07,ES01,EUR,6100_DEPRECIATION,0.0
2024-07,CZ01,CZK,6100_DEPRECIATION,0.0
2024-07,CN01,CNY,6100_DEPRECIATION,0.0
2024-07,US01,USD,6100_DEPRECIATION,0.0
2024-07,JP01,JPY,6100_DEPRECIATION,0.0
2024-07,DE01,EUR,7000_INTEREST,0.0
2024-07,ES01,EUR,7000_INTEREST,0.0
2024-07,CZ01,CZK,7000_INTEREST,0.0
2024-07,CN01,CNY,7000_INTEREST,0.0
2024-07,US01,USD,7000_INTEREST,0.0
2024-07,JP01,JPY,7000_INTEREST,0.0
2024-07,CN01,CNY,7100_TAX,0.0
2024-07,CN01,CNY,2200_TAX_PAYABLE,-218153.7
2024-07,CZ01,CZK,7100_TAX,0.0
2024-07,CZ01,CZK,2200_TAX_PAYABLE,-2282232.81
2024-07,DE01,EUR,7100_TAX,0.0
2024-07,DE01,EUR,2200_TAX_PAYABLE,-367321.38
2024-07,ES01,EUR,7100_TAX,0.0
2024-07,ES01,EUR,2200_TAX_PAYABLE,-759418.14
2024-07,JP01,JPY,7100_TAX,0.0
2024-07,JP01,JPY,2200_TAX_PAYABLE,-98035869.76
2024-07,US01,USD,7100_TAX,0.0
2024-07,US01,USD,2200_TAX_PAYABLE,-483947.57
2024-07,CZ01,CZK,1510_CIP,0.0
2024-07,CN01,CNY,1510_CIP,0.0
2024-07,DE01,EUR,1510_CIP,0.0
2024-07,ES01,EUR,1510_CIP,0.0
2024-07,CN01,CNY,3200_RETAINED_EARNINGS,-12932437.0
2024-07,CZ01,CZK,3200_RETAINED_EARNINGS,-117255406.0
2024-07,DE01,EUR,3200_RETAINED_EARNINGS,-6934492.71
2024-07,ES01,EUR,3200_RETAINED_EARNINGS,-14542041.92
2024-07,JP01,JPY,3200_RETAINED_EARNINGS,-1860976153.72
2024-07,US01,USD,3200_RETAINED_EARNINGS,-10529865.22
2024-07,DE01,EUR,2300_CONTRACT_LIABILITIES,-322366.41
2024-07,ES01,EUR,2300_CONTRACT_LIABILITIES,-3764761.29
2024-07,JP01,JPY,2300_CONTRACT_LIABILITIES,-41991631.76
2024-07,US01,USD,2300_CONTRACT_LIABILITIES,-3105192.97
2024-07,DE01,EUR,6050_CREDIT_LOSS_EXPENSE,0.0
2024-07,DE01,EUR,1190_CREDIT_LOSS_ALLOWANCE,-20095.78
2024-07,ES01,EUR,6050_CREDIT_LOSS_EXPENSE,0.0
2024-07,ES01,EUR,1190_CREDIT_LOSS_ALLOWANCE,-24285.94
2024-07,JP01,JPY,6050_CREDIT_LOSS_EXPENSE,0.0
2024-07,JP01,JPY,1190_CREDIT_LOSS_ALLOWANCE,-2997023.95
2024-07,US01,USD,6050_CREDIT_LOSS_EXPENSE,0.0
2024-07,US01,USD,1190_CREDIT_LOSS_ALLOWANCE,-23816.82
2024-07,DE01,EUR,5460_INVENTORY_OBSOLESCENCE,0.0
2024-07,DE01,EUR,1290_INVENTORY_PROVISION,-7385.02
2024-07,ES01,EUR,5460_INVENTORY_OBSOLESCENCE,0.0
2024-07,ES01,EUR,1290_INVENTORY_PROVISION,-27845.46
2024-07,JP01,JPY,5460_INVENTORY_OBSOLESCENCE,0.0
2024-07,JP01,JPY,1290_INVENTORY_PROVISION,-4446078.06
2024-07,US01,USD,5460_INVENTORY_OBSOLESCENCE,0.0
2024-07,US01,USD,1290_INVENTORY_PROVISION,-14937.32
2024-07,CN01,CNY,1160_IC_TREASURY_RECEIVABLE,225696505.01
2024-07,DE01,EUR,2160_IC_TREASURY_PAYABLE,-97678152.56
2024-07,CZ01,CZK,1160_IC_TREASURY_RECEIVABLE,910721020.94
2024-07,DE01,EUR,1160_IC_TREASURY_RECEIVABLE,70637084.22
2024-07,ES01,EUR,2160_IC_TREASURY_PAYABLE,-13243842.76
2024-07,JP01,JPY,2160_IC_TREASURY_PAYABLE,-1817441298.38
2024-07,US01,USD,2160_IC_TREASURY_PAYABLE,-14430502.04
2024-07,CN01,CNY,2160_IC_TREASURY_PAYABLE,-115663668.99
2024-07,ES01,EUR,1160_IC_TREASURY_RECEIVABLE,13515447.01
2024-07,CZ01,CZK,2160_IC_TREASURY_PAYABLE,-436225332.06
2024-07,JP01,JPY,1160_IC_TREASURY_RECEIVABLE,1478493655.74
2024-07,US01,USD,1160_IC_TREASURY_RECEIVABLE,10142325.66
2024-08,DE01,EUR,1000_CASH,42714728.31
2024-08,DE01,EUR,1500_PPE,9000000.0
2024-08,DE01,EUR,1590_ACCUM_DEP,-2730000.0
2024-08,DE01,EUR,2500_DEBT,-7607437.7
2024-08,DE01,EUR,3000_SHARE_CAPITAL,-14020000.0
2024-08,ES01,EUR,1000_CASH,5908234.0
2024-08,ES01,EUR,1500_PPE,9000000.0
2024-08,ES01,EUR,1590_ACCUM_DEP,-2730000.0
2024-08,ES01,EUR,2500_DEBT,-1901859.42
2024-08,ES01,EUR,3000_SHARE_CAPITAL,-12020000.0
2024-08,CZ01,CZK,1000_CASH,120517717.8
2024-08,CZ01,CZK,1500_PPE,828932952.38
2024-08,CZ01,CZK,1590_ACCUM_DEP,-252849028.21
2024-08,CZ01,CZK,2500_DEBT,-324336926.78
2024-08,CZ01,CZK,3000_SHARE_CAPITAL,-524665798.1
2024-08,CN01,CNY,1000_CASH,47068624.72
2024-08,CN01,CNY,1500_PPE,265086666.67
2024-08,CN01,CNY,1590_ACCUM_DEP,-80434953.36
2024-08,CN01,CNY,2500_DEBT,-103791771.41
2024-08,CN01,CNY,3000_SHARE_CAPITAL,-167784266.67
2024-08,US01,USD,1000_CASH,7023504.08
2024-08,US01,USD,1500_PPE,9615428.57
2024-08,US01,USD,1590_ACCUM_DEP,-2925925.18
2024-08,US01,USD,2500_DEBT,-2030728.83
2024-08,US01,USD,3000_SHARE_CAPITAL,-12841939.05
2024-08,JP01,JPY,1000_CASH,944066467.75
2024-08,JP01,JPY,1500_PPE,1420157142.86
2024-08,JP01,JPY,1590_ACCUM_DEP,-434565991.68
2024-08,JP01,JPY,2500_DEBT,-299708085.24
2024-08,JP01,JPY,3000_SHARE_CAPITAL,-1896698761.91
2024-08,DE01,EUR,1100_AR,8521401.99
2024-08,DE01,EUR,4000_EXTERNAL_REVENUE,0.0
2024-08,DE01,EUR,5050_SERVICE_DELIVERY,0.0
2024-08,DE01,EUR,2100_AP,-974625.36
2024-08,DE01,EUR,5400_FIXED_PRODUCTION,0.0
2024-08,DE01,EUR,5300_VARIABLE_SELLING,0.0
2024-08,DE01,EUR,6000_OPEX,0.0
2024-08,DE01,EUR,5000_EXTERNAL_COGS,0.0
2024-08,DE01,EUR,1200_INVENTORY,7812159.24
2024-08,ES01,EUR,1100_AR,12500487.95
2024-08,ES01,EUR,4000_EXTERNAL_REVENUE,0.0
2024-08,ES01,EUR,5000_EXTERNAL_COGS,0.0
2024-08,ES01,EUR,1200_INVENTORY,9490812.67
2024-08,ES01,EUR,5300_VARIABLE_SELLING,0.0
2024-08,ES01,EUR,2100_AP,-2966375.86
2024-08,ES01,EUR,6000_OPEX,0.0
2024-08,ES01,EUR,5050_SERVICE_DELIVERY,0.0
2024-08,ES01,EUR,5400_FIXED_PRODUCTION,0.0
2024-08,US01,USD,1100_AR,11697980.22
2024-08,US01,USD,4000_EXTERNAL_REVENUE,0.49
2024-08,US01,USD,5050_SERVICE_DELIVERY,-0.08
2024-08,US01,USD,2100_AP,-2458583.15
2024-08,US01,USD,5400_FIXED_PRODUCTION,-0.4
2024-08,US01,USD,5300_VARIABLE_SELLING,-0.04
2024-08,US01,USD,6000_OPEX,-0.31
2024-08,US01,USD,5000_EXTERNAL_COGS,0.17
2024-08,US01,USD,1200_INVENTORY,9202427.19
2024-08,JP01,JPY,1100_AR,1279498343.05
2024-08,JP01,JPY,4000_EXTERNAL_REVENUE,-0.05
2024-08,JP01,JPY,5050_SERVICE_DELIVERY,-0.13
2024-08,JP01,JPY,2100_AP,-151319745.76
2024-08,JP01,JPY,5400_FIXED_PRODUCTION,0.21
2024-08,JP01,JPY,5300_VARIABLE_SELLING,0.53
2024-08,JP01,JPY,6000_OPEX,-0.34
2024-08,JP01,JPY,5000_EXTERNAL_COGS,0.34
2024-08,JP01,JPY,1200_INVENTORY,1137127242.64
2024-08,DE01,EUR,2150_IC_AP,-826863.71
2024-08,CN01,CNY,1150_IC_AR,10284747.26
2024-08,CN01,CNY,4100_IC_REVENUE,0.03
2024-08,CN01,CNY,5200_FACTORY_COST,-0.01
2024-08,CN01,CNY,2100_AP,-54729791.12
2024-08,CZ01,CZK,1150_IC_AR,42375099.75
2024-08,CZ01,CZK,4100_IC_REVENUE,0.0
2024-08,CZ01,CZK,5200_FACTORY_COST,-0.06
2024-08,CZ01,CZK,2100_AP,-228148746.99
2024-08,ES01,EUR,2150_IC_AP,-900545.15
2024-08,JP01,JPY,2150_IC_AP,-68843827.72
2024-08,US01,USD,2150_IC_AP,-939390.64
2024-08,CZ01,CZK,5450_FACTORY_ABSORPTION_VARIANCE,0.0
2024-08,CN01,CNY,5450_FACTORY_ABSORPTION_VARIANCE,0.0
2024-08,DE01,EUR,6100_DEPRECIATION,0.0
2024-08,ES01,EUR,6100_DEPRECIATION,0.0
2024-08,CZ01,CZK,6100_DEPRECIATION,0.0
2024-08,CN01,CNY,6100_DEPRECIATION,0.0
2024-08,US01,USD,6100_DEPRECIATION,0.0
2024-08,JP01,JPY,6100_DEPRECIATION,0.0
2024-08,DE01,EUR,7000_INTEREST,0.0
2024-08,ES01,EUR,7000_INTEREST,0.0
2024-08,CZ01,CZK,7000_INTEREST,0.0
2024-08,CN01,CNY,7000_INTEREST,0.0
2024-08,US01,USD,7000_INTEREST,0.0
2024-08,JP01,JPY,7000_INTEREST,0.0
2024-08,CN01,CNY,7100_TAX,0.0
2024-08,CN01,CNY,2200_TAX_PAYABLE,-218153.7
2024-08,CZ01,CZK,7100_TAX,0.0
2024-08,CZ01,CZK,2200_TAX_PAYABLE,-2282232.81
2024-08,DE01,EUR,7100_TAX,0.0
2024-08,DE01,EUR,2200_TAX_PAYABLE,-542719.84
2024-08,ES01,EUR,7100_TAX,0.0
2024-08,ES01,EUR,2200_TAX_PAYABLE,-1091517.96
2024-08,JP01,JPY,7100_TAX,0.0
2024-08,JP01,JPY,2200_TAX_PAYABLE,-139534967.53
2024-08,US01,USD,7100_TAX,0.0
2024-08,US01,USD,2200_TAX_PAYABLE,-696130.61
2024-08,CZ01,CZK,1510_CIP,0.0
2024-08,CN01,CNY,1510_CIP,0.0
2024-08,DE01,EUR,1510_CIP,0.0
2024-08,ES01,EUR,1510_CIP,0.0
2024-08,CN01,CNY,3200_RETAINED_EARNINGS,-8747695.19
2024-08,CZ01,CZK,3200_RETAINED_EARNINGS,-113167208.99
2024-08,DE01,EUR,3200_RETAINED_EARNINGS,-7493105.73
2024-08,ES01,EUR,3200_RETAINED_EARNINGS,-15599481.31
2024-08,JP01,JPY,3200_RETAINED_EARNINGS,-1994119488.47
2024-08,US01,USD,3200_RETAINED_EARNINGS,-11208183.09
2024-08,DE01,EUR,2300_CONTRACT_LIABILITIES,-315650.68
2024-08,ES01,EUR,2300_CONTRACT_LIABILITIES,-3547953.79
2024-08,JP01,JPY,2300_CONTRACT_LIABILITIES,-40544387.34
2024-08,US01,USD,2300_CONTRACT_LIABILITIES,-2474444.82
2024-08,DE01,EUR,6050_CREDIT_LOSS_EXPENSE,0.0
2024-08,DE01,EUR,1190_CREDIT_LOSS_ALLOWANCE,-18567.18
2024-08,ES01,EUR,6050_CREDIT_LOSS_EXPENSE,0.0
2024-08,ES01,EUR,1190_CREDIT_LOSS_ALLOWANCE,-20595.19
2024-08,JP01,JPY,6050_CREDIT_LOSS_EXPENSE,0.0
2024-08,JP01,JPY,1190_CREDIT_LOSS_ALLOWANCE,-2449778.45
2024-08,US01,USD,6050_CREDIT_LOSS_EXPENSE,0.0
2024-08,US01,USD,1190_CREDIT_LOSS_ALLOWANCE,-21053.59
2024-08,DE01,EUR,5460_INVENTORY_OBSOLESCENCE,0.0
2024-08,DE01,EUR,1290_INVENTORY_PROVISION,-5729.08
2024-08,ES01,EUR,5460_INVENTORY_OBSOLESCENCE,0.0
2024-08,ES01,EUR,1290_INVENTORY_PROVISION,-25746.2
2024-08,JP01,JPY,5460_INVENTORY_OBSOLESCENCE,0.0
2024-08,JP01,JPY,1290_INVENTORY_PROVISION,-3263805.4
2024-08,US01,USD,5460_INVENTORY_OBSOLESCENCE,0.0
2024-08,US01,USD,1290_INVENTORY_PROVISION,-11295.6
2024-08,CN01,CNY,1160_IC_TREASURY_RECEIVABLE,225696505.01
2024-08,DE01,EUR,2160_IC_TREASURY_PAYABLE,-107109041.46
2024-08,CZ01,CZK,1160_IC_TREASURY_RECEIVABLE,910721020.94
2024-08,DE01,EUR,1160_IC_TREASURY_RECEIVABLE,73595451.2
2024-08,ES01,EUR,2160_IC_TREASURY_PAYABLE,-13243842.76
2024-08,JP01,JPY,2160_IC_TREASURY_PAYABLE,-1817441298.38
2024-08,US01,USD,2160_IC_TREASURY_PAYABLE,-14430502.04
2024-08,CN01,CNY,2160_IC_TREASURY_PAYABLE,-132429912.23
2024-08,ES01,EUR,1160_IC_TREASURY_RECEIVABLE,17148383.02
2024-08,CZ01,CZK,2160_IC_TREASURY_PAYABLE,-457096848.93
2024-08,JP01,JPY,1160_IC_TREASURY_RECEIVABLE,2067640941.02
2024-08,US01,USD,1160_IC_TREASURY_RECEIVABLE,12498836.71
2024-09,DE01,EUR,1000_CASH,51416344.23
2024-09,DE01,EUR,1500_PPE,9000000.0
2024-09,DE01,EUR,1590_ACCUM_DEP,-2792500.0
2024-09,DE01,EUR,2500_DEBT,-7512344.73
2024-09,DE01,EUR,3000_SHARE_CAPITAL,-14020000.0
2024-09,ES01,EUR,1000_CASH,4000000.0
2024-09,ES01,EUR,1500_PPE,9000000.0
2024-09,ES01,EUR,1590_ACCUM_DEP,-2792500.0
2024-09,ES01,EUR,2500_DEBT,-1878086.18
2024-09,ES01,EUR,3000_SHARE_CAPITAL,-12020000.0
2024-09,CZ01,CZK,1000_CASH,193902252.16
2024-09,CZ01,CZK,1500_PPE,828932952.38
2024-09,CZ01,CZK,1590_ACCUM_DEP,-258775282.15
2024-09,CZ01,CZK,2500_DEBT,-320160063.1
2024-09,CZ01,CZK,3000_SHARE_CAPITAL,-524665798.1
2024-09,CN01,CNY,1000_CASH,68848816.93
2024-09,CN01,CNY,1500_PPE,265086666.67
2024-09,CN01,CNY,1590_ACCUM_DEP,-82291044.16
2024-09,CN01,CNY,2500_DEBT,-102483586.12
2024-09,CN01,CNY,3000_SHARE_CAPITAL,-167784266.67
2024-09,US01,USD,1000_CASH,5318757.24
2024-09,US01,USD,1500_PPE,9615428.57
2024-09,US01,USD,1590_ACCUM_DEP,-2995337.68
2024-09,US01,USD,2500_DEBT,-2004326.27
2024-09,US01,USD,3000_SHARE_CAPITAL,-12841939.05
2024-09,JP01,JPY,1000_CASH,639504395.16
2024-09,JP01,JPY,1500_PPE,1420157142.86
2024-09,JP01,JPY,1590_ACCUM_DEP,-444508551.2
2024-09,JP01,JPY,2500_DEBT,-295926215.58
2024-09,JP01,JPY,3000_SHARE_CAPITAL,-1896698761.91
2024-09,DE01,EUR,1100_AR,10424698.87
2024-09,DE01,EUR,4000_EXTERNAL_REVENUE,0.0
2024-09,DE01,EUR,5050_SERVICE_DELIVERY,0.0
2024-09,DE01,EUR,2100_AP,-1156212.78
2024-09,DE01,EUR,5400_FIXED_PRODUCTION,0.0
2024-09,DE01,EUR,5300_VARIABLE_SELLING,0.0
2024-09,DE01,EUR,6000_OPEX,0.0
2024-09,DE01,EUR,5000_EXTERNAL_COGS,0.0
2024-09,DE01,EUR,1200_INVENTORY,9757408.61
2024-09,ES01,EUR,1100_AR,16383621.3
2024-09,ES01,EUR,4000_EXTERNAL_REVENUE,0.0
2024-09,ES01,EUR,5000_EXTERNAL_COGS,0.0
2024-09,ES01,EUR,1200_INVENTORY,12048347.56
2024-09,ES01,EUR,5300_VARIABLE_SELLING,0.0
2024-09,ES01,EUR,2100_AP,-3855136.96
2024-09,ES01,EUR,6000_OPEX,0.0
2024-09,ES01,EUR,5050_SERVICE_DELIVERY,-0.0
2024-09,ES01,EUR,5400_FIXED_PRODUCTION,0.0
2024-09,US01,USD,1100_AR,14425623.83
2024-09,US01,USD,4000_EXTERNAL_REVENUE,0.64
2024-09,US01,USD,5050_SERVICE_DELIVERY,-0.15
2024-09,US01,USD,2100_AP,-2834394.2
2024-09,US01,USD,5400_FIXED_PRODUCTION,-0.29
2024-09,US01,USD,5300_VARIABLE_SELLING,-0.03
2024-09,US01,USD,6000_OPEX,-0.26
2024-09,US01,USD,5000_EXTERNAL_COGS,0.16
2024-09,US01,USD,1200_INVENTORY,11202569.87
2024-09,JP01,JPY,1100_AR,1717260268.36
2024-09,JP01,JPY,4000_EXTERNAL_REVENUE,-0.13
2024-09,JP01,JPY,5050_SERVICE_DELIVERY,-0.19
2024-09,JP01,JPY,2100_AP,-195307756.02
2024-09,JP01,JPY,5400_FIXED_PRODUCTION,0.23
2024-09,JP01,JPY,5300_VARIABLE_SELLING,0.53
2024-09,JP01,JPY,6000_OPEX,-0.28
2024-09,JP01,JPY,5000_EXTERNAL_COGS,0.41
2024-09,JP01,JPY,1200_INVENTORY,1559750698.27
2024-09,DE01,EUR,2150_IC_AP,-1668769.11
2024-09,CN01,CNY,1150_IC_AR,26760843.91
2024-09,CN01,CNY,4100_IC_REVENUE,0.02
2024-09,CN01,CNY,5200_FACTORY_COST,-0.02
2024-09,CN01,CNY,2100_AP,-143191116.35
2024-09,CZ01,CZK,1150_IC_AR,90501662.48
2024-09,CZ01,CZK,4100_IC_REVENUE,-0.01
2024-09,CZ01,CZK,5200_FACTORY_COST,-0.07
2024-09,CZ01,CZK,2100_AP,-521827279.8
2024-09,ES01,EUR,2150_IC_AP,-2015317.95
2024-09,JP01,JPY,2150_IC_AP,-263712644.5
2024-09,US01,USD,2150_IC_AP,-1863073.04
2024-09,CZ01,CZK,5450_FACTORY_ABSORPTION_VARIANCE,0.0
2024-09,CN01,CNY,5450_FACTORY_ABSORPTION_VARIANCE,0.0
2024-09,DE01,EUR,6100_DEPRECIATION,0.0
2024-09,ES01,EUR,6100_DEPRECIATION,0.0
2024-09,CZ01,CZK,6100_DEPRECIATION,0.0
