review_id,review_month,scope_level,entity,division,category,metric,comparison,unit,actual_value,benchmark_value,variance,materiality_pct,favorable,severity,action_required,source_dataset,source_key,headline,explanation
REV-202608-FX-TRANSLATION-ENTITY-CZ01-ALL-REVENUE-FX-EFFECT,2026-08,Entity,CZ01,All,FX Translation,Revenue FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|CZ01|All|revenue_fx_effect,FX translation increased cz01 revenue by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DE01-ALL-REVENUE-FX-EFFECT,2026-08,Entity,DE01,All,FX Translation,Revenue FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|DE01|All|revenue_fx_effect,FX translation increased de01 revenue by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-ES01-ALL-REVENUE-FX-EFFECT,2026-08,Entity,ES01,All,FX Translation,Revenue FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|ES01|All|revenue_fx_effect,FX translation increased es01 revenue by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-CN01-ALL-OPEX,2026-08,Entity,CN01,All,Monthly P&L vs Budget,OPEX,Budget,EUR,0.0,0.0,0.0,0.0,True,Low,False,budget_performance.csv,2026-08|CN01|All|opex,CN01 OPEX was €0 below budget.,Actual opex was €0 versus €0 budget. The variance represents 0.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-CZ01-ALL-OPEX,2026-08,Entity,CZ01,All,Monthly P&L vs Budget,OPEX,Budget,EUR,0.0,0.0,0.0,0.0,True,Low,False,budget_performance.csv,2026-08|CZ01|All|opex,CZ01 OPEX was €0 below budget.,Actual opex was €0 versus €0 budget. The variance represents 0.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-CN01-ALL-REVENUE,2026-08,Entity,CN01,All,Monthly P&L vs Budget,Revenue,Budget,EUR,0.0,0.0,0.0,0.0,True,Low,False,budget_performance.csv,2026-08|CN01|All|revenue,CN01 revenue exceeded budget by €0.,Actual revenue was €0 versus €0 budget. The variance represents 0.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-CZ01-ALL-REVENUE,2026-08,Entity,CZ01,All,Monthly P&L vs Budget,Revenue,Budget,EUR,0.0,0.0,0.0,0.0,True,Low,False,budget_performance.csv,2026-08|CZ01|All|revenue,CZ01 revenue exceeded budget by €0.,Actual revenue was €0 versus €0 budget. The variance represents 0.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-CZ01-HARDWARE-GROSS-PROFIT,2026-08,Entity Division,CZ01,Hardware,Monthly P&L vs Budget,Gross profit,Budget,EUR,-226794.91,-7858.48,-218936.43,27.859895,False,Critical,False,budget_performance.csv,2026-08|CZ01|Hardware|gross_profit,CZ01 / Hardware gross profit missed budget by €218.9k.,Actual gross profit was €226.8k versus €7.9k budget. The variance represents 2786.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-CZ01-HARDWARE-EBIT,2026-08,Entity Division,CZ01,Hardware,Monthly P&L vs Budget,EBIT,Budget,EUR,-527489.35,-243969.59,-283519.76,1.162111,False,Critical,False,budget_performance.csv,2026-08|CZ01|Hardware|ebit,CZ01 / Hardware ebit missed budget by €283.5k.,Actual ebit was €527.5k versus €244.0k budget. The variance represents 116.2% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-CN01-HARDWARE-GROSS-PROFIT,2026-08,Entity Division,CN01,Hardware,Monthly P&L vs Budget,Gross profit,Budget,EUR,-387250.89,-199003.33,-188247.56,0.945952,False,Critical,False,budget_performance.csv,2026-08|CN01|Hardware|gross_profit,CN01 / Hardware gross profit missed budget by €188.2k.,Actual gross profit was €387.3k versus €199.0k budget. The variance represents 94.6% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-CN01-HARDWARE-EBIT,2026-08,Entity Division,CN01,Hardware,Monthly P&L vs Budget,EBIT,Budget,EUR,-623362.0,-435114.44,-188247.56,0.432639,False,Critical,False,budget_performance.csv,2026-08|CN01|Hardware|ebit,CN01 / Hardware ebit missed budget by €188.2k.,Actual ebit was €623.4k versus €435.1k budget. The variance represents 43.3% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-SOFTWARE-OPEX,2026-08,Entity Division,JP01,Software,Monthly P&L vs Budget,OPEX,Budget,EUR,132638.35,96869.79,35768.56,0.369244,False,Critical,False,budget_performance.csv,2026-08|JP01|Software|opex,JP01 / Software OPEX was €35.8k above budget.,Actual opex was €132.6k versus €96.9k budget. The variance represents 36.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-SOFTWARE-OPEX,2026-08,Entity Division,US01,Software,Monthly P&L vs Budget,OPEX,Budget,EUR,246866.15,183304.7,63561.45,0.346753,False,Critical,False,budget_performance.csv,2026-08|US01|Software|opex,US01 / Software OPEX was €63.6k above budget.,Actual opex was €246.9k versus €183.3k budget. The variance represents 34.7% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-DE01-SOFTWARE-OPEX,2026-08,Entity Division,DE01,Software,Monthly P&L vs Budget,OPEX,Budget,EUR,164943.55,123722.67,41220.88,0.333172,False,Critical,False,budget_performance.csv,2026-08|DE01|Software|opex,DE01 / Software OPEX was €41.2k above budget.,Actual opex was €164.9k versus €123.7k budget. The variance represents 33.3% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-HARDWARE-OPEX,2026-08,Entity Division,JP01,Hardware,Monthly P&L vs Budget,OPEX,Budget,EUR,379625.51,292514.52,87110.99,0.297801,False,Critical,False,budget_performance.csv,2026-08|JP01|Hardware|opex,JP01 / Hardware OPEX was €87.1k above budget.,Actual opex was €379.6k versus €292.5k budget. The variance represents 29.8% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-DE01-HARDWARE-OPEX,2026-08,Entity Division,DE01,Hardware,Monthly P&L vs Budget,OPEX,Budget,EUR,611536.56,482751.97,128784.59,0.266772,False,Critical,False,budget_performance.csv,2026-08|DE01|Hardware|opex,DE01 / Hardware OPEX was €128.8k above budget.,Actual opex was €611.5k versus €482.8k budget. The variance represents 26.7% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-HARDWARE-OPEX,2026-08,Entity Division,ES01,Hardware,Monthly P&L vs Budget,OPEX,Budget,EUR,426033.5,338836.81,87196.69,0.257341,False,Critical,False,budget_performance.csv,2026-08|ES01|Hardware|opex,ES01 / Hardware OPEX was €87.2k above budget.,Actual opex was €426.0k versus €338.8k budget. The variance represents 25.7% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-HARDWARE-OPEX,2026-08,Entity Division,US01,Hardware,Monthly P&L vs Budget,OPEX,Budget,EUR,813698.07,650908.33,162789.74,0.250096,False,Critical,False,budget_performance.csv,2026-08|US01|Hardware|opex,US01 / Hardware OPEX was €162.8k above budget.,Actual opex was €813.7k versus €650.9k budget. The variance represents 25.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-EVENTS-OPEX,2026-08,Entity Division,US01,Events,Monthly P&L vs Budget,OPEX,Budget,EUR,554489.66,444270.78,110218.88,0.248089,False,Critical,False,budget_performance.csv,2026-08|US01|Events|opex,US01 / Events OPEX was €110.2k above budget.,Actual opex was €554.5k versus €444.3k budget. The variance represents 24.8% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-SPARE-PARTS-OPEX,2026-08,Entity Division,ES01,Spare Parts,Monthly P&L vs Budget,OPEX,Budget,EUR,196428.0,157389.12,39038.88,0.248041,False,Critical,False,budget_performance.csv,2026-08|ES01|Spare Parts|opex,ES01 / Spare Parts OPEX was €39.0k above budget.,Actual opex was €196.4k versus €157.4k budget. The variance represents 24.8% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-SPARE-PARTS-OPEX,2026-08,Entity Division,JP01,Spare Parts,Monthly P&L vs Budget,OPEX,Budget,EUR,345253.91,278256.44,66997.47,0.240776,False,Critical,False,budget_performance.csv,2026-08|JP01|Spare Parts|opex,JP01 / Spare Parts OPEX was €67.0k above budget.,Actual opex was €345.3k versus €278.3k budget. The variance represents 24.1% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-EVENTS-OPEX,2026-08,Entity Division,ES01,Events,Monthly P&L vs Budget,OPEX,Budget,EUR,413832.64,338228.37,75604.27,0.22353,False,Critical,False,budget_performance.csv,2026-08|ES01|Events|opex,ES01 / Events OPEX was €75.6k above budget.,Actual opex was €413.8k versus €338.2k budget. The variance represents 22.4% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-EVENTS-EBIT,2026-08,Entity Division,ES01,Events,Monthly P&L vs Budget,EBIT,Budget,EUR,529742.4344,633578.42,-103835.9856,0.163888,False,Critical,False,budget_performance.csv,2026-08|ES01|Events|ebit,ES01 / Events ebit missed budget by €103.8k.,Actual ebit was €529.7k versus €633.6k budget. The variance represents 16.4% of the benchmark.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-CN01-HARDWARE-EBIT-FX-EFFECT,2026-08,Entity Division,CN01,Hardware,FX Translation,EBIT FX effect,Prior-year FX,EUR,-39968.59,0.0,-39968.59,0.068511,False,High,False,constant_currency_analysis.csv,2026-08|CN01|Hardware|ebit_fx_effect,FX translation reduced cn01 / hardware ebit by €40.0k.,Reported performance differs from the close translated at prior-year FX by €40.0k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-JP01-HARDWARE-EBIT-FX-EFFECT,2026-08,Entity Division,JP01,Hardware,FX Translation,EBIT FX effect,Prior-year FX,EUR,-43362.38,0.0,-43362.38,0.066878,False,High,False,constant_currency_analysis.csv,2026-08|JP01|Hardware|ebit_fx_effect,FX translation reduced jp01 / hardware ebit by €43.4k.,Reported performance differs from the close translated at prior-year FX by €43.4k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-JP01-SOFTWARE-EBIT-FX-EFFECT,2026-08,Entity Division,JP01,Software,FX Translation,EBIT FX effect,Prior-year FX,EUR,-31050.78,0.0,-31050.78,0.066878,False,High,False,constant_currency_analysis.csv,2026-08|JP01|Software|ebit_fx_effect,FX translation reduced jp01 / software ebit by €31.1k.,Reported performance differs from the close translated at prior-year FX by €31.1k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-JP01-SPARE-PARTS-EBIT-FX-EFFECT,2026-08,Entity Division,JP01,Spare Parts,FX Translation,EBIT FX effect,Prior-year FX,EUR,-56412.04,0.0,-56412.04,0.066878,False,High,False,constant_currency_analysis.csv,2026-08|JP01|Spare Parts|ebit_fx_effect,FX translation reduced jp01 / spare parts ebit by €56.4k.,Reported performance differs from the close translated at prior-year FX by €56.4k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-JP01-HARDWARE-REVENUE-FX-EFFECT,2026-08,Entity Division,JP01,Hardware,FX Translation,Revenue FX effect,Prior-year FX,EUR,-215885.8,0.0,-215885.8,0.066878,False,High,False,constant_currency_analysis.csv,2026-08|JP01|Hardware|revenue_fx_effect,FX translation reduced jp01 / hardware revenue by €215.9k.,Reported performance differs from the close translated at prior-year FX by €215.9k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-JP01-SOFTWARE-REVENUE-FX-EFFECT,2026-08,Entity Division,JP01,Software,FX Translation,Revenue FX effect,Prior-year FX,EUR,-56030.8,0.0,-56030.8,0.066878,False,High,False,constant_currency_analysis.csv,2026-08|JP01|Software|revenue_fx_effect,FX translation reduced jp01 / software revenue by €56.0k.,Reported performance differs from the close translated at prior-year FX by €56.0k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-JP01-SPARE-PARTS-REVENUE-FX-EFFECT,2026-08,Entity Division,JP01,Spare Parts,FX Translation,Revenue FX effect,Prior-year FX,EUR,-187188.72,0.0,-187188.72,0.066878,False,High,False,constant_currency_analysis.csv,2026-08|JP01|Spare Parts|revenue_fx_effect,FX translation reduced jp01 / spare parts revenue by €187.2k.,Reported performance differs from the close translated at prior-year FX by €187.2k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-HARDWARE-EBIT,2026-08,Entity Division,US01,Hardware,Monthly P&L vs Budget,EBIT,Budget,EUR,770952.8493,801640.58,-30687.7307,0.038281,False,Medium,False,budget_performance.csv,2026-08|US01|Hardware|ebit,US01 / Hardware ebit missed budget by €30.7k.,Actual ebit was €771.0k versus €801.6k budget. The variance represents 3.8% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-EVENTS-GROSS-PROFIT,2026-08,Entity Division,ES01,Events,Monthly P&L vs Budget,Gross profit,Budget,EUR,961409.38,987777.98,-26368.6,0.026695,False,Low,False,budget_performance.csv,2026-08|ES01|Events|gross_profit,ES01 / Events gross profit missed budget by €26.4k.,Actual gross profit was €961.4k versus €987.8k budget. The variance represents 2.7% of the benchmark.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-CZ01-HARDWARE-EBIT-FX-EFFECT,2026-08,Entity Division,CZ01,Hardware,FX Translation,EBIT FX effect,Prior-year FX,EUR,-7268.17,0.0,-7268.17,0.013971,False,Low,False,constant_currency_analysis.csv,2026-08|CZ01|Hardware|ebit_fx_effect,FX translation reduced cz01 / hardware ebit by €7.3k.,Reported performance differs from the close translated at prior-year FX by €7.3k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-HARDWARE-EBIT,2026-08,Entity Division,JP01,Hardware,Monthly P&L vs Budget,EBIT,Budget,EUR,605017.1787,608403.76,-3386.5813,0.005566,False,Low,False,budget_performance.csv,2026-08|JP01|Hardware|ebit,JP01 / Hardware ebit missed budget by €3.4k.,Actual ebit was €605.0k versus €608.4k budget. The variance represents 0.6% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-EVENTS-EBIT,2026-08,Entity Division,US01,Events,Monthly P&L vs Budget,EBIT,Budget,EUR,463952.7048,325101.65,138851.0548,0.4271,True,Critical,False,budget_performance.csv,2026-08|US01|Events|ebit,US01 / Events ebit exceeded budget by €138.9k.,Actual ebit was €464.0k versus €325.1k budget. The variance represents 42.7% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-EVENTS-REVENUE,2026-08,Entity Division,US01,Events,Monthly P&L vs Budget,Revenue,Budget,EUR,2756656.47,1941848.54,814807.93,0.419604,True,Critical,False,budget_performance.csv,2026-08|US01|Events|revenue,US01 / Events revenue exceeded budget by €814.8k.,Actual revenue was €2.8m versus €1.9m budget. The variance represents 42.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-SOFTWARE-REVENUE,2026-08,Entity Division,JP01,Software,Monthly P&L vs Budget,Revenue,Budget,EUR,781774.42,589343.65,192430.77,0.326517,True,Critical,False,budget_performance.csv,2026-08|JP01|Software|revenue,JP01 / Software revenue exceeded budget by €192.4k.,Actual revenue was €781.8k versus €589.3k budget. The variance represents 32.7% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-EVENTS-GROSS-PROFIT,2026-08,Entity Division,US01,Events,Monthly P&L vs Budget,Gross profit,Budget,EUR,1037060.06,783162.16,253897.9,0.324196,True,Critical,False,budget_performance.csv,2026-08|US01|Events|gross_profit,US01 / Events gross profit exceeded budget by €253.9k.,Actual gross profit was €1.0m versus €783.2k budget. The variance represents 32.4% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-DE01-SOFTWARE-REVENUE,2026-08,Entity Division,DE01,Software,Monthly P&L vs Budget,Revenue,Budget,EUR,933835.5,717794.52,216040.98,0.300979,True,Critical,False,budget_performance.csv,2026-08|DE01|Software|revenue,DE01 / Software revenue exceeded budget by €216.0k.,Actual revenue was €933.8k versus €717.8k budget. The variance represents 30.1% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-SOFTWARE-REVENUE,2026-08,Entity Division,US01,Software,Monthly P&L vs Budget,Revenue,Budget,EUR,1158530.44,893220.79,265309.65,0.297026,True,Critical,False,budget_performance.csv,2026-08|US01|Software|revenue,US01 / Software revenue exceeded budget by €265.3k.,Actual revenue was €1.2m versus €893.2k budget. The variance represents 29.7% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-SOFTWARE-GROSS-PROFIT,2026-08,Entity Division,JP01,Software,Monthly P&L vs Budget,Gross profit,Budget,EUR,573504.68,446522.9,126981.78,0.284379,True,Critical,False,budget_performance.csv,2026-08|JP01|Software|gross_profit,JP01 / Software gross profit exceeded budget by €127.0k.,Actual gross profit was €573.5k versus €446.5k budget. The variance represents 28.4% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-SOFTWARE-EBIT,2026-08,Entity Division,JP01,Software,Monthly P&L vs Budget,EBIT,Budget,EUR,433238.614,343855.93,89382.684,0.259942,True,Critical,False,budget_performance.csv,2026-08|JP01|Software|ebit,JP01 / Software ebit exceeded budget by €89.4k.,Actual ebit was €433.2k versus €343.9k budget. The variance represents 26.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-DE01-SOFTWARE-GROSS-PROFIT,2026-08,Entity Division,DE01,Software,Monthly P&L vs Budget,Gross profit,Budget,EUR,685353.2,543994.08,141359.12,0.259854,True,Critical,False,budget_performance.csv,2026-08|DE01|Software|gross_profit,DE01 / Software gross profit exceeded budget by €141.4k.,Actual gross profit was €685.4k versus €544.0k budget. The variance represents 26.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-SOFTWARE-GROSS-PROFIT,2026-08,Entity Division,US01,Software,Monthly P&L vs Budget,Gross profit,Budget,EUR,852061.51,677871.08,174190.43,0.256967,True,Critical,False,budget_performance.csv,2026-08|US01|Software|gross_profit,US01 / Software gross profit exceeded budget by €174.2k.,Actual gross profit was €852.1k versus €677.9k budget. The variance represents 25.7% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-DE01-SOFTWARE-EBIT,2026-08,Entity Division,DE01,Software,Monthly P&L vs Budget,EBIT,Budget,EUR,510380.97,412386.45,97994.52,0.237628,True,Critical,False,budget_performance.csv,2026-08|DE01|Software|ebit,DE01 / Software ebit exceeded budget by €98.0k.,Actual ebit was €510.4k versus €412.4k budget. The variance represents 23.8% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-SOFTWARE-EBIT,2026-08,Entity Division,US01,Software,Monthly P&L vs Budget,EBIT,Budget,EUR,597370.9659,488076.18,109294.7859,0.22393,True,Critical,False,budget_performance.csv,2026-08|US01|Software|ebit,US01 / Software ebit exceeded budget by €109.3k.,Actual ebit was €597.4k versus €488.1k budget. The variance represents 22.4% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-DE01-HARDWARE-REVENUE,2026-08,Entity Division,DE01,Hardware,Monthly P&L vs Budget,Revenue,Budget,EUR,4885945.23,4310374.34,575570.89,0.133532,True,High,False,budget_performance.csv,2026-08|DE01|Hardware|revenue,DE01 / Hardware revenue exceeded budget by €575.6k.,Actual revenue was €4.9m versus €4.3m budget. The variance represents 13.4% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-HARDWARE-REVENUE,2026-08,Entity Division,US01,Hardware,Monthly P&L vs Budget,Revenue,Budget,EUR,5338967.67,4755302.8,583664.87,0.12274,True,High,False,budget_performance.csv,2026-08|US01|Hardware|revenue,US01 / Hardware revenue exceeded budget by €583.7k.,Actual revenue was €5.3m versus €4.8m budget. The variance represents 12.3% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-HARDWARE-REVENUE,2026-08,Entity Division,JP01,Hardware,Monthly P&L vs Budget,Revenue,Budget,EUR,3012164.69,2688764.77,323399.92,0.120278,True,High,False,budget_performance.csv,2026-08|JP01|Hardware|revenue,JP01 / Hardware revenue exceeded budget by €323.4k.,Actual revenue was €3.0m versus €2.7m budget. The variance represents 12.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-HARDWARE-REVENUE,2026-08,Entity Division,ES01,Hardware,Monthly P&L vs Budget,Revenue,Budget,EUR,4378710.99,3943941.88,434769.11,0.110237,True,High,False,budget_performance.csv,2026-08|ES01|Hardware|revenue,ES01 / Hardware revenue exceeded budget by €434.8k.,Actual revenue was €4.4m versus €3.9m budget. The variance represents 11.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-SPARE-PARTS-GROSS-PROFIT,2026-08,Entity Division,JP01,Spare Parts,Monthly P&L vs Budget,Gross profit,Budget,EUR,1157830.48,1052466.09,105364.39,0.100112,True,High,False,budget_performance.csv,2026-08|JP01|Spare Parts|gross_profit,JP01 / Spare Parts gross profit exceeded budget by €105.4k.,Actual gross profit was €1.2m versus €1.1m budget. The variance represents 10.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-DE01-HARDWARE-GROSS-PROFIT,2026-08,Entity Division,DE01,Hardware,Monthly P&L vs Budget,Gross profit,Budget,EUR,1498161.86,1362125.89,136035.97,0.09987,True,High,False,budget_performance.csv,2026-08|DE01|Hardware|gross_profit,DE01 / Hardware gross profit exceeded budget by €136.0k.,Actual gross profit was €1.5m versus €1.4m budget. The variance represents 10.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-HARDWARE-GROSS-PROFIT,2026-08,Entity Division,ES01,Hardware,Monthly P&L vs Budget,Gross profit,Budget,EUR,1348845.52,1229747.42,119098.1,0.096848,True,High,False,budget_performance.csv,2026-08|ES01|Hardware|gross_profit,ES01 / Hardware gross profit exceeded budget by €119.1k.,Actual gross profit was €1.3m versus €1.2m budget. The variance represents 9.7% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-HARDWARE-GROSS-PROFIT,2026-08,Entity Division,JP01,Hardware,Monthly P&L vs Budget,Gross profit,Budget,EUR,1014032.16,926958.82,87073.34,0.093934,True,High,False,budget_performance.csv,2026-08|JP01|Hardware|gross_profit,JP01 / Hardware gross profit exceeded budget by €87.1k.,Actual gross profit was €1.0m versus €927.0k budget. The variance represents 9.4% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-SPARE-PARTS-GROSS-PROFIT,2026-08,Entity Division,ES01,Spare Parts,Monthly P&L vs Budget,Gross profit,Budget,EUR,826947.79,756150.92,70796.87,0.093628,True,High,False,budget_performance.csv,2026-08|ES01|Spare Parts|gross_profit,ES01 / Spare Parts gross profit exceeded budget by €70.8k.,Actual gross profit was €826.9k versus €756.2k budget. The variance represents 9.4% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-SPARE-PARTS-REVENUE,2026-08,Entity Division,JP01,Spare Parts,Monthly P&L vs Budget,Revenue,Budget,EUR,2611766.22,2394661.24,217104.98,0.090662,True,High,False,budget_performance.csv,2026-08|JP01|Spare Parts|revenue,JP01 / Spare Parts revenue exceeded budget by €217.1k.,Actual revenue was €2.6m versus €2.4m budget. The variance represents 9.1% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-US01-HARDWARE-GROSS-PROFIT,2026-08,Entity Division,US01,Hardware,Monthly P&L vs Budget,Gross profit,Budget,EUR,1620708.83,1486956.86,133751.97,0.08995,True,High,False,budget_performance.csv,2026-08|US01|Hardware|gross_profit,US01 / Hardware gross profit exceeded budget by €133.8k.,Actual gross profit was €1.6m versus €1.5m budget. The variance represents 9.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-SPARE-PARTS-REVENUE,2026-08,Entity Division,ES01,Spare Parts,Monthly P&L vs Budget,Revenue,Budget,EUR,1872544.34,1718720.96,153823.38,0.089499,True,High,False,budget_performance.csv,2026-08|ES01|Spare Parts|revenue,ES01 / Spare Parts revenue exceeded budget by €153.8k.,Actual revenue was €1.9m versus €1.7m budget. The variance represents 8.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-SPARE-PARTS-EBIT,2026-08,Entity Division,ES01,Spare Parts,Monthly P&L vs Budget,EBIT,Budget,EUR,617140.3184,587086.4,30053.9184,0.051192,True,High,False,budget_performance.csv,2026-08|ES01|Spare Parts|ebit,ES01 / Spare Parts ebit exceeded budget by €30.1k.,Actual ebit was €617.1k versus €587.1k budget. The variance represents 5.1% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-JP01-SPARE-PARTS-EBIT,2026-08,Entity Division,JP01,Spare Parts,Monthly P&L vs Budget,EBIT,Budget,EUR,787093.7574,750874.86,36218.8974,0.048236,True,Medium,False,budget_performance.csv,2026-08|JP01|Spare Parts|ebit,JP01 / Spare Parts ebit exceeded budget by €36.2k.,Actual ebit was €787.1k versus €750.9k budget. The variance represents 4.8% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-EVENTS-REVENUE,2026-08,Entity Division,ES01,Events,Monthly P&L vs Budget,Revenue,Budget,EUR,2496027.41,2407989.58,88037.83,0.036561,True,Medium,False,budget_performance.csv,2026-08|ES01|Events|revenue,ES01 / Events revenue exceeded budget by €88.0k.,Actual revenue was €2.5m versus €2.4m budget. The variance represents 3.7% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-ES01-HARDWARE-EBIT,2026-08,Entity Division,ES01,Hardware,Monthly P&L vs Budget,EBIT,Budget,EUR,891525.7972,864170.49,27355.3072,0.031655,True,Medium,False,budget_performance.csv,2026-08|ES01|Hardware|ebit,ES01 / Hardware ebit exceeded budget by €27.4k.,Actual ebit was €891.5k versus €864.2k budget. The variance represents 3.2% of the benchmark.
