month,entity,division,revenue,gross_margin_pct,marginal_contribution_pct
2026-06,JP01,Software,2457280.95,0.7846974579639521,0.7002542911352427
2026-06,DE01,Hardware,2778833.36,0.2798178715730621,0.3768508987854994
2026-06,ES01,Hardware,2685263.5,0.2855914857158103,0.37760638854459727
2026-06,US01,Hardware,2807167.3,0.28730321502952993,0.37769073662341607
2026-06,JP01,Hardware,2694418.99,0.2598932392883763,0.37318257021479384
2026-06,ES01,Events,1331130.43,0.3669081774691678,0.3964349398383403
2026-06,US01,Events,1251428.8,0.35245535315158694,0.4097047713133074
2026-06,ES01,Spare Parts,1794254.22,0.48656868827025646,0.5331877692538991
2026-06,JP01,Spare Parts,1841637.78,0.5018360258606314,0.5259944588647127
2026-07,DE01,Software,2133856.5,0.7864856995179327,0.7260522756215068
2026-07,US01,Software,2164927.7,0.8031832384550551,0.7065567262631408
2026-07,JP01,Software,2050773.37,0.7963468238349014,0.7154818817845094
2026-07,DE01,Hardware,2238238.94,0.2700144289611916,0.38356997098966517
2026-07,ES01,Hardware,2376597.83,0.29736859818196076,0.3756059748991464
2026-07,US01,Hardware,2395801.96,0.2729694718213239,0.3679790233403616
2026-07,JP01,Hardware,2364737.3,0.28449979388330854,0.35740709326853426
2026-07,ES01,Events,1111888.85,0.37593931949477455,0.3957635369319867
2026-07,US01,Events,1191902.77,0.3946420246537208,0.3976944420064712
2026-07,ES01,Spare Parts,1643975.63,0.4721837802268261,0.5223195345382884
2026-07,JP01,Spare Parts,1499504.25,0.4844717738801103,0.5190536267122767
