month,horizon_month,scenario,entity,division,action_revenue_impact,action_gross_profit_impact,action_opex_impact,action_ebit_impact,active_action_count
2027-07,11,Downside,DE01,Hardware,44998.88,105893.73,4570.87,110464.6,16
2027-07,11,Downside,DE01,Software,6977.7,7533.15,987.16,8520.31,11
2027-07,11,Downside,ES01,Events,24531.13,41699.6,2839.52,44539.12,12
2027-07,11,Downside,ES01,Hardware,41959.85,99228.16,4262.17,103490.33,16
2027-07,11,Downside,ES01,Spare Parts,14626.94,16988.76,1128.73,18117.49,11
2027-07,11,Downside,JP01,Hardware,26695.9,61395.95,2711.7,64107.65,18
2027-07,11,Downside,JP01,Software,5907.41,6378.07,835.75,7213.82,13
2027-07,11,Downside,JP01,Spare Parts,20236.44,23501.79,1561.6,25063.39,13
2027-07,11,Downside,US01,Events,17546.62,29496.98,2904.07,32401.05,13
2027-07,11,Downside,US01,Hardware,48349.03,113831.94,6224.51,120056.45,17
2027-07,11,Downside,US01,Software,8827.51,9527.48,1785.68,11313.16,12
2027-07,11,Upside,DE01,Hardware,48912.28,112356.26,4968.38,117324.64,16
2027-07,11,Upside,DE01,Software,7584.52,8125.3,1073.01,9198.31,11
2027-07,11,Upside,ES01,Events,26664.52,44435.12,3086.46,47521.58,12
2027-07,11,Upside,ES01,Hardware,45608.95,105296.51,4632.84,109929.35,16
2027-07,11,Upside,ES01,Spare Parts,15898.99,18334.2,1226.89,19561.09,11
2027-07,11,Upside,JP01,Hardware,29017.55,65105.86,2947.53,68053.39,18
2027-07,11,Upside,JP01,Software,6421.16,6879.43,908.43,7787.86,13
2027-07,11,Upside,JP01,Spare Parts,21996.33,25363.01,1697.41,27060.42,13
2027-07,11,Upside,US01,Events,19072.58,31424.95,3156.63,34581.58,13
2027-07,11,Upside,US01,Hardware,52553.77,120780.34,6765.83,127546.17,17
2027-07,11,Upside,US01,Software,9595.21,10276.37,1940.97,12217.34,12
2027-08,12,Base,DE01,Hardware,42026.51,97482.97,4268.94,101751.91,16
2027-08,12,Base,DE01,Software,6552.43,7041.38,927.0,7968.38,11
2027-08,12,Base,ES01,Events,22892.21,38454.72,2649.81,41104.53,12
2027-08,12,Base,ES01,Hardware,39188.21,91353.33,3980.63,95333.96,16
2027-08,12,Base,ES01,Spare Parts,13677.15,15817.48,1055.44,16872.92,11
2027-08,12,Base,JP01,Hardware,24932.52,56500.42,2532.58,59033.0,18
2027-08,12,Base,JP01,Software,5547.37,5961.71,784.81,6746.52,13
2027-08,12,Base,JP01,Spare Parts,18922.41,21881.45,1460.2,23341.65,13
2027-08,12,Base,US01,Events,16374.33,27198.02,2710.05,29908.07,13
2027-08,12,Base,US01,Hardware,45155.36,104791.41,5813.35,110604.76,17
2027-08,12,Base,US01,Software,8289.5,8905.5,1676.84,10582.34,12
2027-08,12,Downside,DE01,Hardware,39715.05,93459.53,4034.15,97493.68,16
2027-08,12,Downside,DE01,Software,6192.04,6684.95,876.01,7560.96,11
2027-08,12,Downside,ES01,Events,21633.14,36773.41,2504.07,39277.48,12
2027-08,12,Downside,ES01,Hardware,37032.86,87576.65,3761.7,91338.35,16
2027-08,12,Downside,ES01,Spare Parts,12924.91,15011.91,997.39,16009.3,11
2027-08,12,Downside,JP01,Hardware,23561.23,54186.75,2393.29,56580.04,18
2027-08,12,Downside,JP01,Software,5242.26,5659.93,741.65,6401.58,13
2027-08,12,Downside,JP01,Spare Parts,17881.68,20767.06,1379.89,22146.95,13
2027-08,12,Downside,US01,Events,15473.74,26012.35,2561.0,28573.35,13
2027-08,12,Downside,US01,Hardware,42671.81,100465.63,5493.62,105959.25,17
2027-08,12,Downside,US01,Software,7833.58,8454.73,1584.62,10039.35,12
2027-08,12,Upside,DE01,Hardware,43497.43,99917.83,4418.35,104336.18,16
2027-08,12,Upside,DE01,Software,6781.76,7265.3,959.44,8224.74,11
2027-08,12,Upside,ES01,Events,23693.44,39483.96,2742.55,42226.51,12
2027-08,12,Upside,ES01,Hardware,40559.8,93639.64,4119.96,97759.6,16
2027-08,12,Upside,ES01,Spare Parts,14155.86,16324.07,1092.38,17416.45,11
2027-08,12,Upside,JP01,Hardware,25805.16,57898.3,2621.22,60519.52,18
2027-08,12,Upside,JP01,Software,5741.53,6151.3,812.28,6963.58,13
2027-08,12,Upside,JP01,Spare Parts,19584.69,22582.25,1511.31,24093.56,13
2027-08,12,Upside,US01,Events,16947.43,27923.45,2804.9,30728.35,13
2027-08,12,Upside,US01,Hardware,46735.8,107409.32,6016.82,113426.14,17
2027-08,12,Upside,US01,Software,8579.63,9188.7,1735.53,10924.23,12
2027-09,13,Base,DE01,Hardware,0.0,0.0,0.0,0.0,0
2027-09,13,Base,DE01,Software,0.0,0.0,0.0,0.0,0
2027-09,13,Base,ES01,Events,0.0,0.0,0.0,0.0,0
2027-09,13,Base,ES01,Hardware,0.0,0.0,0.0,0.0,0
2027-09,13,Base,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-09,13,Base,JP01,Hardware,0.0,0.0,0.0,0.0,0
2027-09,13,Base,JP01,Software,0.0,0.0,0.0,0.0,0
2027-09,13,Base,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-09,13,Base,US01,Events,0.0,0.0,0.0,0.0,0
2027-09,13,Base,US01,Hardware,0.0,0.0,0.0,0.0,0
2027-09,13,Base,US01,Software,0.0,0.0,0.0,0.0,0
2027-09,13,Downside,DE01,Hardware,0.0,0.0,0.0,0.0,0
2027-09,13,Downside,DE01,Software,0.0,0.0,0.0,0.0,0
2027-09,13,Downside,ES01,Events,0.0,0.0,0.0,0.0,0
2027-09,13,Downside,ES01,Hardware,0.0,0.0,0.0,0.0,0
2027-09,13,Downside,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-09,13,Downside,JP01,Hardware,0.0,0.0,0.0,0.0,0
2027-09,13,Downside,JP01,Software,0.0,0.0,0.0,0.0,0
2027-09,13,Downside,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-09,13,Downside,US01,Events,0.0,0.0,0.0,0.0,0
2027-09,13,Downside,US01,Hardware,0.0,0.0,0.0,0.0,0
2027-09,13,Downside,US01,Software,0.0,0.0,0.0,0.0,0
2027-09,13,Upside,DE01,Hardware,0.0,0.0,0.0,0.0,0
2027-09,13,Upside,DE01,Software,0.0,0.0,0.0,0.0,0
2027-09,13,Upside,ES01,Events,0.0,0.0,0.0,0.0,0
2027-09,13,Upside,ES01,Hardware,0.0,0.0,0.0,0.0,0
2027-09,13,Upside,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-09,13,Upside,JP01,Hardware,0.0,0.0,0.0,0.0,0
2027-09,13,Upside,JP01,Software,0.0,0.0,0.0,0.0,0
2027-09,13,Upside,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-09,13,Upside,US01,Events,0.0,0.0,0.0,0.0,0
2027-09,13,Upside,US01,Hardware,0.0,0.0,0.0,0.0,0
2027-09,13,Upside,US01,Software,0.0,0.0,0.0,0.0,0
2027-10,14,Base,DE01,Hardware,0.0,0.0,0.0,0.0,0
2027-10,14,Base,DE01,Software,0.0,0.0,0.0,0.0,0
2027-10,14,Base,ES01,Events,0.0,0.0,0.0,0.0,0
2027-10,14,Base,ES01,Hardware,0.0,0.0,0.0,0.0,0
2027-10,14,Base,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-10,14,Base,JP01,Hardware,0.0,0.0,0.0,0.0,0
2027-10,14,Base,JP01,Software,0.0,0.0,0.0,0.0,0
2027-10,14,Base,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-10,14,Base,US01,Events,0.0,0.0,0.0,0.0,0
2027-10,14,Base,US01,Hardware,0.0,0.0,0.0,0.0,0
2027-10,14,Base,US01,Software,0.0,0.0,0.0,0.0,0
2027-10,14,Downside,DE01,Hardware,0.0,0.0,0.0,0.0,0
2027-10,14,Downside,DE01,Software,0.0,0.0,0.0,0.0,0
2027-10,14,Downside,ES01,Events,0.0,0.0,0.0,0.0,0
2027-10,14,Downside,ES01,Hardware,0.0,0.0,0.0,0.0,0
2027-10,14,Downside,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-10,14,Downside,JP01,Hardware,0.0,0.0,0.0,0.0,0
2027-10,14,Downside,JP01,Software,0.0,0.0,0.0,0.0,0
2027-10,14,Downside,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-10,14,Downside,US01,Events,0.0,0.0,0.0,0.0,0
2027-10,14,Downside,US01,Hardware,0.0,0.0,0.0,0.0,0
2027-10,14,Downside,US01,Software,0.0,0.0,0.0,0.0,0
2027-10,14,Upside,DE01,Hardware,0.0,0.0,0.0,0.0,0
2027-10,14,Upside,DE01,Software,0.0,0.0,0.0,0.0,0
2027-10,14,Upside,ES01,Events,0.0,0.0,0.0,0.0,0
2027-10,14,Upside,ES01,Hardware,0.0,0.0,0.0,0.0,0
2027-10,14,Upside,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-10,14,Upside,JP01,Hardware,0.0,0.0,0.0,0.0,0
2027-10,14,Upside,JP01,Software,0.0,0.0,0.0,0.0,0
2027-10,14,Upside,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-10,14,Upside,US01,Events,0.0,0.0,0.0,0.0,0
2027-10,14,Upside,US01,Hardware,0.0,0.0,0.0,0.0,0
2027-10,14,Upside,US01,Software,0.0,0.0,0.0,0.0,0
2027-11,15,Base,DE01,Hardware,0.0,0.0,0.0,0.0,0
2027-11,15,Base,DE01,Software,0.0,0.0,0.0,0.0,0
2027-11,15,Base,ES01,Events,0.0,0.0,0.0,0.0,0
2027-11,15,Base,ES01,Hardware,0.0,0.0,0.0,0.0,0
2027-11,15,Base,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-11,15,Base,JP01,Hardware,0.0,0.0,0.0,0.0,0
2027-11,15,Base,JP01,Software,0.0,0.0,0.0,0.0,0
2027-11,15,Base,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-11,15,Base,US01,Events,0.0,0.0,0.0,0.0,0
2027-11,15,Base,US01,Hardware,0.0,0.0,0.0,0.0,0
2027-11,15,Base,US01,Software,0.0,0.0,0.0,0.0,0
2027-11,15,Downside,DE01,Hardware,0.0,0.0,0.0,0.0,0
2027-11,15,Downside,DE01,Software,0.0,0.0,0.0,0.0,0
2027-11,15,Downside,ES01,Events,0.0,0.0,0.0,0.0,0
2027-11,15,Downside,ES01,Hardware,0.0,0.0,0.0,0.0,0
2027-11,15,Downside,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-11,15,Downside,JP01,Hardware,0.0,0.0,0.0,0.0,0
2027-11,15,Downside,JP01,Software,0.0,0.0,0.0,0.0,0
2027-11,15,Downside,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-11,15,Downside,US01,Events,0.0,0.0,0.0,0.0,0
2027-11,15,Downside,US01,Hardware,0.0,0.0,0.0,0.0,0
2027-11,15,Downside,US01,Software,0.0,0.0,0.0,0.0,0
2027-11,15,Upside,DE01,Hardware,0.0,0.0,0.0,0.0,0
2027-11,15,Upside,DE01,Software,0.0,0.0,0.0,0.0,0
2027-11,15,Upside,ES01,Events,0.0,0.0,0.0,0.0,0
2027-11,15,Upside,ES01,Hardware,0.0,0.0,0.0,0.0,0
2027-11,15,Upside,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-11,15,Upside,JP01,Hardware,0.0,0.0,0.0,0.0,0
2027-11,15,Upside,JP01,Software,0.0,0.0,0.0,0.0,0
2027-11,15,Upside,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-11,15,Upside,US01,Events,0.0,0.0,0.0,0.0,0
2027-11,15,Upside,US01,Hardware,0.0,0.0,0.0,0.0,0
2027-11,15,Upside,US01,Software,0.0,0.0,0.0,0.0,0
2027-12,16,Base,DE01,Hardware,0.0,0.0,0.0,0.0,0
2027-12,16,Base,DE01,Software,0.0,0.0,0.0,0.0,0
2027-12,16,Base,ES01,Events,0.0,0.0,0.0,0.0,0
2027-12,16,Base,ES01,Hardware,0.0,0.0,0.0,0.0,0
2027-12,16,Base,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-12,16,Base,JP01,Hardware,0.0,0.0,0.0,0.0,0
2027-12,16,Base,JP01,Software,0.0,0.0,0.0,0.0,0
2027-12,16,Base,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-12,16,Base,US01,Events,0.0,0.0,0.0,0.0,0
2027-12,16,Base,US01,Hardware,0.0,0.0,0.0,0.0,0
2027-12,16,Base,US01,Software,0.0,0.0,0.0,0.0,0
2027-12,16,Downside,DE01,Hardware,0.0,0.0,0.0,0.0,0
2027-12,16,Downside,DE01,Software,0.0,0.0,0.0,0.0,0
2027-12,16,Downside,ES01,Events,0.0,0.0,0.0,0.0,0
2027-12,16,Downside,ES01,Hardware,0.0,0.0,0.0,0.0,0
2027-12,16,Downside,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-12,16,Downside,JP01,Hardware,0.0,0.0,0.0,0.0,0
2027-12,16,Downside,JP01,Software,0.0,0.0,0.0,0.0,0
2027-12,16,Downside,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-12,16,Downside,US01,Events,0.0,0.0,0.0,0.0,0
2027-12,16,Downside,US01,Hardware,0.0,0.0,0.0,0.0,0
2027-12,16,Downside,US01,Software,0.0,0.0,0.0,0.0,0
2027-12,16,Upside,DE01,Hardware,0.0,0.0,0.0,0.0,0
2027-12,16,Upside,DE01,Software,0.0,0.0,0.0,0.0,0
2027-12,16,Upside,ES01,Events,0.0,0.0,0.0,0.0,0
2027-12,16,Upside,ES01,Hardware,0.0,0.0,0.0,0.0,0
2027-12,16,Upside,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-12,16,Upside,JP01,Hardware,0.0,0.0,0.0,0.0,0
2027-12,16,Upside,JP01,Software,0.0,0.0,0.0,0.0,0
2027-12,16,Upside,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2027-12,16,Upside,US01,Events,0.0,0.0,0.0,0.0,0
2027-12,16,Upside,US01,Hardware,0.0,0.0,0.0,0.0,0
2027-12,16,Upside,US01,Software,0.0,0.0,0.0,0.0,0
2028-01,17,Base,DE01,Hardware,0.0,0.0,0.0,0.0,0
2028-01,17,Base,DE01,Software,0.0,0.0,0.0,0.0,0
2028-01,17,Base,ES01,Events,0.0,0.0,0.0,0.0,0
2028-01,17,Base,ES01,Hardware,0.0,0.0,0.0,0.0,0
2028-01,17,Base,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2028-01,17,Base,JP01,Hardware,0.0,0.0,0.0,0.0,0
2028-01,17,Base,JP01,Software,0.0,0.0,0.0,0.0,0
2028-01,17,Base,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2028-01,17,Base,US01,Events,0.0,0.0,0.0,0.0,0
2028-01,17,Base,US01,Hardware,0.0,0.0,0.0,0.0,0
2028-01,17,Base,US01,Software,0.0,0.0,0.0,0.0,0
2028-01,17,Downside,DE01,Hardware,0.0,0.0,0.0,0.0,0
2028-01,17,Downside,DE01,Software,0.0,0.0,0.0,0.0,0
2028-01,17,Downside,ES01,Events,0.0,0.0,0.0,0.0,0
2028-01,17,Downside,ES01,Hardware,0.0,0.0,0.0,0.0,0
2028-01,17,Downside,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2028-01,17,Downside,JP01,Hardware,0.0,0.0,0.0,0.0,0
2028-01,17,Downside,JP01,Software,0.0,0.0,0.0,0.0,0
2028-01,17,Downside,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2028-01,17,Downside,US01,Events,0.0,0.0,0.0,0.0,0
2028-01,17,Downside,US01,Hardware,0.0,0.0,0.0,0.0,0
2028-01,17,Downside,US01,Software,0.0,0.0,0.0,0.0,0
2028-01,17,Upside,DE01,Hardware,0.0,0.0,0.0,0.0,0
2028-01,17,Upside,DE01,Software,0.0,0.0,0.0,0.0,0
2028-01,17,Upside,ES01,Events,0.0,0.0,0.0,0.0,0
2028-01,17,Upside,ES01,Hardware,0.0,0.0,0.0,0.0,0
2028-01,17,Upside,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2028-01,17,Upside,JP01,Hardware,0.0,0.0,0.0,0.0,0
2028-01,17,Upside,JP01,Software,0.0,0.0,0.0,0.0,0
2028-01,17,Upside,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2028-01,17,Upside,US01,Events,0.0,0.0,0.0,0.0,0
2028-01,17,Upside,US01,Hardware,0.0,0.0,0.0,0.0,0
2028-01,17,Upside,US01,Software,0.0,0.0,0.0,0.0,0
2028-02,18,Base,DE01,Hardware,0.0,0.0,0.0,0.0,0
2028-02,18,Base,DE01,Software,0.0,0.0,0.0,0.0,0
2028-02,18,Base,ES01,Events,0.0,0.0,0.0,0.0,0
2028-02,18,Base,ES01,Hardware,0.0,0.0,0.0,0.0,0
2028-02,18,Base,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2028-02,18,Base,JP01,Hardware,0.0,0.0,0.0,0.0,0
2028-02,18,Base,JP01,Software,0.0,0.0,0.0,0.0,0
2028-02,18,Base,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2028-02,18,Base,US01,Events,0.0,0.0,0.0,0.0,0
2028-02,18,Base,US01,Hardware,0.0,0.0,0.0,0.0,0
2028-02,18,Base,US01,Software,0.0,0.0,0.0,0.0,0
2028-02,18,Downside,DE01,Hardware,0.0,0.0,0.0,0.0,0
2028-02,18,Downside,DE01,Software,0.0,0.0,0.0,0.0,0
2028-02,18,Downside,ES01,Events,0.0,0.0,0.0,0.0,0
2028-02,18,Downside,ES01,Hardware,0.0,0.0,0.0,0.0,0
2028-02,18,Downside,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2028-02,18,Downside,JP01,Hardware,0.0,0.0,0.0,0.0,0
2028-02,18,Downside,JP01,Software,0.0,0.0,0.0,0.0,0
2028-02,18,Downside,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2028-02,18,Downside,US01,Events,0.0,0.0,0.0,0.0,0
2028-02,18,Downside,US01,Hardware,0.0,0.0,0.0,0.0,0
2028-02,18,Downside,US01,Software,0.0,0.0,0.0,0.0,0
2028-02,18,Upside,DE01,Hardware,0.0,0.0,0.0,0.0,0
2028-02,18,Upside,DE01,Software,0.0,0.0,0.0,0.0,0
2028-02,18,Upside,ES01,Events,0.0,0.0,0.0,0.0,0
2028-02,18,Upside,ES01,Hardware,0.0,0.0,0.0,0.0,0
2028-02,18,Upside,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2028-02,18,Upside,JP01,Hardware,0.0,0.0,0.0,0.0,0
2028-02,18,Upside,JP01,Software,0.0,0.0,0.0,0.0,0
2028-02,18,Upside,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2028-02,18,Upside,US01,Events,0.0,0.0,0.0,0.0,0
2028-02,18,Upside,US01,Hardware,0.0,0.0,0.0,0.0,0
2028-02,18,Upside,US01,Software,0.0,0.0,0.0,0.0,0
