month,receipt_month,service_month,entity,division,customer,product,product_family,quality_tier,original_advance,contract_liability,months_to_service
2024-04,2024-03,2024-04,ES01,Events,C023,EV-EXP-USR-E,Customer Experience,Essential,60962.88,60962.88,0
2024-04,2024-03,2024-04,ES01,Events,C023,EV-MNG-CUS-E,Managed Programs,Essential,28751.5,28751.5,0
2024-04,2024-03,2024-04,ES01,Events,C023,EV-MNG-RDS-P,Managed Programs,Professional,39341.93,39341.93,0
2024-04,2024-03,2024-04,ES01,Events,C023,EV-TRN-OPR-E,Training & Enablement,Essential,16950.78,16950.78,0
2024-04,2024-03,2024-04,ES01,Events,C023,EV-TRN-TEC-E,Training & Enablement,Essential,19397.28,19397.28,0
2024-04,2024-03,2024-04,ES01,Events,C024,EV-MNG-CUS-E,Managed Programs,Essential,42021.43,42021.43,0
2024-04,2024-03,2024-04,ES01,Events,C024,EV-TRN-TEC-X,Training & Enablement,Premium,57836.58,57836.58,0
2024-04,2024-03,2024-04,ES01,Events,C025,EV-EXP-USR-P,Customer Experience,Professional,86841.71,86841.71,0
2024-04,2024-03,2024-04,ES01,Events,C025,EV-MNG-CERT-X,Managed Programs,Premium,71420.73,71420.73,0
2024-04,2024-03,2024-04,ES01,Events,C026,EV-DEP-ROL-E,Deployment & Integration,Essential,48379.94,48379.94,0
2024-04,2024-03,2024-04,ES01,Events,C026,EV-MNG-CUS-P,Managed Programs,Professional,42531.81,42531.81,0
2024-04,2024-03,2024-04,ES01,Events,C026,EV-TRN-EXE-X,Training & Enablement,Premium,46578.74,46578.74,0
2024-04,2024-03,2024-04,JP01,Software,C054,SW-PLT-API-E,Platform,Essential,1338.55,1338.55,0
2024-04,2024-03,2024-04,JP01,Software,C054,SW-PLT-WF-X,Platform,Premium,3069.92,743.02,0
2024-04,2024-03,2024-04,JP01,Software,C055,SW-PLT-API-E,Platform,Essential,2228.14,2228.14,0
2024-04,2024-03,2024-04,JP01,Software,C055,SW-PLT-API-X,Platform,Premium,1951.92,561.7,0
2024-04,2024-03,2024-04,JP01,Software,C056,SW-PLT-API-E,Platform,Essential,1338.55,1338.55,0
2024-04,2024-03,2024-04,JP01,Software,C057,SW-PLT-API-E,Platform,Essential,1338.55,1338.55,0
2024-04,2024-03,2024-04,JP01,Software,C058,SW-PLT-API-E,Platform,Essential,1338.55,1338.55,0
2024-04,2024-03,2024-04,JP01,Software,C059,SW-PLT-API-E,Platform,Essential,781.51,781.51,0
2024-04,2024-03,2024-04,US01,Events,C048,EV-DEP-LCH-E,Deployment & Integration,Essential,39966.61,39966.61,0
2024-04,2024-03,2024-04,US01,Events,C048,EV-MNG-CUS-E,Managed Programs,Essential,28751.5,28751.5,0
2024-04,2024-03,2024-04,US01,Events,C048,EV-TRN-CRT-E,Training & Enablement,Essential,18174.03,18174.03,0
2024-04,2024-03,2024-04,US01,Events,C048,EV-TRN-TEC-E,Training & Enablement,Essential,19397.28,19397.28,0
2024-04,2024-03,2024-04,US01,Events,C049,EV-EXP-PRD-P,Customer Experience,Professional,91066.44,91066.44,0
2024-04,2024-03,2024-04,US01,Events,C049,EV-EXP-USR-E,Customer Experience,Essential,81283.84,81283.84,0
2024-04,2024-03,2024-04,US01,Events,C049,EV-MNG-CERT-E,Managed Programs,Essential,47678.16,47678.16,0
2024-04,2024-03,2024-04,US01,Events,C049,EV-MNG-RDS-P,Managed Programs,Professional,57499.74,57499.74,0
2024-04,2024-03,2024-04,US01,Events,C049,EV-TRN-EXE-X,Training & Enablement,Premium,122967.86,122967.86,0
2024-04,2024-03,2024-04,US01,Events,C049,EV-TRN-TEC-P,Training & Enablement,Professional,39078.77,39078.77,0
2024-04,2024-03,2024-04,US01,Events,C050,EV-MNG-CUS-P,Managed Programs,Professional,36860.9,36860.9,0
2024-04,2024-03,2024-04,US01,Events,C050,EV-TRN-EXE-P,Training & Enablement,Professional,26436.58,26436.58,0
2024-04,2024-03,2024-04,US01,Events,C051,EV-DEP-COM-P,Deployment & Integration,Professional,124664.56,124664.56,0
2024-04,2024-03,2024-04,US01,Events,C051,EV-EXP-USR-X,Customer Experience,Premium,115673.16,115673.16,0
2024-04,2024-03,2024-04,US01,Events,C051,EV-TRN-OPR-E,Training & Enablement,Essential,16950.78,16950.78,0
2024-04,2024-03,2024-04,US01,Events,C052,EV-EXP-USR-E,Customer Experience,Essential,60962.88,60962.88,0
2024-04,2024-03,2024-04,US01,Events,C052,EV-MNG-PRT-P,Managed Programs,Professional,34379.88,34379.88,0
2024-04,2024-03,2024-04,US01,Software,C034,SW-PLT-API-E,Platform,Essential,781.51,781.51,0
2024-04,2024-03,2024-04,US01,Software,C036,SW-PLT-API-E,Platform,Essential,1172.27,1172.27,0
2024-04,2024-03,2024-04,US01,Software,C037,SW-PLT-API-E,Platform,Essential,1338.55,1338.55,0
2024-04,2024-03,2024-04,US01,Software,C037,SW-PLT-CORE-X,Platform,Premium,2863.29,693.01,0
2024-04,2024-03,2024-04,US01,Software,C038,SW-PLT-API-E,Platform,Essential,3899.25,3899.25,0
2024-04,2024-03,2024-04,US01,Software,C039,SW-PLT-API-E,Platform,Essential,3342.21,3342.21,0
2024-04,2024-03,2024-04,US01,Software,C039,SW-PLT-API-X,Platform,Premium,5855.76,575.5,0
2024-04,2024-03,2024-04,US01,Software,C040,SW-PLT-API-E,Platform,Essential,781.51,781.51,0
2024-04,2024-04,2024-05,DE01,Software,C001,SW-ANL-BI-E,Analytics,Essential,610.1,610.1,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-ANL-FIN-P,Analytics,Professional,1393.31,1393.31,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-ANL-FIN-X,Analytics,Premium,1379.94,1379.94,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-ANL-PRD-P,Analytics,Professional,743.54,743.54,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-AUT-MON-E,Automation,Essential,378.05,378.05,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-AUT-ORC-X,Automation,Premium,1313.98,1313.98,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-AUT-RPA-E,Automation,Essential,666.39,666.39,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-AUT-RPA-P,Automation,Professional,1421.61,1421.61,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-PLT-API-P,Platform,Professional,1662.57,1662.57,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-PLT-API-X,Platform,Premium,1643.22,1643.22,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-PLT-CORE-E,Platform,Essential,967.65,967.65,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-PLT-CORE-P,Platform,Professional,1366.69,1366.69,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-PLT-EDGE-P,Platform,Professional,1563.94,1563.94,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-PLT-WF-E,Platform,Essential,1037.48,1037.48,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-SEC-CMP-X,Security,Premium,1894.13,1894.13,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-SEC-IAM-E,Security,Essential,742.33,742.33,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-SEC-IAM-P,Security,Professional,1574.63,1574.63,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-SEC-KMS-E,Security,Essential,849.46,849.46,1
2024-04,2024-04,2024-05,DE01,Software,C001,SW-SEC-PAM-E,Security,Essential,795.89,795.89,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-ANL-BI-E,Analytics,Essential,1412.36,1412.36,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-ANL-BI-P,Analytics,Professional,2134.06,2134.06,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-ANL-BI-X,Analytics,Premium,2756.42,2756.42,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-ANL-OPS-P,Analytics,Professional,1730.71,1730.71,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-ANL-PRD-P,Analytics,Professional,1628.05,1628.05,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-AUT-ORC-E,Automation,Essential,1444.38,1444.38,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-AUT-ORC-P,Automation,Professional,2182.45,2182.45,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-AUT-RPA-E,Automation,Essential,1161.46,1161.46,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-AUT-RPA-P,Automation,Professional,1559.96,1559.96,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-PLT-API-P,Platform,Professional,1805.28,1805.28,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-PLT-CORE-X,Platform,Premium,2875.19,2875.19,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-PLT-WF-E,Platform,Essential,1579.53,1579.53,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-PLT-WF-P,Platform,Professional,2386.64,2386.64,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-PLT-WF-X,Platform,Premium,3082.68,3082.68,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-SEC-CMP-X,Security,Premium,2018.75,2018.75,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-SEC-KMS-E,Security,Essential,1459.53,1459.53,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-SEC-KMS-X,Security,Premium,1899.0,1899.0,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-SEC-PAM-E,Security,Essential,1367.49,1367.49,1
2024-04,2024-04,2024-05,DE01,Software,C002,SW-SEC-PAM-P,Security,Professional,1836.68,1836.68,1
2024-04,2024-04,2024-05,DE01,Software,C003,SW-ANL-OPS-P,Analytics,Professional,1580.87,1580.87,1
2024-04,2024-04,2024-05,DE01,Software,C003,SW-ANL-OPS-X,Analytics,Premium,1565.7,1565.7,1
2024-04,2024-04,2024-05,DE01,Software,C003,SW-AUT-INT-E,Automation,Essential,711.24,711.24,1
2024-04,2024-04,2024-05,DE01,Software,C003,SW-AUT-MON-E,Automation,Essential,756.1,756.1,1
2024-04,2024-04,2024-05,DE01,Software,C003,SW-AUT-MON-P,Automation,Professional,806.49,806.49,1
2024-04,2024-04,2024-05,DE01,Software,C003,SW-AUT-ORC-P,Automation,Professional,1325.92,1325.92,1
2024-04,2024-04,2024-05,DE01,Software,C003,SW-AUT-RPA-E,Automation,Essential,666.39,666.39,1
2024-04,2024-04,2024-05,DE01,Software,C003,SW-PLT-CORE-E,Platform,Essential,645.1,645.1,1
2024-04,2024-04,2024-05,DE01,Software,C003,SW-PLT-CORE-P,Platform,Professional,1366.69,1366.69,1
2024-04,2024-04,2024-05,DE01,Software,C003,SW-PLT-CORE-X,Platform,Premium,1350.78,1350.78,1
2024-04,2024-04,2024-05,DE01,Software,C003,SW-PLT-EDGE-E,Platform,Essential,738.21,738.21,1
2024-04,2024-04,2024-05,DE01,Software,C003,SW-PLT-WF-E,Platform,Essential,691.66,691.66,1
2024-04,2024-04,2024-05,DE01,Software,C003,SW-PLT-WF-P,Platform,Professional,1465.32,1465.32,1
2024-04,2024-04,2024-05,DE01,Software,C003,SW-SEC-CMP-X,Security,Premium,1894.13,1894.13,1
2024-04,2024-04,2024-05,DE01,Software,C003,SW-SEC-PAM-P,Security,Professional,844.13,844.13,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-ANL-BI-P,Analytics,Professional,4172.65,4172.65,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-ANL-BI-X,Analytics,Premium,4681.55,4681.55,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-ANL-FIN-E,Analytics,Essential,3371.07,3371.07,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-ANL-FIN-P,Analytics,Professional,4473.77,4473.77,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-ANL-OPS-E,Analytics,Essential,2732.05,2732.05,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-ANL-PRD-E,Analytics,Essential,3083.97,3083.97,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-ANL-PRD-X,Analytics,Premium,3571.49,3571.49,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-AUT-INT-E,Automation,Essential,2641.97,2641.97,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-AUT-INT-P,Automation,Professional,4900.75,4900.75,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-AUT-INT-X,Automation,Premium,3662.89,3662.89,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-AUT-MON-P,Automation,Professional,4167.84,4167.84,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-AUT-MON-X,Automation,Premium,3893.88,3893.88,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-AUT-ORC-X,Automation,Premium,4801.36,4801.36,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-AUT-RPA-P,Automation,Professional,3673.35,3673.35,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-AUT-RPA-X,Automation,Premium,5147.85,5147.85,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-PLT-API-P,Platform,Professional,4181.4,4181.4,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-PLT-CORE-E,Platform,Essential,3218.65,3218.65,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-PLT-CORE-P,Platform,Professional,5155.88,5155.88,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-PLT-CORE-X,Platform,Premium,6444.86,6444.86,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-PLT-EDGE-E,Platform,Essential,3683.18,3683.18,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-PLT-WF-E,Platform,Essential,3450.92,3450.92,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-PLT-WF-P,Platform,Professional,6449.28,6449.28,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-PLT-WF-X,Platform,Premium,5182.47,5182.47,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-SEC-CMP-E,Security,Essential,2594.17,2594.17,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-SEC-CMP-P,Security,Professional,3631.07,3631.07,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-SEC-IAM-E,Security,Essential,3198.75,3198.75,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-SEC-KMS-P,Security,Professional,4554.22,4554.22,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-SEC-KMS-X,Security,Premium,4266.88,4266.88,1
2024-04,2024-04,2024-05,DE01,Software,C004,SW-SEC-PAM-P,Security,Professional,4267.03,4267.03,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-ANL-BI-E,Analytics,Essential,1412.36,1412.36,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-ANL-FIN-E,Analytics,Essential,1135.71,1135.71,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-ANL-FIN-X,Analytics,Premium,2955.35,2955.35,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-ANL-OPS-P,Analytics,Professional,1730.71,1730.71,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-ANL-PRD-E,Analytics,Essential,1212.15,1212.15,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-ANL-PRD-P,Analytics,Professional,1628.05,1628.05,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-AUT-INT-X,Automation,Premium,1612.9,1612.9,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-AUT-MON-E,Automation,Essential,878.54,878.54,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-AUT-ORC-E,Automation,Essential,1444.38,1444.38,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-AUT-ORC-X,Automation,Premium,1409.47,1409.47,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-AUT-RPA-P,Automation,Professional,1559.96,1559.96,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-AUT-RPA-X,Automation,Premium,1511.18,1511.18,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-PLT-EDGE-P,Platform,Professional,1698.19,1698.19,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-PLT-WF-E,Platform,Essential,1579.53,1579.53,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-PLT-WF-P,Platform,Professional,2386.64,2386.64,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-SEC-CMP-E,Security,Essential,1034.38,1034.38,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-SEC-CMP-P,Security,Professional,2083.92,2083.92,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-SEC-IAM-P,Security,Professional,1713.06,1713.06,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-SEC-KMS-E,Security,Essential,1459.53,1459.53,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-SEC-KMS-X,Security,Premium,1899.0,1899.0,1
2024-04,2024-04,2024-05,DE01,Software,C005,SW-SEC-PAM-E,Security,Essential,1367.49,1367.49,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-ANL-BI-E,Analytics,Essential,1412.36,1412.36,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-ANL-BI-P,Analytics,Professional,2134.06,2134.06,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-ANL-FIN-P,Analytics,Professional,1525.38,1525.38,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-ANL-OPS-P,Analytics,Professional,1730.71,1730.71,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-AUT-INT-E,Automation,Essential,1239.64,1239.64,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-AUT-MON-P,Automation,Professional,1769.96,1769.96,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-AUT-MON-X,Automation,Premium,1714.61,1714.61,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-AUT-ORC-E,Automation,Essential,1444.38,1444.38,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-AUT-ORC-P,Automation,Professional,1454.97,1454.97,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-AUT-RPA-P,Automation,Professional,1559.96,1559.96,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-PLT-API-P,Platform,Professional,1805.28,1805.28,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-PLT-CORE-E,Platform,Essential,1473.21,1473.21,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-PLT-CORE-P,Platform,Professional,2226.0,2226.0,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-PLT-EDGE-E,Platform,Essential,1264.37,1264.37,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-PLT-EDGE-P,Platform,Professional,2547.28,2547.28,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-PLT-WF-X,Platform,Premium,3082.68,3082.68,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-SEC-IAM-E,Security,Essential,1275.45,1275.45,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-SEC-IAM-P,Security,Professional,1713.06,1713.06,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-SEC-KMS-E,Security,Essential,1459.53,1459.53,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-SEC-KMS-P,Security,Professional,1960.29,1960.29,1
2024-04,2024-04,2024-05,DE01,Software,C006,SW-SEC-PAM-P,Security,Professional,1836.68,1836.68,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-ANL-OPS-E,Analytics,Essential,1288.59,1288.59,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-ANL-OPS-P,Analytics,Professional,1730.71,1730.71,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-ANL-OPS-X,Analytics,Premium,1676.59,1676.59,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-AUT-INT-E,Automation,Essential,1239.64,1239.64,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-AUT-MON-E,Automation,Essential,878.54,878.54,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-AUT-ORC-E,Automation,Essential,1083.28,1083.28,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-AUT-RPA-P,Automation,Professional,1559.96,1559.96,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-PLT-CORE-E,Platform,Essential,1473.21,1473.21,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-PLT-CORE-P,Platform,Professional,2226.0,2226.0,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-PLT-EDGE-E,Platform,Essential,1264.37,1264.37,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-PLT-EDGE-P,Platform,Professional,1698.19,1698.19,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-PLT-WF-P,Platform,Professional,1591.1,1591.1,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-SEC-CMP-E,Security,Essential,1034.38,1034.38,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-SEC-IAM-E,Security,Essential,1275.45,1275.45,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-SEC-IAM-P,Security,Professional,1713.06,1713.06,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-SEC-IAM-X,Security,Premium,1659.48,1659.48,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-SEC-KMS-P,Security,Professional,1960.29,1960.29,1
2024-04,2024-04,2024-05,DE01,Software,C007,SW-SEC-PAM-E,Security,Essential,911.66,911.66,1
2024-04,2024-04,2024-05,ES01,Events,C022,EV-DEP-MIG-E,Deployment & Integration,Essential,63595.31,63595.31,1
2024-04,2024-04,2024-05,ES01,Events,C022,EV-EXP-USR-E,Customer Experience,Essential,81484.31,81484.31,1
2024-04,2024-04,2024-05,ES01,Events,C022,EV-TRN-EXE-P,Training & Enablement,Professional,41645.65,41645.65,1
2024-04,2024-04,2024-05,ES01,Events,C024,EV-DEP-LCH-E,Deployment & Integration,Essential,55574.28,55574.28,1
2024-04,2024-04,2024-05,ES01,Events,C024,EV-DEP-MIG-P,Deployment & Integration,Professional,81532.45,81532.45,1
2024-04,2024-04,2024-05,ES01,Events,C024,EV-EXP-PRD-P,Customer Experience,Professional,91291.04,91291.04,1
2024-04,2024-04,2024-05,ES01,Events,C024,EV-MNG-PRT-E,Managed Programs,Essential,39289.72,39289.72,1
2024-04,2024-04,2024-05,ES01,Events,C024,EV-MNG-RDS-X,Managed Programs,Premium,85309.49,85309.49,1
2024-04,2024-04,2024-05,ES01,Events,C024,EV-TRN-EXE-E,Training & Enablement,Essential,32483.61,32483.61,1
2024-04,2024-04,2024-05,ES01,Events,C024,EV-TRN-OPR-X,Training & Enablement,Premium,50666.52,50666.52,1
2024-04,2024-04,2024-05,ES01,Events,C024,EV-TRN-TEC-E,Training & Enablement,Essential,30556.62,30556.62,1
2024-04,2024-04,2024-05,ES01,Events,C025,EV-TRN-TEC-E,Training & Enablement,Essential,23148.95,23148.95,1
2024-04,2024-04,2024-05,ES01,Events,C026,EV-DEP-COM-E,Deployment & Integration,Essential,55028.0,55028.0,1
2024-04,2024-04,2024-05,ES01,Events,C026,EV-DEP-MIG-E,Deployment & Integration,Essential,51763.63,51763.63,1
2024-04,2024-04,2024-05,ES01,Events,C026,EV-MNG-PRT-E,Managed Programs,Essential,31018.2,31018.2,1
2024-04,2024-04,2024-05,ES01,Events,C026,EV-TRN-CRT-P,Training & Enablement,Professional,27806.55,27806.55,1
2024-04,2024-04,2024-05,ES01,Events,C026,EV-TRN-EXE-E,Training & Enablement,Essential,24608.8,24608.8,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-ANL-BI-E,Analytics,Essential,706.18,706.18,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-ANL-BI-X,Analytics,Premium,1378.21,1378.21,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-ANL-FIN-E,Analytics,Essential,757.14,757.14,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-ANL-FIN-P,Analytics,Professional,1525.38,1525.38,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-ANL-OPS-P,Analytics,Professional,865.36,865.36,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-ANL-PRD-E,Analytics,Essential,808.1,808.1,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-ANL-PRD-X,Analytics,Premium,1577.13,1577.13,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-AUT-INT-P,Automation,Professional,832.48,832.48,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-AUT-INT-X,Automation,Premium,1612.9,1612.9,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-AUT-MON-P,Automation,Professional,884.98,884.98,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-AUT-ORC-E,Automation,Essential,722.19,722.19,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-AUT-RPA-E,Automation,Essential,774.31,774.31,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-AUT-RPA-P,Automation,Professional,1559.96,1559.96,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-PLT-CORE-E,Platform,Essential,736.61,736.61,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-PLT-EDGE-E,Platform,Essential,842.92,842.92,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-PLT-WF-E,Platform,Essential,1184.64,1184.64,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-SEC-CMP-E,Security,Essential,1034.38,1034.38,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-SEC-KMS-E,Security,Essential,973.02,973.02,1
2024-04,2024-04,2024-05,JP01,Software,C053,SW-SEC-PAM-X,Security,Premium,1779.24,1779.24,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-ANL-BI-X,Analytics,Premium,1378.21,1378.21,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-ANL-FIN-E,Analytics,Essential,1135.71,1135.71,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-ANL-FIN-P,Analytics,Professional,1525.38,1525.38,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-ANL-OPS-E,Analytics,Essential,1288.59,1288.59,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-ANL-PRD-P,Analytics,Professional,1628.05,1628.05,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-ANL-PRD-X,Analytics,Premium,1577.13,1577.13,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-AUT-INT-E,Automation,Essential,826.43,826.43,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-AUT-INT-P,Automation,Professional,1664.96,1664.96,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-AUT-MON-E,Automation,Essential,878.54,878.54,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-AUT-MON-P,Automation,Professional,1769.96,1769.96,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-AUT-ORC-E,Automation,Essential,1083.28,1083.28,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-AUT-RPA-P,Automation,Professional,1559.96,1559.96,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-PLT-API-P,Platform,Professional,1805.28,1805.28,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-PLT-CORE-E,Platform,Essential,1104.91,1104.91,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-PLT-CORE-P,Platform,Professional,2226.0,2226.0,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-PLT-EDGE-P,Platform,Professional,1698.19,1698.19,1
2024-04,2024-04,2024-05,JP01,Software,C054,SW-PLT-WF-P,Platform,Professional,1591.1,1591.1,1
