budget_year,budget_vintage,max_source_month,month,entity,division,budget_model,revenue_budget,marginal_contribution_budget,gross_profit_budget,opex_budget,depreciation_budget,ebit_budget,revenue_growth_target,mc_margin_target,gross_margin_target,opex_pct_target
2026,2025-10,2025-10,2026-06,CN01,Hardware,Cost center run-rate,0.0,0.0,-199003.33,0.0,236111.11,-435114.44,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-07,CN01,Hardware,Cost center run-rate,0.0,0.0,-199003.33,0.0,236111.11,-435114.44,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-08,CN01,Hardware,Cost center run-rate,0.0,0.0,-199003.33,0.0,236111.11,-435114.44,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-09,CN01,Hardware,Cost center run-rate,0.0,0.0,-199003.33,0.0,236111.11,-435114.44,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-10,CN01,Hardware,Cost center run-rate,0.0,0.0,-199003.33,0.0,236111.11,-435114.44,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-11,CN01,Hardware,Cost center run-rate,0.0,0.0,-199003.33,0.0,236111.11,-435114.44,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-12,CN01,Hardware,Cost center run-rate,0.0,0.0,-199003.33,0.0,236111.11,-435114.44,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-01,CZ01,Hardware,Cost center run-rate,0.0,0.0,-7858.48,0.0,236111.11,-243969.59,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-02,CZ01,Hardware,Cost center run-rate,0.0,0.0,-7858.48,0.0,236111.11,-243969.59,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-03,CZ01,Hardware,Cost center run-rate,0.0,0.0,-7858.48,0.0,236111.11,-243969.59,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-04,CZ01,Hardware,Cost center run-rate,0.0,0.0,-7858.48,0.0,236111.11,-243969.59,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-05,CZ01,Hardware,Cost center run-rate,0.0,0.0,-7858.48,0.0,236111.11,-243969.59,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-06,CZ01,Hardware,Cost center run-rate,0.0,0.0,-7858.48,0.0,236111.11,-243969.59,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-07,CZ01,Hardware,Cost center run-rate,0.0,0.0,-7858.48,0.0,236111.11,-243969.59,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-08,CZ01,Hardware,Cost center run-rate,0.0,0.0,-7858.48,0.0,236111.11,-243969.59,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-09,CZ01,Hardware,Cost center run-rate,0.0,0.0,-7858.48,0.0,236111.11,-243969.59,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-10,CZ01,Hardware,Cost center run-rate,0.0,0.0,-7858.48,0.0,236111.11,-243969.59,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-11,CZ01,Hardware,Cost center run-rate,0.0,0.0,-7858.48,0.0,236111.11,-243969.59,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-12,CZ01,Hardware,Cost center run-rate,0.0,0.0,-7858.48,0.0,236111.11,-243969.59,0.0,0.0,0.0,0.0
2026,2025-10,2025-10,2026-01,DE01,Hardware,Driver-based commercial,4515630.26,1669157.23,1426989.03,505740.16,49339.87,871909.0,0.045,0.36964,0.31601,0.112
2026,2025-10,2025-10,2026-02,DE01,Hardware,Driver-based commercial,4720886.18,1745028.01,1491852.16,528728.35,51582.59,911541.22,0.045,0.36964,0.31601,0.112
2026,2025-10,2025-10,2026-03,DE01,Hardware,Driver-based commercial,5080084.04,1877801.88,1605362.65,568957.68,55507.35,980897.62,0.045,0.36964,0.31601,0.112
2026,2025-10,2025-10,2026-04,DE01,Hardware,Driver-based commercial,5182712.0,1915737.27,1637794.22,580451.78,56628.71,1000713.73,0.045,0.36964,0.31601,0.112
2026,2025-10,2025-10,2026-05,DE01,Hardware,Driver-based commercial,5285339.96,1953672.67,1670225.79,591945.87,57750.07,1020529.85,0.045,0.36964,0.31601,0.112
2026,2025-10,2025-10,2026-06,DE01,Hardware,Driver-based commercial,5387967.92,1991608.06,1702657.36,603439.97,58871.43,1040345.96,0.045,0.36964,0.31601,0.112
2026,2025-10,2025-10,2026-07,DE01,Hardware,Driver-based commercial,4874828.12,1801931.1,1540499.52,545969.49,53264.63,941265.39,0.045,0.36964,0.31601,0.112
2026,2025-10,2025-10,2026-08,DE01,Hardware,Driver-based commercial,4310374.34,1593286.45,1362125.89,482751.97,47097.15,832276.77,0.045,0.36964,0.31601,0.112
2026,2025-10,2025-10,2026-09,DE01,Hardware,Driver-based commercial,5336653.94,1972640.36,1686441.58,597692.92,58310.75,1030437.9,0.045,0.36964,0.31601,0.112
2026,2025-10,2025-10,2026-10,DE01,Hardware,Driver-based commercial,5541909.86,2048511.14,1751304.71,620681.11,60553.48,1070070.13,0.045,0.36964,0.31601,0.112
2026,2025-10,2025-10,2026-11,DE01,Hardware,Driver-based commercial,5747165.79,2124381.93,1816167.85,643669.3,62796.2,1109702.36,0.045,0.36964,0.31601,0.112
2026,2025-10,2025-10,2026-12,DE01,Hardware,Driver-based commercial,6055049.67,2238188.1,1913462.56,678151.58,66160.28,1169150.7,0.045,0.36964,0.31601,0.112
2026,2025-10,2025-10,2026-01,DE01,Software,Driver-based commercial,751975.21,602903.16,569898.56,129614.22,8260.43,432023.9,0.12,0.80176,0.75787,0.17237
2026,2025-10,2025-10,2026-02,DE01,Software,Driver-based commercial,786155.9,630307.85,595803.04,135505.78,8635.91,451661.35,0.12,0.80176,0.75787,0.17237
2026,2025-10,2025-10,2026-03,DE01,Software,Driver-based commercial,845972.11,678266.06,641135.88,145816.0,9292.98,486026.89,0.12,0.80176,0.75787,0.17237
2026,2025-10,2025-10,2026-04,DE01,Software,Driver-based commercial,863062.46,691968.4,654088.12,148761.78,9480.72,495845.61,0.12,0.80176,0.75787,0.17237
2026,2025-10,2025-10,2026-05,DE01,Software,Driver-based commercial,880152.81,705670.74,667040.36,151707.56,9668.46,505664.34,0.12,0.80176,0.75787,0.17237
2026,2025-10,2025-10,2026-06,DE01,Software,Driver-based commercial,897243.15,719373.09,679992.6,154653.34,9856.2,515483.06,0.12,0.80176,0.75787,0.17237
2026,2025-10,2025-10,2026-07,DE01,Software,Driver-based commercial,811791.42,650861.37,615231.4,139924.45,8917.51,466389.44,0.12,0.80176,0.75787,0.17237
2026,2025-10,2025-10,2026-08,DE01,Software,Driver-based commercial,717794.52,575498.47,543994.08,123722.67,7884.96,412386.45,0.12,0.80176,0.75787,0.17237
2026,2025-10,2025-10,2026-09,DE01,Software,Driver-based commercial,888697.98,712521.92,673516.48,153180.45,9762.33,510573.7,0.12,0.80176,0.75787,0.17237
2026,2025-10,2025-10,2026-10,DE01,Software,Driver-based commercial,922878.67,739926.61,699420.96,159072.0,10137.8,530211.15,0.12,0.80176,0.75787,0.17237
2026,2025-10,2025-10,2026-11,DE01,Software,Driver-based commercial,957059.36,767331.29,725325.44,164963.56,10513.28,549848.6,0.12,0.80176,0.75787,0.17237
2026,2025-10,2025-10,2026-12,DE01,Software,Driver-based commercial,1008330.4,808438.33,764182.16,173800.89,11076.49,579304.78,0.12,0.80176,0.75787,0.17237
2026,2025-10,2025-10,2026-01,ES01,Events,Driver-based commercial,2522655.75,1170381.71,1034815.03,354334.48,16731.73,663748.82,0.03,0.46395,0.41021,0.14046
2026,2025-10,2025-10,2026-02,ES01,Events,Driver-based commercial,2637321.92,1223580.88,1081852.07,370440.59,17492.26,693919.22,0.03,0.46395,0.41021,0.14046
2026,2025-10,2025-10,2026-03,ES01,Events,Driver-based commercial,2837987.72,1316679.42,1164166.9,398626.29,18823.19,746717.42,0.03,0.46395,0.41021,0.14046
2026,2025-10,2025-10,2026-04,ES01,Events,Driver-based commercial,2895320.8,1343279.01,1187685.43,406679.35,19203.46,761802.62,0.03,0.46395,0.41021,0.14046
2026,2025-10,2025-10,2026-05,ES01,Events,Driver-based commercial,2952653.89,1369878.59,1211203.95,414732.4,19583.73,776887.82,0.03,0.46395,0.41021,0.14046
2026,2025-10,2025-10,2026-06,ES01,Events,Driver-based commercial,3009986.97,1396478.18,1234722.47,422785.46,19963.99,791973.02,0.03,0.46395,0.41021,0.14046
2026,2025-10,2025-10,2026-07,ES01,Events,Driver-based commercial,2723321.55,1263480.25,1117129.86,382520.18,18062.66,716547.02,0.03,0.46395,0.41021,0.14046
2026,2025-10,2025-10,2026-08,ES01,Events,Driver-based commercial,2407989.58,1117182.54,987777.98,338228.37,15971.19,633578.42,0.03,0.46395,0.41021,0.14046
2026,2025-10,2025-10,2026-09,ES01,Events,Driver-based commercial,2981320.43,1383178.38,1222963.21,418758.93,19773.86,784430.42,0.03,0.46395,0.41021,0.14046
2026,2025-10,2025-10,2026-10,ES01,Events,Driver-based commercial,3095986.6,1436377.55,1270000.26,434865.04,20534.39,814600.82,0.03,0.46395,0.41021,0.14046
2026,2025-10,2025-10,2026-11,ES01,Events,Driver-based commercial,3210652.77,1489576.72,1317037.31,450971.16,21294.93,844771.22,0.03,0.46395,0.41021,0.14046
2026,2025-10,2025-10,2026-12,ES01,Events,Driver-based commercial,3382652.03,1569375.47,1387592.87,475130.33,22435.73,890026.82,0.03,0.46395,0.41021,0.14046
2026,2025-10,2025-10,2026-01,ES01,Hardware,Driver-based commercial,4131748.63,1507973.87,1288306.82,354971.89,28013.47,905321.46,0.045,0.36497,0.31181,0.08591
2026,2025-10,2025-10,2026-02,ES01,Hardware,Driver-based commercial,4319555.39,1576518.14,1346866.22,371106.98,29286.81,946472.44,0.045,0.36497,0.31181,0.08591
2026,2025-10,2025-10,2026-03,ES01,Hardware,Driver-based commercial,4648217.21,1696470.6,1449345.18,399343.38,31515.15,1018486.65,0.045,0.36497,0.31181,0.08591
2026,2025-10,2025-10,2026-04,ES01,Hardware,Driver-based commercial,4742120.59,1730742.74,1478624.88,407410.92,32151.82,1039062.13,0.045,0.36497,0.31181,0.08591
2026,2025-10,2025-10,2026-05,ES01,Hardware,Driver-based commercial,4836023.97,1765014.87,1507904.58,415478.47,32788.49,1059637.62,0.045,0.36497,0.31181,0.08591
2026,2025-10,2025-10,2026-06,ES01,Hardware,Driver-based commercial,4929927.34,1799287.0,1537184.28,423546.01,33425.16,1080213.11,0.045,0.36497,0.31181,0.08591
2026,2025-10,2025-10,2026-07,ES01,Hardware,Driver-based commercial,4460410.45,1627926.34,1390785.78,383208.3,30241.81,977335.67,0.045,0.36497,0.31181,0.08591
2026,2025-10,2025-10,2026-08,ES01,Hardware,Driver-based commercial,3943941.88,1439429.6,1229747.42,338836.81,26740.13,864170.49,0.045,0.36497,0.31181,0.08591
2026,2025-10,2025-10,2026-09,ES01,Hardware,Driver-based commercial,4882975.65,1782150.94,1522544.43,419512.24,33106.82,1069925.36,0.045,0.36497,0.31181,0.08591
2026,2025-10,2025-10,2026-10,ES01,Hardware,Driver-based commercial,5070782.41,1850695.2,1581103.83,435647.32,34380.16,1111076.34,0.045,0.36497,0.31181,0.08591
2026,2025-10,2025-10,2026-11,ES01,Hardware,Driver-based commercial,5258589.17,1919239.47,1639663.23,451782.41,35653.5,1152227.32,0.045,0.36497,0.31181,0.08591
2026,2025-10,2025-10,2026-12,ES01,Hardware,Driver-based commercial,5540299.3,2022055.87,1727502.33,475985.04,37563.51,1213953.78,0.045,0.36497,0.31181,0.08591
2026,2025-10,2025-10,2026-01,ES01,Spare Parts,Driver-based commercial,1800564.82,853064.43,792158.11,164883.84,12231.37,615042.9,0.06,0.47378,0.43995,0.09157
2026,2025-10,2025-10,2026-02,ES01,Spare Parts,Driver-based commercial,1882408.67,891840.08,828165.29,172378.56,12787.34,642999.39,0.06,0.47378,0.43995,0.09157
2026,2025-10,2025-10,2026-03,ES01,Spare Parts,Driver-based commercial,2025635.42,959697.48,891177.87,185494.32,13760.29,691923.26,0.06,0.47378,0.43995,0.09157
2026,2025-10,2025-10,2026-04,ES01,Spare Parts,Driver-based commercial,2066557.34,979085.31,909181.46,189241.68,14038.28,705901.51,0.06,0.47378,0.43995,0.09157
2026,2025-10,2025-10,2026-05,ES01,Spare Parts,Driver-based commercial,2107479.27,998473.13,927185.06,192989.04,14316.26,719879.75,0.06,0.47378,0.43995,0.09157
2026,2025-10,2025-10,2026-06,ES01,Spare Parts,Driver-based commercial,2148401.2,1017860.96,945188.65,196736.4,14594.25,733858.0,0.06,0.47378,0.43995,0.09157
2026,2025-10,2025-10,2026-07,ES01,Spare Parts,Driver-based commercial,1943791.56,920921.82,855170.68,177999.6,13204.32,663966.76,0.06,0.47378,0.43995,0.09157
2026,2025-10,2025-10,2026-08,ES01,Spare Parts,Driver-based commercial,1718720.96,814288.77,756150.92,157389.12,11675.4,587086.4,0.06,0.47378,0.43995,0.09157
2026,2025-10,2025-10,2026-09,ES01,Spare Parts,Driver-based commercial,2127940.24,1008167.05,936186.85,194862.72,14455.26,726868.88,0.06,0.47378,0.43995,0.09157
2026,2025-10,2025-10,2026-10,ES01,Spare Parts,Driver-based commercial,2209784.09,1046942.7,972194.04,202357.44,15011.23,754825.37,0.06,0.47378,0.43995,0.09157
2026,2025-10,2025-10,2026-11,ES01,Spare Parts,Driver-based commercial,2291627.95,1085718.36,1008201.23,209852.16,15567.2,782781.87,0.06,0.47378,0.43995,0.09157
2026,2025-10,2025-10,2026-12,ES01,Spare Parts,Driver-based commercial,2414393.73,1143881.84,1062212.01,221094.24,16401.16,824716.61,0.06,0.47378,0.43995,0.09157
2026,2025-10,2025-10,2026-01,JP01,Hardware,Driver-based commercial,2816801.19,1118956.44,971099.72,306443.79,27280.57,637375.36,0.045,0.39724,0.34475,0.10879
2026,2025-10,2025-10,2026-02,JP01,Hardware,Driver-based commercial,2944837.6,1169818.09,1015240.62,320373.05,28520.59,666346.97,0.045,0.39724,0.34475,0.10879
2026,2025-10,2025-10,2026-03,JP01,Hardware,Driver-based commercial,3168901.33,1258825.99,1092487.18,344749.26,30690.64,717047.29,0.045,0.39724,0.34475,0.10879
2026,2025-10,2025-10,2026-04,JP01,Hardware,Driver-based commercial,3232919.54,1284256.82,1114557.63,351713.89,31310.65,731533.09,0.045,0.39724,0.34475,0.10879
2026,2025-10,2025-10,2026-05,JP01,Hardware,Driver-based commercial,3296937.75,1309687.65,1136628.08,358678.52,31930.66,746018.89,0.045,0.39724,0.34475,0.10879
2026,2025-10,2025-10,2026-06,JP01,Hardware,Driver-based commercial,3360955.96,1335118.48,1158698.53,365643.16,32550.68,760504.7,0.045,0.39724,0.34475,0.10879
2026,2025-10,2025-10,2026-07,JP01,Hardware,Driver-based commercial,3040864.92,1207964.34,1048346.29,330820.0,29450.61,688075.68,0.045,0.39724,0.34475,0.10879
2026,2025-10,2025-10,2026-08,JP01,Hardware,Driver-based commercial,2688764.77,1068094.78,926958.82,292514.52,26040.54,608403.76,0.045,0.39724,0.34475,0.10879
2026,2025-10,2025-10,2026-09,JP01,Hardware,Driver-based commercial,3328946.86,1322403.06,1147663.31,362160.84,32240.67,753261.79,0.045,0.39724,0.34475,0.10879
2026,2025-10,2025-10,2026-10,JP01,Hardware,Driver-based commercial,3456983.27,1373264.72,1191804.2,376090.1,33480.7,782233.4,0.045,0.39724,0.34475,0.10879
2026,2025-10,2025-10,2026-11,JP01,Hardware,Driver-based commercial,3585019.69,1424126.37,1235945.1,390019.37,34720.72,811205.01,0.045,0.39724,0.34475,0.10879
2026,2025-10,2025-10,2026-12,JP01,Hardware,Driver-based commercial,3777074.32,1500418.86,1302156.44,410913.26,36580.76,854662.42,0.045,0.39724,0.34475,0.10879
2026,2025-10,2025-10,2026-01,JP01,Software,Driver-based commercial,617407.63,494975.63,467785.9,101482.64,6073.24,360230.02,0.12,0.8017,0.75766,0.16437
2026,2025-10,2025-10,2026-02,JP01,Software,Driver-based commercial,645471.61,517474.52,489048.89,106095.48,6349.29,376604.11,0.12,0.8017,0.75766,0.16437
2026,2025-10,2025-10,2026-03,JP01,Software,Driver-based commercial,694583.58,556847.59,526259.13,114167.97,6832.39,405258.77,0.12,0.8017,0.75766,0.16437
2026,2025-10,2025-10,2026-04,JP01,Software,Driver-based commercial,708615.57,568097.03,536890.63,116474.39,6970.42,413445.82,0.12,0.8017,0.75766,0.16437
2026,2025-10,2025-10,2026-05,JP01,Software,Driver-based commercial,722647.57,579346.48,547522.13,118780.81,7108.45,421632.87,0.12,0.8017,0.75766,0.16437
2026,2025-10,2025-10,2026-06,JP01,Software,Driver-based commercial,736679.56,590595.92,558153.63,121087.24,7246.48,429819.91,0.12,0.8017,0.75766,0.16437
2026,2025-10,2025-10,2026-07,JP01,Software,Driver-based commercial,666519.6,534348.69,504996.14,109555.12,6556.34,388884.68,0.12,0.8017,0.75766,0.16437
2026,2025-10,2025-10,2026-08,JP01,Software,Driver-based commercial,589343.65,472476.74,446522.9,96869.79,5797.18,343855.93,0.12,0.8017,0.75766,0.16437
2026,2025-10,2025-10,2026-09,JP01,Software,Driver-based commercial,729663.56,584971.2,552837.88,119934.03,7177.46,425726.39,0.12,0.8017,0.75766,0.16437
2026,2025-10,2025-10,2026-10,JP01,Software,Driver-based commercial,757727.54,607470.09,574100.87,124546.87,7453.52,442100.48,0.12,0.8017,0.75766,0.16437
2026,2025-10,2025-10,2026-11,JP01,Software,Driver-based commercial,785791.53,629968.99,595363.87,129159.72,7729.58,458474.57,0.12,0.8017,0.75766,0.16437
2026,2025-10,2025-10,2026-12,JP01,Software,Driver-based commercial,827887.5,663717.32,627258.36,136078.99,8143.66,483035.71,0.12,0.8017,0.75766,0.16437
2026,2025-10,2025-10,2026-01,JP01,Spare Parts,Driver-based commercial,2508692.73,1188072.72,1102583.53,291506.75,24445.96,786630.81,0.06,0.47358,0.43951,0.1162
2026,2025-10,2025-10,2026-02,JP01,Spare Parts,Driver-based commercial,2622724.21,1242076.03,1152700.96,304757.06,25557.14,822386.76,0.06,0.47358,0.43951,0.1162
2026,2025-10,2025-10,2026-03,JP01,Spare Parts,Driver-based commercial,2822279.32,1336581.81,1240406.47,327945.1,27501.71,884959.66,0.06,0.47358,0.43951,0.1162
2026,2025-10,2025-10,2026-04,JP01,Spare Parts,Driver-based commercial,2879295.06,1363583.47,1265465.18,334570.25,28057.3,902837.63,0.06,0.47358,0.43951,0.1162
2026,2025-10,2025-10,2026-05,JP01,Spare Parts,Driver-based commercial,2936310.8,1390585.12,1290523.9,341195.4,28612.89,920715.61,0.06,0.47358,0.43951,0.1162
2026,2025-10,2025-10,2026-06,JP01,Spare Parts,Driver-based commercial,2993326.55,1417586.77,1315582.62,347820.56,29168.48,938593.58,0.06,0.47358,0.43951,0.1162
2026,2025-10,2025-10,2026-07,JP01,Spare Parts,Driver-based commercial,2708247.83,1282578.51,1190289.03,314694.79,26390.53,849203.71,0.06,0.47358,0.43951,0.1162
2026,2025-10,2025-10,2026-08,JP01,Spare Parts,Driver-based commercial,2394661.24,1134069.42,1052466.09,278256.44,23334.78,750874.86,0.06,0.47358,0.43951,0.1162
2026,2025-10,2025-10,2026-09,JP01,Spare Parts,Driver-based commercial,2964818.68,1404085.94,1303053.26,344507.98,28890.69,929654.59,0.06,0.47358,0.43951,0.1162
2026,2025-10,2025-10,2026-10,JP01,Spare Parts,Driver-based commercial,3078850.16,1458089.25,1353170.69,357758.29,30001.87,965410.54,0.06,0.47358,0.43951,0.1162
2026,2025-10,2025-10,2026-11,JP01,Spare Parts,Driver-based commercial,3192881.65,1512092.56,1403288.12,371008.59,31113.05,1001166.49,0.06,0.47358,0.43951,0.1162
2026,2025-10,2025-10,2026-12,JP01,Spare Parts,Driver-based commercial,3363928.88,1593097.51,1478464.27,390884.05,32779.82,1054800.4,0.06,0.47358,0.43951,0.1162
2026,2025-10,2025-10,2026-01,US01,Events,Driver-based commercial,2034317.51,930891.6,820455.6,465426.53,14446.39,340582.68,0.03,0.45759,0.40331,0.22879
2026,2025-10,2025-10,2026-02,US01,Events,Driver-based commercial,2126786.49,973204.85,857749.03,486582.28,15103.04,356063.71,0.03,0.45759,0.40331,0.22879
2026,2025-10,2025-10,2026-03,US01,Events,Driver-based commercial,2288607.2,1047253.05,923012.55,523604.84,16252.19,383155.51,0.03,0.45759,0.40331,0.22879
2026,2025-10,2025-10,2026-04,US01,Events,Driver-based commercial,2334841.69,1068409.68,941659.27,534182.72,16580.52,390896.03,0.03,0.45759,0.40331,0.22879
2026,2025-10,2025-10,2026-05,US01,Events,Driver-based commercial,2381076.18,1089566.3,960305.98,544760.6,16908.84,398636.54,0.03,0.45759,0.40331,0.22879
2026,2025-10,2025-10,2026-06,US01,Events,Driver-based commercial,2427310.67,1110722.93,978952.7,555338.47,17237.17,406377.06,0.03,0.45759,0.40331,0.22879
2026,2025-10,2025-10,2026-07,US01,Events,Driver-based commercial,2196138.23,1004939.79,885719.11,502449.09,15595.53,367674.48,0.03,0.45759,0.40331,0.22879
2026,2025-10,2025-10,2026-08,US01,Events,Driver-based commercial,1941848.54,888578.34,783162.16,444270.78,13789.74,325101.65,0.03,0.45759,0.40331,0.22879
2026,2025-10,2025-10,2026-09,US01,Events,Driver-based commercial,2404193.43,1100144.62,969629.34,550049.53,17073.01,402506.8,0.03,0.45759,0.40331,0.22879
2026,2025-10,2025-10,2026-10,US01,Events,Driver-based commercial,2496662.4,1142457.87,1006922.78,571205.28,17729.66,417987.83,0.03,0.45759,0.40331,0.22879
2026,2025-10,2025-10,2026-11,US01,Events,Driver-based commercial,2589131.38,1184771.13,1044216.21,592361.04,18386.31,433468.86,0.03,0.45759,0.40331,0.22879
2026,2025-10,2025-10,2026-12,US01,Events,Driver-based commercial,2727834.85,1248241.01,1100156.37,624094.66,19371.3,456690.41,0.03,0.45759,0.40331,0.22879
2026,2025-10,2025-10,2026-01,US01,Hardware,Driver-based commercial,4981745.79,1825093.78,1557764.33,681903.96,36046.42,839813.94,0.045,0.36636,0.31269,0.13688
2026,2025-10,2025-10,2026-02,US01,Hardware,Driver-based commercial,5208188.78,1908052.58,1628571.8,712899.6,37684.9,877987.3,0.045,0.36636,0.31269,0.13688
2026,2025-10,2025-10,2026-03,US01,Hardware,Driver-based commercial,5604464.02,2053230.5,1752484.87,767141.96,40552.23,944790.69,0.045,0.36636,0.31269,0.13688
2026,2025-10,2025-10,2026-04,US01,Hardware,Driver-based commercial,5717685.51,2094709.9,1787888.6,782639.77,41371.46,963877.37,0.045,0.36636,0.31269,0.13688
2026,2025-10,2025-10,2026-05,US01,Hardware,Driver-based commercial,5830907.01,2136189.31,1823292.34,798137.59,42190.7,982964.05,0.045,0.36636,0.31269,0.13688
2026,2025-10,2025-10,2026-06,US01,Hardware,Driver-based commercial,5944128.5,2177668.71,1858696.07,813635.41,43009.94,1002050.73,0.045,0.36636,0.31269,0.13688
2026,2025-10,2025-10,2026-07,US01,Hardware,Driver-based commercial,5378021.03,1970271.69,1681677.4,736146.32,38913.75,906617.32,0.045,0.36636,0.31269,0.13688
2026,2025-10,2025-10,2026-08,US01,Hardware,Driver-based commercial,4755302.8,1742134.97,1486956.86,650908.33,34407.95,801640.58,0.045,0.36636,0.31269,0.13688
2026,2025-10,2025-10,2026-09,US01,Hardware,Driver-based commercial,5887517.75,2156929.01,1840994.21,805886.5,42600.32,992507.39,0.045,0.36636,0.31269,0.13688
2026,2025-10,2025-10,2026-10,US01,Hardware,Driver-based commercial,6113960.75,2239887.82,1911801.68,836882.14,44238.79,1030680.75,0.045,0.36636,0.31269,0.13688
2026,2025-10,2025-10,2026-11,US01,Hardware,Driver-based commercial,6340403.74,2322846.62,1982609.15,867877.77,45877.27,1068854.11,0.045,0.36636,0.31269,0.13688
2026,2025-10,2025-10,2026-12,US01,Hardware,Driver-based commercial,6680068.22,2447284.84,2088820.35,914371.22,48334.98,1126114.15,0.045,0.36636,0.31269,0.13688
2026,2025-10,2025-10,2026-01,US01,Software,Driver-based commercial,935755.12,751167.84,710150.65,192033.49,6799.25,511317.9,0.12,0.80274,0.75891,0.20522
2026,2025-10,2025-10,2026-02,US01,Software,Driver-based commercial,978289.44,785311.84,742430.23,200762.29,7108.31,534559.63,0.12,0.80274,0.75891,0.20522
2026,2025-10,2025-10,2026-03,US01,Software,Driver-based commercial,1052724.51,845063.82,798919.48,216037.68,7649.16,575232.64,0.12,0.80274,0.75891,0.20522
2026,2025-10,2025-10,2026-04,US01,Software,Driver-based commercial,1073991.67,862135.82,815059.27,220402.08,7803.69,586853.5,0.12,0.80274,0.75891,0.20522
2026,2025-10,2025-10,2026-05,US01,Software,Driver-based commercial,1095258.83,879207.82,831199.06,224766.48,7958.22,598474.36,0.12,0.80274,0.75891,0.20522
2026,2025-10,2025-10,2026-06,US01,Software,Driver-based commercial,1116525.99,896279.81,847338.85,229130.87,8112.75,610095.23,0.12,0.80274,0.75891,0.20522
2026,2025-10,2025-10,2026-07,US01,Software,Driver-based commercial,1010190.18,810919.83,766639.91,207308.89,7340.1,551990.92,0.12,0.80274,0.75891,0.20522
2026,2025-10,2025-10,2026-08,US01,Software,Driver-based commercial,893220.79,717023.85,677871.08,183304.7,6490.2,488076.18,0.12,0.80274,0.75891,0.20522
2026,2025-10,2025-10,2026-09,US01,Software,Driver-based commercial,1105892.41,887743.82,839268.95,226948.68,8035.48,604284.79,0.12,0.80274,0.75891,0.20522
2026,2025-10,2025-10,2026-10,US01,Software,Driver-based commercial,1148426.73,921887.81,871548.53,235677.47,8344.54,627526.52,0.12,0.80274,0.75891,0.20522
2026,2025-10,2025-10,2026-11,US01,Software,Driver-based commercial,1190961.06,956031.8,903828.1,244406.27,8653.6,650768.24,0.12,0.80274,0.75891,0.20522
2026,2025-10,2025-10,2026-12,US01,Software,Driver-based commercial,1254762.54,1007247.79,952247.47,257499.46,9117.18,685630.82,0.12,0.80274,0.75891,0.20522
